osmid,oneway,highway,maxspeed,reversed,length,ref,name,geometry,lanes,access,junction
320457218,True,secondary_link,50,False,44.081,,,"LINESTRING (12.7056374 49.373699, 12.7054404 49.3740741)",,,
8133309,False,secondary,50,False,76.22699999999999,St 2154,Krankenhausstraße,"LINESTRING (12.7056374 49.373699, 12.7061115 49.3732058, 12.7061911 49.373116)",,,
25709366,False,secondary,50,False,80.161,St 2146,Fabrikstraße,"LINESTRING (12.7061003 49.3755034, 12.7059676 49.3755568, 12.705808 49.3755996, 12.7054687 49.3756555, 12.7050663 49.3757516)",,,
25709450,False,tertiary,50,False,86.8,,Hammerstraße,"LINESTRING (12.7061003 49.3755034, 12.7061373 49.3755977, 12.7060787 49.3759828, 12.7060729 49.3761323, 12.7061056 49.3762775)",,,
1221409841,False,secondary,50,True,40.419,St 2146,Hammerstraße,"LINESTRING (12.7061003 49.3755034, 12.7062282 49.37542, 12.70629 49.3753501, 12.7063391 49.3752535, 12.7063558 49.3751912)",,,
25709366,False,secondary,50,False,4.646,St 2146,Fabrikstraße,"LINESTRING (12.7025439 49.377021, 12.7025197 49.3770597)",,,
25709366,False,secondary,50,True,51.211000000000006,St 2146,Fabrikstraße,"LINESTRING (12.7025439 49.377021, 12.7026216 49.3769187, 12.7027111 49.3768474, 12.7029055 49.376702, 12.7029715 49.3766579)",,,
28286893,False,residential,,True,41.035,,,"LINESTRING (12.7025439 49.377021, 12.702487 49.3770059, 12.7023752 49.376964, 12.702276 49.3769221, 12.7022317 49.3768959, 12.7021124 49.3767928)",,,
9895584,False,secondary,50,False,17.578,St 2146,Bahnhofstraße,"LINESTRING (12.7025159 49.3772875, 12.7024154 49.3773049, 12.7022853 49.3773364)",2,,
13804708,False,residential,,False,58.445,,Bahnhofstraße,"LINESTRING (12.7025159 49.3772875, 12.7027304 49.3772577, 12.7031671 49.3772484, 12.7033181 49.3772504)",,,
26252698,False,residential,,True,70.879,,Trenckstraße,"LINESTRING (12.711259 49.3793153, 12.7114599 49.3792014, 12.7115402 49.3791157, 12.7115924 49.3790156, 12.7116055 49.3789109, 12.7115919 49.378849, 12.7115614 49.3787609)",,,
