osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,tunnel
44785727,St 2163,Bayreuther Straße,secondary,False,True,278.102,"LINESTRING (11.4244603 49.6812233, 11.4238032 49.6810287, 11.422603 49.6806744, 11.4218619 49.6804781, 11.421393 49.6803677, 11.4212622 49.6803406, 11.4208914 49.6802705)",,,
44453534,,Am Teufelsloch,residential,False,True,68.90799999999999,"LINESTRING (11.419483 49.6801417, 11.4194842 49.6802107, 11.4194799 49.6802904, 11.4195054 49.6803545, 11.419556 49.6804125, 11.4196115 49.6804434, 11.419701 49.6804753, 11.4200198 49.6805643)",50,,
44453535,St 2163,Bayreuther Straße,secondary,False,False,102.577,"LINESTRING (11.419483 49.6801417, 11.4203274 49.6801879, 11.4208914 49.6802705)",50,,
146195578,,Klausberger Straße,unclassified,False,False,160.065,"LINESTRING (11.419483 49.6801417, 11.4195041 49.6799188, 11.4195271 49.6797132, 11.4195207 49.679508, 11.4195057 49.6794173, 11.419463 49.6792993, 11.4192988 49.6790405, 11.4191402 49.6787452)",,,
"[449127096, 698331821]",St 2163,Bayreuther Straße,secondary,False,True,91.327,"LINESTRING (11.419483 49.6801417, 11.4185912 49.6801264, 11.4182143 49.6801164)",50,,
146195574,,Klausberger Straße,unclassified,False,True,24.06,"LINESTRING (11.419084 49.6785319, 11.4191402 49.6787452)",,,
30923976,,Eckenreuther Straße,residential,False,True,60.778999999999996,"LINESTRING (11.419084 49.6785319, 11.4189689 49.6785597, 11.4186892 49.6787822, 11.4185789 49.6788355, 11.4184502 49.6788727)",,,
146195576,,Klausberger Straße,unclassified,False,False,41.78,"LINESTRING (11.419084 49.6785319, 11.4190732 49.6783485, 11.4190967 49.6781569)",,,
44383634,St 2163,Hauptstraße,secondary,False,False,48.372,"LINESTRING (11.4119913 49.681434, 11.4126612 49.6813971)",,,
44449160,,Am Wasserstein,residential,False,False,76.119,"LINESTRING (11.4119913 49.681434, 11.4118887 49.6810304, 11.4118622 49.6807554)",,,
30923968,,Schulstraße,residential,False,False,39.505,"LINESTRING (11.4126612 49.6813971, 11.4127246 49.68175)",,,
44383634,St 2163,Hauptstraße,secondary,False,True,48.372,"LINESTRING (11.4126612 49.6813971, 11.4119913 49.681434)",,,
44383633,St 2163,Hauptstraße,secondary,False,False,112.086,"LINESTRING (11.4126612 49.6813971, 11.4133462 49.6813911, 11.4137379 49.6813935, 11.4139016 49.6813825, 11.4140478 49.6813697, 11.4142071 49.6813332)",50,,
36774974,St 2163,Bayreuther Straße,secondary,False,False,31.472,"LINESTRING (11.4147076 49.6811488, 11.4150551 49.6809769)",50,,
44383632,St 2163,Hauptstraße,secondary,False,True,41.438,"LINESTRING (11.4147076 49.6811488, 11.4142071 49.6813332)",50,,
44383631,,Hauptstraße,tertiary,False,True,55.912,"LINESTRING (11.4147076 49.6811488, 11.414885 49.6812562, 11.4149618 49.6812711, 11.4154099 49.6812239)",,,
30923975,,Wichandsstraße,residential,False,False,111.57900000000001,"LINESTRING (11.4159971 49.6787675, 11.4158001 49.6789572, 11.4156755 49.6791562, 11.4153512 49.6796756)",,,
146195385,,Eckenreuther Straße,residential,False,True,39.531,"LINESTRING (11.4159971 49.6787675, 11.4162075 49.6786377, 11.4164177 49.6785401)",,,
168756812,BT 30,Nürnberger Straße,tertiary,False,False,158.083,"LINESTRING (11.4159971 49.6787675, 11.4165441 49.6790835, 11.4170506 49.6794143, 11.4175737 49.6797568)",,,
168756812,BT 30,Nürnberger Straße,tertiary,False,True,70.892,"LINESTRING (11.4159971 49.6787675, 11.4155631 49.678523, 11.4153054 49.6783168)",,,
36740634,BT 30,Nürnberger Straße,tertiary,False,False,10.432,"LINESTRING (11.4175737 49.6797568, 11.417626 49.6798443)",,,
30923976,,Eckenreuther Straße,residential,False,False,70.312,"LINESTRING (11.4175737 49.6797568, 11.4175846 49.6796664, 11.4176105 49.6794624, 11.4176478 49.6793925, 11.4177393 49.6793139, 11.4179141 49.6791943)",,,
168756812,BT 30,Nürnberger Straße,tertiary,False,True,158.083,"LINESTRING (11.4175737 49.6797568, 11.4170506 49.6794143, 11.4165441 49.6790835, 11.4159971 49.6787675)",,,
36740635,St 2163,Bayreuther Straße,secondary,False,False,33.445,"LINESTRING (11.4177498 49.6801048, 11.4182143 49.6801164)",50,,
36740634,BT 30,Nürnberger Straße,tertiary,False,True,30.363,"LINESTRING (11.4177498 49.6801048, 11.4177227 49.6800268, 11.4176862 49.679945, 11.417626 49.6798443)",,,
138589497,St 2163,Bayreuther Straße,secondary,False,True,29.053,"LINESTRING (11.4177498 49.6801048, 11.4175366 49.6801101, 11.4173464 49.6801163)",50,2,
