osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,bridge
126211445,2,St 2397,Hauptstraße,secondary,50,False,False,14.722,"LINESTRING (12.1301852 49.1275995, 12.1301848 49.1274671)",,
10044639,3,St 2397,Hauptstraße,secondary,50,False,True,27.034,"LINESTRING (12.1301852 49.1275995, 12.1301373 49.12768, 12.1299914 49.1278043)",,
"[585750072, 27760564]",,,"['Marktplatz', 'Amannstraße']",residential,,False,False,62.441,"LINESTRING (12.1275445 49.1239439, 12.127893 49.1239117, 12.1281755 49.1238379, 12.1283245 49.1237487)",,
"[29212090, 230120998]",,,Suttenweg,residential,,False,"[False, True]",160.167,"LINESTRING (12.1275445 49.1239439, 12.1271864 49.1241552, 12.1269042 49.12434, 12.1266219 49.1244962, 12.1263397 49.1246667, 12.1262616 49.124623, 12.1261113 49.1245336, 12.1259146 49.1244223)",,
"[585750073, 265048132, 10045261, 265048133]",2,St 2397,"['Hauptstraße', 'Marktplatz']",secondary,50,False,True,344.669,"LINESTRING (12.1275445 49.1239439, 12.1276536 49.1241695, 12.1277395 49.1242631, 12.1279184 49.124461, 12.1279815 49.124545, 12.128064 49.1246896, 12.1281806 49.1248598, 12.1284448 49.1252181, 12.1285403 49.1253551, 12.1288432 49.1258631, 12.1288996 49.1259713, 12.1289703 49.1261278, 12.1290338 49.1262851, 12.1291787 49.1265632, 12.1293599 49.1267965)",,
589694123,,St 2397,Marktplatz,secondary,50,False,False,44.149,"LINESTRING (12.1275445 49.1239439, 12.1274518 49.1236409, 12.1274358 49.1235535)",,
589694123,,St 2397,Marktplatz,secondary,50,False,True,44.149,"LINESTRING (12.1274358 49.1235535, 12.1274518 49.1236409, 12.1275445 49.1239439)",,
839704160,,,Bahnhofstraße,residential,,True,False,137.36599999999999,"LINESTRING (12.1274358 49.1235535, 12.127321 49.12354, 12.127254 49.1235117, 12.1269099 49.1232614, 12.1264108 49.1228605, 12.1261865 49.1226544)",,
"[885669733, 10045262]",,St 2397,Kirchplatz,secondary,50,False,False,74.456,"LINESTRING (12.1274358 49.1235535, 12.1275103 49.1233199, 12.1277747 49.1229252)",,
10045262,,St 2397,Kirchplatz,secondary,50,False,True,19.060000000000002,"LINESTRING (12.1278554 49.122763, 12.1278242 49.1228528, 12.1277747 49.1229252)",,
30005191,,,Hauzensteiner Straße,tertiary,,False,True,73.36999999999999,"LINESTRING (12.1278554 49.122763, 12.1279702 49.1227428, 12.1281155 49.1226983, 12.1286555 49.1225126, 12.128716 49.1224456)",,
"[589694122, 10045468]",,St 2397,Regensburger Straße,secondary,50,False,False,54.989,"LINESTRING (12.1278554 49.122763, 12.1278558 49.1226942, 12.1276024 49.1223021)",,
23535636,,,Dechant-Wiser-Straße,residential,,False,False,185.868,"LINESTRING (12.1272519 49.1215998, 12.1296401 49.1210072)",,
33171441,2,St 2397,Regensburger Straße,secondary,50,False,True,24.321,"LINESTRING (12.1272519 49.1215998, 12.1273085 49.121724, 12.1273474 49.1218094)",,
"[33171442, 972019877]",2,St 2397,Regensburger Straße,secondary,50,False,False,221.723,"LINESTRING (12.1272519 49.1215998, 12.1272027 49.1214917, 12.1271188 49.1213075, 12.1268436 49.120684, 12.1265457 49.1199623, 12.1264417 49.1196779)",,
"[589694122, 10045468]",,St 2397,Regensburger Straße,secondary,50,False,True,54.989,"LINESTRING (12.1276024 49.1223021, 12.1278558 49.1226942, 12.1278554 49.122763)",,
51787591,,St 2397,Regensburger Straße,secondary,50,False,False,57.858999999999995,"LINESTRING (12.1276024 49.1223021, 12.1274094 49.1219456, 12.1273474 49.1218094)",,
10044580,2,St 2397,Schwandorfer Straße,secondary,50,False,True,11.946,"LINESTRING (12.1299914 49.1278043, 12.1298932 49.1278904)",,
10044639,3,St 2397,Hauptstraße,secondary,50,False,False,27.034,"LINESTRING (12.1299914 49.1278043, 12.1301373 49.12768, 12.1301852 49.1275995)",,
"[175791219, 16965524]",,,Wassergasse,residential,,False,False,46.943,"LINESTRING (12.1299914 49.1278043, 12.1298974 49.1277706, 12.1296074 49.1276451, 12.129443 49.1275824)",,
126206342,,,Wassergasse,residential,,False,False,84.579,"LINESTRING (12.1283604 49.1271848, 12.1293599 49.1267965)",,
"[31989753, 175791219, 1176309247]",,,"['Wassergasse', 'Masurenweg']",residential,,False,False,416.9469999999999,"LINESTRING (12.1283604 49.1271848, 12.1279689 49.1271063, 12.1279058 49.1271105, 12.1277407 49.1271513, 12.1276742 49.1271501, 12.1275025 49.1271065, 12.1273911 49.1270553, 12.1270448 49.1267221, 12.1267618 49.1264987, 12.1264838 49.1262793, 12.1264706 49.1262587, 12.1263807 49.126118, 12.1262187 49.125908, 12.1260379 49.1257149, 12.1257773 49.1254365, 12.1255891 49.1252354, 12.1255011 49.1251545, 12.1254853 49.1250857, 12.1255069 49.12499, 12.1257735 49.1245697, 12.1259146 49.1244223)",,
175791219,,,Wassergasse,residential,,False,True,91.621,"LINESTRING (12.1283604 49.1271848, 12.1285756 49.1273205, 12.1288296 49.1274295, 12.1290503 49.1274832, 12.1292342 49.1275336, 12.129443 49.1275824)",,
27645232,,,Schneitweger Straße,tertiary,,False,True,64.581,"LINESTRING (12.128716 49.1224456, 12.1288055 49.1224732, 12.1289345 49.1225317, 12.1292716 49.122792, 12.1293427 49.1228471)",,
30005188,,,Hauzensteiner Straße,residential,,False,False,146.74200000000002,"LINESTRING (12.128716 49.1224456, 12.128666 49.1222388, 12.1286607 49.1221543, 12.1287239 49.122094, 12.1288582 49.122044, 12.1291926 49.1220165, 12.1295823 49.1219562, 12.1298878 49.12187, 12.1300905 49.1217976)",,
30005191,,,Hauzensteiner Straße,tertiary,,False,False,73.36999999999999,"LINESTRING (12.128716 49.1224456, 12.1286555 49.1225126, 12.1281155 49.1226983, 12.1279702 49.1227428, 12.1278554 49.122763)",,
33171435,,,Hauzensteiner Straße,residential,,False,True,9.438,"LINESTRING (12.130209 49.1217631, 12.1300905 49.1217976)",,
23535633,,,Weihermühlstraße,residential,,False,False,211.81599999999997,"LINESTRING (12.130209 49.1217631, 12.130317 49.1218028, 12.130604 49.1218028, 12.1316679 49.1217752, 12.1318706 49.1217476, 12.1323657 49.1216094, 12.132918 49.1215228, 12.1330347 49.1214999)",,
33171435,,,Hauzensteiner Straße,residential,,False,False,191.499,"LINESTRING (12.130209 49.1217631, 12.1304592 49.1215994, 12.1309358 49.1213495, 12.1311017 49.1212461, 12.1313877 49.1210309, 12.1315514 49.1209077, 12.1321093 49.1205771)",,
129023884,,,Narzissenweg,residential,,False,False,60.588,"LINESTRING (12.1325435 49.1227204, 12.1322158 49.1222195)",,
282212274,,,Rosenstraße,residential,,False,False,56.532,"LINESTRING (12.1325435 49.1227204, 12.1332098 49.122459)",,
282212274,,,Rosenstraße,residential,,False,True,82.867,"LINESTRING (12.1325435 49.1227204, 12.1316252 49.1231611)",,
33171439,,,Dechant-Wiser-Straße,residential,,False,True,89.378,"LINESTRING (12.1307844 49.1207158, 12.1299095 49.1209304, 12.1296401 49.1210072)",,
23535637,,,Christoph-Vogel-Straße,residential,,False,False,93.801,"LINESTRING (12.1300905 49.1217976, 12.1296401 49.1210072)",,
33171435,,,Hauzensteiner Straße,residential,,False,False,9.438,"LINESTRING (12.1300905 49.1217976, 12.130209 49.1217631)",,
