osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry
25540116,2,K 57,Neuenkirchener Straße,tertiary,50,False,True,63.935,,"LINESTRING (7.4314178 52.2793797, 7.4305261 52.2791981)"
"[4963161, 24016284, 422729383]",2,K 57,Neuenkirchener Straße,tertiary,50,False,False,64.143,yes,"LINESTRING (7.4314178 52.2793797, 7.4315745 52.279411, 7.4319814 52.2794837, 7.4322295 52.2795195, 7.4323266 52.279532)"
4974808,1,K 57,Neuenkirchener Straße,tertiary,50,True,False,9.793,,"LINESTRING (7.4344752 52.2798314, 7.4343322 52.2798415)"
4973511,2,B 481,Salzbergener Straße,primary,50,True,False,61.647999999999996,,"LINESTRING (7.4344752 52.2798314, 7.4343895 52.279982, 7.4342973 52.2801279, 7.4341459 52.2803477)"
183768154,1,K 57,Neuenkirchener Straße,tertiary,50,True,False,40.089,,"LINESTRING (7.4343322 52.2798415, 7.4337771 52.2797205)"
543357550,3,B 481,Kardinal-Galen-Ring,primary,50,True,False,13.999,,"LINESTRING (7.4343322 52.2798415, 7.4344003 52.2797227)"
4974809,3,K 57,Neuenkirchener Straße,tertiary,50,True,False,42.397,,"LINESTRING (7.4337771 52.2797205, 7.4344003 52.2797227)"
"[699513984, 699513983]","['4', '3']",K 57,Neuenkirchener Straße,tertiary,50,False,True,100.88,,"LINESTRING (7.4337771 52.2797205, 7.4328813 52.2796052, 7.4327248 52.2795857, 7.4323266 52.279532)"
74096768,,,Bahnhofstraße,residential,50,False,False,10.992,,"LINESTRING (7.4353059 52.2771329, 7.4354429 52.2771853)"
74096759,2,B 481,Kardinal-Galen-Ring,primary,50,True,False,40.25,,"LINESTRING (7.4353059 52.2771329, 7.435455 52.2769794, 7.435605 52.2768206)"
"[639602209, 1137315534]",2,,Bahnhofstraße,residential,50,False,True,127.41900000000001,,"LINESTRING (7.4353059 52.2771329, 7.4351174 52.2770609, 7.4347339 52.2769148, 7.4337187 52.2765246)"
38233163,3,B 481,Kardinal-Galen-Ring,primary,50,True,False,11.284,,"LINESTRING (7.4345275 52.2797351, 7.4344752 52.2798314)"
1016569845,1,,Am Thietor,residential,,True,False,21.866,,"LINESTRING (7.4345275 52.2797351, 7.4348182 52.279819)"
543357549,,K 57,Neuenkirchener Straße,tertiary,50,True,False,8.763,,"LINESTRING (7.4344003 52.2797227, 7.4345275 52.2797351)"
"[699513978, 699513979, 699513980, 699513982]","['2', '3']",B 481,Kardinal-Galen-Ring,primary,50,True,False,169.217,,"LINESTRING (7.4344003 52.2797227, 7.4345271 52.2793229, 7.4345955 52.2790788, 7.4346184 52.2789131, 7.4346459 52.2786115, 7.4346727 52.2784119, 7.4346797 52.2782137)"
542459434,,,Münsterstraße,residential,,False,True,11.028,,"LINESTRING (7.4413921 52.2768024, 7.4413137 52.2768892)"
"[602515449, 34857860]",3,,Münsterstraße,residential,,False,False,108.339,,"LINESTRING (7.4413921 52.2768024, 7.4417656 52.2763591, 7.4418747 52.2762296, 7.4421523 52.2759468)"
