osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,width,bridge,tunnel
144964654,,Am Bahndamm,living_street,,False,True,28.377000000000002,,"LINESTRING (11.2413393 49.4817984, 11.2414325 49.4816798, 11.2415179 49.4815711)",,,
5115393,,Grabenstraße,living_street,,False,False,82.279,,"LINESTRING (11.2435141 49.4825044, 11.2430586 49.4831826)",,,
5115393,,Grabenstraße,living_street,,False,True,41.444,,"LINESTRING (11.2435141 49.4825044, 11.2437643 49.482169)",,,
29599795,,Kronenstraße,living_street,,False,False,50.249,,"LINESTRING (11.2435141 49.4825044, 11.2429008 49.4822912)",,,
144964644,,Kohlachstraße,residential,30,False,True,61.878,,"LINESTRING (11.246974 49.4851332, 11.2463846 49.4847294)",,,
"[24439493, 16597421]",,"['Friedensstraße', 'Fichtestraße']",residential,30,False,False,166.481,,"LINESTRING (11.246974 49.4851332, 11.2478395 49.4846285, 11.2486317 49.4851625)",,,
144964644,,Kohlachstraße,residential,30,False,False,74.919,,"LINESTRING (11.246974 49.4851332, 11.2475907 49.4855838, 11.2476081 49.4856537)",,,
16597420,,Friedensstraße,residential,,True,False,113.718,,"LINESTRING (11.24578 49.4857997, 11.246974 49.4851332)",,,
162043314,St 2241,Rückersdorfer Straße,secondary,50,False,False,15.541,,"LINESTRING (11.24578 49.4857997, 11.2456442 49.4856913)",,,
144868519,St 2241,Rückersdorfer Straße,secondary,50,False,True,67.06700000000001,,"LINESTRING (11.24578 49.4857997, 11.2458996 49.4858903, 11.2460755 49.4860198, 11.2462398 49.4861417, 11.2463822 49.4862586)",,,
31093708,,Viktor-Rabs-Straße,living_street,,False,True,104.981,,"LINESTRING (11.2446589 49.4825958, 11.2440049 49.4834389)",,,
144964647,,Sankt-Josef-Straße,residential,,False,True,88.736,,"LINESTRING (11.2454409 49.4830439, 11.2447055 49.4836831)",,,
24439493,,Fichtestraße,residential,30,False,False,95.539,,"LINESTRING (11.2486317 49.4851625, 11.2495578 49.4857759)",,,
16597424,,Eintrachtstraße,residential,30,False,True,92.826,,"LINESTRING (11.2486317 49.4851625, 11.2477435 49.4856328, 11.2476081 49.4856537)",,,
"[24439493, 16597421]",,"['Friedensstraße', 'Fichtestraße']",residential,30,False,True,166.481,,"LINESTRING (11.2486317 49.4851625, 11.2478395 49.4846285, 11.246974 49.4851332)",,,
1166034183,,Laufer Weg,residential,30,False,True,16.817,,"LINESTRING (11.2514644 49.4870681, 11.2513019 49.4869598)",,,
24439664,,Goethestraße,residential,,False,False,114.57900000000001,,"LINESTRING (11.2514644 49.4870681, 11.2509599 49.4873933, 11.2505552 49.4875969, 11.2503345 49.4876912, 11.2502522 49.4877275)",,,
144868518,,Laufer Weg,residential,30,False,False,161.7,,"LINESTRING (11.2514644 49.4870681, 11.2518514 49.4873372, 11.2519476 49.4874041, 11.2523572 49.4876987, 11.2530208 49.4881123)",,,
16597424,,Eintrachtstraße,residential,30,False,True,28.833,,"LINESTRING (11.2476081 49.4856537, 11.247255 49.4857746)",,,
16597424,,Eintrachtstraße,residential,30,False,False,92.826,,"LINESTRING (11.2476081 49.4856537, 11.2477435 49.4856328, 11.2486317 49.4851625)",,,
144964644,,Kohlachstraße,residential,30,False,True,74.919,,"LINESTRING (11.2476081 49.4856537, 11.2475907 49.4855838, 11.246974 49.4851332)",,,
16598537,,Wiesenstraße,residential,30,False,False,124.555,,"LINESTRING (11.252428 49.489428, 11.2517793 49.4891765, 11.2510111 49.4887929)",8,,
16598537,,Wiesenstraße,residential,30,False,False,130.549,,"LINESTRING (11.2510111 49.4887929, 11.2509163 49.488646, 11.2502522 49.4877275)",8,,
16598537,,Wiesenstraße,residential,30,False,True,124.555,,"LINESTRING (11.2510111 49.4887929, 11.2517793 49.4891765, 11.252428 49.489428)",8,,
29376704,,Tannenstraße,residential,30,False,True,66.65299999999999,,"LINESTRING (11.2510111 49.4887929, 11.250946 49.4889671, 11.2507342 49.4893641)",6,,
24439348,,Am Sailersberg,residential,,False,False,62.008,,"LINESTRING (11.2465189 49.4881614, 11.2469838 49.4886302)",,,
144868520,St 2405,Rückersdorfer Straße,secondary,50,False,False,45.42,,"LINESTRING (11.2465189 49.4881614, 11.2466692 49.4879578, 11.2467713 49.4877876)",,,
144868607,,Alter Kirchenweg,residential,,False,False,167.303,,"LINESTRING (11.2460779 49.4884316, 11.2458476 49.4880773, 11.2455507 49.4876165, 11.2452144 49.4870842, 11.2451766 49.4870464)",,,
144868607,,Alter Kirchenweg,residential,,False,False,80.273,,"LINESTRING (11.2451766 49.4870464, 11.245141 49.4870149, 11.2444127 49.4866225, 11.2443319 49.486579)",,,
144868607,,Alter Kirchenweg,residential,,False,True,167.303,,"LINESTRING (11.2451766 49.4870464, 11.2452144 49.4870842, 11.2455507 49.4876165, 11.2458476 49.4880773, 11.2460779 49.4884316)",,,
24439262,,Tulpenstraße,residential,,False,False,65.717,,"LINESTRING (11.2443319 49.486579, 11.2449486 49.4861445)",,,
144868607,,Alter Kirchenweg,residential,,False,True,80.273,,"LINESTRING (11.2443319 49.486579, 11.2444127 49.4866225, 11.245141 49.4870149, 11.2451766 49.4870464)",,,
162043309,,Alter Kirchenweg,residential,,False,False,143.66400000000002,,"LINESTRING (11.2443319 49.486579, 11.242963 49.4858081, 11.2428409 49.4857247)",,,
210239954,,Eigenheimstraße,residential,30,False,False,111.986,,"LINESTRING (11.2431219 49.4805557, 11.2440949 49.4813397)",,,
144872953,,Frankenstraße,residential,30,False,False,55.891,,"LINESTRING (11.2431219 49.4805557, 11.2430999 49.4805815, 11.2425252 49.4808721)",,,
144872954,,Föhrenstraße,residential,30,False,True,103.737,,"LINESTRING (11.2431219 49.4805557, 11.2430545 49.4807932, 11.2430136 49.4809168, 11.2428156 49.4812877, 11.2426903 49.4814397)",,,
144872957,,Jägerstraße,residential,30,False,True,64.956,,"LINESTRING (11.2440949 49.4813397, 11.2447958 49.4809738)",,,
210239954,,Eigenheimstraße,residential,30,False,True,111.986,,"LINESTRING (11.2440949 49.4813397, 11.2431219 49.4805557)",,,
"[144872947, 144872957]",,"['Jägerstraße', 'Blechhaidstraße']",residential,30,False,"[False, True]",118.895,,"LINESTRING (11.2440949 49.4813397, 11.2434171 49.4816636, 11.2426903 49.4814397)",,,
144872972,,Steinbergstraße,residential,30,False,False,135.614,,"LINESTRING (11.2440949 49.4813397, 11.2447365 49.4818192, 11.2453363 49.4822545)",,,
144872946,,Adalbert-Stifter-Straße,residential,30,False,False,69.69500000000001,,"LINESTRING (11.2453363 49.4822545, 11.2457923 49.4820112, 11.2460857 49.4818598)",,,
"[144872972, 45036558]",,Steinbergstraße,residential,30,False,False,138.56599999999997,,"LINESTRING (11.2453363 49.4822545, 11.24604 49.4827528, 11.2462035 49.4828637, 11.2463005 49.4828807, 11.2463956 49.4828691, 11.2467674 49.4827119)",,,
144872972,,Steinbergstraße,residential,30,False,True,135.614,,"LINESTRING (11.2453363 49.4822545, 11.2447365 49.4818192, 11.2440949 49.4813397)",,,
45036558,,Steinbergstraße,residential,30,False,False,43.198,,"LINESTRING (11.2467674 49.4827119, 11.2472445 49.4824777)",,,
"[144872972, 45036558]",,Steinbergstraße,residential,30,False,True,138.566,,"LINESTRING (11.2467674 49.4827119, 11.2463956 49.4828691, 11.2463005 49.4828807, 11.2462035 49.4828637, 11.24604 49.4827528, 11.2453363 49.4822545)",,,
144872955,,Gartenstraße,residential,30,False,False,181.41799999999998,,"LINESTRING (11.2467674 49.4827119, 11.2475237 49.4833306, 11.2481785 49.4838834, 11.248206 49.4839643, 11.2481988 49.4840252)",,,
45036558,,Steinbergstraße,residential,30,False,False,50.753,,"LINESTRING (11.2472445 49.4824777, 11.2478188 49.4822148)",,,
45036558,,Steinbergstraße,residential,30,False,True,43.198,,"LINESTRING (11.2472445 49.4824777, 11.2467674 49.4827119)",,,
144872971,,Steinbergstraße,residential,,False,False,104.242,,"LINESTRING (11.2472445 49.4824777, 11.2470099 49.4822737, 11.2464331 49.4817029)",,,
45036558,,Steinbergstraße,residential,30,False,True,50.753,,"LINESTRING (11.2478188 49.4822148, 11.2472445 49.4824777)",,,
45036558,,Steinbergstraße,residential,30,False,False,102.005,,"LINESTRING (11.2478188 49.4822148, 11.2478587 49.4821972, 11.2489876 49.4817001)",,,
144872962,,Reichswaldwiese,residential,30,False,False,262.212,,"LINESTRING (11.2478188 49.4822148, 11.2481832 49.4825172, 11.2483184 49.4826294, 11.2489537 49.4831567, 11.2500032 49.4840976)",,,
144872946,,Adalbert-Stifter-Straße,residential,30,False,False,30.565,,"LINESTRING (11.2460857 49.4818598, 11.2464331 49.4817029)",,,
144872965,,Saarstraße,residential,30,False,True,135.608,,"LINESTRING (11.2460857 49.4818598, 11.2447958 49.4809738)",,,
144872946,,Adalbert-Stifter-Straße,residential,30,False,True,69.69500000000001,,"LINESTRING (11.2460857 49.4818598, 11.2457923 49.4820112, 11.2453363 49.4822545)",,,
144872969,,Schönberger Straße,residential,,False,False,72.152,,"LINESTRING (11.2500032 49.4840976, 11.2490044 49.4840965)",,,
144872969,,Schönberger Straße,residential,,False,True,35.639,,"LINESTRING (11.2500032 49.4840976, 11.2504957 49.4841164)",,,
144872962,,Reichswaldwiese,residential,30,False,True,262.212,,"LINESTRING (11.2500032 49.4840976, 11.2489537 49.4831567, 11.2483184 49.4826294, 11.2481832 49.4825172, 11.2478188 49.4822148)",,,
144872969,,Schönberger Straße,residential,,False,False,58.733,,"LINESTRING (11.2490044 49.4840965, 11.2481988 49.4840252)",,,
144872969,,Schönberger Straße,residential,,False,True,72.152,,"LINESTRING (11.2490044 49.4840965, 11.2500032 49.4840976)",,,
144868608,,Seespitzstraße,residential,30,False,True,299.643,,"LINESTRING (11.2490044 49.4840965, 11.2492691 49.4843236, 11.2497458 49.4847326, 11.2509206 49.4857404, 11.2510987 49.48585, 11.2513943 49.486032, 11.25166 49.4861494)",,,
144872969,,Schönberger Straße,residential,,False,True,58.733,,"LINESTRING (11.2481988 49.4840252, 11.2490044 49.4840965)",,,
144872955,,Gartenstraße,residential,30,False,True,181.418,,"LINESTRING (11.2481988 49.4840252, 11.248206 49.4839643, 11.2481785 49.4838834, 11.2475237 49.4833306, 11.2467674 49.4827119)",,,
"[144872968, 144872969, 144872967]",,Schönberger Straße,residential,30,False,False,185.41400000000002,,"LINESTRING (11.2481988 49.4840252, 11.2478031 49.483985, 11.2471587 49.4839306, 11.2467801 49.4839861, 11.2466124 49.4840061, 11.2462564 49.4840827, 11.2458232 49.4843359)",,,yes
144964644,,Kohlachstraße,residential,30,False,False,59.659,,"LINESTRING (11.2458232 49.4843359, 11.2463846 49.4847294)",,,
144964644,,Kohlachstraße,residential,30,False,True,56.233,,"LINESTRING (11.2458232 49.4843359, 11.2452844 49.4839709)",,,
"[144872968, 374521155]",,Schönberger Straße,residential,"['50', '30']",False,False,104.681,,"LINESTRING (11.2458232 49.4843359, 11.2449691 49.4848144, 11.2447315 49.4849549)",,,
"[144872968, 144872969, 144872967]",,Schönberger Straße,residential,30,False,True,185.41400000000002,,"LINESTRING (11.2458232 49.4843359, 11.2462564 49.4840827, 11.2466124 49.4840061, 11.2467801 49.4839861, 11.2471587 49.4839306, 11.2478031 49.483985, 11.2481988 49.4840252)",,,yes
5115393,,Grabenstraße,living_street,,False,True,82.279,,"LINESTRING (11.2430586 49.4831826, 11.2435141 49.4825044)",,,
144877091,,Konrad-Zimmermann-Straße,residential,30,False,False,74.064,,"LINESTRING (11.2430586 49.4831826, 11.2440049 49.4834389)",,,
144877091,,Konrad-Zimmermann-Straße,residential,30,False,True,49.523,,"LINESTRING (11.2430586 49.4831826, 11.2424407 49.4829897)",,,
41914027,,Grabenstraße,residential,,False,False,97.439,,"LINESTRING (11.2430586 49.4831826, 11.2429613 49.4833287, 11.2425232 49.4839869)",,,
31093708,,Viktor-Rabs-Straße,living_street,,False,False,104.981,,"LINESTRING (11.2440049 49.4834389, 11.2446589 49.4825958)",,,
144877091,,Konrad-Zimmermann-Straße,residential,30,False,False,41.05,,"LINESTRING (11.2440049 49.4834389, 11.2445077 49.4836109)",,,
144877091,,Konrad-Zimmermann-Straße,residential,30,False,True,74.064,,"LINESTRING (11.2440049 49.4834389, 11.2430586 49.4831826)",,,
144877091,,Konrad-Zimmermann-Straße,residential,30,False,False,52.659,,"LINESTRING (11.2447055 49.4836831, 11.2452844 49.4839709)",,,
144877091,,Konrad-Zimmermann-Straße,residential,30,False,True,16.39,,"LINESTRING (11.2447055 49.4836831, 11.2445077 49.4836109)",,,
144964647,,Sankt-Josef-Straße,residential,,False,False,88.736,,"LINESTRING (11.2447055 49.4836831, 11.2454409 49.4830439)",,,
45036558,,Steinbergstraße,residential,30,False,False,33.402,,"LINESTRING (11.2499605 49.4812481, 11.2503227 49.4810614)",,,
45036558,,Steinbergstraße,residential,30,False,True,86.406,,"LINESTRING (11.2499605 49.4812481, 11.2489876 49.4817001)",,,
144872956,,Heidestraße,living_street,,False,False,253.49599999999998,,"LINESTRING (11.2499605 49.4812481, 11.2503458 49.4815663, 11.2507348 49.4818943, 11.2517682 49.4827579, 11.2521026 49.4830536)",,,
23778317,,Breite Straße,residential,,False,False,81.648,,"LINESTRING (11.2440944 49.4845427, 11.2434409 49.4851418)",,,
162043315,St 2241,Rückersdorfer Straße,secondary,50,False,False,123.227,2,"LINESTRING (11.2440944 49.4845427, 11.2439401 49.4844686, 11.2438405 49.4844289, 11.2436636 49.4843537, 11.2434386 49.4842576, 11.2431059 49.4841428, 11.2426073 49.4840086)",,,
162043315,St 2241,Rückersdorfer Straße,secondary,50,False,True,65.104,2,"LINESTRING (11.2440944 49.4845427, 11.2442069 49.4846012, 11.2443031 49.4846521, 11.2447315 49.4849549)",,,
23778317,,Breite Straße,residential,,False,True,77.972,,"LINESTRING (11.2428409 49.4857247, 11.2434409 49.4851418)",,,
162043309,,Alter Kirchenweg,residential,,False,False,30.632,,"LINESTRING (11.2428409 49.4857247, 11.2425119 49.4855509)",,,
162043309,,Alter Kirchenweg,residential,,False,True,143.66400000000002,,"LINESTRING (11.2428409 49.4857247, 11.242963 49.4858081, 11.2443319 49.486579)",,,
162043309,,Alter Kirchenweg,residential,,False,False,63.876,,"LINESTRING (11.2419283 49.4852242, 11.2411669 49.4849321)",,,
23778320,,Grabenstraße,residential,,True,False,91.239,,"LINESTRING (11.2419283 49.4852242, 11.241665 49.4854951, 11.2414296 49.4856287, 11.2410309 49.4857742)",,,
162043309,,Alter Kirchenweg,residential,,False,True,55.655,,"LINESTRING (11.2419283 49.4852242, 11.2421479 49.4853517, 11.2425119 49.4855509)",,,
23778320,,Grabenstraße,residential,,True,False,61.277,,"LINESTRING (11.2422076 49.4847042, 11.2420311 49.4850044, 11.2419283 49.4852242)",,,
24439175,,Grabenstraße,residential,,False,False,102.096,,"LINESTRING (11.2422076 49.4847042, 11.2422708 49.4847444, 11.2425115 49.4848112, 11.2427797 49.4848973, 11.2430355 49.4849719, 11.2432382 49.485044, 11.2434409 49.4851418)",,,
162043315,St 2241,Rückersdorfer Straße,secondary,50,False,True,47.712,2,"LINESTRING (11.2419095 49.4838283, 11.2425232 49.4839869)",,,
162043315,St 2241,Rückersdorfer Straße,secondary,50,False,False,51.098,2,"LINESTRING (11.2419095 49.4838283, 11.2414602 49.4837212, 11.241245 49.4836708)",,,
23778321,,Pfarrgasse,residential,,True,False,133.948,,"LINESTRING (11.2411669 49.4849321, 11.2419095 49.4838283)",,,
162043309,,Alter Kirchenweg,residential,,False,False,20.328,,"LINESTRING (11.2411669 49.4849321, 11.2409172 49.4848478)",,,
162043309,,Alter Kirchenweg,residential,,False,True,63.876,,"LINESTRING (11.2411669 49.4849321, 11.2419283 49.4852242)",,,
23778322,,Schützenstraße,residential,,True,False,123.869,,"LINESTRING (11.2406093 49.4847054, 11.241245 49.4836708)",,,
162043309,,Alter Kirchenweg,residential,,False,True,27.303,,"LINESTRING (11.2406093 49.4847054, 11.2409172 49.4848478)",,,
162043309,,Alter Kirchenweg,residential,,False,False,27.303,,"LINESTRING (11.2409172 49.4848478, 11.2406093 49.4847054)",,,
162043309,,Alter Kirchenweg,residential,,False,True,20.328,,"LINESTRING (11.2409172 49.4848478, 11.2411669 49.4849321)",,,
162043309,,Alter Kirchenweg,residential,,False,True,30.632,,"LINESTRING (11.2425119 49.4855509, 11.2428409 49.4857247)",,,
162043309,,Alter Kirchenweg,residential,,False,False,55.655,,"LINESTRING (11.2425119 49.4855509, 11.2421479 49.4853517, 11.2419283 49.4852242)",,,
23778326,,Sandstraße,residential,,False,False,48.02,,"LINESTRING (11.2411925 49.4861931, 11.2410309 49.4857742)",,,
23297615,,Friedrich-Krauß-Straße,residential,,True,False,122.112,,"LINESTRING (11.2411925 49.4861931, 11.2413325 49.4861703, 11.2414938 49.4861425, 11.2416796 49.4860777, 11.2419143 49.4859583, 11.242345 49.4857015, 11.2425119 49.4855509)",,,
23778326,,Sandstraße,residential,,False,True,48.02,,"LINESTRING (11.2410309 49.4857742, 11.2411925 49.4861931)",,,
23778317,,Breite Straße,residential,,False,False,77.972,,"LINESTRING (11.2434409 49.4851418, 11.2428409 49.4857247)",,,
23778317,,Breite Straße,residential,,False,True,81.648,,"LINESTRING (11.2434409 49.4851418, 11.2440944 49.4845427)",,,
24439175,,Grabenstraße,residential,,False,True,102.096,,"LINESTRING (11.2434409 49.4851418, 11.2432382 49.485044, 11.2430355 49.4849719, 11.2427797 49.4848973, 11.2425115 49.4848112, 11.2422708 49.4847444, 11.2422076 49.4847042)",,,
41971412,,Rosenstraße,residential,,False,False,155.862,,"LINESTRING (11.2434409 49.4851418, 11.2440462 49.4855443, 11.2449486 49.4861445)",,,
24439262,,Tulpenstraße,residential,,False,True,65.717,,"LINESTRING (11.2449486 49.4861445, 11.2443319 49.486579)",,,
24439262,,Tulpenstraße,residential,,False,False,71.17399999999999,,"LINESTRING (11.2449486 49.4861445, 11.2452951 49.4859241, 11.2454553 49.4858137, 11.2456442 49.4856913)",,,
41971412,,Rosenstraße,residential,,False,True,155.862,,"LINESTRING (11.2449486 49.4861445, 11.2440462 49.4855443, 11.2434409 49.4851418)",,,
162043314,St 2241,Rückersdorfer Straße,secondary,50,False,True,15.541,,"LINESTRING (11.2456442 49.4856913, 11.24578 49.4857997)",,,
24439262,,Tulpenstraße,residential,,False,True,71.174,,"LINESTRING (11.2456442 49.4856913, 11.2454553 49.4858137, 11.2452951 49.4859241, 11.2449486 49.4861445)",,,
162043315,St 2241,Rückersdorfer Straße,secondary,50,False,False,105.13,2,"LINESTRING (11.2456442 49.4856913, 11.2451737 49.4853163, 11.2450283 49.4851975, 11.2447315 49.4849549)",,,
24439348,,Am Sailersberg,residential,,False,True,62.008,,"LINESTRING (11.2469838 49.4886302, 11.2465189 49.4881614)",,,
24439377,,Schillerstraße,residential,,False,False,53.674,,"LINESTRING (11.2469838 49.4886302, 11.2474588 49.488259)",,,
24439377,,Schillerstraße,residential,,False,True,91.243,,"LINESTRING (11.2469838 49.4886302, 11.2466605 49.4890004, 11.2462733 49.4893049)",,,
24439377,,Schillerstraße,residential,,False,False,91.243,,"LINESTRING (11.2462733 49.4893049, 11.2466605 49.4890004, 11.2469838 49.4886302)",,,
24439377,,Schillerstraße,residential,,False,True,53.674,,"LINESTRING (11.2474588 49.488259, 11.2469838 49.4886302)",,,
"[144868520, 1104455945]",St 2405,Rückersdorfer Straße,secondary,50,False,False,87.12400000000001,2,"LINESTRING (11.2467713 49.4877876, 11.2467866 49.4877593, 11.2468761 49.4875709, 11.247003 49.4873041, 11.2470663 49.4871786, 11.247117 49.4871312, 11.2472291 49.487083)",,,
144868520,St 2405,Rückersdorfer Straße,secondary,50,False,True,45.42,,"LINESTRING (11.2467713 49.4877876, 11.2466692 49.4879578, 11.2465189 49.4881614)",,,
209794399,,Rückersdorfer Straße,residential,,False,False,54.608000000000004,,"LINESTRING (11.2467713 49.4877876, 11.2465662 49.4877395, 11.2464409 49.4876568, 11.2462499 49.4874591)",,,
144868519,St 2241,Rückersdorfer Straße,secondary,50,False,True,23.616,,"LINESTRING (11.2470637 49.4868998, 11.2472291 49.487083)",,,
24439455,,Laufer Weg,residential,,False,False,278.388,,"LINESTRING (11.2470637 49.4868998, 11.2471975 49.4868636, 11.2472869 49.4868577, 11.2474213 49.4868688, 11.2495698 49.4870437, 11.2505699 49.4864857)",,,
144868519,St 2241,Rückersdorfer Straße,secondary,50,False,False,86.73799999999999,,"LINESTRING (11.2470637 49.4868998, 11.2468884 49.4867133, 11.2468387 49.4866634, 11.2467388 49.4865668, 11.2465064 49.4863752, 11.2463822 49.4862586)",,,
24439493,,Fichtestraße,residential,30,False,True,107.584,,"LINESTRING (11.2505699 49.4864857, 11.2495578 49.4857759)",,,
24439455,,Laufer Weg,residential,,False,True,278.388,,"LINESTRING (11.2505699 49.4864857, 11.2495698 49.4870437, 11.2474213 49.4868688, 11.2472869 49.4868577, 11.2471975 49.4868636, 11.2470637 49.4868998)",,,
1166034182,,Laufer Weg,residential,30,False,False,74.69699999999999,,"LINESTRING (11.2505699 49.4864857, 11.2508586 49.4866599, 11.2512167 49.4869007, 11.2512603 49.4869321, 11.2513019 49.4869598)",,,
16598537,,Wiesenstraße,residential,30,False,False,7.366,,"LINESTRING (11.2502522 49.4877275, 11.250208 49.4876678)",8,,
16598537,,Wiesenstraße,residential,30,False,True,130.549,,"LINESTRING (11.2502522 49.4877275, 11.2509163 49.488646, 11.2510111 49.4887929)",8,,
24439664,,Goethestraße,residential,,False,True,114.57900000000001,,"LINESTRING (11.2502522 49.4877275, 11.2503345 49.4876912, 11.2505552 49.4875969, 11.2509599 49.4873933, 11.2514644 49.4870681)",,,
24439808,,Waldgasse,residential,30,False,True,124.07000000000001,,"LINESTRING (11.2530208 49.4881123, 11.2517599 49.4886107, 11.2516335 49.4884769)",,,
144868518,,Laufer Weg,residential,30,False,True,161.7,,"LINESTRING (11.2530208 49.4881123, 11.2523572 49.4876987, 11.2519476 49.4874041, 11.2518514 49.4873372, 11.2514644 49.4870681)",,,
24439808,,Waldgasse,residential,30,False,False,124.07000000000001,,"LINESTRING (11.2516335 49.4884769, 11.2517599 49.4886107, 11.2530208 49.4881123)",,,
45570681,,Erlenplatz,residential,30,False,False,48.941,,"LINESTRING (11.2516687 49.4840156, 11.2512555 49.4836668)",,,
45570681,,Erlenplatz,residential,30,False,True,19.605,,"LINESTRING (11.2516687 49.4840156, 11.2517989 49.4841703)",,,
85440495,,Bayernstraße,residential,30,False,True,108.819,,"LINESTRING (11.2469523 49.4808895, 11.2463928 49.4808157, 11.2461585 49.480783, 11.2459298 49.4807533, 11.2457538 49.4807009, 11.2455355 49.4805989)",,,
144872946,,Adalbert-Stifter-Straße,residential,30,False,True,68.44399999999999,,"LINESTRING (11.2469523 49.4808895, 11.2468549 49.4811953, 11.2467584 49.4814106, 11.2467003 49.48148)",,,
144872959,,Kleingartenstraße,residential,30,False,False,104.726,,"LINESTRING (11.2469523 49.4808895, 11.2474164 49.4809249, 11.2476961 49.4809452, 11.2479915 49.4810035, 11.2481626 49.4810621, 11.248318 49.4811426)",,,
144872957,,Jägerstraße,residential,30,False,False,67.775,,"LINESTRING (11.2455355 49.4805989, 11.2447958 49.4809738)",,,
85440495,,Bayernstraße,residential,30,False,False,108.81899999999999,,"LINESTRING (11.2455355 49.4805989, 11.2457538 49.4807009, 11.2459298 49.4807533, 11.2461585 49.480783, 11.2463928 49.4808157, 11.2469523 49.4808895)",,,
