osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,tunnel,access
10713709,K 42,Sechtemer Weg,tertiary,50,False,False,96.283,"LINESTRING (6.9842144 50.7640794, 6.98413 50.7641987, 6.9838541 50.7644513, 6.9834119 50.7647755)",,,
691237432,,Königstraße,tertiary,50,False,False,55.08,"LINESTRING (6.9842144 50.7640794, 6.9843163 50.7640311, 6.9843741 50.7639917, 6.9847623 50.763727)",,,
691237429,,Königstraße,tertiary,50,False,True,11.07,"LINESTRING (6.9848852 50.7636648, 6.9847623 50.763727)",,,
33874558,,Apostelpfad,tertiary,30,False,True,150.29500000000002,"LINESTRING (6.9848852 50.7636648, 6.9849767 50.7637022, 6.9856114 50.7639805, 6.9864616 50.7644452, 6.9865615 50.7644998)",,,
386027123,,Königstraße,tertiary,50,False,False,251.39399999999998,"LINESTRING (6.9848852 50.7636648, 6.9854073 50.7634787, 6.9862019 50.7632249, 6.9865586 50.7631574, 6.988048 50.7630958, 6.9882676 50.763088)",,,
28535924,,Königstraße,tertiary,30,False,True,21.058999999999997,"LINESTRING (6.9882676 50.763088, 6.9883604 50.7629906, 6.9884663 50.7629554)",,,
158328838,,Burgstraße,residential,30,False,False,99.34599999999999,"LINESTRING (6.9882676 50.763088, 6.9884351 50.7631512, 6.9886854 50.7631748, 6.9896393 50.7632645)",,,
386027123,,Königstraße,tertiary,50,False,True,251.394,"LINESTRING (6.9882676 50.763088, 6.988048 50.7630958, 6.9865586 50.7631574, 6.9862019 50.7632249, 6.9854073 50.7634787, 6.9848852 50.7636648)",,,
26279093,,Königstraße,tertiary,30,False,False,17.810000000000002,"LINESTRING (6.9930872 50.7621653, 6.9931816 50.7620822, 6.9932438 50.7620398)",,,
30599209,,Königstraße,tertiary,20,True,False,105.603,"LINESTRING (6.9930872 50.7621653, 6.9929035 50.762178, 6.992261 50.7622027, 6.9919884 50.7622071, 6.991738 50.7622326, 6.9915919 50.7622403)",4,,
"[24211931, 33874558]",,Apostelpfad,tertiary,"['50', '30']",False,False,273.158,"LINESTRING (6.9927585 50.7670861, 6.9925519 50.7669848, 6.9923345 50.7668318, 6.9907991 50.7661956, 6.9901263 50.7659263, 6.9900387 50.7658881, 6.9895691 50.7656961)",,,
23184627,,Aeltersgasse,residential,,False,False,70.49799999999999,"LINESTRING (6.993435 50.7583899, 6.9935845 50.7585305, 6.9939195 50.7589439)",,,
