osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,lanes,access,bridge,tunnel,width
"[239805636, 934658692, 934658693, 934658694]",False,Brückenhäuserstraße,secondary,50,True,160.978,L 99,"LINESTRING (8.0183874 48.3991755, 8.0182493 48.3993451, 8.0182114 48.3993917, 8.0181495 48.3994678, 8.0181015 48.3995268, 8.0179911 48.3996623, 8.0179533 48.3997088, 8.0174815 48.4002885, 8.0173403 48.4004452)",,,,,
23448504,False,Berghauptener Straße,tertiary,,True,94.596,,"LINESTRING (8.0094481 48.4008442, 8.0094219 48.40076, 8.0092551 48.4004304, 8.009081 48.4000297)",,,,,
155451264,False,Berghauptener Straße,tertiary,50,True,253.75400000000002,,"LINESTRING (8.0094481 48.4008442, 8.0101388 48.4006214, 8.0104395 48.4005309, 8.0107431 48.4004545, 8.0110464 48.400394, 8.011297 48.4003619, 8.011558 48.4003367, 8.0119655 48.4003148, 8.0122488 48.4003146, 8.01233 48.4003147, 8.0127353 48.4003235)",,,,,
934658669,False,Leutkirchstraße,secondary,50,True,53.429,L 99,"LINESTRING (8.0108166 48.4070655, 8.0109363 48.4069358, 8.0109722 48.4068778, 8.0111256 48.4066324)",,,,,
24218362,False,Friedrichstraße,tertiary,50,True,137.43200000000002,K 5336,"LINESTRING (8.0178395 48.4029329, 8.017409 48.4029012, 8.0163592 48.402805, 8.0161939 48.4027808, 8.0161044 48.4027645, 8.0160111 48.4027301)",,,,,
"[24219941, 24219782, 24219785, 24219786, 935950187, 24219788, 935950188, 24219773]",False,Benedikt-von-Nursia-Straße,"['residential', 'living_street']",,False,209.177,,"LINESTRING (8.0178395 48.4029329, 8.0178613 48.402979, 8.0179033 48.4030384, 8.0179665 48.4030821, 8.0180785 48.4031186, 8.0182384 48.4031669, 8.0183444 48.4031972, 8.0183718 48.4032126, 8.0183893 48.4032516, 8.0183535 48.4032859, 8.018281 48.4033435, 8.0181147 48.4034587, 8.0179281 48.4035698, 8.0175235 48.4036643, 8.017479 48.4036756, 8.0173732 48.4037025, 8.0169737 48.4038021, 8.0166321 48.4039035)",,,yes,,
"[24219306, 38334076, 32939381]",False,"['Schwedenstraße', 'Otto-Ernst-Sutter-Weg']",residential,30,False,555.5729999999999,,"LINESTRING (8.0186186 48.4048585, 8.0184551 48.404936, 8.0183558 48.4050117, 8.0182841 48.4051252, 8.0182467 48.405296, 8.0181783 48.4057175, 8.018164 48.4058052, 8.0181506 48.4058873, 8.0180822 48.4060472, 8.0180431 48.4062786, 8.0180399 48.4064645, 8.0180954 48.4066371, 8.0180873 48.4066929, 8.0180392 48.4067462, 8.0179635 48.4067653, 8.0178901 48.4067661, 8.017823 48.406725, 8.0177553 48.4065843, 8.017709 48.4063303, 8.017664 48.4061229, 8.0175654 48.4057575, 8.0175465 48.4057004, 8.0175615 48.4055731, 8.0176784 48.4053105, 8.017714 48.4052349, 8.0177061 48.4051737, 8.017669 48.4051432, 8.0176365 48.4051429, 8.0175846 48.405167, 8.0174261 48.4052989, 8.0172241 48.405504, 8.0171976 48.405534, 8.0171383 48.4056344, 8.0170421 48.4056901, 8.0163538 48.4058945)",,,,,
626966240,False,Klosterstraße,living_street,,False,8.028,,"LINESTRING (8.016499 48.4054692, 8.0166056 48.4054549)",,,,,
"[934421433, 24219795]",False,Klosterstraße,living_street,,False,39.57899999999999,,"LINESTRING (8.016499 48.4054692, 8.0164633 48.4054849, 8.0163925 48.4055108, 8.0163113 48.4055514, 8.0161376 48.4056648, 8.016114 48.4057066)",,,,,
"[24222281, 24219795]",False,Klosterstraße,living_street,,"[False, True]",202.67499999999998,,"LINESTRING (8.016499 48.4054692, 8.0163204 48.405097, 8.0161667 48.4047982, 8.0160405 48.404537, 8.016098 48.4045149, 8.0162135 48.4044707, 8.0162451 48.4044565, 8.0162756 48.4044428, 8.0162783 48.4043962, 8.0162813 48.4042646, 8.0162868 48.4042359, 8.0163037 48.4042057, 8.0163741 48.4040815, 8.0164801 48.4040333, 8.0166391 48.4039924, 8.0166321 48.4039035)",,,,,
24222281,False,Klosterstraße,living_street,,False,58.4,,"LINESTRING (8.0166321 48.4039035, 8.0164389 48.4033942)",,,,,
"[24219941, 24219782, 24219785, 24219786, 935950187, 24219788, 935950188, 24219773]",False,Benedikt-von-Nursia-Straße,"['living_street', 'residential']",,True,209.177,,"LINESTRING (8.0166321 48.4039035, 8.0169737 48.4038021, 8.0173732 48.4037025, 8.017479 48.4036756, 8.0175235 48.4036643, 8.0179281 48.4035698, 8.0181147 48.4034587, 8.018281 48.4033435, 8.0183535 48.4032859, 8.0183893 48.4032516, 8.0183718 48.4032126, 8.0183444 48.4031972, 8.0182384 48.4031669, 8.0180785 48.4031186, 8.0179665 48.4030821, 8.0179033 48.4030384, 8.0178613 48.402979, 8.0178395 48.4029329)",,,yes,,
"[24222281, 24219795]",False,Klosterstraße,living_street,,"[False, True]",202.675,,"LINESTRING (8.0166321 48.4039035, 8.0166391 48.4039924, 8.0164801 48.4040333, 8.0163741 48.4040815, 8.0163037 48.4042057, 8.0162868 48.4042359, 8.0162813 48.4042646, 8.0162783 48.4043962, 8.0162756 48.4044428, 8.0162451 48.4044565, 8.0162135 48.4044707, 8.016098 48.4045149, 8.0160405 48.404537, 8.0161667 48.4047982, 8.0163204 48.405097, 8.016499 48.4054692)",,,,,
24222281,False,Klosterstraße,living_street,,True,58.4,,"LINESTRING (8.0164389 48.4033942, 8.0166321 48.4039035)",,,,,
"[24222281, 934658707]",False,Klosterstraße,living_street,,False,56.19,,"LINESTRING (8.0164389 48.4033942, 8.016385 48.4032471, 8.0162714 48.403165, 8.0160791 48.4031412, 8.0160037 48.4031291, 8.0159146 48.4031138)",,,,,
1241218991,False,Klosterstraße,living_street,,False,30.394,,"LINESTRING (8.0164389 48.4033942, 8.0165892 48.4033371, 8.0166601 48.4032814, 8.0167201 48.4032058)",,,,,
33091285,False,Hauptstraße,residential,20,False,13.013,,"LINESTRING (8.0159146 48.4031138, 8.0158789 48.4032284)",,,,,
"[334373774, 24220038, 334373775]",True,Hauptstraße,residential,20,False,43.401,,"LINESTRING (8.0159146 48.4031138, 8.0159386 48.4030167, 8.0159609 48.402947, 8.0160143 48.4027799, 8.0160111 48.4027301)",1,,,building_passage,
"[24222281, 934658707]",False,Klosterstraße,living_street,,True,56.19,,"LINESTRING (8.0159146 48.4031138, 8.0160037 48.4031291, 8.0160791 48.4031412, 8.0162714 48.403165, 8.016385 48.4032471, 8.0164389 48.4033942)",,,,,
1241218991,False,Klosterstraße,living_street,,True,30.394,,"LINESTRING (8.0167201 48.4032058, 8.0166601 48.4032814, 8.0165892 48.4033371, 8.0164389 48.4033942)",,,,,
24220040,False,Feuergasse,living_street,20,False,124.55199999999999,,"LINESTRING (8.0141656 48.4038786, 8.0141942 48.4034399, 8.0143447 48.4033905, 8.0147169 48.4032625, 8.0147522 48.4032514, 8.0149102 48.4032018, 8.0151229 48.4031533)",,,,,
40873097,False,Hauptstraße,residential,20,False,93.10600000000001,,"LINESTRING (8.0141656 48.4038786, 8.0140091 48.4038634, 8.0138698 48.4038583, 8.0136657 48.4038611, 8.013513 48.403874, 8.0133909 48.4038888, 8.0131332 48.403924, 8.0130316 48.4039367, 8.0129168 48.40394)",,,,,
40873097,False,Hauptstraße,residential,20,True,63.835,,"LINESTRING (8.0141656 48.4038786, 8.0144174 48.4039072, 8.014624 48.4039306, 8.0148295 48.4039434, 8.0149294 48.4039461, 8.0150225 48.4039421)",,,,,
24220040,False,Feuergasse,living_street,20,False,30.715000000000003,,"LINESTRING (8.0151229 48.4031533, 8.015249 48.4031462, 8.0155332 48.4031829)",,,,,
24220040,False,Feuergasse,living_street,20,True,124.552,,"LINESTRING (8.0151229 48.4031533, 8.0149102 48.4032018, 8.0147522 48.4032514, 8.0147169 48.4032625, 8.0143447 48.4033905, 8.0141942 48.4034399, 8.0141656 48.4038786)",,,,,
253010339,False,Adlergasse,living_street,20,False,88.5,,"LINESTRING (8.0151229 48.4031533, 8.015127 48.4033878, 8.0150801 48.4034495, 8.015066 48.40359, 8.0150425 48.4036653, 8.0150465 48.4037186, 8.0150662 48.4039394)",,,,,
24220041,False,Feuergasse,living_street,20,False,26.016,,"LINESTRING (8.0155332 48.4031829, 8.0158789 48.4032284)",,,,,
24220040,False,Feuergasse,living_street,20,True,30.715000000000003,,"LINESTRING (8.0155332 48.4031829, 8.015249 48.4031462, 8.0151229 48.4031533)",,,,,
799036708,True,Feuergasse,living_street,20,False,27.546999999999997,,"LINESTRING (8.0155332 48.4031829, 8.0155646 48.40315, 8.0155809 48.4031174, 8.0155867 48.4030642, 8.0155881 48.4029431)",,,,,
"[62220464, 42484756]",False,Friedrichstraße,secondary,50,False,28.495,L 99,"LINESTRING (8.0156334 48.402704, 8.0158459 48.402735, 8.0159183 48.4027434, 8.0160111 48.4027301)",,,,,
"[62220464, 1241218971, 1259369566]",False,Friedrichstraße,secondary,"['50', '30']",True,328.69900000000007,L 99,"LINESTRING (8.0156334 48.402704, 8.0152954 48.402667, 8.0150489 48.4026619, 8.014784 48.4026619, 8.0144438 48.4026824, 8.0142733 48.4026975, 8.014028 48.4027281, 8.0138105 48.4027627, 8.0135192 48.4028173, 8.0132957 48.4028703, 8.0131495 48.4029073, 8.0129999 48.4029532, 8.0128491 48.4030035, 8.0127297 48.4030514, 8.0126858 48.4030771, 8.0126536 48.4031049, 8.0126057 48.4031548, 8.0125887 48.403207, 8.0125934 48.4032704, 8.0126396 48.4033952, 8.0127449 48.4036104, 8.0128082 48.4037399, 8.0128822 48.4038266, 8.0129113 48.4038807, 8.0129168 48.40394)",2,,,,
242409037,False,Feuergasse,living_street,,True,27.0,,"LINESTRING (8.0156334 48.402704, 8.0155912 48.4028081, 8.0155881 48.4029431)",,,,,
24220041,False,Feuergasse,living_street,20,True,26.016,,"LINESTRING (8.0158789 48.4032284, 8.0155332 48.4031829)",,,,,
33091285,False,Hauptstraße,residential,20,True,13.013,,"LINESTRING (8.0158789 48.4032284, 8.0159146 48.4031138)",,,,,
"[33091285, 934421431]",False,Hauptstraße,residential,20,False,110.67099999999999,,"LINESTRING (8.0158789 48.4032284, 8.0157584 48.4035937, 8.0157419 48.4036292, 8.0157052 48.4037026, 8.0156604 48.403755, 8.0155962 48.4038038, 8.0155356 48.4038362, 8.0153987 48.4038829, 8.0153416 48.4038944, 8.0152042 48.4039191, 8.0150662 48.4039394)",,,,,
934421431,False,Hauptstraße,residential,20,True,3.24,,"LINESTRING (8.0150225 48.4039421, 8.0150662 48.4039394)",,,,,
"[24220043, 128910180]",False,Victor-Kretz-Straße,residential,20,False,100.87899999999999,,"LINESTRING (8.0150225 48.4039421, 8.0150722 48.4040277, 8.015235 48.4041699, 8.0153225 48.4042545, 8.0153384 48.40427, 8.0154244 48.4044148, 8.015563 48.404656, 8.0156173 48.4047511)",,,,,
40873097,False,Hauptstraße,residential,20,False,63.83500000000001,,"LINESTRING (8.0150225 48.4039421, 8.0149294 48.4039461, 8.0148295 48.4039434, 8.014624 48.4039306, 8.0144174 48.4039072, 8.0141656 48.4038786)",,,,,
24220045,False,Oberdorfstraße,residential,30,False,21.113999999999997,,"LINESTRING (8.016114 48.4057066, 8.0161209 48.4057752, 8.0161075 48.4058313, 8.0160469 48.4058815)",,,,,
"[128910180, 385808482, 385808484]",False,"['Oberdorfstraße', 'Victor-Kretz-Straße']",residential,"['20', '30']",True,113.14699999999999,,"LINESTRING (8.016114 48.4057066, 8.0160499 48.4056524, 8.0159646 48.4054903, 8.0159568 48.4054752, 8.0159289 48.4053705, 8.0159133 48.405323, 8.0158642 48.4051786, 8.0157605 48.404983, 8.0156173 48.4047511)",1,,,building_passage,
"[934421433, 24219795]",False,Klosterstraße,living_street,,True,39.579,,"LINESTRING (8.016114 48.4057066, 8.0161376 48.4056648, 8.0163113 48.4055514, 8.0163925 48.4055108, 8.0164633 48.4054849, 8.016499 48.4054692)",,,,,
155456160,False,Nollenstraße,residential,30,False,74.201,,"LINESTRING (8.0160469 48.4058815, 8.0152472 48.4062858)",,,,,
24220045,False,Oberdorfstraße,residential,30,True,21.113999999999997,,"LINESTRING (8.0160469 48.4058815, 8.0161075 48.4058313, 8.0161209 48.4057752, 8.016114 48.4057066)",,,,,
24220284,False,Grabenstraße,unclassified,30,True,175.36400000000003,,"LINESTRING (8.0160469 48.4058815, 8.0158717 48.4058354, 8.0152733 48.4057279, 8.0147127 48.4055729, 8.0145831 48.4055303, 8.0140642 48.4053595, 8.0139204 48.4052929, 8.0138736 48.4052671)",,,,,
613976001,False,Oberdorfstraße,unclassified,30,True,12.549,,"LINESTRING (8.0160469 48.4058815, 8.016146 48.4059151, 8.0161918 48.4059395)",,yes,,,5
24220284,False,Grabenstraße,unclassified,30,False,175.364,,"LINESTRING (8.0138736 48.4052671, 8.0139204 48.4052929, 8.0140642 48.4053595, 8.0145831 48.4055303, 8.0147127 48.4055729, 8.0152733 48.4057279, 8.0158717 48.4058354, 8.0160469 48.4058815)",,,,,
24220284,False,Grabenstraße,unclassified,30,True,63.30499999999999,,"LINESTRING (8.0138736 48.4052671, 8.0137229 48.4051371, 8.0133596 48.4048114)",,,,,
32939362,False,Mercyscher Hof,residential,20,False,34.807,,"LINESTRING (8.0138736 48.4052671, 8.0140758 48.405161, 8.014266 48.4050962)",,,,,
32939378,False,Am Hofberg,residential,20,True,23.223,,"LINESTRING (8.0133596 48.4048114, 8.0136325 48.4047075)",,,,,
24220284,False,Grabenstraße,unclassified,30,False,63.30499999999999,,"LINESTRING (8.0133596 48.4048114, 8.0137229 48.4051371, 8.0138736 48.4052671)",,,,,
24220287,True,Gartenstraße,unclassified,30,False,127.764,,"LINESTRING (8.0133596 48.4048114, 8.0130121 48.4054497, 8.0129841 48.4054761, 8.0129524 48.4054863, 8.0128928 48.4054884, 8.0123607 48.4053625)",,,,,
80476807,False,Leutkirchstraße,secondary,30,True,107.466,L 99,"LINESTRING (8.0118705 48.4052399, 8.01192 48.4051517, 8.0120333 48.4049497, 8.0120829 48.4048299, 8.012154 48.4045468, 8.0122077 48.404425, 8.0122757 48.4043153)",,,,,
"[934658700, 934658703]",False,Leutkirchstraße,secondary,30,False,19.481,L 99,"LINESTRING (8.0118705 48.4052399, 8.0118283 48.405312, 8.0117749 48.4054032)",,,,,
24220288,False,Bahnhofstraße,residential,30,True,145.209,,"LINESTRING (8.0105354 48.4047359, 8.0104091 48.404843, 8.0103884 48.4048604, 8.0095006 48.405611, 8.0094647 48.4056668, 8.0094758 48.405736, 8.009525 48.40579)",,,,,
24220288,False,Bahnhofstraße,residential,30,False,145.209,,"LINESTRING (8.009525 48.40579, 8.0094758 48.405736, 8.0094647 48.4056668, 8.0095006 48.405611, 8.0103884 48.4048604, 8.0104091 48.404843, 8.0105354 48.4047359)",,,,,
24220294,True,Scheffelstraße,residential,30,False,88.531,,"LINESTRING (8.009525 48.40579, 8.0097346 48.4059221, 8.0104369 48.4063066)",1,,,,
24220290,True,Bahnhofstraße,residential,30,False,172.051,,"LINESTRING (8.0122757 48.4043153, 8.0114046 48.4040378, 8.010874 48.4044516, 8.0108135 48.4045022, 8.0106698 48.4046237, 8.0105354 48.4047359)",,,,,
80476807,False,Leutkirchstraße,secondary,30,False,107.466,L 99,"LINESTRING (8.0122757 48.4043153, 8.0122077 48.404425, 8.012154 48.4045468, 8.0120829 48.4048299, 8.0120333 48.4049497, 8.01192 48.4051517, 8.0118705 48.4052399)",,,,,
80476807,False,Leutkirchstraße,secondary,30,True,63.309,L 99,"LINESTRING (8.0122757 48.4043153, 8.0123678 48.4042413, 8.0126418 48.4040785, 8.0127918 48.4040064, 8.0128906 48.403955, 8.0129168 48.40394)",,,,,
24220294,True,Scheffelstraße,residential,30,False,32.47,,"LINESTRING (8.0104369 48.4063066, 8.0107842 48.4064858)",1,,,,
"[814244480, 934658702]",False,Leutkirchstraße,secondary,30,True,144.85,L 99,"LINESTRING (8.0111256 48.4066324, 8.0112543 48.4063905, 8.0112837 48.4063251, 8.0113303 48.4062375, 8.0113917 48.4061215, 8.0114638 48.4059876, 8.0116632 48.4056122, 8.0116837 48.4055738, 8.0117666 48.4054183, 8.0117749 48.4054032)",,,,,
934658669,False,Leutkirchstraße,secondary,50,False,53.429,L 99,"LINESTRING (8.0111256 48.4066324, 8.0109722 48.4068778, 8.0109363 48.4069358, 8.0108166 48.4070655)",,,,,
1241218937,False,Scheffelstraße,residential,30,True,30.086000000000002,,"LINESTRING (8.0111256 48.4066324, 8.0109845 48.4065827, 8.0107842 48.4064858)",1,,,,
"[161244697, 26528410, 127056494]",False,Grünstraße,"['living_street', 'residential']",,"[False, True]",160.89299999999997,,"LINESTRING (8.0122539 48.4014552, 8.011905 48.4014832, 8.0119005 48.4015399, 8.0117821 48.4018921, 8.0116996 48.4020604, 8.0116306 48.4022011, 8.0115329 48.4023041, 8.0114854 48.4023542, 8.0115757 48.4025737, 8.0116685 48.4025628)",,,yes,,"['2', '3']"
26528411,False,Grünstraße,residential,,False,70.564,,"LINESTRING (8.0102851 48.40414, 8.0105257 48.403951, 8.0107136 48.4038035, 8.0107597 48.4037672, 8.0108366 48.4036299)",,,,,
127056494,False,Grünstraße,residential,,True,22.748,,"LINESTRING (8.0121687 48.4030134, 8.0120047 48.4028402)",,,,,
33153990,False,Grünstraße,residential,,False,104.67099999999999,,"LINESTRING (8.0121687 48.4030134, 8.012635 48.4028545, 8.0129474 48.4027609, 8.0130724 48.4027325, 8.0134687 48.4026424)",,,,,5
33153990,False,Grünstraße,residential,,True,120.164,,"LINESTRING (8.0121687 48.4030134, 8.0116757 48.4032144, 8.0114413 48.4033241, 8.0110816 48.4035299, 8.0109723 48.4035745, 8.0108366 48.4036299)",,,,,5
147112413,False,Grünstraße,residential,,False,46.928,,"LINESTRING (8.0134687 48.4026424, 8.0134368 48.4022209)",,,,,
33153990,False,Grünstraße,residential,,False,129.519,,"LINESTRING (8.0134687 48.4026424, 8.0138759 48.4025727, 8.0142355 48.4025283, 8.0145067 48.4025074, 8.0151995 48.4024692)",,,,,5
33153990,False,Grünstraße,residential,,True,104.671,,"LINESTRING (8.0134687 48.4026424, 8.0130724 48.4027325, 8.0129474 48.4027609, 8.012635 48.4028545, 8.0121687 48.4030134)",,,,,5
127056494,False,Grünstraße,residential,,False,22.748,,"LINESTRING (8.0120047 48.4028402, 8.0121687 48.4030134)",,,,,
127056494,False,Grünstraße,residential,,True,40.049,,"LINESTRING (8.0120047 48.4028402, 8.01179 48.4026244, 8.0117176 48.4025858, 8.0116685 48.4025628)",,,,,
442768968,False,Grünstraße,residential,,True,66.782,,"LINESTRING (8.0120047 48.4028402, 8.0118608 48.4029064, 8.0116529 48.4030337, 8.0113592 48.4032572)",,,,,
"[288509968, 32939379]",False,Otto-Ernst-Sutter-Weg,residential,30,False,12.963000000000001,,"LINESTRING (8.0163538 48.4058945, 8.0162539 48.4059226, 8.0161918 48.4059395)",,,yes,,
"[24219306, 38334076, 32939381]",False,"['Schwedenstraße', 'Otto-Ernst-Sutter-Weg']",residential,30,True,555.5730000000001,,"LINESTRING (8.0163538 48.4058945, 8.0170421 48.4056901, 8.0171383 48.4056344, 8.0171976 48.405534, 8.0172241 48.405504, 8.0174261 48.4052989, 8.0175846 48.405167, 8.0176365 48.4051429, 8.017669 48.4051432, 8.0177061 48.4051737, 8.017714 48.4052349, 8.0176784 48.4053105, 8.0175615 48.4055731, 8.0175465 48.4057004, 8.0175654 48.4057575, 8.017664 48.4061229, 8.017709 48.4063303, 8.0177553 48.4065843, 8.017823 48.406725, 8.0178901 48.4067661, 8.0179635 48.4067653, 8.0180392 48.4067462, 8.0180873 48.4066929, 8.0180954 48.4066371, 8.0180399 48.4064645, 8.0180431 48.4062786, 8.0180822 48.4060472, 8.0181506 48.4058873, 8.018164 48.4058052, 8.0181783 48.4057175, 8.0182467 48.405296, 8.0182841 48.4051252, 8.0183558 48.4050117, 8.0184551 48.404936, 8.0186186 48.4048585)",,,,,
39826082,False,Oberdorfstraße,residential,30,False,130.785,,"LINESTRING (8.0163538 48.4058945, 8.0167919 48.4064165, 8.0169161 48.4065645, 8.0170725 48.4068126, 8.017154 48.406942)",,,,,
32939362,False,Mercyscher Hof,residential,20,True,39.201,,"LINESTRING (8.014741 48.4049399, 8.0146303 48.4049669, 8.014282 48.4050912, 8.014266 48.4050962)",,,,,
32939363,True,Mercyscher Hof,residential,20,False,68.02,,"LINESTRING (8.0156173 48.4047511, 8.0153178 48.4048156, 8.0152246 48.4048321, 8.014741 48.4049399)",,,,,
"[385808484, 385808482, 128910180]",False,"['Oberdorfstraße', 'Victor-Kretz-Straße']",residential,"['20', '30']",False,113.14700000000003,,"LINESTRING (8.0156173 48.4047511, 8.0157605 48.404983, 8.0158642 48.4051786, 8.0159133 48.405323, 8.0159289 48.4053705, 8.0159568 48.4054752, 8.0159646 48.4054903, 8.0160499 48.4056524, 8.016114 48.4057066)",1,,,building_passage,
"[24220043, 128910180]",False,Victor-Kretz-Straße,residential,20,True,100.87899999999999,,"LINESTRING (8.0156173 48.4047511, 8.015563 48.404656, 8.0154244 48.4044148, 8.0153384 48.40427, 8.0153225 48.4042545, 8.015235 48.4041699, 8.0150722 48.4040277, 8.0150225 48.4039421)",,,,,
32939362,False,Mercyscher Hof,residential,20,False,39.201,,"LINESTRING (8.014266 48.4050962, 8.014282 48.4050912, 8.0146303 48.4049669, 8.014741 48.4049399)",,,,,
32939362,False,Mercyscher Hof,residential,20,True,34.807,,"LINESTRING (8.014266 48.4050962, 8.0140758 48.405161, 8.0138736 48.4052671)",,,,,
32939367,False,Am Hofberg,residential,20,True,64.18599999999999,,"LINESTRING (8.014266 48.4050962, 8.0140391 48.4049969, 8.013869 48.404896, 8.0137087 48.4047726, 8.0136325 48.4047075)",,,,,
32939368,False,Mercyscher Hof,residential,20,False,128.077,,"LINESTRING (8.014266 48.4050962, 8.014568 48.4052184, 8.0146002 48.4052314, 8.0147034 48.4052579, 8.0148831 48.4053234, 8.0151632 48.4054158, 8.0153361 48.4054698, 8.0154855 48.4054913, 8.0156844 48.4054899, 8.0158568 48.4054906)",,,,,
32939368,False,Mercyscher Hof,residential,20,True,128.07699999999997,,"LINESTRING (8.0158568 48.4054906, 8.0156844 48.4054899, 8.0154855 48.4054913, 8.0153361 48.4054698, 8.0151632 48.4054158, 8.0148831 48.4053234, 8.0147034 48.4052579, 8.0146002 48.4052314, 8.014568 48.4052184, 8.014266 48.4050962)",,,,,
32939378,False,Am Hofberg,residential,20,False,23.223,,"LINESTRING (8.0136325 48.4047075, 8.0133596 48.4048114)",,,,,
32939367,False,Am Hofberg,residential,20,False,64.186,,"LINESTRING (8.0136325 48.4047075, 8.0137087 48.4047726, 8.013869 48.404896, 8.0140391 48.4049969, 8.014266 48.4050962)",,,,,
32939367,False,Am Hofberg,residential,20,True,50.794,,"LINESTRING (8.0136325 48.4047075, 8.0134751 48.404559, 8.0133557 48.4043895, 8.0133256 48.4043037)",,,,,
32939367,False,Am Hofberg,residential,20,False,50.794,,"LINESTRING (8.0133256 48.4043037, 8.0133557 48.4043895, 8.0134751 48.404559, 8.0136325 48.4047075)",,,,,
33153990,False,Grünstraße,residential,,True,71.14699999999999,,"LINESTRING (8.0161615 48.4024638, 8.0159681 48.4024522, 8.0157669 48.4024481, 8.0151995 48.4024692)",,,,,5
"[155455874, 934658710]",False,Brückenhäuserstraße,secondary,50,False,31.772000000000002,L 99,"LINESTRING (8.0161615 48.4024638, 8.0161383 48.4025165, 8.0160813 48.4026285, 8.0160605 48.4026657, 8.0160348 48.4027095, 8.0160111 48.4027301)",,yes,,,
