osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge
30169345,2,B 26,Hauptstraße,primary,30,10,False,False,14.736,"LINESTRING (9.200763 50.0028472, 9.2009408 50.0029143)",
"[5943977, 263044683, 263044684]",2,,Mühlstraße,residential,50,5,False,False,241.26599999999996,"LINESTRING (9.200763 50.0028472, 9.2008057 50.0027909, 9.2008359 50.0027294, 9.200865 50.0025835, 9.2009431 50.0023206, 9.2009827 50.002186, 9.2010341 50.0020482, 9.2012012 50.0018048, 9.2013753 50.0015119, 9.2015414 50.0012549, 9.2017441 50.0009938, 9.2018203 50.0009177, 9.201881 50.0008777, 9.201933 50.0008364)",
51335357,2,B 26,Hauptstraße,primary,30,10,False,True,128.594,"LINESTRING (9.200763 50.0028472, 9.200593 50.0027876, 9.2000634 50.0025975, 9.1995865 50.0024126, 9.1995395 50.0023942, 9.1992152 50.0022584)",
70141486,,AB 10,Schöllkrippener Straße,tertiary,30,7,False,True,109.12799999999999,"LINESTRING (9.2042118 50.0084857, 9.2041736 50.0083838, 9.2040845 50.0082339, 9.2039747 50.0080718, 9.2039613 50.0080512, 9.2039097 50.0079661, 9.203666 50.0075703)",
8160027,1,AB 10,Schöllkrippener Straße,tertiary,30,7,False,True,4.44,"LINESTRING (9.2031507 50.004712, 9.2031484 50.0046721)",
8160027,1,AB 10,Schöllkrippener Straße,tertiary,30,7,False,False,70.985,"LINESTRING (9.2031507 50.004712, 9.2031462 50.0047695, 9.2031665 50.0052297, 9.2031698 50.0053501)",
1259634962,2,B 26,Hauptstraße,primary,30,11,False,False,74.939,"LINESTRING (9.2033463 50.003457, 9.2043519 50.0036479)",
8160027,1,AB 10,Schöllkrippener Straße,tertiary,30,7,False,False,136.032,"LINESTRING (9.2033463 50.003457, 9.2033495 50.0035278, 9.2033441 50.0036509, 9.2032818 50.0040366, 9.2032747 50.0040556, 9.2032575 50.0041373, 9.2032486 50.0041577, 9.2032001 50.0043872, 9.2031484 50.0046721)",
10427333,,,Brunnenstraße,residential,30,,True,False,60.839000000000006,"LINESTRING (9.2033463 50.003457, 9.2033493 50.0033835, 9.2034286 50.0030896, 9.203444 50.0030261, 9.2034806 50.0029976, 9.2035287 50.0029742, 9.2035816 50.0029646)",
"[441785356, 441785357]",2,B 26,Hauptstraße,primary,30,10,False,True,61.086999999999996,"LINESTRING (9.2033463 50.003457, 9.2032205 50.0034131, 9.2030273 50.0033631, 9.2027575 50.0033075, 9.2026806 50.0032941, 9.2026218 50.0032838, 9.2025438 50.0032744)",
1259634962,2,B 26,Hauptstraße,primary,30,11,False,True,74.939,"LINESTRING (9.2043519 50.0036479, 9.2033463 50.003457)",
8116093,,,Schargasse,residential,30,5,True,False,121.334,"LINESTRING (9.2043519 50.0036479, 9.2041829 50.0040788, 9.2040711 50.0047216)",
"[52832053, 8665294]",,,Brunnenstraße,residential,30,"['7', '3']",False,False,66.179,"LINESTRING (9.2043519 50.0036479, 9.2044105 50.0035101, 9.2044243 50.0033597, 9.2044448 50.0032645, 9.2044862 50.0030607)",
778303685,2,B 26,Hauptstraße,primary,30,11,False,False,73.24499999999999,"LINESTRING (9.2043519 50.0036479, 9.204485 50.0036709, 9.2046494 50.0036992, 9.205124 50.0038006, 9.2053295 50.0038448)",
5659774,,,Hirtenstraße,residential,30,9,True,False,92.331,"LINESTRING (9.2064305 50.004063, 9.206378 50.0044006, 9.206335 50.0046935, 9.2062941 50.0048886)",
29550523,2,B 26,Hauptstraße,primary,30,11,False,False,78.83800000000001,"LINESTRING (9.2064305 50.004063, 9.2064385 50.0040644, 9.2070358 50.0041796, 9.2070979 50.0041899, 9.2073282 50.0042462, 9.2074838 50.0042719)",
29550523,2,B 26,Hauptstraße,primary,30,11,False,True,82.37799999999999,"LINESTRING (9.2064305 50.004063, 9.2061032 50.0040022, 9.2057789 50.0039449, 9.2053295 50.0038448)",
8115718,1,,Flemingstraße,residential,30,5,False,False,210.735,"LINESTRING (9.1945277 50.002666, 9.1944608 50.0027613, 9.1944233 50.0028407, 9.1944038 50.0029147, 9.1943656 50.0030603, 9.1943599 50.0032001, 9.1943603 50.003346, 9.1943718 50.0034871, 9.1944167 50.0036012, 9.1945413 50.0037311, 9.1947527 50.0038462, 9.1950483 50.0039461, 9.1953264 50.0040363, 9.1955987 50.0041215)",
30220837,1,,Ankerstraße,residential,30,6,False,False,70.72,"LINESTRING (9.1945277 50.002666, 9.1948191 50.0027376, 9.1954434 50.0029068)",
96603283,,,Robert-Koch-Straße,residential,30,4,False,True,86.35499999999999,"LINESTRING (9.1945277 50.002666, 9.1947225 50.0024266, 9.1947539 50.0023751, 9.1949652 50.0019449)",
30220837,1,,Ankerstraße,residential,30,6,False,False,26.319,"LINESTRING (9.1983599 50.0035769, 9.1986883 50.003684)",
30220837,1,,Ankerstraße,residential,30,6,False,True,60.055,"LINESTRING (9.1983599 50.0035769, 9.1979591 50.0034779, 9.1975701 50.0033928)",
"[415771840, 40370179, 415771839]","['2', '1']",,Vorgangstraße,residential,30,"['5.5', '5']",False,True,213.41799999999998,"LINESTRING (9.1983599 50.0035769, 9.1986441 50.0031441, 9.1986721 50.0030818, 9.1986498 50.0030375, 9.1986184 50.0030108, 9.1985677 50.002985, 9.198509 50.0029673, 9.1983935 50.0029359, 9.1968765 50.0025249, 9.1967617 50.0024876)",
"[5407196, 64669463]",1,,Talstraße,residential,30,5,False,False,71.928,"LINESTRING (9.1997422 50.0045633, 9.1997458 50.0047711, 9.1997682 50.0050929, 9.1997722 50.0052098)",
"[64669460, 30220837]",1,,Ankerstraße,residential,30,6,False,True,124.753,"LINESTRING (9.1997422 50.0045633, 9.1994428 50.0042701, 9.1992136 50.0040139, 9.1990457 50.003878, 9.1988953 50.0037769, 9.1986883 50.003684)",
85251322,1,,Scheiblerstraße,residential,30,3,False,True,47.388000000000005,"LINESTRING (9.1997422 50.0045633, 9.1998504 50.0045198, 9.20013 50.0043758, 9.2002098 50.0043452, 9.2002877 50.0043246)",
"[416542945, 416542943]",1,,Flemingstraße,residential,30,"['4.5', '5']",False,True,184.7,"LINESTRING (9.1997422 50.0045633, 9.1995625 50.0046034, 9.1990227 50.0047209, 9.1987339 50.0047839, 9.1986432 50.0047998, 9.1985505 50.0048053, 9.1984662 50.0047939, 9.1983314 50.0047619, 9.1973901 50.0044542, 9.1973489 50.0044407)",
64669463,1,,Talstraße,residential,30,5,False,False,58.404,"LINESTRING (9.1997722 50.0052098, 9.1999518 50.0057222)",
"[29994062, 5466310, 29994063]",1,,Brückenstraße,residential,30,3,False,False,136.739,"LINESTRING (9.1997722 50.0052098, 9.2003416 50.0051702, 9.2004726 50.0051653, 9.2005377 50.0051666, 9.200581 50.0051707, 9.2006218 50.0051745, 9.200658 50.0051822, 9.200842 50.0052212, 9.2008749 50.0052282, 9.2010664 50.0052691, 9.201331 50.0053347, 9.2016149 50.0054103)",yes
"[5407196, 64669463]",1,,Talstraße,residential,30,5,False,True,71.928,"LINESTRING (9.1997722 50.0052098, 9.1997682 50.0050929, 9.1997458 50.0047711, 9.1997422 50.0045633)",
30169345,2,B 26,Hauptstraße,primary,30,10,False,True,14.736,"LINESTRING (9.2009408 50.0029143, 9.200763 50.0028472)",
"[93128881, 5209828, 85251321]",1,,Scheiblerstraße,residential,30,3,False,False,171.146,"LINESTRING (9.2009408 50.0029143, 9.2008941 50.0029581, 9.200853 50.0029953, 9.2006117 50.0031848, 9.2004633 50.0033219, 9.2003744 50.0034569, 9.2003435 50.0035561, 9.2003143 50.0036564, 9.2002643 50.0038531, 9.2002567 50.0039903, 9.2003161 50.0041253, 9.2003249 50.0041701, 9.2003222 50.0042011, 9.2003142 50.004239, 9.2003052 50.0042802, 9.2002986 50.0042987, 9.2002877 50.0043246)",
30169345,2,B 26,Hauptstraße,primary,30,10,False,False,122.168,"LINESTRING (9.2009408 50.0029143, 9.2010756 50.0029602, 9.2011579 50.0029882, 9.2013551 50.0030554, 9.2015276 50.0031076, 9.2017137 50.0031489, 9.2020729 50.0032066, 9.2024294 50.0032557, 9.2024707 50.0032637, 9.2025438 50.0032744)",
51335357,2,B 26,Hauptstraße,primary,30,10,False,False,128.594,"LINESTRING (9.1992152 50.0022584, 9.1995395 50.0023942, 9.1995865 50.0024126, 9.2000634 50.0025975, 9.200593 50.0027876, 9.200763 50.0028472)",
51335357,2,B 26,Hauptstraße,primary,30,10,False,True,63.304,"LINESTRING (9.1992152 50.0022584, 9.1988106 50.002142, 9.1984089 50.0020228)",
51335357,2,B 26,Hauptstraße,primary,30,10,False,True,58.164,"LINESTRING (9.1984089 50.0020228, 9.1976705 50.0018029)",
5247428,,,Grüntalstraße,residential,30,5,False,False,133.745,"LINESTRING (9.1984089 50.0020228, 9.1989464 50.0012378, 9.1991487 50.0009181)",
51335357,2,B 26,Hauptstraße,primary,30,10,False,False,63.304,"LINESTRING (9.1984089 50.0020228, 9.1988106 50.002142, 9.1992152 50.0022584)",
51335357,2,B 26,Hauptstraße,primary,30,10,False,False,58.164,"LINESTRING (9.1976705 50.0018029, 9.1984089 50.0020228)",
51335357,2,B 26,Hauptstraße,primary,30,10,False,True,25.976,"LINESTRING (9.1976705 50.0018029, 9.1973386 50.0017077)",
5247427,1,,Buschstraße,residential,30,5,False,False,103.104,"LINESTRING (9.1976705 50.0018029, 9.1980586 50.0012465, 9.1982606 50.0009568)",
5247427,1,,Buschstraße,residential,30,5,False,False,29.404,"LINESTRING (9.1982606 50.0009568, 9.198433 50.0007167)",
5247427,1,,Buschstraße,residential,30,5,False,True,103.104,"LINESTRING (9.1982606 50.0009568, 9.1980586 50.0012465, 9.1976705 50.0018029)",
162195514,1,,Burgerstraße,residential,30,5,False,True,67.02499999999999,"LINESTRING (9.1982606 50.0009568, 9.1974785 50.0006978, 9.197427 50.0006807)",
5247427,1,,Buschstraße,residential,30,5,False,True,29.404,"LINESTRING (9.198433 50.0007167, 9.1982606 50.0009568)",
8115716,,,,residential,30,2,False,False,55.841,"LINESTRING (9.198433 50.0007167, 9.1991487 50.0009181)",
8115716,,,,residential,30,2,False,True,55.841,"LINESTRING (9.1991487 50.0009181, 9.198433 50.0007167)",
