osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,ref
30605214,Ludgeristraße,tertiary,30,False,False,17.267,"LINESTRING (7.4686814 51.7007369, 7.4686663 51.7006758, 7.4686244 51.700586)",,,
"[29122891, 484306007]",Südkirchener Straße,tertiary,30,False,True,215.42000000000004,"LINESTRING (7.4686814 51.7007369, 7.4692301 51.7007701, 7.4696694 51.7007966, 7.4698393 51.7007956, 7.4704171 51.7007635, 7.4711559 51.7007002, 7.4713142 51.7006866, 7.4716218 51.700671, 7.4717906 51.7006679)",,,
484591482,Ludgeristraße,tertiary,30,False,True,92.586,"LINESTRING (7.4686814 51.7007369, 7.4686777 51.7008891, 7.4686492 51.7009986, 7.4686005 51.7010952, 7.4685388 51.7011693, 7.4684745 51.7012312, 7.4683807 51.7013054, 7.4681279 51.7014556)",,,
481852839,,primary,50,True,False,23.454,"LINESTRING (7.4657444 51.6968642, 7.4657005 51.6968513, 7.4656642 51.6968312, 7.4656385 51.6968056, 7.4656255 51.6967766, 7.4656263 51.6967465, 7.4656407 51.6967177, 7.4656676 51.6966926)",1,roundabout,
26000741,Breite Straße,residential,30,False,False,40.881,"LINESTRING (7.4682525 51.6996437, 7.4684015 51.6996244, 7.468592 51.699552, 7.4687583 51.6994651)",,,
"[1210810610, 30605214]",Ludgeristraße,tertiary,30,False,False,154.566,"LINESTRING (7.4682525 51.6996437, 7.4682643 51.6995997, 7.4682623 51.6995518, 7.468256 51.6994719, 7.4682516 51.6994154, 7.4682353 51.6993137, 7.4681958 51.6992141, 7.4681389 51.6991163, 7.4680691 51.6990407, 7.4678081 51.6987998, 7.4676972 51.6986832, 7.4676169 51.6985987, 7.4675784 51.6985582, 7.4675137 51.6984845, 7.4674253 51.6983884)",,,
30605214,Ludgeristraße,tertiary,30,False,True,67.376,"LINESTRING (7.4682525 51.6996437, 7.468144 51.6998603, 7.4681091 51.6999353, 7.4680937 51.7000051, 7.4681016 51.7000821, 7.4681327 51.7001422, 7.4681616 51.7001837, 7.4681991 51.7002224)",,,
27077883,Auf der Sagkuhl,tertiary,30,False,True,89.494,"LINESTRING (7.4645485 51.7035012, 7.4645981 51.703508, 7.464672 51.7035246, 7.4647378 51.703539, 7.4648083 51.7035453, 7.4648835 51.7035397, 7.4649789 51.7035222, 7.465048 51.7035076, 7.4650914 51.7034985, 7.4653295 51.7034279, 7.4654986 51.7033817, 7.4656501 51.7033556, 7.4657773 51.7033456)",,,K 6
29122890,Ludgeristraße,tertiary,30,False,False,147.17,"LINESTRING (7.4645485 51.7035012, 7.4645703 51.7034621, 7.4645879 51.7034306, 7.4646134 51.7034054, 7.4646694 51.7033785, 7.4647816 51.7033296, 7.4654476 51.7029768, 7.4657915 51.7027889, 7.4660981 51.702607)",,,
484765104,Ludgeristraße,tertiary,50,False,True,20.691,"LINESTRING (7.4645485 51.7035012, 7.4644147 51.7034922, 7.4642502 51.7035044)",,,K 6
27077887,Elbinger Straße,residential,30,False,True,84.761,"LINESTRING (7.4628869 51.7036894, 7.4628394 51.703649, 7.4627997 51.7036153, 7.4626867 51.7035448, 7.4622062 51.7032451, 7.4621488 51.7032134, 7.462027 51.7031462)",,,
32978008,Am Wällchen,residential,50,False,True,116.87100000000001,"LINESTRING (7.4628869 51.7036894, 7.4630022 51.7037685, 7.4635697 51.7040343, 7.4637086 51.7041215, 7.4638876 51.7042727, 7.4640474 51.704439)",,,
484765104,Ludgeristraße,tertiary,50,False,False,96.588,"LINESTRING (7.4628869 51.7036894, 7.4630888 51.7036374, 7.463325 51.7035939, 7.4635219 51.7035703, 7.4637849 51.7035451, 7.4640585 51.7035215, 7.4642502 51.7035044)",,,K 6
"[29122890, 484591482]",Ludgeristraße,tertiary,30,False,False,107.283,"LINESTRING (7.4670723 51.702159, 7.4671812 51.7021094, 7.4673186 51.702039, 7.467436 51.7019642, 7.4675267 51.7019044, 7.4676635 51.7018018, 7.4676987 51.701775, 7.4678144 51.7016767, 7.4679537 51.7015658, 7.4681279 51.7014556)",,,
29122890,Ludgeristraße,tertiary,30,False,True,84.495,"LINESTRING (7.4670723 51.702159, 7.4667302 51.7022829, 7.4665315 51.7023508, 7.4664121 51.7023989, 7.4663482 51.7024326, 7.4662373 51.7025047, 7.4660981 51.702607)",,,
587385765,Nordkirchener Straße,tertiary,50,False,False,147.181,"LINESTRING (7.4670723 51.702159, 7.4671092 51.7022124, 7.4678889 51.7033404, 7.4679133 51.7033757)",,,
26000702,Nordkirchener Straße,tertiary,50,False,False,177.555,"LINESTRING (7.4679133 51.7033757, 7.467946 51.7034162, 7.4684724 51.7040677, 7.4686888 51.7043915, 7.4688617 51.7048516)",,,K 18
27079271,Auf der Geist,tertiary,30,False,True,93.14099999999999,"LINESTRING (7.4679133 51.7033757, 7.4677529 51.7034038, 7.4675886 51.7034172, 7.4673689 51.7034318, 7.4672549 51.7034393, 7.4666461 51.7034882, 7.4665764 51.7034885)",,,K 6
27079676,Auf der Geist,tertiary,30,False,True,41.54600000000001,"LINESTRING (7.4679133 51.7033757, 7.4680446 51.7033462, 7.4681783 51.703298, 7.4684419 51.7031986)",2,,K 6
587385765,Nordkirchener Straße,tertiary,50,False,True,147.181,"LINESTRING (7.4679133 51.7033757, 7.4678889 51.7033404, 7.4671092 51.7022124, 7.4670723 51.702159)",,,
27079271,Auf der Geist,tertiary,30,False,False,93.14099999999999,"LINESTRING (7.4665764 51.7034885, 7.4666461 51.7034882, 7.4672549 51.7034393, 7.4673689 51.7034318, 7.4675886 51.7034172, 7.4677529 51.7034038, 7.4679133 51.7033757)",,,K 6
27079271,Auf der Geist,tertiary,30,False,True,57.698,"LINESTRING (7.4665764 51.7034885, 7.4665137 51.7034811, 7.4664271 51.7034646, 7.466253 51.7034158, 7.4660972 51.7033793, 7.4659303 51.7033549, 7.4657773 51.7033456)",,,K 6
26000702,Nordkirchener Straße,tertiary,50,False,True,177.555,"LINESTRING (7.4688617 51.7048516, 7.4686888 51.7043915, 7.4684724 51.7040677, 7.467946 51.7034162, 7.4679133 51.7033757)",,,K 18
26000741,Breite Straße,residential,30,False,False,28.76,"LINESTRING (7.4687583 51.6994651, 7.4688666 51.6993513, 7.4689377 51.6992327)",,,
26000741,Breite Straße,residential,30,False,True,40.881,"LINESTRING (7.4687583 51.6994651, 7.468592 51.699552, 7.4684015 51.6996244, 7.4682525 51.6996437)",,,
27471510,Brink,living_street,,False,False,94.131,"LINESTRING (7.4687583 51.6994651, 7.4688908 51.6995739, 7.4690367 51.6997834, 7.4692068 51.7001777, 7.4692231 51.7002509)",,,
26000741,Breite Straße,residential,30,False,False,55.902,"LINESTRING (7.4693318 51.6986444, 7.4694502 51.6985216, 7.469712 51.6982006)",,,
26000741,Breite Straße,residential,30,False,True,70.871,"LINESTRING (7.4693318 51.6986444, 7.4691433 51.6988978, 7.4690228 51.6990941, 7.4689377 51.6992327)",,,
26000776,Zur Alten Windmühle,residential,30,False,False,43.91,"LINESTRING (7.4693318 51.6986444, 7.4696844 51.6987191, 7.4698056 51.6987448, 7.4699347 51.6987721)",,,
27077883,Auf der Sagkuhl,tertiary,30,False,False,89.494,"LINESTRING (7.4657773 51.7033456, 7.4656501 51.7033556, 7.4654986 51.7033817, 7.4653295 51.7034279, 7.4650914 51.7034985, 7.465048 51.7035076, 7.4649789 51.7035222, 7.4648835 51.7035397, 7.4648083 51.7035453, 7.4647378 51.703539, 7.464672 51.7035246, 7.4645981 51.703508, 7.4645485 51.7035012)",,,K 6
27079271,Auf der Geist,tertiary,30,False,False,57.69800000000001,"LINESTRING (7.4657773 51.7033456, 7.4659303 51.7033549, 7.4660972 51.7033793, 7.466253 51.7034158, 7.4664271 51.7034646, 7.4665137 51.7034811, 7.4665764 51.7034885)",,,K 6
26000776,Zur Alten Windmühle,residential,30,False,False,58.788,"LINESTRING (7.4724673 51.6987415, 7.472695 51.6987267, 7.47299 51.6987028, 7.4733065 51.698653)",,,
