osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,access,tunnel,junction
"[1228592573, 1228309471]",Chausseestraße,secondary,50,False,False,375.66800000000006,"LINESTRING (14.0390998 53.7360177, 14.0391406 53.7361501, 14.03923 53.7363807, 14.0392986 53.7364848, 14.0393744 53.7365963, 14.0394479 53.7366757, 14.0399989 53.7371039, 14.0400087 53.7371111, 14.0406399 53.7375768, 14.0407559 53.7376624, 14.04095 53.7378331, 14.0410165 53.737901, 14.0413908 53.7384288, 14.041788 53.7389102, 14.0417875 53.7389489)",2,L 31,,,,
23303614,Ueckerstraße,residential,30,False,True,35.896,"LINESTRING (14.0485858 53.7351962, 14.0481452 53.7353867)",2,,,,,
1157862489,Altes Bollwerk,residential,30,False,True,39.853,"LINESTRING (14.0485858 53.7351962, 14.0483282 53.7348718)",,,,,,
"[23303608, 230400434, 23303607]",Ueckerstraße,residential,30,False,False,44.587999999999994,"LINESTRING (14.0485858 53.7351962, 14.0487347 53.7351396, 14.0487787 53.7351201, 14.0490341 53.7350142, 14.0490936 53.7349876, 14.0491436 53.7349686)",2,,movable,yes,,
1064531494,Altes Bollwerk,residential,30,False,False,184.43099999999998,"LINESTRING (14.0485858 53.7351962, 14.0490379 53.7355354, 14.0494161 53.7358192, 14.0494307 53.7358296, 14.0496333 53.7359735, 14.0498109 53.7361122, 14.0501929 53.7364037, 14.0503211 53.7364989)",,,,,,
23303609,Bergstraße,residential,30,True,False,59.53,"LINESTRING (14.0476479 53.7356939, 14.0470218 53.7353073)",,,,,,
23303614,Ueckerstraße,residential,30,False,False,26.099,"LINESTRING (14.0476479 53.7356939, 14.0479142 53.7355199)",2,,,,,
303692235,,residential,30,False,True,6.066,"LINESTRING (14.0466802 53.7351617, 14.0466142 53.7351998)",,,,,,
303692234,,residential,30,False,False,38.023,"LINESTRING (14.0466802 53.7351617, 14.046596 53.7351128, 14.0462798 53.7349151)",,,,,,
305106918,,residential,30,False,False,10.393,"LINESTRING (14.0466802 53.7351617, 14.0467471 53.7351712, 14.0468339 53.7351834)",,,,,,
1157862489,Altes Bollwerk,residential,30,False,False,39.853,"LINESTRING (14.0483282 53.7348718, 14.0485858 53.7351962)",,,,,,
45271814,Ackerhof,residential,30,False,True,83.479,"LINESTRING (14.0483282 53.7348718, 14.0477793 53.735129, 14.0481452 53.7353867)",,,,,,
1157862489,Altes Bollwerk,residential,30,False,True,28.924,"LINESTRING (14.0483282 53.7348718, 14.0482836 53.7347856, 14.0482126 53.7346209)",,,,,,
23303609,Bergstraße,residential,30,True,False,18.508,"LINESTRING (14.0470218 53.7353073, 14.0468339 53.7351834)",,,,,,
"[995530673, 23303770]",Wallstraße,residential,30,False,False,11.27,"LINESTRING (14.0470218 53.7353073, 14.0469641 53.7353382, 14.0468952 53.7353756)",,,,,,
23303771,Goethestraße,residential,30,True,False,25.173,"LINESTRING (14.0442416 53.7372359, 14.0440013 53.7370597)",,,,,,
"[45281688, 25056368]","['Ueckerstraße', 'Schulstraße']",residential,20,True,False,383.4920000000001,"LINESTRING (14.0446469 53.7375177, 14.0456798 53.7368801, 14.0460815 53.7366383, 14.0464783 53.736385, 14.046903 53.7361081, 14.0472144 53.7359233, 14.047319 53.7358858, 14.0475574 53.7361318, 14.0477751 53.7363136, 14.0478337 53.7363658, 14.047839 53.7364008, 14.047833 53.7364237, 14.0477831 53.7364653, 14.0473952 53.7366934, 14.0472314 53.7367904, 14.0471913 53.7368166)",2,,,,,
"[180002899, 1228407715]",Ueckerstraße,residential,30,False,True,24.924,"LINESTRING (14.0446469 53.7375177, 14.0446044 53.7375463, 14.0445274 53.7376513, 14.0444677 53.7377136)",2,,,,,
"[23303771, 1228592134]",Goethestraße,residential,30,True,False,41.138999999999996,"LINESTRING (14.0446469 53.7375177, 14.0444614 53.7373888, 14.0442416 53.7372359)",,,,,,
69593605,Kastanienallee,residential,30,False,True,219.53400000000002,"LINESTRING (14.0414322 53.7351915, 14.041839 53.7350465, 14.0430074 53.7346357, 14.0439857 53.7342905, 14.044257 53.7342061, 14.0443075 53.7341894)",,,,,,
1228592133,Kastanienallee,residential,30,False,False,94.52,"LINESTRING (14.0414322 53.7351915, 14.0413832 53.7352081, 14.0401858 53.7356146)",,,,,,
23303774,Schlossallee,residential,10,False,True,109.881,"LINESTRING (14.0483609 53.7363622, 14.0484493 53.7364173, 14.0495557 53.7370528)",,,,,,
"[672279453, 1064531494]",Altes Bollwerk,"['living_street', 'residential']",30,False,True,219.613,"LINESTRING (14.0506574 53.7384061, 14.0507058 53.7383267, 14.0508114 53.7381538, 14.0508426 53.7379581, 14.0508457 53.7379109, 14.0508202 53.7376297, 14.0507963 53.7374382, 14.0507834 53.7373756, 14.05073 53.737251, 14.0506102 53.7369601, 14.0504729 53.7366422, 14.0504412 53.7365954, 14.050352 53.7365237, 14.0503211 53.7364989)",,,,,,
"[1157879251, 23303780]","['Grabenstraße', 'Altes Bollwerk']",residential,30,False,False,268.43,"LINESTRING (14.0506574 53.7384061, 14.0505713 53.7385209, 14.049961 53.7390309, 14.0499003 53.7390605, 14.0498299 53.7390759, 14.0497529 53.7390821, 14.0496864 53.7390783, 14.0496207 53.7390672, 14.0495622 53.7390488, 14.0495027 53.7390268, 14.0494511 53.738997, 14.0478452 53.7380754)",,,,,,
23303780,Grabenstraße,residential,30,False,True,84.284,"LINESTRING (14.0469462 53.737536, 14.0473141 53.7377527, 14.0474508 53.7378365, 14.0474924 53.7378706, 14.0478452 53.7380754)",,,,,,
45380086,Töpferstraße,residential,20,True,False,229.48600000000002,"LINESTRING (14.0469462 53.737536, 14.0461698 53.738032, 14.0458589 53.7382638, 14.045786 53.7383087, 14.0457456 53.7383192, 14.0456974 53.7383225, 14.0456604 53.7383216, 14.045619 53.7383135, 14.0453304 53.7382458, 14.0451843 53.7382082, 14.0449093 53.7381095, 14.0447934 53.7380646, 14.0447531 53.7380311, 14.0445854 53.7377884, 14.0445461 53.7377183)",,,,,,
"[23303608, 230400434, 23303607]",Ueckerstraße,residential,30,False,True,44.587999999999994,"LINESTRING (14.0491436 53.7349686, 14.0490936 53.7349876, 14.0490341 53.7350142, 14.0487787 53.7351201, 14.0487347 53.7351396, 14.0485858 53.7351962)",2,,movable,yes,,
68083110,Neues Bollwerk,residential,30,False,False,252.88599999999994,"LINESTRING (14.0491436 53.7349686, 14.0494974 53.735264, 14.0497592 53.7354721, 14.0508109 53.7360866, 14.0509927 53.736204, 14.0510715 53.7362339, 14.0511828 53.7362419, 14.0512894 53.7362342, 14.0515441 53.7362105, 14.0516583 53.7361982, 14.0517686 53.7361907, 14.0520141 53.7361669)",,,,,,
189838162,Ueckerstraße,residential,30,False,False,272.555,"LINESTRING (14.0491436 53.7349686, 14.0499731 53.7346177, 14.0504139 53.7344544, 14.0509176 53.734308, 14.0517107 53.7341275, 14.0527142 53.7338886, 14.0528174 53.7338642)",,,,,,
46707787,Kamigstraße,residential,50,False,True,196.072,"LINESTRING (14.045003 53.7395521, 14.044348 53.7395788, 14.0442001 53.7395758, 14.0440785 53.7395442, 14.0439441 53.7394667, 14.0438221 53.739371, 14.0432928 53.7388155, 14.0430057 53.7385205)",,,,,,
974030642,An der Volksbühne,residential,30,False,True,69.402,"LINESTRING (14.045003 53.7395521, 14.0449202 53.7392943, 14.0449227 53.7392561, 14.0449313 53.7391221, 14.0450915 53.7389581)",,,,,,
298340627,Giulio-Perotti-Weg,residential,30,False,True,49.282,"LINESTRING (14.0450915 53.7389581, 14.045209 53.7388907, 14.0454648 53.7387924, 14.0457029 53.7387046)",,,,,,
317857347,An der Volksbühne,residential,30,False,True,92.051,"LINESTRING (14.0450915 53.7389581, 14.0450204 53.7389197, 14.0449234 53.7388823, 14.0447537 53.7388169, 14.0447191 53.7388, 14.0445725 53.7387284, 14.0444155 53.7386368, 14.0442252 53.738493, 14.0440807 53.7383943)",,,,,,
974030642,An der Volksbühne,residential,30,False,False,69.402,"LINESTRING (14.0450915 53.7389581, 14.0449313 53.7391221, 14.0449227 53.7392561, 14.0449202 53.7392943, 14.045003 53.7395521)",,,,,,
317857347,An der Volksbühne,residential,30,False,False,92.05099999999997,"LINESTRING (14.0440807 53.7383943, 14.0442252 53.738493, 14.0444155 53.7386368, 14.0445725 53.7387284, 14.0447191 53.7388, 14.0447537 53.7388169, 14.0449234 53.7388823, 14.0450204 53.7389197, 14.0450915 53.7389581)",,,,,,
23303771,Goethestraße,residential,30,True,False,129.425,"LINESTRING (14.0440013 53.7370597, 14.0427465 53.7361631)",,,,,,
45271812,Gartenstraße,residential,30,True,False,269.105,"LINESTRING (14.0440013 53.7370597, 14.0451724 53.736184, 14.0457422 53.7357607, 14.0461976 53.7354484, 14.0466142 53.7351998)",,,,,,
23303614,Ueckerstraße,residential,30,False,False,35.896,"LINESTRING (14.0481452 53.7353867, 14.0485858 53.7351962)",2,,,,,
23303614,Ueckerstraße,residential,30,False,True,21.218,"LINESTRING (14.0481452 53.7353867, 14.0479142 53.7355199)",2,,,,,
45271814,Ackerhof,residential,30,False,False,83.479,"LINESTRING (14.0481452 53.7353867, 14.0477793 53.735129, 14.0483282 53.7348718)",,,,,,
23303614,Ueckerstraße,residential,30,False,False,21.218,"LINESTRING (14.0479142 53.7355199, 14.0481452 53.7353867)",2,,,,,
23303614,Ueckerstraße,residential,30,False,True,26.099,"LINESTRING (14.0479142 53.7355199, 14.0476479 53.7356939)",2,,,,,
"[375724099, 913960373]",Am Rathaus,residential,30,False,True,54.223,"LINESTRING (14.0479142 53.7355199, 14.0483987 53.7358163, 14.0484894 53.7358692)",,,,,yes,
"[1228406813, 23062005, 1157924406]",Ueckerstraße,residential,30,False,True,73.02799999999999,"LINESTRING (14.0444677 53.7377136, 14.0443943 53.7377235, 14.0443235 53.7377438, 14.044227 53.7377809, 14.0441358 53.7378417, 14.0436688 53.7381532)",2,,,,,
"[180002899, 1228407715]",Ueckerstraße,residential,30,False,False,24.924,"LINESTRING (14.0444677 53.7377136, 14.0445274 53.7376513, 14.0446044 53.7375463, 14.0446469 53.7375177)",2,,,,,
1157862489,Altes Bollwerk,residential,30,False,False,28.924,"LINESTRING (14.0482126 53.7346209, 14.0482836 53.7347856, 14.0483282 53.7348718)",,,,,,
45380086,Töpferstraße,residential,20,True,False,67.181,"LINESTRING (14.0476757 53.7371131, 14.0469462 53.737536)",,,,,,
1157880890,Kirchgasse,residential,30,False,False,84.116,"LINESTRING (14.0476757 53.7371131, 14.0479614 53.7372814, 14.0485819 53.7376469)",,,,,,
45242876,Am Ueckerdamm,residential,30,False,False,92.025,"LINESTRING (14.0485819 53.7376469, 14.0486386 53.7376075, 14.0491514 53.737297, 14.0495557 53.7370528)",,,,,,
45242876,Am Ueckerdamm,residential,30,False,True,67.96,"LINESTRING (14.0485819 53.7376469, 14.0483617 53.7377737, 14.0481869 53.7378767, 14.0479976 53.7379833, 14.0478452 53.7380754)",,,,,,
230843475,Kirchgasse,residential,30,True,False,166.017,"LINESTRING (14.0485819 53.7376469, 14.0495204 53.7382048, 14.0497328 53.7382733, 14.0497822 53.7382834, 14.0506574 53.7384061)",,,,,,
1157880890,Kirchgasse,residential,30,False,True,84.116,"LINESTRING (14.0485819 53.7376469, 14.0479614 53.7372814, 14.0476757 53.7371131)",,,,,,
23303774,Schlossallee,residential,10,False,False,109.881,"LINESTRING (14.0495557 53.7370528, 14.0484493 53.7364173, 14.0483609 53.7363622)",,,,,,
45242876,Am Ueckerdamm,residential,30,False,False,82.078,"LINESTRING (14.0495557 53.7370528, 14.0499283 53.7368259, 14.0500086 53.7367766, 14.0503057 53.7365987, 14.0503348 53.7365479, 14.0503211 53.7364989)",,,,,,
45242876,Am Ueckerdamm,residential,30,False,True,92.02499999999999,"LINESTRING (14.0495557 53.7370528, 14.0491514 53.737297, 14.0486386 53.7376075, 14.0485819 53.7376469)",,,,,,
23303780,Grabenstraße,residential,30,False,False,84.284,"LINESTRING (14.0478452 53.7380754, 14.0474924 53.7378706, 14.0474508 53.7378365, 14.0473141 53.7377527, 14.0469462 53.737536)",,,,,,
"[1157879251, 23303780]","['Grabenstraße', 'Altes Bollwerk']",residential,30,False,True,268.43,"LINESTRING (14.0478452 53.7380754, 14.0494511 53.738997, 14.0495027 53.7390268, 14.0495622 53.7390488, 14.0496207 53.7390672, 14.0496864 53.7390783, 14.0497529 53.7390821, 14.0498299 53.7390759, 14.0499003 53.7390605, 14.049961 53.7390309, 14.0505713 53.7385209, 14.0506574 53.7384061)",,,,,,
45242876,Am Ueckerdamm,residential,30,False,False,67.96000000000001,"LINESTRING (14.0478452 53.7380754, 14.0479976 53.7379833, 14.0481869 53.7378767, 14.0483617 53.7377737, 14.0485819 53.7376469)",,,,,,
"[23303611, 253786835]",Wallstraße,residential,30,True,False,110.80099999999999,"LINESTRING (14.0468339 53.7351834, 14.0470737 53.7350685, 14.0477376 53.7347546, 14.0482126 53.7346209)",,,,,,
305106918,,residential,30,False,True,10.393,"LINESTRING (14.0468339 53.7351834, 14.0467471 53.7351712, 14.0466802 53.7351617)",,,,,,
45242875,Hospitalstraße,residential,30,True,False,5.183,"LINESTRING (14.0445461 53.7377183, 14.0444677 53.7377136)",,,,,,
23692188,Kirchgasse,residential,20,True,False,45.848,"LINESTRING (14.0471913 53.7368166, 14.0476757 53.7371131)",,,,,,
"[25056368, 45242875]","['Hospitalstraße', 'Schulstraße']",residential,"['20', '30']",True,False,223.759,"LINESTRING (14.0471913 53.7368166, 14.0465179 53.7372198, 14.0464497 53.7372664, 14.0461444 53.7374578, 14.0456389 53.7377749, 14.0455512 53.7378123, 14.0454714 53.737835, 14.0453965 53.7378426, 14.0452856 53.737846, 14.045181 53.7378409, 14.0449634 53.7378119, 14.0445461 53.7377183)",,,,,,
47030216,Gerichtsstraße,residential,50,False,False,110.354,"LINESTRING (14.0431697 53.7414321, 14.0428889 53.7410956, 14.0426806 53.7407143, 14.0424965 53.7405272)",,,,,,
47030216,Gerichtsstraße,residential,50,False,True,183.38,"LINESTRING (14.0410273 53.7391262, 14.0411447 53.7392401, 14.0417613 53.7398537, 14.0421346 53.7401753, 14.042268 53.7403051, 14.0424965 53.7405272)",,,,,,
"[1228310537, 222605082]",Ueckerstraße,secondary,50,False,False,54.342000000000006,"LINESTRING (14.0410273 53.7391262, 14.0415671 53.7390207, 14.0417102 53.7389927, 14.0417875 53.7389489)",,L 31,,,,
68083110,Neues Bollwerk,residential,30,False,True,252.88599999999997,"LINESTRING (14.0520141 53.7361669, 14.0517686 53.7361907, 14.0516583 53.7361982, 14.0515441 53.7362105, 14.0512894 53.7362342, 14.0511828 53.7362419, 14.0510715 53.7362339, 14.0509927 53.736204, 14.0508109 53.7360866, 14.0497592 53.7354721, 14.0494974 53.735264, 14.0491436 53.7349686)",,,,,,
23303771,Goethestraße,residential,30,True,False,138.365,"LINESTRING (14.0427465 53.7361631, 14.0414322 53.7351915)",,,,,,
69302435,August-Bartelt-Straße,living_street,,False,True,211.382,"LINESTRING (14.0427465 53.7361631, 14.0426874 53.7361868, 14.0423872 53.7363494, 14.0417207 53.7363519, 14.0411105 53.7362677, 14.0406169 53.7359549, 14.0401858 53.7356146)",,,,,,
69302435,August-Bartelt-Straße,living_street,,False,False,211.382,"LINESTRING (14.0401858 53.7356146, 14.0406169 53.7359549, 14.0411105 53.7362677, 14.0417207 53.7363519, 14.0423872 53.7363494, 14.0426874 53.7361868, 14.0427465 53.7361631)",,,,,,
1228592133,Kastanienallee,residential,30,False,False,81.91499999999999,"LINESTRING (14.0401858 53.7356146, 14.0392998 53.7358922, 14.0390725 53.7359427)",,,,,,
1228592133,Kastanienallee,residential,30,False,True,94.52,"LINESTRING (14.0401858 53.7356146, 14.0413832 53.7352081, 14.0414322 53.7351915)",,,,,,
303692234,,residential,30,False,True,38.023,"LINESTRING (14.0462798 53.7349151, 14.046596 53.7351128, 14.0466802 53.7351617)",,,,,,
47030216,Gerichtsstraße,residential,50,False,False,183.38,"LINESTRING (14.0424965 53.7405272, 14.042268 53.7403051, 14.0421346 53.7401753, 14.0417613 53.7398537, 14.0411447 53.7392401, 14.0410273 53.7391262)",,,,,,
47030216,Gerichtsstraße,residential,50,False,True,110.354,"LINESTRING (14.0424965 53.7405272, 14.0426806 53.7407143, 14.0428889 53.7410956, 14.0431697 53.7414321)",,,,,,
1228592573,Chausseestraße,secondary,50,False,False,8.531,"LINESTRING (14.0390725 53.7359427, 14.0390998 53.7360177)",2,L 31,,,,
1228592133,Kastanienallee,residential,30,False,True,81.91499999999999,"LINESTRING (14.0390725 53.7359427, 14.0392998 53.7358922, 14.0401858 53.7356146)",,,,,,
298340627,Giulio-Perotti-Weg,residential,30,False,False,49.282,"LINESTRING (14.0457029 53.7387046, 14.0454648 53.7387924, 14.045209 53.7388907, 14.0450915 53.7389581)",,,,,,
1228308117,Ueckerstraße,secondary,50,True,False,12.957,"LINESTRING (14.0528779 53.7337635, 14.0529167 53.7337596, 14.0529556 53.7337636, 14.0529899 53.7337751, 14.0530158 53.7337926, 14.0530302 53.7338143)",,L 28,,,,roundabout
285311540,Ueckerstraße,secondary,50,True,False,21.300000000000004,"LINESTRING (14.0530302 53.7338143, 14.0530316 53.7338375, 14.0530199 53.7338596, 14.0529964 53.7338782, 14.0529638 53.7338911, 14.0529372 53.7338959, 14.0529094 53.7338969, 14.0528821 53.733894, 14.0528567 53.7338872, 14.0528347 53.7338771, 14.0528174 53.7338642)",,L 28,,,,roundabout
189838162,Ueckerstraße,residential,30,False,True,272.555,"LINESTRING (14.0528174 53.7338642, 14.0527142 53.7338886, 14.0517107 53.7341275, 14.0509176 53.734308, 14.0504139 53.7344544, 14.0499731 53.7346177, 14.0491436 53.7349686)",,,,,,
1228342496,Ueckerstraße,secondary,50,True,False,13.564,"LINESTRING (14.0528174 53.7338642, 14.052804 53.7338455, 14.0528004 53.7338253, 14.052807 53.7338053, 14.0528232 53.7337874, 14.0528475 53.733773, 14.0528779 53.7337635)",,L 28,,,,roundabout
305106913,Wallstraße,residential,30,True,False,271.257,"LINESTRING (14.0468952 53.7353756, 14.0467214 53.7354701, 14.0464751 53.7356257, 14.0462934 53.7357603, 14.0459338 53.7360452, 14.0455674 53.7363633, 14.0452194 53.736621, 14.0442416 53.7372359)",,,,,,
"[995530673, 23303770]",Wallstraße,residential,30,False,True,11.27,"LINESTRING (14.0468952 53.7353756, 14.0469641 53.7353382, 14.0470218 53.7353073)",,,,,,
303692233,,residential,30,True,False,26.902,"LINESTRING (14.0466142 53.7351998, 14.0468952 53.7353756)",,,,,,
303692235,,residential,30,False,False,6.066,"LINESTRING (14.0466142 53.7351998, 14.0466802 53.7351617)",,,,,,
45242876,Am Ueckerdamm,residential,30,False,True,82.078,"LINESTRING (14.0503211 53.7364989, 14.0503348 53.7365479, 14.0503057 53.7365987, 14.0500086 53.7367766, 14.0499283 53.7368259, 14.0495557 53.7370528)",,,,,,
"[672279453, 1064531494]",Altes Bollwerk,"['residential', 'living_street']",30,False,False,219.613,"LINESTRING (14.0503211 53.7364989, 14.050352 53.7365237, 14.0504412 53.7365954, 14.0504729 53.7366422, 14.0506102 53.7369601, 14.05073 53.737251, 14.0507834 53.7373756, 14.0507963 53.7374382, 14.0508202 53.7376297, 14.0508457 53.7379109, 14.0508426 53.7379581, 14.0508114 53.7381538, 14.0507058 53.7383267, 14.0506574 53.7384061)",,,,,,
1064531494,Altes Bollwerk,residential,30,False,True,184.431,"LINESTRING (14.0503211 53.7364989, 14.0501929 53.7364037, 14.0498109 53.7361122, 14.0496333 53.7359735, 14.0494307 53.7358296, 14.0494161 53.7358192, 14.0490379 53.7355354, 14.0485858 53.7351962)",,,,,,
69593605,Kastanienallee,residential,30,False,False,219.53400000000002,"LINESTRING (14.0443075 53.7341894, 14.044257 53.7342061, 14.0439857 53.7342905, 14.0430074 53.7346357, 14.041839 53.7350465, 14.0414322 53.7351915)",,,,,,
"[375724099, 913960373]",Am Rathaus,residential,30,False,False,54.223,"LINESTRING (14.0484894 53.7358692, 14.0483987 53.7358163, 14.0479142 53.7355199)",,,,,yes,
