osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width
6074735,2,L 363,Rathausring,secondary,50,False,False,136.351,"LINESTRING (7.553059 49.4477937, 7.5531784 49.4479968, 7.5532655 49.4481302, 7.5533621 49.4482532, 7.5534671 49.4483625, 7.5535673 49.4484511, 7.5536678 49.4485287, 7.5538389 49.4486442, 7.5540149 49.4487435, 7.5541031 49.4487897)",,
237369759,2,L 363,Steinwendener Straße,secondary,50,False,True,52.146,"LINESTRING (7.553059 49.4477937, 7.5530131 49.4477904, 7.5529628 49.447793, 7.5526352 49.4478739, 7.5523841 49.4479456)",,
6074735,2,L 363,Rathausring,secondary,50,False,False,148.271,"LINESTRING (7.5541031 49.4487897, 7.5542961 49.4488843, 7.5544905 49.4489667, 7.5547573 49.449058, 7.5553544 49.4492552, 7.5557895 49.4493845, 7.5558522 49.4493904, 7.5559155 49.4493831)",,
6074735,2,L 363,Rathausring,secondary,50,False,True,136.351,"LINESTRING (7.5541031 49.4487897, 7.5540149 49.4487435, 7.5538389 49.4486442, 7.5536678 49.4485287, 7.5535673 49.4484511, 7.5534671 49.4483625, 7.5533621 49.4482532, 7.5532655 49.4481302, 7.5531784 49.4479968, 7.553059 49.4477937)",,
33742291,,,Am Stutzenwald,residential,30,False,True,194.50099999999998,"LINESTRING (7.5541031 49.4487897, 7.5540403 49.4489211, 7.5539079 49.4491556, 7.5538489 49.4492349, 7.5537819 49.4492907, 7.5536089 49.4494102, 7.5531958 49.449629, 7.5531059 49.4497031, 7.5530268 49.449792, 7.5529262 49.4499438, 7.5527532 49.4502541)",,
"[367492764, 5234236, 367495881]","['2', '3']",L 363,Bahnhofstraße,secondary,50,False,"[False, True]",214.38300000000004,"LINESTRING (7.5559155 49.4493831, 7.5559783 49.4493578, 7.5560335 49.4493147, 7.5561294 49.4491538, 7.5563792 49.4487196, 7.556524 49.4484665, 7.5565964 49.4483487, 7.5566938 49.4481958, 7.5567247 49.4481524, 7.5568376 49.4480099, 7.5569315 49.4479127, 7.5570073 49.447849, 7.5571018 49.4477723, 7.5571173 49.4477596, 7.5572255 49.4476784)",,
6074735,2,L 363,Rathausring,secondary,50,False,True,148.27100000000002,"LINESTRING (7.5559155 49.4493831, 7.5558522 49.4493904, 7.5557895 49.4493845, 7.5553544 49.4492552, 7.5547573 49.449058, 7.5544905 49.4489667, 7.5542961 49.4488843, 7.5541031 49.4487897)",,
33742287,,,August-Süßdorf-Straße,residential,30,False,False,283.49,"LINESTRING (7.5559155 49.4493831, 7.5558768 49.4494286, 7.5558071 49.4495402, 7.554991 49.4508852, 7.5548708 49.4510737, 7.5547153 49.4512655, 7.5545651 49.4514128, 7.5542432 49.4516726)",,
34282272,2,,Miesenbacher Straße,residential,50,False,False,27.49,"LINESTRING (7.5572255 49.4476784, 7.5573574 49.4477228, 7.5574538 49.4477544, 7.5575618 49.4477937)",,
"[367495881, 367492764, 5234236]","['2', '3']",L 363,Bahnhofstraße,secondary,50,False,"[False, True]",214.383,"LINESTRING (7.5572255 49.4476784, 7.5571173 49.4477596, 7.5571018 49.4477723, 7.5570073 49.447849, 7.5569315 49.4479127, 7.5568376 49.4480099, 7.5567247 49.4481524, 7.5566938 49.4481958, 7.5565964 49.4483487, 7.556524 49.4484665, 7.5563792 49.4487196, 7.5561294 49.4491538, 7.5560335 49.4493147, 7.5559783 49.4493578, 7.5559155 49.4493831)",,
34282272,2,,Miesenbacher Straße,residential,50,False,True,27.49,"LINESTRING (7.5575618 49.4477937, 7.5574538 49.4477544, 7.5573574 49.4477228, 7.5572255 49.4476784)",,
"[776316698, 776316699, 133128012]",2,,Miesenbacher Straße,residential,30,False,False,208.197,"LINESTRING (7.5575618 49.4477937, 7.5577395 49.4478512, 7.5580097 49.4479419, 7.5580894 49.4479837, 7.5582263 49.4480614, 7.5583182 49.4481333, 7.5584087 49.448224, 7.5584704 49.4482889, 7.5593001 49.449228)",yes,
161850723,,,Talstraße,residential,30,False,True,562.7339999999999,"LINESTRING (7.5575618 49.4477937, 7.5574954 49.4478626, 7.5574055 49.4479611, 7.5572889 49.4481093, 7.5570267 49.4485261, 7.5564694 49.4494041, 7.5557506 49.4505636, 7.5556219 49.4507912, 7.5555065 49.4510109, 7.5554891 49.4510789, 7.5554971 49.4511548, 7.555532 49.4512873, 7.5555924 49.4515663, 7.5555996 49.4516361, 7.555587 49.4516953, 7.5555548 49.4517624, 7.5550662 49.4525101)",,
33742287,,,August-Süßdorf-Straße,residential,30,False,True,283.49000000000007,"LINESTRING (7.5542432 49.4516726, 7.5545651 49.4514128, 7.5547153 49.4512655, 7.5548708 49.4510737, 7.554991 49.4508852, 7.5558071 49.4495402, 7.5558768 49.4494286, 7.5559155 49.4493831)",,
