osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access,width
33569542,True,2,L 875,Friedrich-Ebert-Allee,secondary,50,False,155.162,"LINESTRING (8.634085 53.0497135, 8.6341345 53.0496748, 8.6345585 53.0493427, 8.6349364 53.0490366, 8.6350099 53.0489706, 8.6352932 53.048716, 8.6354348 53.0485793)",,,
25802984,False,,,Lutherstraße,residential,30,True,10.93,"LINESTRING (8.6335058 53.0501207, 8.6336403 53.0501766)",,,
25802984,False,,,Lutherstraße,residential,30,False,105.196,"LINESTRING (8.6335058 53.0501207, 8.6334185 53.0500787, 8.6331827 53.0499667, 8.6329813 53.0498869, 8.6329081 53.0498579, 8.6326705 53.0497807, 8.6321494 53.0496534)",,,
33569542,True,2,L 875,Friedrich-Ebert-Allee,secondary,50,False,59.573,"LINESTRING (8.6335058 53.0501207, 8.6339457 53.0498114, 8.6340098 53.0497664, 8.634085 53.0497135)",,,
26212553,True,,,Koppelstraße,unclassified,30,False,11.951,"LINESTRING (8.6332281 53.0521845, 8.6333996 53.0522149)",,,
26212551,True,2,L 875,Friedrich-Ebert-Allee,secondary,50,False,46.906000000000006,"LINESTRING (8.6332281 53.0521845, 8.6332677 53.0520872, 8.6333016 53.0519913, 8.6333246 53.0518933, 8.633335 53.0517688)",,,
"[33569553, 33569554, 25804134]",True,2,,Fischstraße,residential,50,False,103.846,"LINESTRING (8.6333996 53.0522149, 8.6335267 53.0522398, 8.633901 53.0523131, 8.6339158 53.052316, 8.6340453 53.0523384, 8.6341353 53.0523538, 8.6341911 53.0523631, 8.6343683 53.0523955, 8.6344114 53.0524034, 8.6348831 53.0524922)",yes,,
27990509,True,2,,Koppelstraße,tertiary,30,False,150.475,"LINESTRING (8.6310036 53.0519783, 8.6317101 53.052046, 8.6323807 53.0521027, 8.6330491 53.0521605, 8.6331346 53.0521707, 8.6332281 53.0521845)",,,
27950106,False,4,L 867,Marktstraße,secondary,50,True,85.589,"LINESTRING (8.6251361 53.0499291, 8.6251453 53.0498855, 8.625158 53.049825, 8.6252639 53.0493211, 8.6252996 53.0491657)",,,
30878699,False,2,L 867,Mühlenstraße,secondary,50,False,71.58500000000001,"LINESTRING (8.6251361 53.0499291, 8.6251273 53.0499918, 8.6251189 53.0500515, 8.6250991 53.050193, 8.6250073 53.0505679)",,,
23136982,False,,,Am Stadtgraben,residential,30,False,150.249,"LINESTRING (8.625466 53.0485211, 8.6256375 53.0485923, 8.6257608 53.0486096, 8.6260309 53.0486509, 8.6263281 53.0486813, 8.6266238 53.0486597, 8.6268976 53.0485977, 8.6271531 53.0485109, 8.6275246 53.0483597)",,no,
26051916,True,2,L 887,Hans-Böckler-Platz,secondary,50,False,71.226,"LINESTRING (8.625466 53.0485211, 8.625501 53.0483954, 8.6255117 53.0483571, 8.6256327 53.0482395, 8.6257491 53.0481542, 8.6258831 53.0480712, 8.6260286 53.0480045)",,,
"[33569563, 27950052, 33569564]",False,4,L 867,Marktstraße,secondary,50,False,72.56899999999999,"LINESTRING (8.625466 53.0485211, 8.6254149 53.0486654, 8.6254025 53.048719, 8.6253323 53.0490099, 8.6253191 53.0490704, 8.625308 53.0491255, 8.6252996 53.0491657)",yes,,
23136981,False,2,,Am Stadtwall,residential,30,False,8.388,"LINESTRING (8.6267894 53.0477017, 8.6268599 53.0477641)",,,
26130908,True,1,L 887,Bismarckplatz,secondary,50,False,106.351,"LINESTRING (8.6267894 53.0477017, 8.626963 53.0476297, 8.6270616 53.0475888, 8.6271268 53.047567, 8.6273181 53.0475098, 8.6276936 53.0474271, 8.6282438 53.0473328)",,,
26066820,False,,L 887,Arthur-Fitger-Straße,secondary,50,True,116.582,"LINESTRING (8.6323122 53.0450856, 8.6324167 53.0451265, 8.6325194 53.0451667, 8.6326572 53.0452187, 8.6330806 53.0453795, 8.6338504 53.0455712)",,,
50096322,False,2,,Bismarckstraße,secondary,50,True,159.75400000000002,"LINESTRING (8.6323122 53.0450856, 8.6324134 53.0449881, 8.6324577 53.0449413, 8.6325462 53.0448353, 8.6330384 53.0442786, 8.6332773 53.0440029, 8.6333583 53.0439271, 8.6334726 53.0438313)",,,
"[28467858, 576069998]",False,"['2', '3']",L 887,Bismarckstraße,secondary,50,False,77.774,"LINESTRING (8.6323122 53.0450856, 8.63217 53.0452038, 8.6321539 53.0452172, 8.6320996 53.0452578, 8.6319473 53.0453739, 8.631812 53.0454751, 8.6315925 53.0456349)",,,
25971439,True,,,Scheunebergstraße,residential,,False,147.707,"LINESTRING (8.6338504 53.0455712, 8.6341782 53.0452403, 8.6345038 53.0449116, 8.6349724 53.0444974, 8.6350427 53.0444552)",,,
26066820,False,,L 887,Arthur-Fitger-Straße,secondary,50,False,116.58200000000001,"LINESTRING (8.6338504 53.0455712, 8.6330806 53.0453795, 8.6326572 53.0452187, 8.6325194 53.0451667, 8.6324167 53.0451265, 8.6323122 53.0450856)",,,
"[330270466, 26066799]",False,3,L 887,Arthur-Fitger-Straße,secondary,50,True,164.14800000000002,"LINESTRING (8.6338504 53.0455712, 8.6341891 53.0456653, 8.6345552 53.0457771, 8.6346492 53.0458059, 8.6347523 53.0458363, 8.6348608 53.04587, 8.6350798 53.0459493, 8.6351474 53.0459738, 8.6357913 53.0461933, 8.6358812 53.046224, 8.6360127 53.0462688)",,,
16961752,False,,L 867,Mühlenstraße,secondary,50,False,13.903,"LINESTRING (8.6244884 53.0517735, 8.6245468 53.0516535)",,,
312832875,True,1,,Ludwig-Kaufmann-Straße,tertiary,50,False,17.309,"LINESTRING (8.6244884 53.0517735, 8.6243312 53.0516498)",,,
557389679,False,3,L 867,Mühlenstraße,secondary,50,True,31.12,"LINESTRING (8.6244884 53.0517735, 8.624448 53.0518565, 8.6244182 53.0519177, 8.6243576 53.0520421)",,,
64059941,True,1,,Wittekindstraße,tertiary,50,False,51.553,"LINESTRING (8.6251238 53.0520913, 8.6247928 53.0520639, 8.6245852 53.0520473, 8.6245175 53.0520458, 8.6243576 53.0520421)",,,
557389680,True,2,,Wittekindstraße,tertiary,50,False,56.238,"LINESTRING (8.6251238 53.0520913, 8.6249354 53.0520439, 8.6248032 53.0519844, 8.624664 53.051902, 8.6246015 53.0518563, 8.6244884 53.0517735)",,,
16961752,False,,L 867,Mühlenstraße,secondary,50,True,13.903,"LINESTRING (8.6245468 53.0516535, 8.6244884 53.0517735)",,,
"[4269184, 51587154, 51587155, 26131030]",True,2,,"['Louisenstraße', 'Koppelstraße']",tertiary,30,False,357.555,"LINESTRING (8.6245468 53.0516535, 8.6247962 53.0516734, 8.6251886 53.0517037, 8.6262911 53.0518028, 8.6264172 53.0518112, 8.6265911 53.0518273, 8.6266598 53.0518337, 8.626773 53.0518429, 8.628039 53.0519516, 8.6282226 53.0519534, 8.6283932 53.051933, 8.6286481 53.0518794, 8.6287158 53.0518652, 8.6288842 53.0518373, 8.6291327 53.0518245, 8.6298251 53.0518809)",yes,,
690488169,False,,L 867,Mühlenstraße,secondary,50,True,124.576,"LINESTRING (8.6245468 53.0516535, 8.6245893 53.0515532, 8.6246104 53.0515036, 8.6247219 53.0512407, 8.6250073 53.0505679)",,,
"[330270466, 26066799]",False,3,L 887,Arthur-Fitger-Straße,secondary,50,False,164.14800000000002,"LINESTRING (8.6360127 53.0462688, 8.6358812 53.046224, 8.6357913 53.0461933, 8.6351474 53.0459738, 8.6350798 53.0459493, 8.6348608 53.04587, 8.6347523 53.0458363, 8.6346492 53.0458059, 8.6345552 53.0457771, 8.6341891 53.0456653, 8.6338504 53.0455712)",,,
81690682,False,,,Cramerstraße,residential,30,True,113.56,"LINESTRING (8.6360127 53.0462688, 8.6359468 53.0463504, 8.6359244 53.0463782, 8.6356999 53.0466562, 8.6354409 53.046976, 8.6352633 53.0471853)",,,
23136982,False,,,Am Stadtgraben,residential,30,True,150.249,"LINESTRING (8.6275246 53.0483597, 8.6271531 53.0485109, 8.6268976 53.0485977, 8.6266238 53.0486597, 8.6263281 53.0486813, 8.6260309 53.0486509, 8.6257608 53.0486096, 8.6256375 53.0485923, 8.625466 53.0485211)",,no,
"[1002249272, 118731523, 26130989, 118731542]",False,2,,Am Stadtwall,residential,30,False,60.623999999999995,"LINESTRING (8.6275246 53.0483597, 8.6275776 53.0484006, 8.627698 53.0484719, 8.6277881 53.0485466, 8.6279167 53.0486725, 8.6279607 53.048753, 8.627954 53.0488199)",yes,,
"[572916016, 266030554]",False,3,,Am Stadtwall,residential,30,True,79.98,"LINESTRING (8.6275246 53.0483597, 8.6273763 53.0482252, 8.6272739 53.0481106, 8.6272169 53.0480559, 8.6271818 53.0480211, 8.6270097 53.0478709, 8.6269524 53.0478209, 8.6268599 53.0477641)",,,
"[1002249272, 118731523, 26130989, 118731542]",False,2,,Am Stadtwall,residential,30,True,60.62400000000001,"LINESTRING (8.627954 53.0488199, 8.6279607 53.048753, 8.6279167 53.0486725, 8.6277881 53.0485466, 8.627698 53.0484719, 8.6275776 53.0484006, 8.6275246 53.0483597)",yes,,
"[251433082, 1234160299]",True,2,,Am Stadtwall,residential,30,False,122.001,"LINESTRING (8.627954 53.0488199, 8.6278996 53.0489172, 8.6277692 53.0490022, 8.6274861 53.0490831, 8.6273387 53.0491151, 8.6273019 53.0491231, 8.6271705 53.0491516, 8.6268948 53.0491934, 8.6268285 53.0492034, 8.6267753 53.0492053, 8.6263689 53.0492197)",,,
27950106,False,4,L 867,Marktstraße,secondary,50,False,85.589,"LINESTRING (8.6252996 53.0491657, 8.6252639 53.0493211, 8.625158 53.049825, 8.6251453 53.0498855, 8.6251361 53.0499291)",,,
"[33569563, 33569564, 27950052]",False,4,L 867,Marktstraße,secondary,50,True,72.56900000000002,"LINESTRING (8.6252996 53.0491657, 8.625308 53.0491255, 8.6253191 53.0490704, 8.6253323 53.0490099, 8.6254025 53.048719, 8.6254149 53.0486654, 8.625466 53.0485211)",yes,,
470738634,False,3,,Am Stadtwall,residential,30,True,71.75200000000001,"LINESTRING (8.6252996 53.0491657, 8.6254832 53.0491763, 8.6255462 53.0491795, 8.6259455 53.0492046, 8.6262484 53.0492186, 8.6263689 53.0492197)",,,
470738634,False,3,,Am Stadtwall,residential,30,False,71.75200000000001,"LINESTRING (8.6263689 53.0492197, 8.6262484 53.0492186, 8.6259455 53.0492046, 8.6255462 53.0491795, 8.6254832 53.0491763, 8.6252996 53.0491657)",,,
62964084,True,,,Schulstraße,residential,30,False,45.144,"LINESTRING (8.6310945 53.051576, 8.6310036 53.0519783)",,,
25803293,False,,,Willmsstraße,residential,30,False,151.28,"LINESTRING (8.6310945 53.051576, 8.6331726 53.0517565, 8.633335 53.0517688)",,,
"[33569569, 33569570, 26136981, 23211247]",True,,,Bahnhofstraße,residential,30,False,124.34200000000001,"LINESTRING (8.6298251 53.0518809, 8.629956 53.0513016, 8.6300482 53.0508934, 8.630052 53.0508745, 8.6300648 53.0508112, 8.6300758 53.0507729)",yes,,
1159687141,True,2,,Koppelstraße,tertiary,30,False,79.50999999999999,"LINESTRING (8.6298251 53.0518809, 8.6305264 53.0519389, 8.6310036 53.0519783)",,,
23296291,True,2,L 887,Hans-Böckler-Platz,secondary,50,False,60.991,"LINESTRING (8.6260286 53.0480045, 8.6265656 53.0477908, 8.6266143 53.0477714, 8.6267894 53.0477017)",,,
50096322,False,2,,Bismarckstraße,secondary,50,False,159.754,"LINESTRING (8.6334726 53.0438313, 8.6333583 53.0439271, 8.6332773 53.0440029, 8.6330384 53.0442786, 8.6325462 53.0448353, 8.6324577 53.0449413, 8.6324134 53.0449881, 8.6323122 53.0450856)",,,
25802738,False,,,Delmegarten,residential,,False,148.343,"LINESTRING (8.6297996 53.0484235, 8.629765 53.0484009, 8.6294881 53.0481441, 8.629353 53.0479988, 8.6288528 53.0475322, 8.6286079 53.047299)",,,
"[28467858, 1162999707]",False,2,L 887,Bismarckstraße,secondary,50,False,122.319,"LINESTRING (8.6315925 53.0456349, 8.6313807 53.0458102, 8.6312824 53.0458835, 8.6311461 53.0459853, 8.6308966 53.0461699, 8.6308215 53.0462294, 8.6306373 53.0463657, 8.630441 53.0464886)",,,
"[28467858, 576069998]",False,"['2', '3']",L 887,Bismarckstraße,secondary,50,True,77.774,"LINESTRING (8.6315925 53.0456349, 8.631812 53.0454751, 8.6319473 53.0453739, 8.6320996 53.0452578, 8.6321539 53.0452172, 8.63217 53.0452038, 8.6323122 53.0450856)",,,
241805053,False,,,Roonstraße,residential,,True,67.209,"LINESTRING (8.6315925 53.0456349, 8.6314218 53.0455624, 8.6312067 53.0454342, 8.6310507 53.0453323, 8.6309385 53.0451892)",,,
25802339,True,,,Roonstraße,residential,,False,39.13900000000001,"LINESTRING (8.6309385 53.0451892, 8.63088 53.0451518, 8.6308421 53.045114, 8.6308271 53.0450776, 8.6308582 53.045057, 8.6309102 53.0450489, 8.6309598 53.0450782, 8.6309796 53.0451049, 8.6309385 53.0451892)",,,
241805053,False,,,Roonstraße,residential,,False,67.209,"LINESTRING (8.6309385 53.0451892, 8.6310507 53.0453323, 8.6312067 53.0454342, 8.6314218 53.0455624, 8.6315925 53.0456349)",,,
27584641,False,,,Mühlendamm,residential,50,True,6.875,"LINESTRING (8.6282438 53.0473328, 8.6283063 53.0473819)",,,
"[266030560, 33569555, 33569556]",True,1,L 887,Bismarckstraße,secondary,50,False,43.812,"LINESTRING (8.6282438 53.0473328, 8.6283534 53.0473116, 8.6285131 53.0472793, 8.6286083 53.0472586, 8.6288561 53.0471933)",yes,,
"[1162999705, 1162999706, 81452710]",False,,,Am Vorwerk,residential,30,True,193.092,"LINESTRING (8.6305077 53.0478137, 8.6307054 53.0478586, 8.631442 53.0479829, 8.6321288 53.0481358, 8.6328737 53.048291, 8.632968 53.0483109, 8.6330542 53.0483143, 8.6331219 53.0482737, 8.6331876 53.048221)",,,
25873296,True,,,Parkstraße,residential,30,False,124.884,"LINESTRING (8.6299379 53.0467561, 8.630052 53.0468299, 8.6301867 53.0470653, 8.6302804 53.0472351, 8.6305077 53.0478137)",,,
"[1162999707, 572916013]",False,"['2', '3']",L 887,Bismarckstraße,secondary,50,True,44.983,"LINESTRING (8.6299379 53.0467561, 8.63034 53.0465562, 8.630441 53.0464886)",,,
"[572916014, 572916015]",False,"['2', '3']",L 887,Bismarckstraße,secondary,50,False,87.146,"LINESTRING (8.6299379 53.0467561, 8.6297306 53.0468412, 8.6293182 53.0470136, 8.6290651 53.0471132, 8.6288561 53.0471933)",,,
81452708,False,,,Cramerstraße,living_street,,True,34.013,"LINESTRING (8.6343756 53.0482624, 8.6341441 53.0485348)",,,
25802797,False,,,Am Vorwerk,residential,30,True,79.092,"LINESTRING (8.6343756 53.0482624, 8.6345295 53.048311, 8.6346786 53.0483572, 8.6349013 53.0484216, 8.6351266 53.0484868, 8.6354348 53.0485793)",,,
