osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,width,access
236704752,False,,Wilhelmstraße,residential,30,False,14.017,"LINESTRING (13.7741626 54.0554604, 13.7743367 54.0553866)",,,,
"[1155246578, 113983925]",False,,Lustwall,residential,"['50', '30']",True,107.626,"LINESTRING (13.7741626 54.0554604, 13.7740125 54.0552504, 13.7739181 54.0549685, 13.7739012 54.054918, 13.7738671 54.0545171)",,,,
25046801,False,,Kurze Straße,residential,30,False,3.849,"LINESTRING (13.7751821 54.0542469, 13.7752024 54.0542144)",,,,
25831148,False,,Kurze Straße,residential,30,False,38.015,"LINESTRING (13.7751821 54.0542469, 13.7746002 54.0542328)",,,,
25046801,False,,Kurze Straße,residential,30,True,81.033,"LINESTRING (13.7751821 54.0542469, 13.7750445 54.0545247, 13.775074 54.0547676, 13.7752545 54.0549324)",,,,
25831148,False,,Kurze Straße,residential,30,True,38.015,"LINESTRING (13.7746002 54.0542328, 13.7751821 54.0542469)",,,,
30639634,False,,An der Stadtmauer,residential,30,False,87.518,"LINESTRING (13.7746002 54.0542328, 13.7745707 54.0541078, 13.7747065 54.0538827, 13.7749151 54.0536275, 13.7750314 54.0535064)",,,,destination
30639634,False,,An der Stadtmauer,residential,30,True,109.96900000000001,"LINESTRING (13.7746002 54.0542328, 13.7745054 54.0545838, 13.7745072 54.0548346, 13.7745964 54.0550272, 13.7747508 54.0551864)",,,,destination
30389534,False,,Am Kirchplatz,living_street,,True,34.707,"LINESTRING (13.7765419 54.0540912, 13.7765086 54.0539181, 13.776447 54.053785)",,,,
130235755,True,,An der Stadtmauer,residential,30,False,54.885,"LINESTRING (13.7752711 54.0555647, 13.7746775 54.0552151)",,,,
27579711,False,,Am Fischmarkt,residential,30,False,93.532,"LINESTRING (13.7776129 54.0559888, 13.7781625 54.055751, 13.7785051 54.0555824, 13.7787169 54.0554551)",,,,
27579711,False,,Am Fischmarkt,residential,30,True,59.181,"LINESTRING (13.7776129 54.0559888, 13.7771848 54.0562124, 13.7770762 54.0562604, 13.7769138 54.0563266)",,,,
30389534,False,,Am Kirchplatz,living_street,,True,54.281,"LINESTRING (13.776447 54.053785, 13.7761982 54.0533192)",,,,
25831349,False,,Am Kirchplatz,living_street,,True,175.28300000000002,"LINESTRING (13.776447 54.053785, 13.7768641 54.0537325, 13.7769754 54.0537231, 13.7772065 54.0537063, 13.7773261 54.0536735, 13.7773879 54.0536018, 13.7774328 54.0534783, 13.7773767 54.0533976, 13.777273 54.0533144, 13.7770479 54.0532537, 13.7766301 54.0532766, 13.7761982 54.0533192)",,,,
30389534,False,,Am Kirchplatz,living_street,,False,34.707,"LINESTRING (13.776447 54.053785, 13.7765086 54.0539181, 13.7765419 54.0540912)",,,,
"[25831577, 383991988]",False,,"['Bogislavstraße', 'Franzstraße']",residential,30,True,114.625,"LINESTRING (13.782458 54.0546652, 13.7821101 54.0549388, 13.782018 54.054905, 13.7815677 54.0547399, 13.781265 54.0549988)",,,,
"[963402986, 30924957]",False,,Kronwiekstraße,residential,"['50', '30']",False,124.93700000000001,"LINESTRING (13.7805687 54.0535426, 13.7803997 54.0535117, 13.7801501 54.05345, 13.7799342 54.0531833, 13.7798389 54.0530655, 13.779829 54.0530554, 13.7798019 54.0530278, 13.7796626 54.0528861, 13.7795435 54.0526692)",,,,
"[525566562, 25832039]",False,,Am Kai,residential,50,"[False, True]",37.533,"LINESTRING (13.7805687 54.0535426, 13.7804866 54.0537377, 13.780475 54.0537651, 13.7804275 54.0538698)",,,,
"[963402987, 156777659]",False,,Am Kai,residential,50,True,51.836,"LINESTRING (13.7805687 54.0535426, 13.7806738 54.0534934, 13.7808742 54.0534342, 13.7809794 54.0534106, 13.7811045 54.0533696, 13.7812526 54.0533101)",,,,
113985059,True,,Unterwallstraße,residential,50,False,29.612,"LINESTRING (13.7776644 54.0527833, 13.7776682 54.0530496)",,,,
121200743,False,,Unterwallstraße,residential,50,True,128.563,"LINESTRING (13.7776644 54.0527833, 13.7764141 54.0527924, 13.7760532 54.0527931, 13.775706 54.0528449)",,,,
696454856,False,,Unterwallstraße,residential,50,False,124.92599999999999,"LINESTRING (13.7776644 54.0527833, 13.7781945 54.052747, 13.7785015 54.0526796, 13.7788349 54.0526438, 13.7791768 54.0526353, 13.7795435 54.0526692)",,,,
30924956,False,,Kronwiekstraße,residential,30,False,95.102,"LINESTRING (13.7795435 54.0526692, 13.7794846 54.0525272, 13.7794529 54.0523466, 13.7793388 54.0521689, 13.7791598 54.051848)",,,,
696454856,False,,Unterwallstraße,residential,50,True,124.926,"LINESTRING (13.7795435 54.0526692, 13.7791768 54.0526353, 13.7788349 54.0526438, 13.7785015 54.0526796, 13.7781945 54.052747, 13.7776644 54.0527833)",,,,
