osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,width,access
25830978,True,1,Lustwall,residential,50,False,144.22299999999998,"LINESTRING (13.7747868 54.0529095, 13.7747571 54.0529315, 13.7747193 54.0529594, 13.774624 54.0530298, 13.7745265 54.0531466, 13.7744378 54.053253, 13.7740725 54.0537178, 13.7739265 54.0539215, 13.7738857 54.0540817)",,,,
25832077,False,,Oberwallstraße,primary,50,False,27.493000000000002,"LINESTRING (13.7747868 54.0529095, 13.7744857 54.0528518, 13.7743864 54.0528328)",B 111,,,
"[30392776, 144371234]",False,2,Oberwallstraße,primary,50,False,60.807,"LINESTRING (13.7747868 54.0529095, 13.7748425 54.0529128, 13.7749524 54.052917, 13.7750896 54.0529035, 13.7753458 54.0528649, 13.775706 54.0528449)",B 111,,,
30392776,False,2,Oberwallstraße,primary,50,False,20.842,"LINESTRING (13.775706 54.0528449, 13.7760183 54.0528839)",B 111,,,
"[30392776, 144371234]",False,2,Oberwallstraße,primary,50,True,60.807,"LINESTRING (13.775706 54.0528449, 13.7753458 54.0528649, 13.7750896 54.0529035, 13.7749524 54.052917, 13.7748425 54.0529128, 13.7747868 54.0529095)",B 111,,,
121200743,False,,Unterwallstraße,residential,50,False,128.563,"LINESTRING (13.775706 54.0528449, 13.7760532 54.0527931, 13.7764141 54.0527924, 13.7776644 54.0527833)",,,,
"[25046764, 571636278]",True,,Burgstraße,residential,"['50', '30']",False,20.326999999999998,"LINESTRING (13.7800799 54.0538058, 13.7800326 54.0538606, 13.7799694 54.0539093, 13.7799016 54.0539544)",,,,
30426671,False,2,Oberwallstraße,primary,,True,10.814,"LINESTRING (13.7800799 54.0538058, 13.7800098 54.05379, 13.7799342 54.0537607)",B 111,,,
144371233,False,2,Oberwallstraße,primary,,True,23.786,"LINESTRING (13.7800799 54.0538058, 13.780139 54.0538151, 13.7801811 54.053822, 13.7804275 54.0538698)",B 111,,,
"[525566562, 25832039]",False,,Am Kai,residential,50,"[False, True]",37.533,"LINESTRING (13.7804275 54.0538698, 13.780475 54.0537651, 13.7804866 54.0537377, 13.7805687 54.0535426)",,,,
"[107336528, 625347451, 107336523, 23008877]",False,2,Oberwallstraße,primary,,False,60.471000000000004,"LINESTRING (13.7804275 54.0538698, 13.7807278 54.0539319, 13.780864 54.0539649, 13.7811282 54.0540395, 13.7812756 54.0540862)",B 111,yes,8,
144371233,False,2,Oberwallstraße,primary,,False,23.786,"LINESTRING (13.7804275 54.0538698, 13.7801811 54.053822, 13.780139 54.0538151, 13.7800799 54.0538058)",B 111,,,
"[107336528, 107336523, 625347451, 23008877]",False,2,Oberwallstraße,primary,,True,60.471000000000004,"LINESTRING (13.7812756 54.0540862, 13.7811282 54.0540395, 13.780864 54.0539649, 13.7807278 54.0539319, 13.7804275 54.0538698)",B 111,yes,8,
"[23008874, 1266413101, 25830854]",False,,"['Franzstraße', 'Hafenstraße']",residential,30,True,146.002,"LINESTRING (13.7812756 54.0540862, 13.7811706 54.0541664, 13.7811428 54.0541889, 13.781116 54.0542123, 13.7810835 54.0542418, 13.780952 54.0543642, 13.7808577 54.0544508, 13.7807678 54.0545047, 13.7805031 54.0547374, 13.7810511 54.0549254, 13.781265 54.0549988)",,,,
23152574,False,,Breite Straße,secondary,50,False,157.961,"LINESTRING (13.7743864 54.0528328, 13.774345 54.0528543, 13.7741674 54.0529466, 13.7739417 54.0530467, 13.7735627 54.0532195, 13.7727792 54.0534849, 13.7723807 54.0536199)",L 262,,,
25506992,False,,Bahnhofstraße,residential,50,False,37.923,"LINESTRING (13.7743864 54.0528328, 13.7744509 54.0527981, 13.7745716 54.0527187, 13.7746375 54.0526331, 13.7746595 54.0525447)",,,,
25832077,False,,Oberwallstraße,primary,50,True,27.493000000000002,"LINESTRING (13.7743864 54.0528328, 13.7744857 54.0528518, 13.7747868 54.0529095)",B 111,,,
"[144371232, 358259833, 358259831]",False,"['2', '3']",Chausseestraße,primary,50,True,397.04699999999997,"LINESTRING (13.7743864 54.0528328, 13.7742941 54.0528096, 13.7734196 54.0525896, 13.7728493 54.0524462, 13.7726227 54.0523873, 13.7699359 54.0517318, 13.768779 54.0514495)",B 111,,,
23152574,False,,Breite Straße,secondary,50,True,239.888,"LINESTRING (13.7693371 54.0548241, 13.7701081 54.0544807, 13.7704685 54.0543254, 13.7708328 54.0541684, 13.7716008 54.0538861, 13.7723807 54.0536199)",L 262,,,
129833939,False,,Schloßstraße,residential,30,True,58.649,"LINESTRING (13.7814925 54.0557617, 13.7807404 54.0554731)",,,,
25046751,False,,Franzstraße,residential,30,True,56.472,"LINESTRING (13.7807404 54.0554731, 13.7802485 54.0558909)",,,,
"[236704748, 288230844, 25046750]",False,,"['Schloßstraße', 'Hafenstraße']",residential,30,"[False, True]",122.17699999999999,"LINESTRING (13.7807404 54.0554731, 13.7801761 54.0552554, 13.7799713 54.0555939, 13.7799959 54.0556677, 13.7802485 54.0558909)",,,,
129833939,False,,Schloßstraße,residential,30,False,58.649,"LINESTRING (13.7807404 54.0554731, 13.7814925 54.0557617)",,,,
25046751,False,,Franzstraße,residential,30,False,62.881,"LINESTRING (13.7807404 54.0554731, 13.7809703 54.0552652, 13.781265 54.0549988)",,,,
25046751,False,,Franzstraße,residential,30,False,56.472,"LINESTRING (13.7802485 54.0558909, 13.7807404 54.0554731)",,,,
"[288230844, 236704748, 25046750]",False,,"['Schloßstraße', 'Hafenstraße']",residential,30,"[False, True]",122.17699999999999,"LINESTRING (13.7802485 54.0558909, 13.7799959 54.0556677, 13.7799713 54.0555939, 13.7801761 54.0552554, 13.7807404 54.0554731)",,,,
236704748,False,,Hafenstraße,residential,30,False,54.195,"LINESTRING (13.7802485 54.0558909, 13.7805911 54.0561748, 13.7806973 54.0562441, 13.78075 54.0562785)",,,,
1155598267,False,,Kleinbrückenstraße,residential,30,True,57.392,"LINESTRING (13.7787169 54.0554551, 13.7781088 54.0550823)",,,,
27579711,False,,Am Fischmarkt,residential,30,True,93.532,"LINESTRING (13.7787169 54.0554551, 13.7785051 54.0555824, 13.7781625 54.055751, 13.7776129 54.0559888)",,,,
"[30385858, 1266413102]",False,,Am Fischmarkt,residential,30,False,208.278,"LINESTRING (13.7787169 54.0554551, 13.7790505 54.0552156, 13.7796525 54.0547708, 13.7802314 54.0543408, 13.7804389 54.054183, 13.7806537 54.0539979, 13.7806773 54.053978)",,,,
130235755,True,,An der Stadtmauer,residential,30,False,86.187,"LINESTRING (13.7761659 54.0561347, 13.7752711 54.0555647)",,,,
25046762,False,,Kleinbrückenstraße,residential,30,True,62.236,"LINESTRING (13.7781088 54.0550823, 13.7775416 54.0546324)",,,,
1155598267,False,,Kleinbrückenstraße,residential,30,False,57.392,"LINESTRING (13.7781088 54.0550823, 13.7787169 54.0554551)",,,,
741276403,True,,Badstubenstraße,residential,30,False,91.74,"LINESTRING (13.7781088 54.0550823, 13.7776762 54.0553417, 13.7770941 54.0556527)",,,,
25046762,False,,Kleinbrückenstraße,residential,30,False,62.236,"LINESTRING (13.7775416 54.0546324, 13.7781088 54.0550823)",,,,
"[30385502, 93952159]",False,,Schusterstraße,residential,30,True,89.795,"LINESTRING (13.7775416 54.0546324, 13.7774512 54.0546701, 13.7773979 54.0546922, 13.7773451 54.0547167, 13.7764573 54.0551292)",,,,
236704749,False,,Schusterstraße,residential,30,False,11.248,"LINESTRING (13.7775416 54.0546324, 13.777626 54.0545978, 13.7776829 54.0545745)",,,,
93952192,True,,Schusterstraße,residential,30,False,147.264,"LINESTRING (13.7776829 54.0545745, 13.7777284 54.0545547, 13.7790156 54.0539938, 13.7794301 54.0537421)",,,,
236704749,False,,Schusterstraße,residential,30,True,11.248,"LINESTRING (13.7776829 54.0545745, 13.777626 54.0545978, 13.7775416 54.0546324)",,,,
"[241380377, 1155730170]",False,,Burgstraße,"['residential', 'living_street']",30,False,65.777,"LINESTRING (13.7794301 54.0537421, 13.7791526 54.0536759, 13.7790851 54.0536598, 13.7786834 54.0535919, 13.7784694 54.0535698)",,,,
"[1155730513, 1155730170]",False,,Burgstraße,residential,"['50', '30']",True,23.519,"LINESTRING (13.7794301 54.0537421, 13.7796456 54.0538315, 13.7796912 54.0538504, 13.7797243 54.0538642)",,,,
25046763,False,,Burgstraße,residential,50,True,15.314,"LINESTRING (13.7797243 54.0538642, 13.7799016 54.0539544)",,,,
"[525565685, 25046765]",True,,Burgstraße,residential,50,False,17.894,"LINESTRING (13.7797243 54.0538642, 13.779863 54.0537953, 13.7799032 54.0537759, 13.7799342 54.0537607)",,,,
"[1155730513, 1155730170]",False,,Burgstraße,residential,"['50', '30']",False,23.519000000000002,"LINESTRING (13.7797243 54.0538642, 13.7796912 54.0538504, 13.7796456 54.0538315, 13.7794301 54.0537421)",,,,
25046769,False,,Lange Straße,living_street,,False,94.00800000000001,"LINESTRING (13.7784694 54.0535698, 13.7779117 54.0538245, 13.7775288 54.0539742, 13.7772927 54.0540553)",,,,
"[30385507, 30385508]",True,,Burgstraße,living_street,,False,104.415,"LINESTRING (13.7784694 54.0535698, 13.7777766 54.0534234, 13.777528 54.0533083, 13.7773941 54.0532117, 13.777284 54.0531358, 13.7772021 54.0530519)",,,,
"[241380377, 1155730170]",False,,Burgstraße,"['living_street', 'residential']",30,True,65.777,"LINESTRING (13.7784694 54.0535698, 13.7786834 54.0535919, 13.7790851 54.0536598, 13.7791526 54.0536759, 13.7794301 54.0537421)",,,,
"[30388808, 696454855]",False,2,Oberwallstraße,primary,,False,30.426,"LINESTRING (13.7772021 54.0530519, 13.7774496 54.0530507, 13.7776682 54.0530496)",B 111,,,
30389535,False,2,Oberwallstraße,primary,,True,81.501,"LINESTRING (13.7772021 54.0530519, 13.7767776 54.0530605, 13.7765025 54.0530261, 13.7762818 54.0529727, 13.7760183 54.0528839)",B 111,,,
30426671,False,2,Oberwallstraße,primary,,False,10.814,"LINESTRING (13.7799342 54.0537607, 13.7800098 54.05379, 13.7800799 54.0538058)",B 111,,,
"[696454854, 613470946, 30426669, 613487542]",False,2,Oberwallstraße,primary,30,True,195.223,"LINESTRING (13.7799342 54.0537607, 13.779883 54.0537233, 13.7798573 54.0536983, 13.779827 54.0536608, 13.779808 54.0536283, 13.7797877 54.0535879, 13.7797586 54.0535338, 13.7797288 54.0534655, 13.7796958 54.053409, 13.7796449 54.0533238, 13.7795776 54.0532404, 13.7794809 54.0531539, 13.7793566 54.0531004, 13.7792215 54.053072, 13.7789615 54.0530553, 13.7777688 54.05305, 13.7776682 54.0530496)",B 111,,,
25046792,True,,An der Stadtmauer,residential,30,False,55.40599999999999,"LINESTRING (13.7769138 54.0563266, 13.776594 54.0561943, 13.7765433 54.0561932, 13.776495 54.0561935, 13.7764624 54.0561988, 13.7764183 54.0562006, 13.7763324 54.0561927, 13.7761659 54.0561347)",,,,
27579711,False,,Am Fischmarkt,residential,30,False,59.181,"LINESTRING (13.7769138 54.0563266, 13.7770762 54.0562604, 13.7771848 54.0562124, 13.7776129 54.0559888)",,,,
27579711,False,,Am Fischmarkt,residential,30,True,97.092,"LINESTRING (13.7769138 54.0563266, 13.7765557 54.0564921, 13.7757303 54.0567029, 13.7756095 54.0567336)",,,,
30392776,False,2,Oberwallstraße,primary,50,True,20.842,"LINESTRING (13.7760183 54.0528839, 13.775706 54.0528449)",B 111,,,
"[241380376, 25046795]",False,,Am Kirchplatz,living_street,,False,49.88,"LINESTRING (13.7760183 54.0528839, 13.7760825 54.0530904, 13.7761982 54.0533192)",,,,
30389535,False,2,Oberwallstraße,primary,,False,81.501,"LINESTRING (13.7760183 54.0528839, 13.7762818 54.0529727, 13.7765025 54.0530261, 13.7767776 54.0530605, 13.7772021 54.0530519)",B 111,,,
30389534,False,,Am Kirchplatz,living_street,,False,54.281,"LINESTRING (13.7761982 54.0533192, 13.776447 54.053785)",,,,
25831349,False,,Am Kirchplatz,living_street,,False,175.28300000000002,"LINESTRING (13.7761982 54.0533192, 13.7766301 54.0532766, 13.7770479 54.0532537, 13.777273 54.0533144, 13.7773767 54.0533976, 13.7774328 54.0534783, 13.7773879 54.0536018, 13.7773261 54.0536735, 13.7772065 54.0537063, 13.7769754 54.0537231, 13.7768641 54.0537325, 13.776447 54.053785)",,,,
"[241380376, 25046795]",False,,Am Kirchplatz,living_street,,True,49.88,"LINESTRING (13.7761982 54.0533192, 13.7760825 54.0530904, 13.7760183 54.0528839)",,,,
25831327,True,,Swinkestraße,residential,30,False,61.307,"LINESTRING (13.7759699 54.0546579, 13.7764573 54.0551292)",,,,
30385501,False,,Wilhelmstraße,living_street,,False,62.815,"LINESTRING (13.7759699 54.0546579, 13.7760161 54.0546411, 13.7765679 54.0544611, 13.7767931 54.0543667)",,,,
30385501,False,,Wilhelmstraße,living_street,,True,62.815,"LINESTRING (13.7767931 54.0543667, 13.7765679 54.0544611, 13.7760161 54.0546411, 13.7759699 54.0546579)",,,,
25890617,False,,Friedrichstraße,residential,30,True,123.043,"LINESTRING (13.7736776 54.0502956, 13.7755504 54.0501707)",,,,
35374733,False,,Bahnhofstraße,residential,50,False,45.162,"LINESTRING (13.7736776 54.0502956, 13.773866 54.0506864)",,,,
35374733,False,,Bahnhofstraße,residential,50,True,21.816000000000003,"LINESTRING (13.7736776 54.0502956, 13.7736322 54.0502073, 13.7735809 54.0501078)",,,,
25832510,False,,Berliner Straße,residential,30,False,120.966,"LINESTRING (13.773866 54.0506864, 13.7757065 54.05056)",,,,
35374733,False,,Bahnhofstraße,residential,50,False,48.849,"LINESTRING (13.773866 54.0506864, 13.7740515 54.051112)",,,,
35374733,False,,Bahnhofstraße,residential,50,True,45.162,"LINESTRING (13.773866 54.0506864, 13.7736776 54.0502956)",,,,
236704744,False,,Bahnhofstraße,residential,30,True,78.341,"LINESTRING (13.7743036 54.0516433, 13.773557 54.0510917)",,,,
1243519748,False,,Bahnhofstraße,residential,50,True,22.464,"LINESTRING (13.7743036 54.0516433, 13.7742047 54.0514498)",,,,
"[1246262737, 236704745]",False,,Bahnhofstraße,residential,50,False,103.133,"LINESTRING (13.7743036 54.0516433, 13.7744439 54.0519622, 13.774534 54.0521668, 13.7746458 54.0524111, 13.7746595 54.0525447)",,,,
25506992,False,,Bahnhofstraße,residential,50,True,37.922999999999995,"LINESTRING (13.7746595 54.0525447, 13.7746375 54.0526331, 13.7745716 54.0527187, 13.7744509 54.0527981, 13.7743864 54.0528328)",,,,
"[1156067225, 25506994, 236704751]",False,,Werftstraße,residential,"['50', '30']",False,34.754,"LINESTRING (13.7746595 54.0525447, 13.774727 54.0525404, 13.7750368 54.0524908, 13.7750934 54.0524817, 13.775174 54.0524664)",,,,
"[236704745, 1246262737]",False,,Bahnhofstraße,residential,50,True,103.13300000000001,"LINESTRING (13.7746595 54.0525447, 13.7746458 54.0524111, 13.774534 54.0521668, 13.7744439 54.0519622, 13.7743036 54.0516433)",,,,
25832576,False,,Schützenstraße,residential,30,False,83.238,"LINESTRING (13.7774606 54.0520018, 13.7772894 54.05126)",,,,
113982882,True,,Werftstraße,residential,30,False,112.83,"LINESTRING (13.7774606 54.0520018, 13.7778373 54.0519297, 13.7781512 54.0518899, 13.7791598 54.051848)",,,,
30924956,False,,Kronwiekstraße,residential,30,False,87.563,"LINESTRING (13.7791598 54.051848, 13.7790054 54.0514516, 13.7787942 54.0510915)",,,,
30924956,False,,Kronwiekstraße,residential,30,True,95.102,"LINESTRING (13.7791598 54.051848, 13.7793388 54.0521689, 13.7794529 54.0523466, 13.7794846 54.0525272, 13.7795435 54.0526692)",,,,
23152574,False,,Breite Straße,secondary,50,False,239.88799999999998,"LINESTRING (13.7723807 54.0536199, 13.7716008 54.0538861, 13.7708328 54.0541684, 13.7704685 54.0543254, 13.7701081 54.0544807, 13.7693371 54.0548241)",L 262,,,
23152574,False,,Breite Straße,secondary,50,True,157.961,"LINESTRING (13.7723807 54.0536199, 13.7727792 54.0534849, 13.7735627 54.0532195, 13.7739417 54.0530467, 13.7741674 54.0529466, 13.774345 54.0528543, 13.7743864 54.0528328)",L 262,,,
25829420,False,,Homeyerstraße,residential,50,False,84.887,"LINESTRING (13.7723807 54.0536199, 13.772307 54.053536, 13.7719106 54.0530916, 13.7717351 54.0529597)",,,,
25829420,False,,Homeyerstraße,residential,50,True,84.887,"LINESTRING (13.7717351 54.0529597, 13.7719106 54.0530916, 13.772307 54.053536, 13.7723807 54.0536199)",,,,
358259831,False,2,Chausseestraße,primary,50,False,22.551,"LINESTRING (13.7684583 54.0513741, 13.768779 54.0514495)",B 111,,,
25828984,False,,Feldstraße,residential,30,False,280.902,"LINESTRING (13.7684583 54.0513741, 13.7685045 54.0513333, 13.7686546 54.0512045, 13.7691012 54.0510518, 13.7692557 54.050999, 13.7695316 54.0509936, 13.7702383 54.0510521, 13.7714158 54.0511376, 13.7724927 54.0511994)",,,,
35374733,False,,Bahnhofstraße,residential,50,True,48.849,"LINESTRING (13.7740515 54.051112, 13.773866 54.0506864)",,,,
"[1243519748, 35374733]",False,,Bahnhofstraße,residential,50,False,38.870000000000005,"LINESTRING (13.7740515 54.051112, 13.7741216 54.0512667, 13.7742047 54.0514498)",,,,
"[236704746, 236704747]",False,,Feldstraße,residential,30,True,32.625,"LINESTRING (13.7740515 54.051112, 13.7736467 54.05111, 13.773557 54.0510917)",,,,
130235768,False,,Kosegartenweg,residential,30,True,166.933,"LINESTRING (13.7724927 54.0511994, 13.7715443 54.0498052)",,,,
25828984,False,,Feldstraße,residential,30,False,70.817,"LINESTRING (13.7724927 54.0511994, 13.7726449 54.0512051, 13.773557 54.0510917)",,,,
25828984,False,,Feldstraße,residential,30,True,280.902,"LINESTRING (13.7724927 54.0511994, 13.7714158 54.0511376, 13.7702383 54.0510521, 13.7695316 54.0509936, 13.7692557 54.050999, 13.7691012 54.0510518, 13.7686546 54.0512045, 13.7685045 54.0513333, 13.7684583 54.0513741)",,,,
236704744,False,,Bahnhofstraße,residential,30,False,78.341,"LINESTRING (13.773557 54.0510917, 13.7743036 54.0516433)",,,,
25828984,False,,Feldstraße,residential,30,True,70.817,"LINESTRING (13.773557 54.0510917, 13.7726449 54.0512051, 13.7724927 54.0511994)",,,,
"[236704746, 236704747]",False,,Feldstraße,residential,30,False,32.625,"LINESTRING (13.773557 54.0510917, 13.7736467 54.05111, 13.7740515 54.051112)",,,,
130235768,False,,Kosegartenweg,residential,30,False,166.933,"LINESTRING (13.7715443 54.0498052, 13.7724927 54.0511994)",,,,
302134763,False,,Philipp-Otto-Runge-Straße,residential,30,True,105.61099999999999,"LINESTRING (13.7715443 54.0498052, 13.7708964 54.0500163, 13.7703464 54.0496154)",,,,
358259831,False,2,Chausseestraße,primary,50,True,22.551,"LINESTRING (13.768779 54.0514495, 13.7684583 54.0513741)",B 111,,,
25829390,False,,Am Paschenberg,residential,50,True,31.908,"LINESTRING (13.768779 54.0514495, 13.7687459 54.0515056, 13.768656 54.0516375, 13.7686019 54.0517169)",,,,
"[144371232, 358259833, 358259831]",False,"['2', '3']",Chausseestraße,primary,50,False,397.047,"LINESTRING (13.768779 54.0514495, 13.7699359 54.0517318, 13.7726227 54.0523873, 13.7728493 54.0524462, 13.7734196 54.0525896, 13.7742941 54.0528096, 13.7743864 54.0528328)",B 111,,,
25046751,False,,Franzstraße,residential,30,True,62.881,"LINESTRING (13.781265 54.0549988, 13.7809703 54.0552652, 13.7807404 54.0554731)",,,,
"[23008874, 1266413101, 25830854]",False,,"['Hafenstraße', 'Franzstraße']",residential,30,False,146.002,"LINESTRING (13.781265 54.0549988, 13.7810511 54.0549254, 13.7805031 54.0547374, 13.7807678 54.0545047, 13.7808577 54.0544508, 13.780952 54.0543642, 13.7810835 54.0542418, 13.781116 54.0542123, 13.7811428 54.0541889, 13.7811706 54.0541664, 13.7812756 54.0540862)",,,,
"[25831577, 383991988]",False,,"['Bogislavstraße', 'Franzstraße']",residential,30,False,114.625,"LINESTRING (13.781265 54.0549988, 13.7815677 54.0547399, 13.782018 54.054905, 13.7821101 54.0549388, 13.782458 54.0546652)",,,,
25830863,False,,Bleichstraße,residential,30,False,180.099,"LINESTRING (13.7747483 54.0571891, 13.774208 54.0569073, 13.7738689 54.0566276, 13.7730448 54.0559261)",,,,
27579711,False,,Am Fischmarkt,residential,30,False,75.828,"LINESTRING (13.7747483 54.0571891, 13.7747774 54.0571734, 13.7753993 54.0568198, 13.7756095 54.0567336)",,,,
25830863,False,,Bleichstraße,residential,30,True,180.099,"LINESTRING (13.7730448 54.0559261, 13.7738689 54.0566276, 13.774208 54.0569073, 13.7747483 54.0571891)",,,,
30385498,False,,Wilhelmstraße,residential,30,False,63.55200000000001,"LINESTRING (13.7730448 54.0559261, 13.7734801 54.0557522, 13.7738584 54.0556123)",,,,
27579711,False,,Am Fischmarkt,residential,30,False,97.09200000000001,"LINESTRING (13.7756095 54.0567336, 13.7757303 54.0567029, 13.7765557 54.0564921, 13.7769138 54.0563266)",,,,
27579711,False,,Am Fischmarkt,residential,30,True,75.828,"LINESTRING (13.7756095 54.0567336, 13.7753993 54.0568198, 13.7747774 54.0571734, 13.7747483 54.0571891)",,,,
30639635,True,,Wasserstraße,living_street,,False,169.81900000000002,"LINESTRING (13.7756095 54.0567336, 13.7754676 54.0565831, 13.7750913 54.0563765, 13.7745072 54.0560315, 13.7738584 54.0556123)",,,,
30385498,False,,Wilhelmstraße,residential,30,False,5.542,"LINESTRING (13.7740938 54.0554896, 13.7741626 54.0554604)",,,,
30385498,False,,Wilhelmstraße,residential,30,True,20.548,"LINESTRING (13.7740938 54.0554896, 13.7738584 54.0556123)",,,,
25830935,False,,Gartenstraße,residential,30,False,60.727000000000004,"LINESTRING (13.7740938 54.0554896, 13.7745215 54.0557918, 13.7747312 54.0557005)",,,,
25830935,False,,Gartenstraße,residential,30,False,43.374,"LINESTRING (13.7747312 54.0557005, 13.7743367 54.0553866)",,,,
25830935,False,,Gartenstraße,residential,30,True,60.727000000000004,"LINESTRING (13.7747312 54.0557005, 13.7745215 54.0557918, 13.7740938 54.0554896)",,,,
25830947,False,,Gartenstraße,residential,30,False,69.871,"LINESTRING (13.7747312 54.0557005, 13.7748571 54.055852, 13.775162 54.0560319, 13.7753895 54.0561888)",,,,
30392775,False,,Lustwall,residential,50,False,87.138,"LINESTRING (13.7738671 54.0545171, 13.7735317 54.0545939, 13.7731139 54.0546791, 13.772878 54.0547423, 13.77263 54.0548098)",,,,
"[1155246578, 113983925]",False,,Lustwall,residential,"['50', '30']",False,107.626,"LINESTRING (13.7738671 54.0545171, 13.7739012 54.054918, 13.7739181 54.0549685, 13.7740125 54.0552504, 13.7741626 54.0554604)",,,,
113983925,False,,Lustwall,residential,50,True,48.43,"LINESTRING (13.7738671 54.0545171, 13.7738811 54.0541904, 13.7738857 54.0540817)",,,,
30385498,False,,Wilhelmstraße,residential,30,True,5.542,"LINESTRING (13.7741626 54.0554604, 13.7740938 54.0554896)",,,,
