osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,bridge
33730495,2,Bahnhofstraße,residential,50,False,True,179.73200000000003,"LINESTRING (11.1973581 53.4275577, 11.1972809 53.4276092, 11.1969017 53.4278622, 11.1955109 53.4287413)",,,
"[532830876, 24027447, 149193671]","['2', '3']",Feldstraße,primary,50,False,False,489.019,"LINESTRING (11.1973581 53.4275577, 11.197065 53.4274885, 11.1968721 53.4274645, 11.1966691 53.4274565, 11.1935433 53.4275446, 11.1908975 53.4276192, 11.1902146 53.4276385, 11.1900114 53.4276442)",B 321,,
26606831,,Friedrich-Heincke-Straße,residential,30,False,False,101.44900000000001,"LINESTRING (11.1900114 53.4276442, 11.1900329 53.4277133, 11.1901279 53.4279749, 11.1902898 53.4284135, 11.1903293 53.4285366)",,9,
"[149193671, 532830876, 24027447]","['2', '3']",Feldstraße,primary,50,False,True,489.01899999999995,"LINESTRING (11.1900114 53.4276442, 11.1902146 53.4276385, 11.1908975 53.4276192, 11.1935433 53.4275446, 11.1966691 53.4274565, 11.1968721 53.4274645, 11.197065 53.4274885, 11.1973581 53.4275577)",B 321,,
"[136977976, 24027448, 1178106348]",3,"['Feldstraße', 'Parkstraße']",residential,50,False,True,441.1700000000002,"LINESTRING (11.1900114 53.4276442, 11.1898173 53.4276497, 11.1894038 53.4276613, 11.1889625 53.4276738, 11.1886675 53.4276821, 11.1884267 53.4276889, 11.1877674 53.4277075, 11.1875767 53.4277184, 11.1873321 53.4277774, 11.1871663 53.4278557, 11.1870526 53.427952, 11.1866339 53.4283963, 11.1865585 53.4284957, 11.1865117 53.4285645, 11.1864797 53.4286644, 11.1864826 53.4287927, 11.1865467 53.4290166, 11.1866066 53.4292148, 11.1866137 53.429239, 11.186681 53.429468, 11.1866742 53.4296096, 11.1866332 53.4297218, 11.1865558 53.4298327, 11.1865416 53.429853, 11.1864585 53.4299476)",,7,
"[24027448, 136977976, 1178106348]",3,"['Feldstraße', 'Parkstraße']",residential,50,False,False,441.17,"LINESTRING (11.1864585 53.4299476, 11.1865416 53.429853, 11.1865558 53.4298327, 11.1866332 53.4297218, 11.1866742 53.4296096, 11.186681 53.429468, 11.1866137 53.429239, 11.1866066 53.4292148, 11.1865467 53.4290166, 11.1864826 53.4287927, 11.1864797 53.4286644, 11.1865117 53.4285645, 11.1865585 53.4284957, 11.1866339 53.4283963, 11.1870526 53.427952, 11.1871663 53.4278557, 11.1873321 53.4277774, 11.1875767 53.4277184, 11.1877674 53.4277075, 11.1884267 53.4276889, 11.1886675 53.4276821, 11.1889625 53.4276738, 11.1894038 53.4276613, 11.1898173 53.4276497, 11.1900114 53.4276442)",,7,
35317883,,Stadtbahnhof,residential,,False,True,68.163,"LINESTRING (11.1864585 53.4299476, 11.1863354 53.4299036, 11.1863089 53.4298946, 11.1861697 53.4298452, 11.1858668 53.4297394, 11.185572 53.4296365)",,,
"[134600529, 403544596, 134600526]",,Parkstraße,residential,50,False,True,256.337,"LINESTRING (11.1864585 53.4299476, 11.1863835 53.4300287, 11.186363 53.4300512, 11.1859994 53.4304482, 11.1858468 53.4306069, 11.185713 53.4307342, 11.1856772 53.4307714, 11.1846216 53.431858, 11.1845322 53.4319466)",,,yes
"[134379112, 147965026, 858031239]",2,Poststraße,residential,30,False,False,207.638,"LINESTRING (11.1864585 53.4299476, 11.1865513 53.429981, 11.186574 53.4299892, 11.1865976 53.4299977, 11.1876238 53.4303585, 11.1878193 53.4304318, 11.1889709 53.4308636, 11.1891327 53.4309211)",,"['7', '9']",
33546757,,Königsstraße,residential,30,False,True,156.505,"LINESTRING (11.1845322 53.4319466, 11.1846765 53.4319336, 11.1848967 53.4319136, 11.1851589 53.4319153, 11.1855181 53.431925, 11.1858496 53.4319625, 11.1861252 53.4320157, 11.1866739 53.4321381, 11.1867526 53.4321596, 11.1868168 53.4321795)",,,
"[134600529, 403544596, 134600526]",,Parkstraße,residential,50,False,False,256.33700000000005,"LINESTRING (11.1845322 53.4319466, 11.1846216 53.431858, 11.1856772 53.4307714, 11.185713 53.4307342, 11.1858468 53.4306069, 11.1859994 53.4304482, 11.186363 53.4300512, 11.1863835 53.4300287, 11.1864585 53.4299476)",,,yes
"[33730632, 403544596]",,Parkstraße,residential,"['50', '30']",False,True,298.7989999999999,"LINESTRING (11.1845322 53.4319466, 11.1844584 53.4320347, 11.184245 53.4322855, 11.1841477 53.4324888, 11.1840903 53.4327288, 11.1840264 53.4331625, 11.1840177 53.4332213, 11.1839925 53.4333923, 11.1839673 53.4335632, 11.1839611 53.4336052, 11.1839404 53.4337661, 11.1838501 53.4341361, 11.1838146 53.4342409, 11.1836335 53.4345546)",,,
40059730,,Schweriner Straße,residential,30,True,False,6.829,"LINESTRING (11.1937014 53.4325697, 11.1936219 53.4325306)",,7,
239009984,,Schweriner Straße,residential,30,False,True,54.042,"LINESTRING (11.1937014 53.4325697, 11.1939894 53.4327112, 11.1943319 53.4328781)",,,
33546763,2,Robert-Stock-Straße,residential,50,False,False,130.922,"LINESTRING (11.195213 53.4319572, 11.195187 53.4318889, 11.1950558 53.4316078, 11.1949997 53.431309, 11.1949861 53.4310987, 11.1949373 53.4307956)",,,
33546763,2,Robert-Stock-Straße,residential,50,False,True,135.805,"LINESTRING (11.195213 53.4319572, 11.1953275 53.4321809, 11.1953098 53.4322959, 11.1952832 53.4324688, 11.1951725 53.4326341, 11.1947771 53.4330981)",,,
33546763,2,Robert-Stock-Straße,residential,50,False,False,118.98599999999999,"LINESTRING (11.1949373 53.4307956, 11.1948634 53.4306487, 11.1946191 53.4301266, 11.1941487 53.4298779)",,,
33546763,2,Robert-Stock-Straße,residential,50,False,True,130.922,"LINESTRING (11.1949373 53.4307956, 11.1949861 53.4310987, 11.1949997 53.431309, 11.1950558 53.4316078, 11.195187 53.4318889, 11.195213 53.4319572)",,,
33718499,,Robert-Stock-Straße,residential,,False,False,126.024,"LINESTRING (11.1949373 53.4307956, 11.1954074 53.4307859, 11.1956047 53.4307851, 11.196162 53.4307777, 11.1968391 53.4307723)",,6,
33546763,2,Robert-Stock-Straße,residential,50,False,True,118.98599999999999,"LINESTRING (11.1941487 53.4298779, 11.1946191 53.4301266, 11.1948634 53.4306487, 11.1949373 53.4307956)",,,
33730495,2,Bahnhofstraße,residential,50,False,False,155.605,"LINESTRING (11.1941487 53.4298779, 11.1943318 53.4296998, 11.1948607 53.4292109, 11.1949511 53.4291433, 11.1952009 53.4289567, 11.1955109 53.4287413)",,,
239009984,,Schweriner Straße,residential,30,False,False,38.318,"LINESTRING (11.1947771 53.4330981, 11.1943319 53.4328781)",,,
24920584,2,Schweriner Straße,residential,50,False,True,109.928,"LINESTRING (11.1947771 53.4330981, 11.195427 53.433362, 11.1961615 53.433643)",,,
