osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,bridge,width
23732472,L 385,Auf der Lehr,secondary,50,False,False,135.257,"LINESTRING (9.0685625 48.4092328, 9.0683068 48.4092132, 9.06803 48.4091936, 9.0677585 48.4091741, 9.0675625 48.4091606, 9.0673412 48.4091487, 9.0671322 48.4091412, 9.0669222 48.4091315, 9.0667378 48.4091244)",,,,
36729126,K 6934,Firstwaldstraße,unclassified,30,False,True,135.304,"LINESTRING (9.0685625 48.4092328, 9.0684419 48.4102482, 9.0684215 48.410446)",,,,
"[312630753, 1027191165]",L 385,Heerweg,secondary,50,False,True,129.251,"LINESTRING (9.0685625 48.4092328, 9.0689264 48.4092545, 9.0693456 48.409276, 9.0696042 48.4092892, 9.0696955 48.4092952, 9.0699325 48.4093101, 9.0699682 48.4093101, 9.0703086 48.4093103)",2,,,
23732472,L 385,Auf der Lehr,secondary,50,False,True,17.89,"LINESTRING (9.066496 48.4091134, 9.0667378 48.4091244)",,,,
25611132,,Aiblestraße,tertiary,40,False,True,67.99199999999999,"LINESTRING (9.066496 48.4091134, 9.0665318 48.4087727, 9.0665575 48.4085033)",,,,
"[312629794, 623399655]",L 385,Auf der Lehr,secondary,"['50', '30']",False,False,224.19,"LINESTRING (9.066496 48.4091134, 9.0663551 48.4091083, 9.0661873 48.4091018, 9.0658798 48.4090927, 9.0656749 48.4090866, 9.0655433 48.4090826, 9.0654058 48.4090785, 9.0653266 48.409075, 9.0651343 48.4090664, 9.0650226 48.4090602, 9.0649532 48.4090562, 9.0648445 48.4090503, 9.0645836 48.4090331, 9.0644159 48.4090202, 9.064311 48.4090122, 9.0640265 48.4089892, 9.0637446 48.4089656, 9.0634708 48.408945)",,,,
623399654,,,tertiary,,True,False,11.965,"LINESTRING (9.0682864 48.4049582, 9.0682938 48.4049629, 9.0683189 48.4049816, 9.068337 48.4050056, 9.068345 48.4050346, 9.068343 48.405054)",,roundabout,,
1240859452,,Aiblestraße,tertiary,40,True,False,22.544,"LINESTRING (9.0682002 48.4051376, 9.068062 48.4053184)",,,,
1240859446,,,tertiary,,True,False,7.9719999999999995,"LINESTRING (9.0682002 48.4051376, 9.068143 48.4051284, 9.0680996 48.4051131)",,roundabout,,
1240859448,,,tertiary,,True,False,6.912,"LINESTRING (9.0680917 48.4049654, 9.0680957 48.4049633, 9.0681328 48.404948, 9.0681758 48.4049395)",,roundabout,,
623399654,,,tertiary,,True,False,15.047000000000002,"LINESTRING (9.068343 48.405054, 9.0683187 48.4050937, 9.0682785 48.40512, 9.0682147 48.4051358, 9.0682002 48.4051376)",,roundabout,,
23107394,,Sebastian-Kneipp-Weg,residential,,False,False,148.986,"LINESTRING (9.0683876 48.4043522, 9.0683021 48.4043707, 9.0681792 48.4043896, 9.0680821 48.4043995, 9.0679915 48.4044012, 9.0679061 48.4043918, 9.0678321 48.4043724, 9.0677732 48.4043469, 9.0677219 48.4043129, 9.0676715 48.404266, 9.0676298 48.4042061, 9.0675832 48.4041612, 9.0675258 48.4041275, 9.0671915 48.4039721, 9.0669497 48.4038601, 9.0668395 48.4038117, 9.066726 48.403778)",,,,
623199889,,Johannes-Gutenberg-Straße,tertiary,,False,False,37.812,"LINESTRING (9.0683876 48.4043522, 9.0684051 48.4044313, 9.0684109 48.4045056, 9.0684062 48.4045745, 9.0683942 48.4046384, 9.0683867 48.4046905)",,,,
623199889,,Johannes-Gutenberg-Straße,tertiary,,False,True,151.94699999999997,"LINESTRING (9.0683876 48.4043522, 9.0683724 48.4042974, 9.0683468 48.4042386, 9.0683002 48.4041473, 9.0682687 48.4040946, 9.0682291 48.4040381, 9.0681544 48.403954, 9.0680915 48.403881, 9.0680169 48.403806, 9.0678847 48.4036821, 9.0678024 48.4036102, 9.0677115 48.4035351, 9.0675832 48.4034384, 9.0674486 48.4033439, 9.0672821 48.4032212)",,,,
289389888,,Grabenstraße,tertiary,40,False,True,110.918,"LINESTRING (9.0678431 48.4049176, 9.0677511 48.4048843, 9.0676015 48.4048363, 9.0674419 48.4047886, 9.0672822 48.4047486, 9.0671258 48.4047153, 9.0670609 48.4047065, 9.0669505 48.4046914, 9.066865 48.4046839, 9.0667636 48.4046751, 9.0665886 48.4046708, 9.0664096 48.4046748)",,,,
1240859454,,Grabenstraße,tertiary,40,True,False,19.128999999999998,"LINESTRING (9.0678431 48.4049176, 9.0679579 48.4049352, 9.0680917 48.4049654)",,,,
22966734,,Lise-Meitner-Straße,residential,30,False,False,64.179,"LINESTRING (9.0672821 48.4032212, 9.0672074 48.403268, 9.067112 48.4033396, 9.0670155 48.4034178, 9.0669607 48.4034673, 9.06689 48.4035459, 9.0668243 48.4036298, 9.0667812 48.4036879)",,,,
623199889,,Johannes-Gutenberg-Straße,tertiary,,False,False,151.947,"LINESTRING (9.0672821 48.4032212, 9.0674486 48.4033439, 9.0675832 48.4034384, 9.0677115 48.4035351, 9.0678024 48.4036102, 9.0678847 48.4036821, 9.0680169 48.403806, 9.0680915 48.403881, 9.0681544 48.403954, 9.0682291 48.4040381, 9.0682687 48.4040946, 9.0683002 48.4041473, 9.0683468 48.4042386, 9.0683724 48.4042974, 9.0683876 48.4043522)",,,,
"[623199888, 623199889]",,Johannes-Gutenberg-Straße,tertiary,,False,True,27.022,"LINESTRING (9.0672821 48.4032212, 9.0671541 48.4031399, 9.0670179 48.403053)",,,,
22966734,,Lise-Meitner-Straße,residential,30,False,False,34.053,"LINESTRING (9.066726 48.403778, 9.0665721 48.4040667)",,,,
22966734,,Lise-Meitner-Straße,residential,30,False,True,10.816,"LINESTRING (9.066726 48.403778, 9.0667812 48.4036879)",,,,
23107394,,Sebastian-Kneipp-Weg,residential,,False,True,148.98600000000002,"LINESTRING (9.066726 48.403778, 9.0668395 48.4038117, 9.0669497 48.4038601, 9.0671915 48.4039721, 9.0675258 48.4041275, 9.0675832 48.4041612, 9.0676298 48.4042061, 9.0676715 48.404266, 9.0677219 48.4043129, 9.0677732 48.4043469, 9.0678321 48.4043724, 9.0679061 48.4043918, 9.0679915 48.4044012, 9.0680821 48.4043995, 9.0681792 48.4043896, 9.0683021 48.4043707, 9.0683876 48.4043522)",,,,
156615466,,Höfgasse,residential,30,False,False,65.077,"LINESTRING (9.0634708 48.408945, 9.0634331 48.4090474, 9.0633869 48.4091571, 9.0632927 48.409391, 9.0632553 48.4095123)",,,,
"[312629794, 623399655]",L 385,Auf der Lehr,secondary,"['50', '30']",False,True,224.19,"LINESTRING (9.0634708 48.408945, 9.0637446 48.4089656, 9.0640265 48.4089892, 9.064311 48.4090122, 9.0644159 48.4090202, 9.0645836 48.4090331, 9.0648445 48.4090503, 9.0649532 48.4090562, 9.0650226 48.4090602, 9.0651343 48.4090664, 9.0653266 48.409075, 9.0654058 48.4090785, 9.0655433 48.4090826, 9.0656749 48.4090866, 9.0658798 48.4090927, 9.0661873 48.4091018, 9.0663551 48.4091083, 9.066496 48.4091134)",,,,
624201115,L 385,Auf der Lehr,secondary,30,False,False,23.802,"LINESTRING (9.0634708 48.408945, 9.063329 48.408927, 9.0632232 48.4089097, 9.0631576 48.4088952)",2,,,
32111320,,Spitalgasse,residential,,False,False,52.491,"LINESTRING (9.0631576 48.4088952, 9.0631824 48.4088458, 9.0632015 48.4087928, 9.0632199 48.4086911, 9.063267 48.4084299)",,,,
624201115,L 385,Auf der Lehr,secondary,30,False,False,19.61,"LINESTRING (9.0631576 48.4088952, 9.0630719 48.4088744, 9.0630063 48.4088608, 9.0629569 48.4088568, 9.0629011 48.4088594)",2,,,
624201115,L 385,Auf der Lehr,secondary,30,False,True,23.802,"LINESTRING (9.0631576 48.4088952, 9.0632232 48.4089097, 9.063329 48.408927, 9.0634708 48.408945)",2,,,
23734568,,Falltorstraße,residential,30,False,False,119.551,"LINESTRING (9.0625667 48.4080926, 9.0624441 48.4078093, 9.0623859 48.407651, 9.0623327 48.4075691, 9.0622682 48.4074953, 9.0621811 48.4074445, 9.0620707 48.4074027, 9.0619071 48.4073688, 9.0617238 48.4073377, 9.0616624 48.4073266)",,,,
