osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,access,bridge,junction
784797239,3,B 533,primary,80,False,False,21.916,,"LINESTRING (13.3883503 48.8565001, 13.3886267 48.8564241)",,,
33710119,,,residential,,False,True,251.594,Schusterbeckstraße,"LINESTRING (13.3972879 48.8580468, 13.3977782 48.8579963, 13.3978703 48.8579737, 13.3979128 48.8579511, 13.3979471 48.8579226, 13.397957 48.8578882, 13.3979588 48.8578525, 13.3979774 48.8573719, 13.3979804 48.8573191, 13.3979908 48.8571381, 13.3979991 48.8569935, 13.3979815 48.8565863, 13.3979194 48.8562834, 13.3979114 48.8561275)",,,
56028642,,,residential,,False,False,158.652,Scharrerstraße,"LINESTRING (13.3972879 48.8580468, 13.3969529 48.8578701, 13.3966792 48.8574152, 13.3965068 48.8570635, 13.396373 48.8567919)",,,
"[165408108, 234239029]",,FRG 9,tertiary,,False,False,198.711,"['Hauptstraße', 'Stadtplatz']","LINESTRING (13.3972879 48.8580468, 13.3972807 48.8578466, 13.3972871 48.8575882, 13.397301 48.8573047, 13.397298 48.857077, 13.3972897 48.8570114, 13.3972681 48.856936, 13.3971377 48.8566257, 13.3971327 48.8565825, 13.3971435 48.8565115, 13.3971585 48.8564355, 13.3971435 48.8563782, 13.3971028 48.8562787)",,,
165408108,,FRG 9,tertiary,,False,True,60.885,Hauptstraße,"LINESTRING (13.3972879 48.8580468, 13.3973205 48.8582172, 13.3973595 48.858325, 13.3974134 48.8584619, 13.3974773 48.8585781)",,,
161866975,,,residential,,False,False,67.72800000000001,Lusenstraße,"LINESTRING (13.3983301 48.8602102, 13.3984091 48.8602205, 13.3985113 48.8602389, 13.3986104 48.8602796, 13.398756 48.8603255, 13.3988605 48.8603529, 13.3989512 48.8603693, 13.3990293 48.8603737, 13.3992053 48.8603694)",,,
314992419,,FRG 9,tertiary,,False,False,118.679,Rosenauer Straße,"LINESTRING (13.3983301 48.8602102, 13.3983301 48.8601227, 13.3983193 48.8600381, 13.3982713 48.8599312, 13.398104 48.8595949, 13.3978613 48.8591961)",,,
605652350,2,FRG 9,tertiary,,False,True,213.49900000000002,Rosenauer Straße,"LINESTRING (13.3983301 48.8602102, 13.3982837 48.8603489, 13.3981212 48.8607601, 13.3980157 48.8609766, 13.3977432 48.8613862, 13.3973715 48.8620193)",,,
158236186,,,residential,,False,False,61.503,Freyunger Straße,"LINESTRING (13.3971028 48.8562787, 13.3972119 48.8562566, 13.3979114 48.8561275)",,,
"[165408108, 234239029]",,FRG 9,tertiary,,False,True,198.71099999999998,"['Hauptstraße', 'Stadtplatz']","LINESTRING (13.3971028 48.8562787, 13.3971435 48.8563782, 13.3971585 48.8564355, 13.3971435 48.8565115, 13.3971327 48.8565825, 13.3971377 48.8566257, 13.3972681 48.856936, 13.3972897 48.8570114, 13.397298 48.857077, 13.397301 48.8573047, 13.3972871 48.8575882, 13.3972807 48.8578466, 13.3972879 48.8580468)",,,
580136823,,FRG 9,tertiary,,False,False,53.832,Stadtplatz,"LINESTRING (13.3971028 48.8562787, 13.3970717 48.8562143, 13.3970098 48.8560919, 13.3968893 48.8558155)",,,
