osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,width,junction,tunnel
4057752,False,Schloßstraße,residential,30,False,55.831,"LINESTRING (10.9502978 50.834648, 10.9501834 50.8346032, 10.9497953 50.8343251, 10.9497455 50.834291)",,,,,,
"[948565251, 948565252, 116570021, 25951110, 948565253, 4057769, 22569705, 281895697]",False,"['Schloßplatz', 'Ritterstraße', 'Erfurter Straße']",secondary,"['50', '30']",False,355.247,"LINESTRING (10.9502978 50.834648, 10.9503172 50.8347025, 10.9503882 50.8347741, 10.9505368 50.8349115, 10.9506021 50.8349691, 10.9506142 50.8350285, 10.9505848 50.8351056, 10.9505662 50.8351308, 10.950527 50.8351657, 10.9503905 50.8352273, 10.9502025 50.8353072, 10.950131 50.8353352, 10.9498522 50.8354443, 10.9497371 50.8354893, 10.9497042 50.8354998, 10.9496265 50.8355193, 10.9495374 50.8355292, 10.9493421 50.8355359, 10.9491855 50.8355288, 10.9487778 50.8355102, 10.948361 50.8354912, 10.9482326 50.8354853, 10.9481164 50.8354834, 10.948005 50.8354816, 10.9478796 50.835484, 10.9478183 50.8354912, 10.9477646 50.8355202, 10.9477598 50.8355755, 10.9477616 50.8355934, 10.9477653 50.8356432, 10.9477881 50.8357669, 10.947809 50.8359188, 10.947825 50.8360896, 10.9478313 50.8362646)","['2', '3']",L 3004,,,,
"[303459402, 33340247]",False,Schloßplatz,secondary,,True,86.342,"LINESTRING (10.9502978 50.834648, 10.9503191 50.8346032, 10.9503635 50.834575, 10.9504808 50.834518, 10.9506022 50.8344596, 10.950715 50.834403, 10.9510595 50.8342426, 10.951251 50.8341745)",2,L 3004,,,,
"[281895695, 404256110, 4057711]",False,Neideckstraße,secondary,50,False,136.468,"LINESTRING (10.9521174 50.8325491, 10.9521667 50.8326553, 10.952181 50.8326796, 10.9522439 50.8327867, 10.9526816 50.833258, 10.9527389 50.8333193, 10.9527951 50.8333789, 10.9529084 50.8335101, 10.9529547 50.8335801, 10.9529533 50.8336443)","['2', '3']",L 3004,,,,
281895692,False,Lindenallee,secondary,50,True,24.805,"LINESTRING (10.9521174 50.8325491, 10.9520847 50.8324582, 10.9520789 50.8324319, 10.9520561 50.8323296)",2,L 3004,,,,
281895693,False,Längwitzer Straße,secondary,50,True,21.119,"LINESTRING (10.9521174 50.8325491, 10.9522076 50.8325338, 10.9523068 50.8325173, 10.9523617 50.8325076, 10.9524078 50.8324998)",3,L 1048,,,,
28666889,False,Zimmerstraße,living_street,,False,80.765,"LINESTRING (10.9494752 50.8341152, 10.9491727 50.8341257, 10.9491111 50.8341283, 10.9488666 50.8341387, 10.9487463 50.8341434, 10.9483273 50.8341596)",,,,,,
"[718374084, 718374085, 718374086, 116570023, 28555528, 718375645]",True,"['Schloßstraße', 'Kohlenmarkt']",residential,30,False,160.34700000000004,"LINESTRING (10.9494752 50.8341152, 10.9492602 50.8339536, 10.9491204 50.8338426, 10.9490876 50.8338079, 10.9490545 50.8337722, 10.9490364 50.8337527, 10.9489599 50.8336585, 10.9489133 50.8335986, 10.9488623 50.8335322, 10.9488369 50.8334868, 10.9488211 50.8334384, 10.9488122 50.8334091, 10.948807 50.8333919, 10.9487371 50.8331436, 10.9487649 50.8330857, 10.9488596 50.8330181, 10.948992 50.8329425, 10.9491065 50.832914)",,,,,,
"[182547832, 182547834, 22569709]",False,Alte Feldstraße,residential,50,False,25.961,"LINESTRING (10.9458649 50.8382084, 10.9458536 50.838244, 10.945834 50.8383056, 10.9458 50.8384124, 10.9457921 50.8384373)",3,,yes,,,
"[303459408, 303459409, 281895702, 281895705, 281895706]",False,Wachsenburgallee,secondary,50,False,339.123,"LINESTRING (10.9458649 50.8382084, 10.9456453 50.8381614, 10.9447367 50.8379816, 10.9437162 50.8377689, 10.9434627 50.8377161, 10.942316 50.8375022, 10.9421426 50.8374694, 10.9420542 50.8374528, 10.9417958 50.8373993, 10.9415747 50.8373341, 10.9415334 50.8373219, 10.9412883 50.8372456)","['4', '2', '3']",L 1046,,,,
