osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,access
24441261,2,St 2275,Nördliche Allee,secondary,50,False,True,195.969,"LINESTRING (10.3500894 49.903799, 10.3497112 49.9037783, 10.349219 49.9037714, 10.347765 49.9036736, 10.347364 49.9036511)",,,
"[27842984, 220475123, 221175926]",,,Rügshöfer Straße,unclassified,50,False,False,47.144999999999996,"LINESTRING (10.3500894 49.903799, 10.350134 49.9035741, 10.3500831 49.9034516, 10.3500348 49.9033884)",,,
24441261,2,St 2275,Nördliche Allee,secondary,50,False,False,195.969,"LINESTRING (10.347364 49.9036511, 10.347765 49.9036736, 10.349219 49.9037714, 10.3497112 49.9037783, 10.3500894 49.903799)",,,
32447803,2,St 2272,Alitzheimer Straße,secondary,50,False,False,65.85,"LINESTRING (10.347364 49.9036511, 10.3473035 49.9040429, 10.347266 49.9042399)",,,
"[453749425, 699617270, 23371151]",2,St 2272,Nördliche Allee,secondary,50,False,True,185.178,"LINESTRING (10.347364 49.9036511, 10.3468377 49.9035309, 10.3455393 49.9031899, 10.3451314 49.9030828, 10.3449688 49.9030266)",,,
"[32447801, 318034409]","['2', '3']",St 2272,Dreimühlenstraße,secondary,50,False,False,108.604,"LINESTRING (10.3447457 49.901856, 10.3447544 49.9019139, 10.3446233 49.9024961, 10.3446118 49.9026053, 10.3446217 49.9027102, 10.3446541 49.902824)",,,
32966562,,,Bahnhofstraße,unclassified,,False,False,118.617,"LINESTRING (10.3447457 49.901856, 10.3448241 49.9018457, 10.344976 49.9018354, 10.3463976 49.9018818)",,,
289173774,2,St 2272,Bahnhofstraße,secondary,50,False,True,50.495,"LINESTRING (10.3447457 49.901856, 10.3447043 49.9018136, 10.3445994 49.9017791, 10.3441029 49.9017055)",,,
221175921,,,Dreimühlenstraße,residential,30,False,True,12.754,"LINESTRING (10.3446541 49.902824, 10.3445146 49.9028953)",,,
32447802,,St 2272,Nördliche Allee,secondary,50,False,False,32.252,"LINESTRING (10.3446541 49.902824, 10.3447089 49.9028825, 10.3448 49.9029427, 10.344863 49.9029795, 10.3449177 49.9030055, 10.3449688 49.9030266)",,,
