osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,access
"[4970019, 288874839]",2,B 463,Anlagenstraße,primary,40,False,False,460.30800000000005,"LINESTRING (8.731273 48.7715608, 8.7311415 48.7710799, 8.7311107 48.7709403, 8.7311026 48.77079, 8.7311389 48.770318, 8.7311187 48.7702022, 8.7310785 48.7700926, 8.7308116 48.7696047, 8.7304294 48.7689064, 8.7297267 48.7678289, 8.7295684 48.7676309)",,,
"[8157024, 23790630, 288874838, 288874840, 269473855]",2,L 343,Kurhausdamm,secondary,30,False,False,179.502,"LINESTRING (8.731273 48.7715608, 8.7321459 48.7715106, 8.7325578 48.7714865, 8.7328729 48.7714715, 8.7329355 48.7714672, 8.7329783 48.7714647, 8.7336013 48.7714334, 8.733714 48.7714279)",yes,"['6', '8.1']",
269473854,2,B 463,Wilhelmstraße,primary,40,False,True,113.976,"LINESTRING (8.731273 48.7715608, 8.7313144 48.7716884, 8.7313984 48.771893, 8.7314233 48.7719566, 8.7316525 48.7725547)",,,
28589019,,,Reuchlinweg,residential,30,False,False,47.247,"LINESTRING (8.7341923 48.7714381, 8.7343015 48.771272, 8.7343302 48.7712027, 8.7343477 48.7711339, 8.734368 48.7710325)",,6.6,
84334346,2,L 343,Kurhausdamm,secondary,30,False,True,35.580000000000005,"LINESTRING (8.7341923 48.7714381, 8.7341242 48.7714202, 8.7340442 48.7714116, 8.7340162 48.771413, 8.7339204 48.7714177, 8.733888 48.7714193, 8.7337646 48.7714254, 8.733714 48.7714279)",,,
"[429648066, 141780546]",,L 343,Bahnhofstraße,secondary,40,False,True,381.61999999999995,"LINESTRING (8.7341923 48.7714381, 8.7342422 48.7714618, 8.7342837 48.7714962, 8.7343217 48.7715475, 8.7343441 48.77162, 8.7343669 48.7717632, 8.7344537 48.7723379, 8.7344726 48.7724686, 8.7344728 48.772484, 8.7345531 48.7730235, 8.7346324 48.7734832, 8.7346467 48.7735919, 8.7346697 48.7738028, 8.7346808 48.7739233, 8.7346892 48.7741294, 8.7346779 48.774618, 8.7346857 48.7747016, 8.734717 48.7747415, 8.7347696 48.7747672, 8.7348229 48.7747724)",,"['7.5', '9']",
113879364,,L 343,Kirchstraße,secondary,40,False,True,4.009,"LINESTRING (8.7304723 48.7747734, 8.7304273 48.7747939)",,,
23097651,,,Alter Schulweg,residential,,False,True,93.732,"LINESTRING (8.7304723 48.7747734, 8.7306528 48.7747875, 8.7308618 48.7748039, 8.7311706 48.7748229, 8.7317448 48.7748583)",,,
141780525,,L 343,Karlstraße,secondary,40,False,False,77.185,"LINESTRING (8.7304723 48.7747734, 8.7305182 48.7747324, 8.7305551 48.7746735, 8.7305814 48.7745983, 8.7305973 48.7745281, 8.7306328 48.7743352, 8.7306498 48.7742339, 8.730675 48.7741668, 8.7307127 48.7741057)",,,
"[5674545, 35221098, 35223044, 35220493]",,,"['Furtweg', 'Sonnenweg', 'Badweg']",living_street,,False,"[False, True]",255.51800000000003,"LINESTRING (8.7316525 48.7725547, 8.732465 48.7724558, 8.7331875 48.7723584, 8.7332187 48.7724252, 8.7332683 48.7727346, 8.7333738 48.7731598, 8.7332288 48.7731973, 8.7330764 48.7732065, 8.7328179 48.7731976, 8.7326946 48.7732022)",,,
