osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge,access,junction
209539570,Binderanger,residential,False,False,110.203,"LINESTRING (13.2267673 49.0137512, 13.2265115 49.0139563, 13.2262437 49.0140946, 13.226098 49.014283, 13.2259731 49.0144276, 13.2258224 49.0145043)",,,,,
"[249323037, 362370942]",Schlachthofstraße,residential,False,False,73.197,"LINESTRING (13.2267673 49.0137512, 13.2269011 49.0138067, 13.227196 49.0138949, 13.2276829 49.0140169)",50,3,,,
"[249323035, 249323037]",Schlachthofstraße,residential,False,True,217.284,"LINESTRING (13.2267673 49.0137512, 13.2265331 49.0136274, 13.2265167 49.0136189, 13.2262772 49.0134853, 13.2259201 49.0133357, 13.2256453 49.0132987, 13.2251386 49.0132794, 13.225074 49.0132728, 13.2248243 49.0132291, 13.2244164 49.0131063, 13.2240917 49.0130062)",50,,,,
"[26636698, 362370930]",Dr.-Schott-Straße,residential,False,False,124.83100000000002,"LINESTRING (13.2276829 49.0140169, 13.2276752 49.0142119, 13.2276529 49.0144596, 13.227648 49.0145079, 13.227538 49.0147769, 13.2274527 49.0149857, 13.2274383 49.0150315, 13.2274227 49.0151205)",50,3,,,
288223819,Dr.-Schott-Straße,residential,False,True,47.757,"LINESTRING (13.2276829 49.0140169, 13.2278427 49.0139331, 13.227951 49.013788, 13.2280467 49.0136699)",30,,,,
"[249323037, 362370942]",Schlachthofstraße,residential,False,True,73.197,"LINESTRING (13.2276829 49.0140169, 13.227196 49.0138949, 13.2269011 49.0138067, 13.2267673 49.0137512)",50,3,,,
26637559,Innenrieder Straße,residential,False,False,36.373999999999995,"LINESTRING (13.2274227 49.0151205, 13.2271763 49.0151483, 13.2270091 49.0152691)",30,,,,
362370930,Dr.-Schott-Straße,residential,False,False,252.523,"LINESTRING (13.2274227 49.0151205, 13.2274545 49.0152425, 13.2278264 49.0156634, 13.2280474 49.0160139, 13.2281195 49.0161837, 13.228219 49.016413, 13.2282932 49.0165979, 13.2285557 49.0172512)",50,,,,
"[362370930, 26636698]",Dr.-Schott-Straße,residential,False,True,124.83099999999999,"LINESTRING (13.2274227 49.0151205, 13.2274383 49.0150315, 13.2274527 49.0149857, 13.227538 49.0147769, 13.227648 49.0145079, 13.2276529 49.0144596, 13.2276752 49.0142119, 13.2276829 49.0140169)",50,3,,,
209539554,Ziegelwiesenstraße,residential,False,False,22.408,"LINESTRING (13.2240917 49.0130062, 13.2239855 49.0131953)",,,,,
