osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,width
29045067,Birkenstraße,residential,False,False,131.714,"LINESTRING (12.1503619 49.5356986, 12.1501001 49.5355703, 12.149803 49.5354756, 12.1492807 49.5353846, 12.1486775 49.5352775)",,,,,
29045069,Kirschweg,residential,False,False,268.993,"LINESTRING (12.1503619 49.5356986, 12.1505348 49.535685, 12.1506338 49.5356608, 12.150723 49.5356191, 12.1509762 49.5352847, 12.1511667 49.5350714, 12.1513203 49.534938, 12.1515384 49.5347838, 12.1518071 49.5346273, 12.1522468 49.5343923, 12.1525239 49.5342612, 12.1527555 49.5341664, 12.1529799 49.5340849)",,,,,
128118766,Saltendorfer Straße,tertiary,False,False,106.03200000000001,"LINESTRING (12.1503619 49.5356986, 12.1502676 49.5357755, 12.1501625 49.5358299, 12.150009 49.535886, 12.1498937 49.5359188, 12.1497288 49.5359523, 12.149549 49.5359689, 12.149413 49.5359959, 12.1492957 49.5360507, 12.1491092 49.536149)",SAD 25,50,,,
128118766,Saltendorfer Straße,tertiary,False,True,62.504999999999995,"LINESTRING (12.1503619 49.5356986, 12.1504258 49.5356116, 12.1504649 49.5355228, 12.1504781 49.5354331, 12.1504717 49.5353542, 12.1504368 49.5352579, 12.1503853 49.535158)",SAD 25,50,,,
128118766,Saltendorfer Straße,tertiary,False,True,106.03199999999998,"LINESTRING (12.1491092 49.536149, 12.1492957 49.5360507, 12.149413 49.5359959, 12.149549 49.5359689, 12.1497288 49.5359523, 12.1498937 49.5359188, 12.150009 49.535886, 12.1501625 49.5358299, 12.1502676 49.5357755, 12.1503619 49.5356986)",SAD 25,50,,,
152612196,Nürnberger Straße,secondary,False,True,65.68900000000001,"LINESTRING (12.1491092 49.536149, 12.1494323 49.5362535, 12.1497329 49.5363613, 12.1499162 49.5364221)",St 2399,50,2,,
"[1245918457, 140949404]",Nürnberger Straße,residential,False,True,104.388,"LINESTRING (12.1491092 49.536149, 12.1490503 49.5361932, 12.1489948 49.5362308, 12.1488629 49.5363099, 12.1483742 49.5366781, 12.1481361 49.5368427)",,50,,,
"[1245918457, 140949404]",Nürnberger Straße,residential,False,False,104.388,"LINESTRING (12.1481361 49.5368427, 12.1483742 49.5366781, 12.1488629 49.5363099, 12.1489948 49.5362308, 12.1490503 49.5361932, 12.1491092 49.536149)",,50,,,
29020548,,residential,False,True,50.253,"LINESTRING (12.1464113 49.5392058, 12.1469098 49.5395214)",,,,,
603116032,Bahnhofstraße,residential,False,True,93.794,"LINESTRING (12.1464113 49.5392058, 12.1456865 49.539906)",,,,,
