osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,tunnel,width,bridge,access
810502627,True,K 638,Gutenbergstraße,tertiary,30,False,14.235,"LINESTRING (8.1245074 50.0270435, 8.1243155 50.027078)",,,,,
28840170,True,,Weinhohle,residential,,False,30.465,"LINESTRING (8.1245074 50.0270435, 8.1244681 50.0270875, 8.1243948 50.0271697, 8.1242876 50.0272782)",,,,,
425089794,True,K 638,Gutenbergstraße,tertiary,30,False,162.143,"LINESTRING (8.1240765 50.0271144, 8.1239887 50.0271194, 8.1239321 50.0271152, 8.1239211 50.0271144, 8.1238364 50.0270968, 8.1231094 50.0269334, 8.122751 50.0268575, 8.1224468 50.026803, 8.1223542 50.0267888, 8.122056 50.0267424, 8.1218989 50.026726)",1,,,,
43135657,False,,Storchgäßchen,residential,,False,39.669,"LINESTRING (8.1210736 50.0267146, 8.1210803 50.026505, 8.1210833 50.0263579)",,,,,
68805000,True,K 638,Gutenbergstraße,tertiary,30,False,48.248999999999995,"LINESTRING (8.1210736 50.0267146, 8.1206666 50.0267123, 8.1203982 50.0267108)",1,,,,
24518843,False,,Im Marixgarten,residential,,False,32.093,"LINESTRING (8.1130484 50.0245884, 8.1134462 50.0247225)",,,,,
28840215,False,,Kiedricher Straße,tertiary,,True,5.744,"LINESTRING (8.1130484 50.0245884, 8.1130115 50.0246343)",2,,,,
28840215,False,,Kiedricher Straße,tertiary,,False,73.22,"LINESTRING (8.1130484 50.0245884, 8.1134857 50.0240346, 8.1135122 50.0240012)",2,,,,
1040956054,True,,Wörthstraße,residential,20,False,147.96,"LINESTRING (8.1180996 50.0278249, 8.1161033 50.0274701)",,,,,
68499022,False,,Wörthstraße,residential,30,True,130.14600000000002,"LINESTRING (8.1180996 50.0278249, 8.1187616 50.0279432, 8.1198592 50.0281283)",,,,,
"[1040829562, 118481675, 150894948, 149918950]",False,K 642,Schwalbacher Straße,tertiary,30,False,88.031,"LINESTRING (8.1180996 50.0278249, 8.118171 50.0276372, 8.1183403 50.027276, 8.118384 50.0271867, 8.1184495 50.0270662)",2,yes,,,
118481675,False,K 642,Schwalbacher Straße,tertiary,30,True,48.077,"LINESTRING (8.1180996 50.0278249, 8.1180488 50.0279702, 8.1180162 50.0280952, 8.1180035 50.0281556, 8.117986 50.0282507)",2,,,,
48997096,False,,Matheus-Müller-Straße,residential,,True,152.69299999999998,"LINESTRING (8.1163129 50.0244083, 8.1163474 50.0243663, 8.1164039 50.0242978, 8.1164616 50.0242276, 8.1168968 50.0236596, 8.1172432 50.0231723)",,,,,
"[128976168, 173254501]",False,K 638,Erbacher Straße,tertiary,30,False,199.193,"LINESTRING (8.1163129 50.0244083, 8.1162206 50.0243807, 8.1160408 50.0243192, 8.1157154 50.0241974, 8.1155094 50.0241203, 8.115175 50.0240032, 8.1147203 50.0238643, 8.1142325 50.0237216, 8.114208 50.0237144, 8.1138251 50.0236027)",2,,,,
304736308,False,K 638,Matheus-Müller-Platz,tertiary,30,True,94.99500000000002,"LINESTRING (8.1163129 50.0244083, 8.1164515 50.0244505, 8.1166954 50.0245582, 8.1167615 50.0245923, 8.116983 50.0246925, 8.1171704 50.0247727, 8.1172544 50.0248205, 8.1173088 50.0248557, 8.1173411 50.0248833, 8.1173684 50.024915)",2,,,,
48997096,False,,Matheus-Müller-Straße,residential,,False,152.693,"LINESTRING (8.1172432 50.0231723, 8.1168968 50.0236596, 8.1164616 50.0242276, 8.1164039 50.0242978, 8.1163474 50.0243663, 8.1163129 50.0244083)",,,,,
123313707,True,,Schmittstraße,living_street,,False,7.457,"LINESTRING (8.1188384 50.0249769, 8.1189194 50.0250192)",,,,,
148706983,False,,Leergasse,living_street,,False,65.976,"LINESTRING (8.1188384 50.0249769, 8.1188291 50.0248737, 8.118842 50.0247204, 8.1188512 50.0246318, 8.1188634 50.0245144, 8.1188882 50.0243854)",,,5.1,,
399028439,True,K 638,Rheingauer Straße,tertiary,20,False,9.086,"LINESTRING (8.1182653 50.0252575, 8.1183769 50.0252967)",1,,,,
846674213,True,,Leergasse,living_street,,False,51.636,"LINESTRING (8.1182653 50.0252575, 8.1184833 50.0251378, 8.1185726 50.0251068, 8.1186758 50.025064, 8.1188384 50.0249769)",,,,,
148706976,False,,Burghofstraße,living_street,,True,78.462,"LINESTRING (8.1226656 50.0254721, 8.1216745 50.025168)",,,,,
492328813,False,,Burgstraße,living_street,,False,28.504,"LINESTRING (8.1226656 50.0254721, 8.1227804 50.0252266)",,,,,
136880823,False,,Burgstraße,living_street,,True,82.93799999999999,"LINESTRING (8.1226656 50.0254721, 8.1226059 50.025621, 8.122274 50.0261734)",,,,,
148706976,False,,Burghofstraße,living_street,,False,78.462,"LINESTRING (8.1216745 50.025168, 8.1226656 50.0254721)",,,,,
43133937,False,,Ellenbogengasse,living_street,,True,149.776,"LINESTRING (8.1216745 50.025168, 8.1219836 50.0248536, 8.121626 50.0247793, 8.1217857 50.0245459, 8.1211072 50.0243481)",,,,,
43133938,False,,Kirchgasse,living_street,,True,38.414,"LINESTRING (8.1216745 50.025168, 8.1215838 50.0252272, 8.1215057 50.0252783, 8.1213889 50.0253535, 8.1213585 50.025373, 8.121273 50.025388)",,,,,
24518646,False,,Neuweg,residential,,True,94.15700000000001,"LINESTRING (8.1239938 50.0313874, 8.1230667 50.0313378, 8.1226802 50.0313167)",,,,,
742159774,False,,Weinhohle,residential,30,False,117.112,"LINESTRING (8.1239938 50.0313874, 8.1240367 50.0312024, 8.1241156 50.0308529, 8.1242023 50.0304671, 8.124236 50.0303458)",,,5.9,,
128973748,False,,Friedrichstraße,residential,30,True,83.23,"LINESTRING (8.124236 50.0303458, 8.1231143 50.0301432)",,,,,
28840178,False,,Friedrichstraße,residential,30,False,131.589,"LINESTRING (8.124236 50.0303458, 8.124429 50.0303864, 8.1257533 50.0306954, 8.1259653 50.030753)",,,,,
68499008,False,K 638,Weinhohle,residential,30,True,80.88499999999999,"LINESTRING (8.124236 50.0303458, 8.1242708 50.0302064, 8.1242663 50.030113, 8.1242339 50.0299944, 8.1241881 50.0298774, 8.1240379 50.0296449)",,,7.6,,
742159774,False,,Weinhohle,residential,30,True,117.112,"LINESTRING (8.124236 50.0303458, 8.1242023 50.0304671, 8.1241156 50.0308529, 8.1240367 50.0312024, 8.1239938 50.0313874)",,,5.9,,
24518731,False,,Freienbornstraße,residential,30,False,139.178,"LINESTRING (8.1240379 50.0296449, 8.1242008 50.0296331, 8.1247914 50.0297591, 8.1252003 50.0298463, 8.1255955 50.0299306, 8.1258944 50.0299943)",,,,,
68499008,False,K 638,Weinhohle,residential,30,False,80.885,"LINESTRING (8.1240379 50.0296449, 8.1241881 50.0298774, 8.1242339 50.0299944, 8.1242663 50.030113, 8.1242708 50.0302064, 8.124236 50.0303458)",,,7.6,,
68499008,False,K 638,Weinhohle,residential,30,True,32.147,"LINESTRING (8.1240379 50.0296449, 8.1240179 50.0296164, 8.1238923 50.029438, 8.1238482 50.0293828)",,,7.6,,
"[67793344, 742159773, 67793342]",False,K 638,Weinhohle,residential,30,True,178.69899999999998,"LINESTRING (8.1236653 50.0288079, 8.123655 50.0285527, 8.1236549 50.0285061, 8.1236577 50.0284294, 8.1236604 50.0283532, 8.1236639 50.0283226, 8.1237573 50.0280954, 8.1238932 50.0278463, 8.1240142 50.0276427, 8.1240682 50.0275726, 8.1242545 50.0273279, 8.1242876 50.0272782)",,yes,6.4,,
68499008,False,K 638,Weinhohle,residential,30,False,65.374,"LINESTRING (8.1236653 50.0288079, 8.123683 50.0289167, 8.123726 50.0290521, 8.1238202 50.0293342, 8.1238482 50.0293828)",,,7.6,,
28840101,True,,Weinhohle,residential,,False,24.045,"LINESTRING (8.1242876 50.0272782, 8.1242318 50.0272105, 8.1242098 50.0271889, 8.1241784 50.0271663, 8.1241272 50.0271402, 8.1240765 50.0271144)",,,,,
"[67793344, 742159773, 67793342]",False,K 638,Weinhohle,residential,30,False,178.69899999999998,"LINESTRING (8.1242876 50.0272782, 8.1242545 50.0273279, 8.1240682 50.0275726, 8.1240142 50.0276427, 8.1238932 50.0278463, 8.1237573 50.0280954, 8.1236639 50.0283226, 8.1236604 50.0283532, 8.1236577 50.0284294, 8.1236549 50.0285061, 8.123655 50.0285527, 8.1236653 50.0288079)",,yes,6.4,,
454710204,True,,Weinhohle,residential,,False,22.365000000000002,"LINESTRING (8.1242876 50.0272782, 8.1242954 50.0271816, 8.1243054 50.0271298, 8.1243082 50.0271154, 8.1243155 50.027078)",,,,,
23783728,False,,Bertholdstraße,residential,30,False,239.434,"LINESTRING (8.115626 50.0304928, 8.1154991 50.0304393, 8.1150476 50.0302167, 8.1145004 50.0299438, 8.1141658 50.0297825, 8.1135776 50.0294855, 8.1129708 50.0291791)",2,,,,
128973768,False,,Balduinstraße,residential,30,True,85.604,"LINESTRING (8.115626 50.0304928, 8.1157196 50.0305134, 8.1157919 50.0305245, 8.1159204 50.0305373, 8.1168123 50.0305861)",2,,,,
"[1040829561, 24518786]",True,,Holzstraße,living_street,,False,163.664,"LINESTRING (8.115626 50.0304928, 8.1158945 50.0302343, 8.1160812 50.0300261, 8.1162043 50.0299, 8.1163763 50.0297237, 8.1165552 50.0295388, 8.1168306 50.0292412)",,,,,
1116627888,False,,Scharfensteinstraße,residential,30,False,20.848999999999997,"LINESTRING (8.115626 50.0304928, 8.115527 50.0305693, 8.1154817 50.0306009, 8.1154317 50.0306325)",1,,,,
24518646,False,,Neuweg,residential,,False,71.887,"LINESTRING (8.1216867 50.0312187, 8.1218916 50.0312509, 8.12205 50.031268, 8.1224546 50.0313031, 8.1226802 50.0313167)",,,,,
71739042,False,,Am Hanach,residential,30,False,143.683,"LINESTRING (8.1216867 50.0312187, 8.1220821 50.0303747, 8.1221726 50.0301795, 8.1222646 50.029981)",,,,,
71739042,False,,Am Hanach,residential,30,True,93.80199999999999,"LINESTRING (8.1216867 50.0312187, 8.1216148 50.0313253, 8.1215337 50.0314193, 8.1210531 50.0319569)",,,,,
24518589,False,,Balduinstraße,residential,30,True,81.417,"LINESTRING (8.1176668 50.0306348, 8.1188021 50.0307)",,,,,
128973768,False,,Balduinstraße,residential,30,False,61.276,"LINESTRING (8.1176668 50.0306348, 8.1168123 50.0305861)",2,,,,
128973746,False,K 642,Schwalbacher Straße,tertiary,30,False,119.882,"LINESTRING (8.1176668 50.0306348, 8.1178035 50.0296856, 8.1178236 50.0295614)",2,,,,
290668221,False,K 642,Schwalbacher Straße,tertiary,30,True,131.44899999999998,"LINESTRING (8.1176668 50.0306348, 8.1176245 50.0309824, 8.1175747 50.031391, 8.1175644 50.0314756, 8.1175186 50.0318131)",2,,,,
24518642,False,,Friedrichstraße,residential,30,True,105.699,"LINESTRING (8.1178465 50.0293631, 8.1193212 50.0294414)",,,,,
128973746,False,K 642,Schwalbacher Straße,tertiary,30,False,108.871,"LINESTRING (8.1178465 50.0293631, 8.1179696 50.0283872)",2,,,,
128973746,False,K 642,Schwalbacher Straße,tertiary,30,True,22.111,"LINESTRING (8.1178465 50.0293631, 8.1178236 50.0295614)",2,,,,
28840196,False,,Scharfensteinstraße,residential,30,False,13.486,"LINESTRING (8.112382 50.0317662, 8.1122181 50.0318264)",1,,,,
28840196,False,,Scharfensteinstraße,residential,30,True,42.28,"LINESTRING (8.112382 50.0317662, 8.1129134 50.0315987)",1,,,,
24518589,False,,Balduinstraße,residential,30,False,81.417,"LINESTRING (8.1188021 50.0307, 8.1176668 50.0306348)",,,,,
24518589,False,,Balduinstraße,residential,30,True,67.489,"LINESTRING (8.1188021 50.0307, 8.1192451 50.0307186, 8.1193679 50.0307329, 8.1197272 50.0308043)",,,,,
43138159,False,,Taunusstraße,residential,30,False,97.017,"LINESTRING (8.1188021 50.0307, 8.1187536 50.0310062, 8.1186645 50.031568)",,,,,
43138159,False,,Taunusstraße,residential,30,True,144.779,"LINESTRING (8.1188021 50.0307, 8.1190686 50.0300539, 8.1191376 50.0298866, 8.1193212 50.0294414)",,,,,
24518589,False,,Balduinstraße,residential,30,True,66.733,"LINESTRING (8.1197272 50.0308043, 8.1206246 50.0309712)",,,,,
24518589,False,,Balduinstraße,residential,30,False,67.489,"LINESTRING (8.1197272 50.0308043, 8.1193679 50.0307329, 8.1192451 50.0307186, 8.1188021 50.0307)",,,,,
24518615,False,,Gartenstraße,residential,30,True,101.739,"LINESTRING (8.1197272 50.0308043, 8.1196422 50.0309669, 8.1195146 50.0311695, 8.119174 50.0316466)",,,,,
539237012,False,,Gartenstraße,residential,30,False,88.78899999999999,"LINESTRING (8.1197272 50.0308043, 8.1197087 50.0306979, 8.119734 50.0305333, 8.1197604 50.0304062, 8.1198106 50.0302496, 8.1199088 50.0300202)",,,,,
24518589,False,,Balduinstraße,residential,30,False,66.733,"LINESTRING (8.1206246 50.0309712, 8.1197272 50.0308043)",,,,,
28840189,False,,Feldstraße,residential,30,False,87.652,"LINESTRING (8.1206246 50.0309712, 8.1209716 50.0302151)",,,,,
24518616,False,,Feldstraße,residential,30,True,110.673,"LINESTRING (8.1206246 50.0309712, 8.1205258 50.031184, 8.1205001 50.0312249, 8.1204713 50.0312619, 8.12017 50.0315872, 8.1199364 50.0318576)",,,,,
290668221,False,K 642,Schwalbacher Straße,tertiary,30,False,131.449,"LINESTRING (8.1175186 50.0318131, 8.1175644 50.0314756, 8.1175747 50.031391, 8.1176245 50.0309824, 8.1176668 50.0306348)",2,,,,
24518614,False,,Im Krautgarten,residential,30,False,37.427,"LINESTRING (8.1186645 50.031568, 8.119174 50.0316466)",,,,,
43138159,False,,Taunusstraße,residential,30,True,97.017,"LINESTRING (8.1186645 50.031568, 8.1187536 50.0310062, 8.1188021 50.0307)",,,,,
24518614,False,,Im Krautgarten,residential,30,False,59.296,"LINESTRING (8.119174 50.0316466, 8.1199364 50.0318576)",,,,,
24518614,False,,Im Krautgarten,residential,30,True,37.427,"LINESTRING (8.119174 50.0316466, 8.1186645 50.031568)",,,,,
24518615,False,,Gartenstraße,residential,30,False,101.739,"LINESTRING (8.119174 50.0316466, 8.1195146 50.0311695, 8.1196422 50.0309669, 8.1197272 50.0308043)",,,,,
24518614,False,,Im Krautgarten,residential,30,True,59.296,"LINESTRING (8.1199364 50.0318576, 8.119174 50.0316466)",,,,,
24518616,False,,Feldstraße,residential,30,False,110.673,"LINESTRING (8.1199364 50.0318576, 8.12017 50.0315872, 8.1204713 50.0312619, 8.1205001 50.0312249, 8.1205258 50.031184, 8.1206246 50.0309712)",,,,,
24518642,False,,Friedrichstraße,residential,30,False,58.87,"LINESTRING (8.120119 50.0295742, 8.1193212 50.0294414)",,,,,
