osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,bridge,junction
34662854,False,,,Springe,residential,30,False,67.788,"LINESTRING (7.4798685 51.3541715, 7.4791999 51.3546157)",,,
27040630,False,,,Dödterstraße,residential,30,False,48.956,"LINESTRING (7.4798685 51.3541715, 7.4799942 51.354246, 7.4800807 51.3543003, 7.4802473 51.3544071, 7.4803661 51.3544833)",,,
27040630,False,,,Dödterstraße,residential,30,True,48.955999999999996,"LINESTRING (7.4803661 51.3544833, 7.4802473 51.3544071, 7.4800807 51.3543003, 7.4799942 51.354246, 7.4798685 51.3541715)",,,
27170363,False,,,Schillstraße,residential,30,True,81.214,"LINESTRING (7.4803464 51.3619418, 7.479565 51.3624853)",,,
35408475,False,,,Blücherstraße,residential,30,False,142.151,"LINESTRING (7.4803464 51.3619418, 7.4789684 51.3612074, 7.4789176 51.3611971, 7.4788649 51.361198, 7.4788082 51.3612034, 7.4787375 51.3612126)",,,
31278855,True,3,L 702,Emilienplatz,primary,50,False,24.405,"LINESTRING (7.4768225 51.36186, 7.4766566 51.3616665)",,,
30918287,False,,,Mollstraße,residential,30,True,46.702000000000005,"LINESTRING (7.4768089 51.3606509, 7.4766992 51.3605842, 7.4765316 51.3604769, 7.4764057 51.3604003, 7.4763332 51.360354)",,,
46599109,False,4,B 54,Märkischer Ring,primary,30,False,57.418000000000006,"LINESTRING (7.4768089 51.3606509, 7.4768873 51.3605989, 7.4771585 51.3604069, 7.4773527 51.360262)",,,
"[46604517, 275734998]",False,"['4', '5']",B 54,Märkischer Ring,primary,30,True,13.498,"LINESTRING (7.4768089 51.3606509, 7.4767087 51.3607113, 7.4766674 51.3607341)",,,
41591863,True,,,Arndtstraße,residential,30,False,85.62299999999999,"LINESTRING (7.4784929 51.3604168, 7.4785964 51.3607346, 7.478727 51.3611728)",,,
23958468,False,,,Goldbergstraße,residential,30,True,25.335,"LINESTRING (7.4703625 51.3560711, 7.4702858 51.3560778, 7.4701865 51.3561013, 7.4701695 51.3561062, 7.4700234 51.3561506)",,,
"[42967090, 478580198]",True,2,,Goldbergstraße,residential,30,False,141.745,"LINESTRING (7.4703625 51.3560711, 7.4704955 51.3560758, 7.4711717 51.3561814, 7.4712325 51.3562048, 7.4712852 51.3562314, 7.4718278 51.3566129, 7.4719299 51.3566979, 7.4719716 51.3567439)",,,
29263137,False,,,Buschhofstraße,residential,30,False,71.2,"LINESTRING (7.4789016 51.3575171, 7.4792504 51.3575842, 7.4798815 51.3577057)",destination,,
243980401,False,5,B 54,Märkischer Ring,primary,50,False,52.894999999999996,"LINESTRING (7.4789016 51.3575171, 7.4789488 51.3572609, 7.4789718 51.3571246, 7.4789819 51.3570441)",,,
"[243980401, 243220435]",False,"['4', '5']",B 54,Märkischer Ring,primary,50,True,40.055,"LINESTRING (7.4789016 51.3575171, 7.4788606 51.3577038, 7.4788258 51.3578742)",,,
29263137,False,,,Buschhofstraße,residential,30,True,71.2,"LINESTRING (7.4798815 51.3577057, 7.4792504 51.3575842, 7.4789016 51.3575171)",destination,,
185014576,False,,,Buschhofstraße,residential,30,False,18.767000000000003,"LINESTRING (7.4798815 51.3577057, 7.4798412 51.3578515, 7.4798309 51.3578713)",destination,,
23950894,False,,,Elbersufer,residential,30,False,57.72,"LINESTRING (7.4754384 51.3597821, 7.47472 51.3600433)",,,
132250450,True,,,Mollstraße,residential,30,False,88.924,"LINESTRING (7.4754384 51.3597821, 7.475507 51.3598282, 7.4757268 51.3599583, 7.4763332 51.360354)",,,
30918287,False,,,Mollstraße,residential,30,False,46.702,"LINESTRING (7.4763332 51.360354, 7.4764057 51.3604003, 7.4765316 51.3604769, 7.4766992 51.3605842, 7.4768089 51.3606509)",,,
122671002,False,,,Prentzelstraße,residential,30,False,46.413000000000004,"LINESTRING (7.4721268 51.3544954, 7.4725759 51.3547523, 7.4726182 51.3547783)",,,
242642523,True,3,L 700,Märkischer Ring,secondary,50,False,68.50699999999999,"LINESTRING (7.4773541 51.3563382, 7.4772374 51.3563187, 7.4770978 51.3562889, 7.476737 51.3561496, 7.4766772 51.3561265, 7.476567 51.3560049)",,,
"[478599715, 843994038, 843994039]",False,"['6', '5']",L 700,Märkischer Ring,secondary,50,True,43.615,"LINESTRING (7.4773541 51.3563382, 7.4774326 51.3563707, 7.477635 51.3564578, 7.4777592 51.3565094, 7.4778714 51.3565606)",,,
98599293,False,2,L 702,Emilienplatz,primary,50,True,15.627,"LINESTRING (7.4761176 51.3611269, 7.475945 51.3610367)",,,
275734999,True,3,B 54,Märkischer Ring,primary,50,False,14.204,"LINESTRING (7.4761176 51.3611269, 7.4759606 51.3612088)",,,
275734995,True,2,L 702,Emilienplatz,primary,50,False,22.659,"LINESTRING (7.4761176 51.3611269, 7.476254 51.3611649, 7.4763301 51.3611928, 7.4763993 51.3612275)",,,
27170363,False,,,Schillstraße,residential,30,False,81.214,"LINESTRING (7.479565 51.3624853, 7.4803464 51.3619418)",,,
"[243220425, 243220442, 243220431]",True,"['4', '2', '3']",B 54,Märkischer Ring,primary,50,False,165.07000000000002,"LINESTRING (7.4788258 51.3578742, 7.4788057 51.3581627, 7.4787246 51.3584735, 7.4785994 51.3587589, 7.4784994 51.3589901, 7.4784296 51.3591495, 7.4783824 51.359257, 7.4783534 51.3593233)",,,
"[243980401, 243220435]",False,"['4', '5']",B 54,Märkischer Ring,primary,50,False,40.055,"LINESTRING (7.4788258 51.3578742, 7.4788606 51.3577038, 7.4789016 51.3575171)",,,
142475268,True,2,B 54,Märkischer Ring,primary,50,False,53.33200000000001,"LINESTRING (7.4736333 51.3622497, 7.4734632 51.3623586, 7.4730984 51.3624891, 7.473005 51.3625178)",,,
"[399374491, 302548917, 142475270]",False,"['6', '4']",B 54,Märkischer Ring,primary,50,False,132.64800000000002,"LINESTRING (7.4736333 51.3622497, 7.4737452 51.3621981, 7.4739101 51.3621157, 7.4742927 51.3618955, 7.4744706 51.361796, 7.4746856 51.3616806, 7.475114 51.3614993)",,,
42967086,False,,,Springmannstraße,residential,,False,56.23400000000001,"LINESTRING (7.4723886 51.3613944, 7.4724252 51.3614178, 7.4728961 51.3617057, 7.4729386 51.361732, 7.4729694 51.3617466)",,,
"[132250505, 498063798, 23958382, 23950887]",False,,,Springmannstraße,residential,50,"[False, True]",139.551,"LINESTRING (7.4723886 51.3613944, 7.472317 51.3613517, 7.4720804 51.3612074, 7.472001 51.3611597, 7.4719101 51.3611356, 7.4717977 51.361132, 7.4716846 51.3611416, 7.4716185 51.3611412, 7.4715451 51.3611341, 7.471403 51.3611038, 7.4712588 51.3610665, 7.4711634 51.3610402, 7.4710928 51.3610196, 7.4710376 51.3610008, 7.4709663 51.3609743, 7.4709202 51.3609568, 7.4708657 51.3609257, 7.4707819 51.3608603, 7.4707171 51.3608064)",,yes,
306027749,False,,,Bergstraße,residential,30,False,85.554,"LINESTRING (7.4689697 51.3565453, 7.4693566 51.3564078, 7.4694542 51.3563732, 7.4698807 51.3562222, 7.4699384 51.3562018, 7.4700234 51.3561506)",,,
306027749,False,,,Bergstraße,residential,30,True,225.31600000000003,"LINESTRING (7.4689697 51.3565453, 7.4685152 51.3567098, 7.4681033 51.3568485, 7.4679758 51.3568925, 7.4673259 51.3571168, 7.4672637 51.3571384, 7.4671276 51.3571856, 7.466287 51.3574899, 7.4661446 51.3575418)",,,
42967088,False,,,Frankfurter Straße,tertiary,30,False,17.045,"LINESTRING (7.4781996 51.3542632, 7.4781607 51.3542933, 7.4780485 51.354384)",,,
42967088,False,,,Frankfurter Straße,tertiary,30,True,19.157,"LINESTRING (7.4781996 51.3542632, 7.4782841 51.3541751, 7.4783321 51.3541123)",,,
43266818,False,,,Mühlenstraße,residential,30,True,79.877,"LINESTRING (7.4781996 51.3542632, 7.4782906 51.3542947, 7.4783763 51.3543258, 7.4790409 51.3545754, 7.4791999 51.3546157)",,,
"[42967088, 478599705, 478599707]",False,3,,Frankfurter Straße,tertiary,30,False,105.814,"LINESTRING (7.4780485 51.354384, 7.4777526 51.3546969, 7.4774645 51.3549937, 7.4772796 51.3552054)",,,
42967088,False,,,Frankfurter Straße,tertiary,30,True,17.045,"LINESTRING (7.4780485 51.354384, 7.4781607 51.3542933, 7.4781996 51.3542632)",,,
43266819,False,,,Mühlenstraße,residential,30,True,79.577,"LINESTRING (7.4780485 51.354384, 7.4781278 51.3544101, 7.478263 51.3544544, 7.4789066 51.3546898, 7.4790464 51.3547355)",,,
43641238,False,,,Am Hohen Graben,residential,30,True,31.683999999999997,"LINESTRING (7.4778635 51.3582333, 7.477693 51.3584395, 7.4776738 51.358491)",,,
43641237,False,,,Elbersufer,residential,30,True,60.419000000000004,"LINESTRING (7.4776738 51.358491, 7.477635 51.3585396, 7.477475 51.3586936, 7.4773101 51.3588303, 7.4772388 51.3588865, 7.4771765 51.3589356)",,,
43641238,False,,,Am Hohen Graben,residential,30,False,31.683999999999997,"LINESTRING (7.4776738 51.358491, 7.477693 51.3584395, 7.4778635 51.3582333)",,,
198777830,False,,,Elbersufer,residential,30,False,61.52000000000001,"LINESTRING (7.4776738 51.358491, 7.4777301 51.3585015, 7.4780234 51.3585268, 7.478225 51.3585509, 7.4785471 51.3585819)",,,
"[241495581, 106660629]",True,2,B 54,Märkischer Ring,primary,50,False,81.135,"LINESTRING (7.4785471 51.3585819, 7.4785963 51.3584709, 7.4787062 51.3581183, 7.4788258 51.3578742)",,,
198777830,False,,,Elbersufer,residential,30,True,61.519999999999996,"LINESTRING (7.4785471 51.3585819, 7.478225 51.3585509, 7.4780234 51.3585268, 7.4777301 51.3585015, 7.4776738 51.358491)",,,
34662854,False,,,Springe,residential,30,False,17.061,"LINESTRING (7.4791999 51.3546157, 7.4790464 51.3547355)",,,
34662854,False,,,Springe,residential,30,True,67.788,"LINESTRING (7.4791999 51.3546157, 7.4798685 51.3541715)",,,
43266818,False,,,Mühlenstraße,residential,30,False,79.877,"LINESTRING (7.4791999 51.3546157, 7.4790409 51.3545754, 7.4783763 51.3543258, 7.4782906 51.3542947, 7.4781996 51.3542632)",,,
34662854,False,,,Springe,residential,30,True,17.061,"LINESTRING (7.4790464 51.3547355, 7.4791999 51.3546157)",,,
34662854,False,,,Springe,residential,30,False,90.16,"LINESTRING (7.4790464 51.3547355, 7.4789696 51.3547951, 7.4789475 51.3548129, 7.4788958 51.3548543, 7.47851 51.3551475, 7.4782256 51.3553637)",,,
43266819,False,,,Mühlenstraße,residential,30,False,79.577,"LINESTRING (7.4790464 51.3547355, 7.4789066 51.3546898, 7.478263 51.3544544, 7.4781278 51.3544101, 7.4780485 51.354384)",,,
444239860,False,6,B 54,Volmestraße,primary,50,True,24.745,"LINESTRING (7.4791133 51.3567223, 7.4792256 51.3565111)",,,
444239862,False,6,B 54,Volmestraße,primary,50,False,36.929,"LINESTRING (7.4791133 51.3567223, 7.4790447 51.3568839, 7.4789819 51.3570441)",,,
24046258,False,,,Bergstraße,residential,30,False,14.145,"LINESTRING (7.4719783 51.3551401, 7.4718993 51.3551855, 7.4718311 51.355228)",,,
24046258,False,,,Bergstraße,residential,30,True,59.941,"LINESTRING (7.4719783 51.3551401, 7.4722689 51.354976, 7.4726182 51.3547783)",,,
47155768,False,,,Mariengasse,residential,30,False,97.30399999999999,"LINESTRING (7.4719783 51.3551401, 7.4720121 51.3551663, 7.4728728 51.3556952, 7.4729737 51.3557557)",,,
47155768,False,,,Mariengasse,residential,30,True,97.30399999999999,"LINESTRING (7.4729737 51.3557557, 7.4728728 51.3556952, 7.4720121 51.3551663, 7.4719783 51.3551401)",,,
"[54174892, 54174893]",False,,,Holzmüllerstraße,unclassified,,False,35.822,"LINESTRING (7.4759526 51.3588716, 7.47597 51.3588439, 7.4760053 51.3587809, 7.4760254 51.3587454, 7.4760449 51.3587079, 7.4761111 51.3585652)",no,,
"[132250505, 23958382, 498063798, 23950887]",False,,,Springmannstraße,residential,50,"[False, True]",139.551,"LINESTRING (7.4707171 51.3608064, 7.4707819 51.3608603, 7.4708657 51.3609257, 7.4709202 51.3609568, 7.4709663 51.3609743, 7.4710376 51.3610008, 7.4710928 51.3610196, 7.4711634 51.3610402, 7.4712588 51.3610665, 7.471403 51.3611038, 7.4715451 51.3611341, 7.4716185 51.3611412, 7.4716846 51.3611416, 7.4717977 51.361132, 7.4719101 51.3611356, 7.472001 51.3611597, 7.4720804 51.3612074, 7.472317 51.3613517, 7.4723886 51.3613944)",,yes,
522212134,True,2,,Springmannstraße,residential,50,False,47.903999999999996,"LINESTRING (7.4707171 51.3608064, 7.4706206 51.3607326, 7.4705147 51.3606325, 7.4704047 51.3605387, 7.4702981 51.360465)",,,
43320667,True,,,,tertiary,30,False,10.365000000000002,"LINESTRING (7.473923 51.3596986, 7.4739505 51.3596828, 7.4739795 51.3596712, 7.4740066 51.3596622, 7.4740519 51.3596549)",,,roundabout
"[484756298, 484756291, 484756290, 484756294]",True,1,,Badstraße,residential,30,False,49.053000000000004,"LINESTRING (7.473923 51.3596986, 7.4738682 51.3596415, 7.4737842 51.3595741, 7.4737809 51.3595117, 7.4738663 51.3595301, 7.4739993 51.3596203, 7.4740519 51.3596549)",,,
43320667,True,,,,tertiary,30,False,3.159,"LINESTRING (7.4742757 51.3598386, 7.474255 51.3598639)",,,roundabout
95624584,True,1,,Märkischer Ring,primary_link,50,False,34.43,"LINESTRING (7.4764716 51.3609272, 7.4764138 51.3610279, 7.4763907 51.3610759, 7.4763847 51.3611038, 7.4763826 51.361139, 7.4763876 51.3611785, 7.4763993 51.3612275)",,,
95653244,True,3,B 54,Märkischer Ring,primary,30,False,33.129999999999995,"LINESTRING (7.4764716 51.3609272, 7.4762974 51.3610238, 7.4762568 51.3610491, 7.4761176 51.3611269)",,,
275734995,True,2,L 702,Emilienplatz,primary,50,False,70.056,"LINESTRING (7.4763993 51.3612275, 7.4764869 51.3612822, 7.476571 51.3613513, 7.4766612 51.361442, 7.4767471 51.3615423, 7.4769107 51.3617654)",,,
44130431,False,4,L 700,Bergischer Ring,secondary,50,True,128.089,"LINESTRING (7.4665043 51.3557871, 7.4668127 51.3557654, 7.4683449 51.3557158)",,,
275734994,True,2,L 702,Emilienplatz,primary,50,False,15.747,"LINESTRING (7.4759606 51.3612088, 7.4757914 51.3611145)",,,
"[354072920, 275735001]",True,2,B 54,Märkischer Ring,primary,50,False,67.63499999999999,"LINESTRING (7.4759606 51.3612088, 7.4758208 51.3612757, 7.4755037 51.3613987, 7.4753371 51.3614587, 7.475114 51.3614993)",,,
23950892,False,,,Rathausstraße,living_street,7,True,97.54400000000001,"LINESTRING (7.4747999 51.3581575, 7.4751472 51.3582752, 7.4752342 51.3583049, 7.4755824 51.3584238, 7.4756576 51.358447, 7.4757786 51.3584816, 7.4758398 51.3584965, 7.4758964 51.3585043, 7.4759432 51.3585077, 7.4759756 51.3585085, 7.476069 51.3585112)",,,
"[23511881, 198777831]",False,4,L 700,Märkischer Ring,secondary,50,True,40.138,"LINESTRING (7.4785243 51.3568241, 7.4787646 51.3569359, 7.478923 51.3570203, 7.4789819 51.3570441)",,,
"[444239856, 23511882, 23511883, 444239855]",False,5,L 700,Märkischer Ring,secondary,50,"[False, True]",54.061,"LINESTRING (7.4785243 51.3568241, 7.4784401 51.356797, 7.4784063 51.3567835, 7.4782263 51.3567143, 7.478063 51.3566503, 7.4779627 51.3566056, 7.4778714 51.3565606)",,yes,
444239864,True,1,,Volmestraße,secondary_link,50,False,44.887,"LINESTRING (7.4785243 51.3568241, 7.478771 51.3568462, 7.4788438 51.3568295, 7.478953 51.3567893, 7.4791133 51.3567223)",,,
31278767,True,3,B 54,Märkischer Ring,primary,50,False,31.352000000000004,"LINESTRING (7.473005 51.3625178, 7.4728396 51.362566, 7.4727862 51.3625785, 7.4725859 51.3626219)",,,
130626733,True,1,,Zehlendorfer Straße,residential,40,False,28.204,"LINESTRING (7.473005 51.3625178, 7.4729553 51.3625822, 7.4729284 51.3626303, 7.4729226 51.3626614, 7.4729173 51.3626896, 7.4729532 51.3627575)",,,
522212136,True,3,,Körnerstraße,tertiary,50,False,10.164,"LINESTRING (7.4704176 51.3604122, 7.4702981 51.360465)",yes,,
522212164,True,1,,Springmannstraße,residential,50,False,49.114999999999995,"LINESTRING (7.4704176 51.3604122, 7.4704963 51.3604947, 7.4705422 51.3605366, 7.4705811 51.3605735, 7.4706139 51.3606082, 7.4706495 51.3606572, 7.4706823 51.3607016, 7.4707092 51.3607522, 7.4707171 51.3608064)",,,
41591863,True,,,Arndtstraße,residential,30,False,4.485,"LINESTRING (7.478727 51.3611728, 7.4787375 51.3612126)",,,
132152226,False,,,Zietenstraße,residential,30,True,142.308,"LINESTRING (7.478727 51.3611728, 7.4779282 51.3614459, 7.4774526 51.3615937, 7.47699 51.3617393, 7.4769107 51.3617654)",,,
34662854,False,,,Springe,residential,30,True,90.16,"LINESTRING (7.4782256 51.3553637, 7.47851 51.3551475, 7.4788958 51.3548543, 7.4789475 51.3548129, 7.4789696 51.3547951, 7.4790464 51.3547355)",,,
142475278,False,1,,Zehlendorfer Straße,residential,50,False,8.891,"LINESTRING (7.4725333 51.362549, 7.4725859 51.3626219)",,,
236041205,True,2,B 54,Märkischer Ring,primary,50,False,83.58099999999999,"LINESTRING (7.4725333 51.362549, 7.4727474 51.3625107, 7.4728972 51.3624771, 7.4730325 51.3624438, 7.4731627 51.3624041, 7.4736333 51.3622497)",yes,,
142475278,False,1,,Zehlendorfer Straße,residential,50,True,8.891,"LINESTRING (7.4725859 51.3626219, 7.4725333 51.362549)",,,
142475269,True,2,B 54,Märkischer Ring,primary,50,False,111.624,"LINESTRING (7.4725859 51.3626219, 7.4723142 51.3626662, 7.4720615 51.3626872, 7.4718478 51.3626977, 7.4714662 51.3627031, 7.471207 51.3627028, 7.4709903 51.3627057)",,,
142475277,True,1,,Zehlendorfer Straße,residential,50,False,29.703,"LINESTRING (7.4725859 51.3626219, 7.4727015 51.3626589, 7.4727846 51.362699, 7.4729532 51.3627575)",,,
23950890,False,,,Körnerstraße,residential,30,True,22.125999999999998,"LINESTRING (7.4719167 51.3594842, 7.4718581 51.3595168, 7.4717821 51.3595598, 7.4716801 51.3596175)",,,
"[275734993, 399371068, 399371069]",False,"['4', '5']",,Badstraße,tertiary,30,True,51.948,"LINESTRING (7.4748537 51.360454, 7.4750037 51.3605811, 7.4751231 51.3606712, 7.4751882 51.360717, 7.4752613 51.3607618, 7.4753378 51.360809)",yes,,
"[484756289, 484756283, 484756279]",True,1,,Badstraße,tertiary,30,False,77.89,"LINESTRING (7.4748537 51.360454, 7.4747351 51.3603944, 7.4746528 51.3603324, 7.4744754 51.3601627, 7.4744275 51.36012, 7.4743007 51.3600023, 7.474233 51.3599411, 7.4741712 51.3599035)",,yes,
35408475,False,,,Blücherstraße,residential,30,True,142.151,"LINESTRING (7.4787375 51.3612126, 7.4788082 51.3612034, 7.4788649 51.361198, 7.4789176 51.3611971, 7.4789684 51.3612074, 7.4803464 51.3619418)",,,
41591863,True,,,Arndtstraße,residential,30,False,156.786,"LINESTRING (7.4787375 51.3612126, 7.4789244 51.3619213, 7.4794674 51.3623857, 7.479565 51.3624853)",,,
185014576,False,,,Buschhofstraße,residential,30,True,18.767000000000003,"LINESTRING (7.4798309 51.3578713, 7.4798412 51.3578515, 7.4798815 51.3577057)",destination,,
522212140,True,3,,Körnerstraße,tertiary,50,False,13.75,"LINESTRING (7.4697036 51.3606587, 7.4698203 51.3605588)",,,
"[522212222, 241497678]",False,"['4', '5']",,Körnerstraße,tertiary,50,True,132.257,"LINESTRING (7.4697036 51.3606587, 7.4696514 51.3606792, 7.4692261 51.3608415, 7.4691433 51.3608725, 7.4689318 51.3609569, 7.4686767 51.3610566, 7.4684191 51.3611591, 7.4683689 51.3611793, 7.4682909 51.361213, 7.4681289 51.3612811, 7.468096 51.3612963)",,,
23582526,False,4,B 7,Rathausstraße,primary,50,True,12.634,"LINESTRING (7.4783534 51.3593233, 7.4782023 51.35926)",,,
243220427,True,2,B 54,Märkischer Ring,primary,30,False,126.233,"LINESTRING (7.4783534 51.3593233, 7.4782615 51.3594377, 7.4781961 51.3595191, 7.4779232 51.3598233, 7.4776761 51.3600539, 7.4776086 51.3601012, 7.4773527 51.360262)",,,
"[241494906, 241494908, 243221925]",False,"['6', '4', '5']",B 7,Rathausstraße,primary,50,False,98.50600000000001,"LINESTRING (7.4783534 51.3593233, 7.4785212 51.3593763, 7.478784 51.3594595, 7.4788991 51.359494, 7.4790391 51.3595357, 7.4791825 51.3595671, 7.4792967 51.3595798, 7.4794159 51.3595879, 7.4795259 51.359588, 7.4796806 51.359579)",,,
"[46604517, 275734998]",False,"['4', '5']",B 54,Märkischer Ring,primary,30,False,13.498,"LINESTRING (7.4766674 51.3607341, 7.4767087 51.3607113, 7.4768089 51.3606509)",,,
399371071,True,4,B 54,Märkischer Ring,primary,30,False,25.671,"LINESTRING (7.4766674 51.3607341, 7.4766331 51.3607896, 7.4765967 51.3608331, 7.4764716 51.3609272)",,,
275734992,True,4,,Badstraße,tertiary,30,False,49.54900000000001,"LINESTRING (7.4753378 51.360809, 7.4754673 51.3608328, 7.4757607 51.3609573, 7.4758062 51.3609766, 7.475945 51.3610367)",,,
"[275734993, 399371068, 399371069]",False,"['4', '5']",,Badstraße,tertiary,30,False,51.94800000000001,"LINESTRING (7.4753378 51.360809, 7.4752613 51.3607618, 7.4751882 51.360717, 7.4751231 51.3606712, 7.4750037 51.3605811, 7.4748537 51.360454)",yes,,
317405838,True,2,B 54,Märkischer Ring,primary,50,False,13.732,"LINESTRING (7.4757914 51.3611145, 7.475945 51.3610367)",,,
95624585,True,2,,Badstraße,tertiary,30,False,46.659000000000006,"LINESTRING (7.4757914 51.3611145, 7.4756649 51.3610409, 7.4754056 51.3608844, 7.4753378 51.360809)",yes,,
"[444239856, 23511882, 23511883, 444239855]",False,5,L 700,Märkischer Ring,secondary,50,"[False, True]",54.06100000000001,"LINESTRING (7.4778714 51.3565606, 7.4779627 51.3566056, 7.478063 51.3566503, 7.4782263 51.3567143, 7.4784063 51.3567835, 7.4784401 51.356797, 7.4785243 51.3568241)",,yes,
"[242639272, 478599714]",False,2,,Potthofstraße,residential,30,True,111.48500000000001,"LINESTRING (7.4778714 51.3565606, 7.4778137 51.3566289, 7.4777599 51.3566917, 7.4776429 51.356878, 7.4775716 51.3569775, 7.4774866 51.3570755, 7.4774668 51.357097, 7.4773412 51.357234, 7.4773092 51.3572689, 7.477205 51.3573799, 7.4771633 51.3574272, 7.4771415 51.3574517)",,,
"[478599715, 843994038, 843994039]",False,"['6', '5']",L 700,Märkischer Ring,secondary,50,False,43.615,"LINESTRING (7.4778714 51.3565606, 7.4777592 51.3565094, 7.477635 51.3564578, 7.4774326 51.3563707, 7.4773541 51.3563382)",,,
43320667,True,,,,tertiary,30,False,7.428000000000001,"LINESTRING (7.474255 51.3598639, 7.4742358 51.3598786, 7.4742172 51.3598893, 7.4741712 51.3599035)",,,roundabout
"[484756288, 484756284, 484756278]",True,1,,Badstraße,tertiary,30,False,78.04400000000001,"LINESTRING (7.474255 51.3598639, 7.4743077 51.3599122, 7.4744091 51.3600032, 7.4745075 51.3600881, 7.4745517 51.3601299, 7.474652 51.3602181, 7.4747422 51.3603046, 7.4748126 51.360373, 7.4748537 51.360454)",,yes,
43320667,True,,,,tertiary,30,False,28.180000000000003,"LINESTRING (7.4741712 51.3599035, 7.4741291 51.359911, 7.4740818 51.3599138, 7.4740107 51.3599064, 7.473948 51.3598842, 7.4739013 51.3598501, 7.4738804 51.3598209, 7.4738705 51.359792)",,,roundabout
"[1254115393, 23950889, 522212073, 1252748060, 1252748061, 1252748062]",False,"['2', '3']",,Sparkassen-Karree,tertiary,30,False,139.472,"LINESTRING (7.4734204 51.3597138, 7.4733653 51.3597266, 7.4733235 51.3597408, 7.4732266 51.3597887, 7.473082 51.3598616, 7.4727185 51.3600476, 7.4725044 51.3601625, 7.4722662 51.3602866, 7.4722098 51.3603047, 7.4721458 51.3603095, 7.472083 51.3603047, 7.472028 51.3602905, 7.4719876 51.3602687, 7.4719511 51.3602382, 7.4718656 51.3601498)",yes,,
484756301,True,1,,Sparkassen-Karree,tertiary,30,False,34.171,"LINESTRING (7.4734204 51.3597138, 7.4735142 51.3596908, 7.473585 51.3596879, 7.4736713 51.3596951, 7.4738131 51.3597147, 7.4739011 51.3597176)",,,
43320667,True,,,,tertiary,30,False,8.627,"LINESTRING (7.4738705 51.359792, 7.4738738 51.3597653, 7.4738843 51.3597412, 7.4739011 51.3597176)",,,roundabout
484756304,True,1,,Sparkassen-Karree,tertiary,30,False,32.493,"LINESTRING (7.4738705 51.359792, 7.4737579 51.359766, 7.4736569 51.3597491, 7.4735768 51.3597401, 7.4734204 51.3597138)",,,
43320667,True,,,,tertiary,30,False,2.603,"LINESTRING (7.4739011 51.3597176, 7.473923 51.3596986)",,,roundabout
43320667,True,,,,tertiary,30,False,11.559999999999999,"LINESTRING (7.4742723 51.3597363, 7.4742821 51.3597545, 7.4742868 51.3597958, 7.4742757 51.3598386)",,,roundabout
484756312,True,,,Holzmüllerstraße,unclassified,30,False,22.323999999999998,"LINESTRING (7.4742723 51.3597363, 7.4743565 51.3597428, 7.4744275 51.3597396, 7.4745118 51.3597323, 7.474592 51.3597289)",,,
23950886,False,,,Holzmüllerstraße,unclassified,30,False,67.502,"LINESTRING (7.474592 51.3597289, 7.4747809 51.3596568, 7.4749563 51.3595911, 7.4752423 51.3594794, 7.4753549 51.3594273, 7.4754041 51.3593973)",,,
"[484756309, 484756286]",True,,,Holzmüllerstraße,unclassified,30,False,25.637999999999998,"LINESTRING (7.474592 51.3597289, 7.4745287 51.3597702, 7.4744427 51.3598036, 7.4743699 51.359822, 7.4742757 51.3598386)",,,
23950890,False,,,Körnerstraße,residential,30,False,22.125999999999998,"LINESTRING (7.4716801 51.3596175, 7.4717821 51.3595598, 7.4718581 51.3595168, 7.4719167 51.3594842)",,,
522212094,True,1,,Körnerstraße,residential,30,False,24.526,"LINESTRING (7.4716801 51.3596175, 7.4716406 51.3596753, 7.4715581 51.3597427, 7.4714957 51.3598043)",,,
522212083,True,1,,Körnerstraße,residential,50,False,9.371,"LINESTRING (7.4714957 51.3598043, 7.4714079 51.3598683)",,,
522212096,True,1,,Sparkassen-Karree,tertiary,30,False,46.536,"LINESTRING (7.4714957 51.3598043, 7.4715904 51.3598694, 7.4717157 51.3599789, 7.4718132 51.3600683, 7.4718656 51.3601498)",yes,,
"[1254115393, 522212073, 23950889, 1252748060, 1252748061, 1252748062]",False,"['2', '3']",,Sparkassen-Karree,tertiary,30,True,139.47199999999998,"LINESTRING (7.4718656 51.3601498, 7.4719511 51.3602382, 7.4719876 51.3602687, 7.472028 51.3602905, 7.472083 51.3603047, 7.4721458 51.3603095, 7.4722098 51.3603047, 7.4722662 51.3602866, 7.4725044 51.3601625, 7.4727185 51.3600476, 7.473082 51.3598616, 7.4732266 51.3597887, 7.4733235 51.3597408, 7.4733653 51.3597266, 7.4734204 51.3597138)",yes,,
"[1253173638, 522212095]",True,2,,Sparkassen-Karree,tertiary,30,False,44.86100000000001,"LINESTRING (7.4718656 51.3601498, 7.4717633 51.3601003, 7.4717049 51.3600539, 7.4716399 51.3600044, 7.4715956 51.359976, 7.4715032 51.3599187, 7.4714491 51.3598836, 7.4714079 51.3598683)",yes,,
522212132,True,2,,Karl-Marx-Straße,residential,50,False,12.366,"LINESTRING (7.4702981 51.360465, 7.4701653 51.3603909)",,,
522212138,True,2,,Körnerstraße,tertiary,50,False,46.991,"LINESTRING (7.4702981 51.360465, 7.4701325 51.360542, 7.4700212 51.3605818, 7.4698723 51.3606283, 7.4697036 51.3606587)",,,
