osmid,ref,name,highway,oneway,reversed,length,geometry,width,bridge
28002254,K 334,Borgloher Straße,tertiary,False,False,644.482,"LINESTRING (8.1740349 52.1730895, 8.1739971 52.1729373, 8.1739852 52.1727543, 8.1739713 52.1724442, 8.1739689 52.1723506, 8.1739441 52.1720572, 8.1739402 52.1720277, 8.1738631 52.1718091, 8.1736363 52.1714519, 8.1735558 52.1713381, 8.1732914 52.1709643, 8.1715865 52.1684446, 8.1713803 52.1680951, 8.1712277 52.167739, 8.1712057 52.1676145)",,
229707038,,Eppendorfer Weg,unclassified,False,True,954.9480000000002,"LINESTRING (8.1740349 52.1730895, 8.1738475 52.1731331, 8.1736922 52.1731704, 8.1736251 52.173172, 8.1735233 52.17315, 8.1732988 52.1730528, 8.173016 52.1728668, 8.172364 52.1724176, 8.1714507 52.1720346, 8.1708527 52.1722645, 8.1704392 52.1723904, 8.1702774 52.1724554, 8.1700165 52.172606, 8.169697 52.1727824, 8.1696117 52.1728419, 8.1693902 52.1730721, 8.1691562 52.1732166, 8.1691422 52.1732209, 8.1688162 52.1733206, 8.1685267 52.1733601, 8.1683907 52.1733666, 8.168233 52.1733412, 8.1677022 52.1731768, 8.1661042 52.1730407, 8.1659498 52.1729578, 8.1658763 52.172862, 8.1657985 52.1725754, 8.1656477 52.1724104, 8.1651088 52.1720516, 8.1634158 52.1709243)",,
229707038,,Eppendorfer Weg,unclassified,False,False,954.9479999999999,"LINESTRING (8.1634158 52.1709243, 8.1651088 52.1720516, 8.1656477 52.1724104, 8.1657985 52.1725754, 8.1658763 52.172862, 8.1659498 52.1729578, 8.1661042 52.1730407, 8.1677022 52.1731768, 8.168233 52.1733412, 8.1683907 52.1733666, 8.1685267 52.1733601, 8.1688162 52.1733206, 8.1691422 52.1732209, 8.1691562 52.1732166, 8.1693902 52.1730721, 8.1696117 52.1728419, 8.169697 52.1727824, 8.1700165 52.172606, 8.1702774 52.1724554, 8.1704392 52.1723904, 8.1708527 52.1722645, 8.1714507 52.1720346, 8.172364 52.1724176, 8.173016 52.1728668, 8.1732988 52.1730528, 8.1735233 52.17315, 8.1736251 52.173172, 8.1736922 52.1731704, 8.1738475 52.1731331, 8.1740349 52.1730895)",,
28002254,K 334,Borgloher Straße,tertiary,False,True,644.4820000000001,"LINESTRING (8.1712057 52.1676145, 8.1712277 52.167739, 8.1713803 52.1680951, 8.1715865 52.1684446, 8.1732914 52.1709643, 8.1735558 52.1713381, 8.1736363 52.1714519, 8.1738631 52.1718091, 8.1739402 52.1720277, 8.1739441 52.1720572, 8.1739689 52.1723506, 8.1739713 52.1724442, 8.1739852 52.1727543, 8.1739971 52.1729373, 8.1740349 52.1730895)",,
"[55944651, 1124711756, 1124711757, 364546133]",,Zum Rehagen,unclassified,False,False,261.604,"LINESTRING (8.1712057 52.1676145, 8.1712717 52.1675892, 8.1714897 52.1675256, 8.1717272 52.1674247, 8.1723367 52.1671178, 8.1724142 52.1670602, 8.1724604 52.1669834, 8.1725985 52.1667083, 8.172768 52.1664259, 8.1728678 52.1662877, 8.1729414 52.1662265, 8.172979 52.1661951, 8.1734459 52.1659661, 8.1734557 52.1659406, 8.1734879 52.1658563, 8.1734898 52.1658514)",4,yes
"[55944651, 1124711757, 364546133, 1124711756]",,Zum Rehagen,unclassified,False,True,261.60400000000004,"LINESTRING (8.1734898 52.1658514, 8.1734879 52.1658563, 8.1734557 52.1659406, 8.1734459 52.1659661, 8.172979 52.1661951, 8.1729414 52.1662265, 8.1728678 52.1662877, 8.172768 52.1664259, 8.1725985 52.1667083, 8.1724604 52.1669834, 8.1724142 52.1670602, 8.1723367 52.1671178, 8.1717272 52.1674247, 8.1714897 52.1675256, 8.1712717 52.1675892, 8.1712057 52.1676145)",4,yes
