osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed,access
24541983,,Josef-Otto-Kolb-Straße,residential,False,True,54.018,"LINESTRING (11.7049591 50.3321324, 11.7042573 50.3323203)",,,,
48113581,,Von-Ketteler-Ring,residential,False,True,100.932,"LINESTRING (11.7049591 50.3321324, 11.7050393 50.3322708, 11.7051012 50.3324178, 11.7051317 50.3325224, 11.7051438 50.332656, 11.7045849 50.332745)",,,,
25049543,,Anger,tertiary,False,True,234.663,"LINESTRING (11.7068302 50.3331093, 11.7068183 50.3329574, 11.7068754 50.332719, 11.7068963 50.3326414, 11.7069529 50.3324657, 11.7070246 50.3323603, 11.7072262 50.3321422, 11.7073742 50.3319009, 11.7074189 50.3318252, 11.7074475 50.3316954, 11.7074297 50.3314478, 11.7073376 50.3312812, 11.7072396 50.3310963)",,,,
63151656,,Angergraben,tertiary,False,False,78.512,"LINESTRING (11.7068302 50.3331093, 11.7068655 50.3331806, 11.7069485 50.3333547, 11.7070313 50.3334796, 11.7071191 50.3335717, 11.7072371 50.3336438, 11.7073626 50.3337063)",,,,
448502197,,Lichtenberger Straße,residential,False,False,56.874,"LINESTRING (11.7068302 50.3331093, 11.7067527 50.3331794, 11.7066282 50.3335976)",,,,
24541985,,Froschgrüner Straße,residential,False,False,54.471,"LINESTRING (11.7066282 50.3335976, 11.7068703 50.3336587, 11.7071657 50.3337135, 11.7072686 50.3337193, 11.7073626 50.3337063)",,,,
448502197,,Lichtenberger Straße,residential,False,True,56.874,"LINESTRING (11.7066282 50.3335976, 11.7067527 50.3331794, 11.7068302 50.3331093)",,,,
38123983,,Neulandstraße,residential,False,False,74.543,"LINESTRING (11.7087654 50.325647, 11.7095715 50.3252174)",,,,
224615239,,Sägeleithe,residential,False,True,28.155,"LINESTRING (11.7087654 50.325647, 11.7085502 50.3257352, 11.7084751 50.3258113)",,,,
224615240,,Frankenwaldstraße,residential,False,False,166.599,"LINESTRING (11.7087654 50.325647, 11.7088724 50.3257289, 11.7089988 50.3257869, 11.7101819 50.3261691, 11.7108078 50.3263666)",,,,
38123988,,Schauensteiner Weg,residential,False,True,109.73100000000001,"LINESTRING (11.7108078 50.3263666, 11.7109684 50.3262327, 11.711274 50.3261177, 11.7114241 50.3260603, 11.7115675 50.3259699, 11.7116745 50.3258784, 11.711833 50.3256639)",,,,
224615240,,Frankenwaldstraße,residential,False,True,166.59900000000002,"LINESTRING (11.7108078 50.3263666, 11.7101819 50.3261691, 11.7089988 50.3257869, 11.7088724 50.3257289, 11.7087654 50.325647)",,,,
503541013,,Frankenwaldstraße,residential,False,False,107.882,"LINESTRING (11.7108078 50.3263666, 11.7113667 50.3266385, 11.7120153 50.3269557)",,,,
24364937,,Hofer Straße,tertiary,False,True,27.073999999999998,"LINESTRING (11.7120153 50.3269557, 11.7121689 50.3268642, 11.7123177 50.32681)",,,,
54843537,,Hofer Straße,tertiary,False,False,84.666,"LINESTRING (11.7120153 50.3269557, 11.7115883 50.3273359, 11.7113199 50.3275743)",,,,
503541013,,Frankenwaldstraße,residential,False,True,107.882,"LINESTRING (11.7120153 50.3269557, 11.7113667 50.3266385, 11.7108078 50.3263666)",,,,
34247101,,Kirchberg,residential,True,False,89.56500000000001,"LINESTRING (11.7075799 50.3300065, 11.7074998 50.3299056, 11.7071801 50.3295891, 11.7072795 50.3295077, 11.7073888 50.3293827, 11.7073869 50.3293133)",,,,
67491471,,Marktplatz,tertiary,False,True,118.537,"LINESTRING (11.7075799 50.3300065, 11.7076948 50.329975, 11.7078805 50.3299168, 11.7080961 50.3298097, 11.7081846 50.3297674, 11.708363 50.3296681, 11.7085801 50.3295478, 11.7089327 50.3293906)",,,,
1178279476,,Hauptstraße,tertiary,False,False,69.061,"LINESTRING (11.7075799 50.3300065, 11.7070333 50.3301901, 11.7067204 50.3302975)",,,,
34247102,,Bachstraße,residential,True,False,81.259,"LINESTRING (11.707477 50.3292138, 11.7072521 50.3290604, 11.706753 50.3286486)",,,,
31344382,,Kurze Straße,residential,False,True,29.041,"LINESTRING (11.706753 50.3286486, 11.7069973 50.3284391)",,,,
53149093,,Birkigtweg,residential,False,False,55.684000000000005,"LINESTRING (11.706753 50.3286486, 11.7064178 50.3287724, 11.7062394 50.3288336, 11.7060609 50.3288832)",,,,
24364938,,Birkigtweg,residential,False,True,58.884,"LINESTRING (11.7052837 50.3290683, 11.705985 50.3289017, 11.7060609 50.3288832)",,,,
38123975,,Stengelstraße,residential,False,True,106.143,"LINESTRING (11.7052837 50.3290683, 11.7050559 50.3288853, 11.7048462 50.3288699, 11.704641 50.3288536, 11.7041636 50.328517)",,,,
49179286,,Badstraße,residential,False,False,62.27,"LINESTRING (11.7052837 50.3290683, 11.7046908 50.3292012, 11.7044435 50.3292189)",,,,
53105013,,Badstraße,residential,False,False,28.86,"LINESTRING (11.7044435 50.3292189, 11.7040708 50.3293226)",,,,
38123966,,Flurstraße,residential,False,False,257.793,"LINESTRING (11.7044435 50.3292189, 11.7040743 50.3291804, 11.7038556 50.3291266, 11.7036999 50.3290517, 11.7033969 50.328812, 11.7028352 50.328366, 11.7026689 50.3282339, 11.7019126 50.3276525)",,,,
49179286,,Badstraße,residential,False,True,62.27,"LINESTRING (11.7044435 50.3292189, 11.7046908 50.3292012, 11.7052837 50.3290683)",,,,
38123969,,Martin-Luther-Straße,residential,False,True,58.735,"LINESTRING (11.7019126 50.3276525, 11.7026448 50.3274065)",,,,
38123966,,Flurstraße,residential,False,True,257.793,"LINESTRING (11.7019126 50.3276525, 11.7026689 50.3282339, 11.7028352 50.328366, 11.7033969 50.328812, 11.7036999 50.3290517, 11.7038556 50.3291266, 11.7040743 50.3291804, 11.7044435 50.3292189)",,,,
38123969,,Martin-Luther-Straße,residential,False,False,58.735,"LINESTRING (11.7026448 50.3274065, 11.7019126 50.3276525)",,,,
38123975,,Stengelstraße,residential,False,False,163.926,"LINESTRING (11.7026448 50.3274065, 11.7041636 50.328517)",,,,
38123975,,Stengelstraße,residential,False,True,117.002,"LINESTRING (11.7026448 50.3274065, 11.701562 50.3266132)",,,,
38123969,,Martin-Luther-Straße,residential,False,True,87.173,"LINESTRING (11.7026448 50.3274065, 11.7028517 50.3273433, 11.703111 50.3272668, 11.703284 50.3272407, 11.7034589 50.3272588, 11.7035811 50.3272732, 11.7037289 50.327249, 11.70378 50.3272087)",,,,
38123978,,Mühlstraße,residential,False,True,55.468999999999994,"LINESTRING (11.7073778 50.3278304, 11.7074765 50.3278965, 11.7076101 50.3280615, 11.7077619 50.328261)",,,,
38123980,,Mühlstraße,residential,False,False,82.05900000000001,"LINESTRING (11.7073778 50.3278304, 11.7074717 50.3277298, 11.7074748 50.3276333, 11.7074592 50.3275464, 11.7073885 50.3274699, 11.7072286 50.3273084, 11.7071702 50.3271849, 11.7071482 50.3271607)",,,,
51372292,,Schulgasse,residential,False,True,56.852000000000004,"LINESTRING (11.7073778 50.3278304, 11.7073102 50.3278827, 11.7071524 50.3280017, 11.7071611 50.3282892)",,,,destination
38123980,,Mühlstraße,residential,False,True,82.05900000000001,"LINESTRING (11.7071482 50.3271607, 11.7071702 50.3271849, 11.7072286 50.3273084, 11.7073885 50.3274699, 11.7074592 50.3275464, 11.7074748 50.3276333, 11.7074717 50.3277298, 11.7073778 50.3278304)",,,,
38123981,,Sägleithe,residential,True,False,81.363,"LINESTRING (11.7071482 50.3271607, 11.7073394 50.3269533, 11.7074466 50.3268896, 11.7076025 50.3268217, 11.7077782 50.3267393, 11.7078863 50.3266199)",,,30,
56457418,,Am Mühlgraben,residential,False,False,152.305,"LINESTRING (11.7071482 50.3271607, 11.7063273 50.3267809, 11.7053971 50.3263694)",,,,
"[38125036, 24364941]",,Christian-Schlicht-Straße,residential,True,False,490.50299999999993,"LINESTRING (11.708818 50.3340754, 11.7088561 50.3340237, 11.7091515 50.3336183, 11.7093221 50.33341, 11.7097835 50.3330039, 11.7099569 50.3328611, 11.7102527 50.3326067, 11.7104102 50.3324641, 11.7105536 50.3323202, 11.7107619 50.332069, 11.7109023 50.3318215, 11.7109835 50.3316069, 11.7110496 50.3313497, 11.711076 50.3311098, 11.7110878 50.330995, 11.7111165 50.3307523, 11.7111889 50.3305554, 11.7112855 50.3303543, 11.7113793 50.3302103, 11.71148 50.3300957)",1,,30,
"[291134557, 53530549, 53530550]",,Froschgrüner Straße,tertiary,False,True,46.93,"LINESTRING (11.708818 50.3340754, 11.7087293 50.3340163, 11.7083955 50.3338888, 11.7082548 50.3338693)",2,yes,,
54843539,St 2195,Selbitztalstraße,secondary,False,False,308.25,"LINESTRING (11.7097585 50.3312758, 11.7093592 50.3318159, 11.7090887 50.3321858, 11.708948 50.332442, 11.7087849 50.3327467, 11.7084366 50.3334132, 11.7082548 50.3338693)",2,,,
54843539,St 2195,Selbitztalstraße,secondary,False,True,244.006,"LINESTRING (11.7097585 50.3312758, 11.7109295 50.3298897, 11.7113525 50.3294137, 11.7114084 50.3293508)",2,,,
800194818,,Walchstraße,residential,False,True,43.705,"LINESTRING (11.7097585 50.3312758, 11.7096441 50.3312388, 11.7094647 50.331177, 11.7092682 50.3311092, 11.7092152 50.3310909)",,,,
38123969,,Martin-Luther-Straße,residential,False,True,7.191,"LINESTRING (11.70378 50.3272087, 11.7038801 50.3271988)",,,,
38123969,,Martin-Luther-Straße,residential,False,False,87.173,"LINESTRING (11.70378 50.3272087, 11.7037289 50.327249, 11.7035811 50.3272732, 11.7034589 50.3272588, 11.703284 50.3272407, 11.703111 50.3272668, 11.7028517 50.3273433, 11.7026448 50.3274065)",,,,
48113580,,Egerlandstraße,residential,False,True,67.486,"LINESTRING (11.7029818 50.333376, 11.702566 50.3328302)",,,,
93817416,,Pacellistraße,residential,False,False,133.779,"LINESTRING (11.7029818 50.333376, 11.7033797 50.3332345, 11.7037871 50.3330861, 11.7045849 50.332745)",,,,
48113581,,Von-Ketteler-Ring,residential,False,True,52.639,"LINESTRING (11.7045849 50.332745, 11.7042573 50.3323203)",,,,
48113581,,Von-Ketteler-Ring,residential,False,False,100.93200000000002,"LINESTRING (11.7045849 50.332745, 11.7051438 50.332656, 11.7051317 50.3325224, 11.7051012 50.3324178, 11.7050393 50.3322708, 11.7049591 50.3321324)",,,,
93817416,,Pacellistraße,residential,False,True,133.779,"LINESTRING (11.7045849 50.332745, 11.7037871 50.3330861, 11.7033797 50.3332345, 11.7029818 50.333376)",,,,
48110712,,Neue Straße,residential,True,False,51.536,"LINESTRING (11.7079598 50.3288677, 11.7077348 50.3290333, 11.707477 50.3292138)",,,,
"[51371668, 1031607734]",,Karlsgasse,residential,False,True,85.67000000000002,"LINESTRING (11.7079598 50.3288677, 11.707542 50.3286311, 11.707454 50.3286439, 11.7069973 50.3284391)",,,,destination
51430900,,Neue Straße,residential,False,False,45.814,"LINESTRING (11.7079598 50.3288677, 11.7081819 50.3288586, 11.7084331 50.3289368, 11.7085676 50.3289051)",,,,
51430900,,Neue Straße,residential,False,True,45.814,"LINESTRING (11.7085676 50.3289051, 11.7084331 50.3289368, 11.7081819 50.3288586, 11.7079598 50.3288677)",,,,
51443139,,Bergstraße,residential,False,False,25.109,"LINESTRING (11.7085676 50.3289051, 11.7086131 50.3288504, 11.708733 50.3287055)",,,,
225523823,,Marktplatz,residential,False,False,19.798,"LINESTRING (11.7087118 50.3292819, 11.7089327 50.3293906)",,,,
224144657,,Bergstraße,residential,True,False,43.672999999999995,"LINESTRING (11.7087118 50.3292819, 11.7087004 50.3292532, 11.7086371 50.3291579, 11.7085599 50.3289796, 11.7085676 50.3289051)",,,,
51443139,,Bergstraße,residential,False,True,15.758,"LINESTRING (11.7087553 50.3285645, 11.708733 50.3287055)",,,,
24364942,,Kronacher Straße,residential,False,False,78.834,"LINESTRING (11.7087553 50.3285645, 11.7086561 50.3285624, 11.7083357 50.3284523, 11.7078279 50.3282803, 11.7077619 50.328261)",,,,
24364942,,Kronacher Straße,residential,False,True,89.947,"LINESTRING (11.7087553 50.3285645, 11.709031 50.3285688, 11.7098958 50.3288782)",,,,
51443139,,Bergstraße,residential,False,False,15.758,"LINESTRING (11.708733 50.3287055, 11.7087553 50.3285645)",,,,
51443139,,Bergstraße,residential,False,True,25.109,"LINESTRING (11.708733 50.3287055, 11.7086131 50.3288504, 11.7085676 50.3289051)",,,,
225523823,,Marktplatz,residential,False,True,19.798,"LINESTRING (11.7089327 50.3293906, 11.7087118 50.3292819)",,,,
67491471,,Marktplatz,tertiary,False,False,118.537,"LINESTRING (11.7089327 50.3293906, 11.7085801 50.3295478, 11.708363 50.3296681, 11.7081846 50.3297674, 11.7080961 50.3298097, 11.7078805 50.3299168, 11.7076948 50.329975, 11.7075799 50.3300065)",,,,
1178279477,,Hauptstraße,tertiary,False,True,71.881,"LINESTRING (11.7089327 50.3293906, 11.7093573 50.3292127, 11.7097489 50.3290094)",,,30,
34247101,,Kirchberg,residential,True,False,13.547999999999998,"LINESTRING (11.7073869 50.3293133, 11.7074175 50.3292404, 11.707477 50.3292138)",,,,
51443140,,Wiesengasse,residential,False,False,50.474000000000004,"LINESTRING (11.7073869 50.3293133, 11.7073291 50.3293146, 11.706991 50.3294741, 11.7067857 50.3295442)",,,,
51372306,,Am Zentralparkplatz,residential,False,True,97.598,"LINESTRING (11.7107574 50.3290637, 11.7109578 50.3288547, 11.710668 50.3285916, 11.7103024 50.328386)",,,,
"[54843540, 67491468]",,Bahnhofstraße,residential,False,True,56.19200000000001,"LINESTRING (11.7107574 50.3290637, 11.7112798 50.3292864, 11.7114084 50.3293508)",2,,,
224615238,,Bahnhofstraße,residential,False,False,64.11,"LINESTRING (11.7107574 50.3290637, 11.7102545 50.3288829, 11.7099537 50.3288027)",,,,
24327333,,Albin-Klöber-Straße,residential,False,False,162.548,"LINESTRING (11.702393 50.3313898, 11.7040518 50.3309917, 11.7045254 50.330858)",,,,
24327333,,Albin-Klöber-Straße,residential,False,True,87.35900000000001,"LINESTRING (11.702393 50.3313898, 11.7021499 50.3315045, 11.7014004 50.3318543)",,,,
49424484,,Am Hang,residential,True,False,85.005,"LINESTRING (11.702088 50.3306546, 11.7021286 50.330699, 11.7022352 50.3310875, 11.702393 50.3313898)",,,,
48113579,,Dompfaffenweg,residential,False,False,75.128,"LINESTRING (11.7014004 50.3318543, 11.7017541 50.3324911)",,,,
24327333,,Albin-Klöber-Straße,residential,False,False,87.35900000000001,"LINESTRING (11.7014004 50.3318543, 11.7021499 50.3315045, 11.702393 50.3313898)",,,,
48113579,,Dompfaffenweg,residential,False,False,60.005,"LINESTRING (11.7017541 50.3324911, 11.7020947 50.332985)",,,,
48113579,,Dompfaffenweg,residential,False,True,75.128,"LINESTRING (11.7017541 50.3324911, 11.7014004 50.3318543)",,,,
24541983,,Josef-Otto-Kolb-Straße,residential,False,False,37.621,"LINESTRING (11.7020947 50.332985, 11.702566 50.3328302)",,,,
48113579,,Dompfaffenweg,residential,False,True,60.005,"LINESTRING (11.7020947 50.332985, 11.7017541 50.3324911)",,,,
24541983,,Josef-Otto-Kolb-Straße,residential,False,False,132.763,"LINESTRING (11.702566 50.3328302, 11.7042573 50.3323203)",,,,
24541983,,Josef-Otto-Kolb-Straße,residential,False,True,37.621,"LINESTRING (11.702566 50.3328302, 11.7020947 50.332985)",,,,
48113580,,Egerlandstraße,residential,False,False,67.486,"LINESTRING (11.702566 50.3328302, 11.7029818 50.333376)",,,,
24541983,,Josef-Otto-Kolb-Straße,residential,False,False,54.018,"LINESTRING (11.7042573 50.3323203, 11.7049591 50.3321324)",,,,
24541983,,Josef-Otto-Kolb-Straße,residential,False,True,132.763,"LINESTRING (11.7042573 50.3323203, 11.702566 50.3328302)",,,,
48113581,,Von-Ketteler-Ring,residential,False,False,52.639,"LINESTRING (11.7042573 50.3323203, 11.7045849 50.332745)",,,,
38123983,,Neulandstraße,residential,False,True,74.543,"LINESTRING (11.7095715 50.3252174, 11.7087654 50.325647)",,,,
51372719,,Gartenstraße,residential,False,False,142.366,"LINESTRING (11.7095715 50.3252174, 11.7097451 50.3252777, 11.7112493 50.3259179)",,,,
51372719,,Gartenstraße,residential,False,True,142.366,"LINESTRING (11.7112493 50.3259179, 11.7097451 50.3252777, 11.7095715 50.3252174)",,,,
51365615,,Sägeleithe,residential,False,False,99.193,"LINESTRING (11.7078863 50.3266199, 11.7079038 50.3265957, 11.7080679 50.32637, 11.7083265 50.3259917, 11.7084751 50.3258113)",,,,
51372294,,Georg-Fugmann-Straße,living_street,False,False,53.272,"LINESTRING (11.7078863 50.3266199, 11.7079256 50.3266344, 11.7083 50.3267661, 11.7085747 50.3267916)",,,,
24364942,,Kronacher Straße,residential,False,False,7.23,"LINESTRING (11.7071611 50.3282892, 11.7070601 50.3282976)",,,,
24364942,,Kronacher Straße,residential,False,True,42.966,"LINESTRING (11.7071611 50.3282892, 11.7074937 50.3282549, 11.7077619 50.328261)",,,,
51372292,,Schulgasse,residential,False,False,56.852,"LINESTRING (11.7071611 50.3282892, 11.7071524 50.3280017, 11.7073102 50.3278827, 11.7073778 50.3278304)",,,,destination
25049543,,Anger,tertiary,False,False,22.02,"LINESTRING (11.7070661 50.3308083, 11.7071808 50.3309923)",,,,
25049543,,Anger,tertiary,False,True,61.873,"LINESTRING (11.7070661 50.3308083, 11.706761 50.3303575, 11.7067204 50.3302975)",,,,
51371664,,Peunthgasse,residential,False,True,49.907,"LINESTRING (11.7070661 50.3308083, 11.7074284 50.3307171, 11.7075148 50.3306954, 11.7075378 50.330706, 11.7076687 50.3307661, 11.7076785 50.330785)",,,,
51371664,,Peunthgasse,residential,False,False,49.907,"LINESTRING (11.7076785 50.330785, 11.7076687 50.3307661, 11.7075378 50.330706, 11.7075148 50.3306954, 11.7074284 50.3307171, 11.7070661 50.3308083)",,,,
51371664,,Peunthgasse,residential,False,True,49.638,"LINESTRING (11.7076785 50.330785, 11.7077175 50.3308602, 11.7071808 50.3309923)",,,,
51371665,,Peunthgasse,residential,False,False,129.878,"LINESTRING (11.7076785 50.330785, 11.7080953 50.3306286, 11.7082338 50.3307197, 11.7084404 50.330834, 11.7087426 50.3309483, 11.7092152 50.3310909)",,,,
1178279477,,Hauptstraße,tertiary,False,True,9.415,"LINESTRING (11.7097489 50.3290094, 11.709826 50.3289405)",,,30,
