osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,tunnel,bridge
"[1210548637, 6578463]",True,"['2', '1']",Provincialeweg,secondary,70,False,81.236,"LINESTRING (5.0759545 52.6507808, 5.0758509 52.6509462, 5.0756687 52.6511805, 5.0755636 52.6513005, 5.0755233 52.651345, 5.075432 52.6514376)",,
6578328,False,,Rietzanger,residential,30,False,38.083999999999996,"LINESTRING (5.0770906 52.6513487, 5.0774839 52.651492, 5.0775108 52.6515018, 5.0775514 52.6515041, 5.0775848 52.6515018)",,
"[6578328, 180060371, 180060372]",False,,Rietzanger,residential,30,"[False, True]",399.3359999999999,"LINESTRING (5.0770906 52.6513487, 5.0766883 52.6511923, 5.0766629 52.6511648, 5.0766506 52.6511344, 5.0766566 52.6511113, 5.0771831 52.6505771, 5.0771864 52.6505759, 5.0777094 52.6500862, 5.07774 52.6500718, 5.0777629 52.6500662, 5.0778042 52.6500632, 5.07784 52.6500684, 5.0778735 52.6500782, 5.0786434 52.6503709, 5.0786779 52.6503884, 5.0786965 52.6504146, 5.0787007 52.6504491, 5.0786899 52.6504764, 5.0781937 52.6509668, 5.0777166 52.6514145, 5.0776268 52.6514869, 5.0775848 52.6515018)",,
45780059,False,,Winterkoninkje,residential,30,False,69.14699999999999,"LINESTRING (5.0770906 52.6513487, 5.0766596 52.6517668, 5.0766016 52.6518028, 5.0765676 52.6518219, 5.0764855 52.6518287)",,
1210548636,True,1,Lepelaar,unclassified,,False,11.49,"LINESTRING (5.075268 52.6514097, 5.075432 52.6514376)",,
6578464,True,1,Provincialeweg,secondary,70,False,83.974,"LINESTRING (5.075268 52.6514097, 5.0753855 52.6512926, 5.0755334 52.6511371, 5.0756973 52.6509889, 5.0759545 52.6507808)",,
1210547639,True,2,Provincialeweg,secondary,70,False,7.73,"LINESTRING (5.075432 52.6514376, 5.0753733 52.6514973)",,
1210548636,True,1,Lepelaar,unclassified,,False,36.708,"LINESTRING (5.075432 52.6514376, 5.0757571 52.6515588, 5.0758755 52.6516264)",,
6578328,False,,Rietzanger,residential,30,True,38.084,"LINESTRING (5.0775848 52.6515018, 5.0775514 52.6515041, 5.0775108 52.6515018, 5.0774839 52.651492, 5.0770906 52.6513487)",,
"[6578328, 180060371, 180060372]",False,,Rietzanger,residential,30,"[False, True]",399.336,"LINESTRING (5.0775848 52.6515018, 5.0776268 52.6514869, 5.0777166 52.6514145, 5.0781937 52.6509668, 5.0786899 52.6504764, 5.0787007 52.6504491, 5.0786965 52.6504146, 5.0786779 52.6503884, 5.0786434 52.6503709, 5.0778735 52.6500782, 5.07784 52.6500684, 5.0778042 52.6500632, 5.0777629 52.6500662, 5.07774 52.6500718, 5.0777094 52.6500862, 5.0771864 52.6505759, 5.0771831 52.6505771, 5.0766566 52.6511113, 5.0766506 52.6511344, 5.0766629 52.6511648, 5.0766883 52.6511923, 5.0770906 52.6513487)",,
48053490,False,,Winterkoninkje,residential,30,False,98.026,"LINESTRING (5.0775848 52.6515018, 5.0776127 52.6515573, 5.0776391 52.6515836, 5.07767 52.6516, 5.0779915 52.6517189, 5.0781443 52.6517755, 5.0785037 52.6519084, 5.07867 52.65197, 5.0787427 52.6520065)",,
1210548635,False,3,Lepelaar,unclassified,,True,14.779,"LINESTRING (5.0760649 52.6516932, 5.0758755 52.6516264)",,
6578336,False,,Lepelaar,unclassified,,False,193.666,"LINESTRING (5.0760649 52.6516932, 5.076053 52.6518005, 5.076013 52.6518348, 5.0759885 52.6518531, 5.0759279 52.651867, 5.0756901 52.651864, 5.0756527 52.6518663, 5.0756187 52.6518749, 5.075588 52.6518914, 5.0753734 52.6521155, 5.0750622 52.6524514, 5.0749802 52.6525354, 5.074722 52.6527994, 5.0747376 52.652863, 5.0750237 52.6529654)",,
"[45780057, 45780058]",False,,Lepelaar,unclassified,,False,32.577999999999996,"LINESTRING (5.0760649 52.6516932, 5.0761721 52.6517343, 5.0764151 52.6518252, 5.0764855 52.6518287)",,
48053490,False,,Winterkoninkje,residential,30,True,98.026,"LINESTRING (5.0787427 52.6520065, 5.07867 52.65197, 5.0785037 52.6519084, 5.0781443 52.6517755, 5.0779915 52.6517189, 5.07767 52.6516, 5.0776391 52.6515836, 5.0776127 52.6515573, 5.0775848 52.6515018)",,
6578340,False,,Zaanweg,residential,30,False,90.107,"LINESTRING (5.080487 52.6520692, 5.0802095 52.6523573, 5.0800768 52.6525039, 5.0800443 52.6525255, 5.08 52.6525438, 5.0798736 52.6525684, 5.0796065 52.6526094)",,
6578313,False,,Spaarneweg,residential,30,True,50.806,"LINESTRING (5.0764814 52.6522856, 5.0764855 52.6518287)",,
