osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,access,bridge
151750859,False,1,Hessenweg,residential,30,False,76.624,"LINESTRING (7.0092139 52.08065, 7.0084011 52.0801753)",,,,
13754006,False,,Annenstraße,residential,30,False,75.486,"LINESTRING (7.0067885 52.0792744, 7.0060874 52.079799)",,,,
13754244,False,,Gartenstiege,residential,30,True,23.082,"LINESTRING (7.0067885 52.0792744, 7.0070398 52.0791357)",,,,
151750859,False,1,Hessenweg,residential,30,False,52.287,"LINESTRING (7.0067885 52.0792744, 7.0066222 52.0792318, 7.0060565 52.0791403)",,,,
151750859,False,1,Hessenweg,residential,30,True,149.088,"LINESTRING (7.0067885 52.0792744, 7.006938 52.0793348, 7.0084011 52.0801753)",,,,
"[527070593, 1166866780]",False,"['2', '3']",Adenauerring,secondary,50,True,145.82999999999998,"LINESTRING (6.9975729 52.0786199, 6.9976526 52.0788157, 6.9977371 52.0790266, 6.9979538 52.0795475, 6.9980206 52.0797227, 6.9980935 52.0798917)",L 560,,,
"[641830744, 177148135]",False,,Arnoldstraße,residential,50,False,159.065,"LINESTRING (6.9975729 52.0786199, 6.9978424 52.078603, 6.9980985 52.0785867, 6.9983133 52.078576, 6.9985849 52.0785618, 6.9994228 52.0785223, 6.9998927 52.0785045)",,,,
8118724,False,,Domhof,residential,30,False,29.105,"LINESTRING (7.0087202 52.0772038, 7.0090388 52.0770301)",,,,
84871241,False,3,Bahnhofstraße,tertiary,50,True,9.449,"LINESTRING (7.0087202 52.0772038, 7.0086329 52.0771379)",,,,
"[548579504, 242102187, 527070580, 472825725]",False,"['3', '1']",Bahnhofstraße,tertiary,50,False,181.262,"LINESTRING (7.0087202 52.0772038, 7.0089327 52.0774034, 7.0090006 52.0774671, 7.0095078 52.0779509, 7.00976 52.0781807, 7.0101938 52.0785589)",,,,
5110484,True,1,,tertiary,50,False,20.513,"LINESTRING (7.0050735 52.076178, 7.0050426 52.0762201, 7.0049886 52.0762521, 7.0049191 52.0762694, 7.0048441 52.0762696)",,roundabout,,
"[527070581, 527070582]",False,"['2', '3']",Königstraße,tertiary,50,False,92.63,"LINESTRING (7.0050735 52.076178, 7.0051854 52.0762005, 7.005711 52.0762887, 7.0063347 52.0763962, 7.0063778 52.0764043)",,,,
5110484,True,1,,tertiary,50,False,18.846,"LINESTRING (7.0047022 52.076097, 7.0047422 52.0760625, 7.0047991 52.0760385, 7.0048658 52.0760279, 7.0049344 52.0760321)",,roundabout,,
"[527070585, 527070586]",False,"['2', '3']",Wüllener Straße,tertiary,50,True,50.86,"LINESTRING (7.0047022 52.076097, 7.0045839 52.0760753, 7.0043977 52.0760359, 7.0042681 52.0760186, 7.0041466 52.0760052, 7.0039795 52.0759961)",,,,
5110483,False,2,Wüllener Straße,tertiary,50,True,173.45000000000002,"LINESTRING (7.0039795 52.0759961, 7.003596 52.0759965, 7.0033773 52.0759892, 7.003173 52.0759706, 7.003079 52.0759579, 7.0029728 52.0759379, 7.0028799 52.0759124, 7.0027287 52.0758687, 7.002596 52.0758194, 7.0021094 52.0756307, 7.0016716 52.0754556)",,,,
"[12525952, 14323600]",False,,Frauenstraße,residential,30,False,151.389,"LINESTRING (7.0039795 52.0759961, 7.0040073 52.0758178, 7.0041965 52.0752444, 7.0041946 52.0749569, 7.0041511 52.0746803, 7.0041472 52.0746485)",,,,
"[527070585, 527070586]",False,"['2', '3']",Wüllener Straße,tertiary,50,False,50.86,"LINESTRING (7.0039795 52.0759961, 7.0041466 52.0760052, 7.0042681 52.0760186, 7.0043977 52.0760359, 7.0045839 52.0760753, 7.0047022 52.076097)",,,,
"[527070587, 151750859]",False,"['3', '1']",Hessenweg,residential,30,True,89.102,"LINESTRING (7.0039818 52.0787857, 7.0044823 52.0788745, 7.0052353 52.0790062)",,,,
"[527070592, 527070588]",False,"['3', '1']",Wessumer Straße,tertiary,50,False,129.471,"LINESTRING (7.0039818 52.0787857, 7.0040456 52.0787043, 7.0040859 52.0786328, 7.0041549 52.078467, 7.0042876 52.0779363, 7.0043639 52.0777031, 7.004382 52.0776519)",,,,
527070589,False,3,Arnoldstraße,residential,50,True,47.135999999999996,"LINESTRING (7.0039818 52.0787857, 7.0037422 52.0787798, 7.0032926 52.0787688)",,,,
527070590,False,3,Wessumer Straße,tertiary,50,True,45.655,"LINESTRING (7.0039818 52.0787857, 7.0036862 52.0790063, 7.003544 52.0790954)",,,,
5110484,True,1,,tertiary,50,False,24.716000000000005,"LINESTRING (7.0048441 52.0762696, 7.0047874 52.0762572, 7.0047392 52.0762349, 7.0047042 52.0762048, 7.0046855 52.0761696, 7.0046848 52.0761325, 7.0047022 52.076097)",,roundabout,,
527070592,False,1,Wessumer Straße,tertiary,50,True,83.637,"LINESTRING (7.0048441 52.0762696, 7.0048153 52.076344, 7.0046887 52.0766697, 7.0045832 52.0770043)",,,,
5110484,True,1,,tertiary,50,False,20.697,"LINESTRING (7.0049344 52.0760321, 7.0049894 52.0760475, 7.0050344 52.0760724, 7.005065 52.0761045, 7.0050785 52.0761408, 7.0050735 52.076178)",,roundabout,,
8076054,False,,Wallstraße,residential,30,False,53.913000000000004,"LINESTRING (7.0049344 52.0760321, 7.004978 52.0759384, 7.0049887 52.0759017, 7.0050279 52.0757334, 7.00509 52.0755574)",,,,
8076054,False,,Wallstraße,residential,30,True,53.913,"LINESTRING (7.00509 52.0755574, 7.0050279 52.0757334, 7.0049887 52.0759017, 7.004978 52.0759384, 7.0049344 52.0760321)",,,,
428688771,True,,Wallstraße,residential,30,False,93.52099999999999,"LINESTRING (7.00509 52.0755574, 7.0054162 52.0750908, 7.0054683 52.0750163, 7.0055111 52.0749568, 7.0056341 52.0747857)",,,,
5202770,False,,Schloßstraße,residential,30,True,36.199,"LINESTRING (7.0056341 52.0747857, 7.0051102 52.0747378)",,,,
8576677,False,,Schloßstraße,unclassified,,False,35.019,"LINESTRING (7.0056341 52.0747857, 7.006142 52.0748273)",,,,
"[5202771, 428688771]",True,,"['Coesfelder Straße', 'Wallstraße']",residential,30,False,144.008,"LINESTRING (7.0056341 52.0747857, 7.0058808 52.0744507, 7.0060026 52.0742854, 7.0064786 52.0736431, 7.0065057 52.0736066)",,,,
8076052,True,,Wallstraße,residential,30,False,188.315,"LINESTRING (7.0071093 52.0732657, 7.0071441 52.0733544, 7.0071436 52.0734156, 7.0071154 52.0734786, 7.00698 52.073653, 7.0069659 52.0736736, 7.0069567 52.0736871, 7.0069222 52.0737453, 7.0067778 52.0739464, 7.006659 52.0741118, 7.0065626 52.0742461, 7.0064384 52.074419, 7.0064187 52.0744437, 7.0063283 52.0745723, 7.0062202 52.0747228, 7.0061584 52.0748089, 7.006142 52.0748273)",,,,
8076053,False,,Coesfelder Straße,residential,30,False,81.042,"LINESTRING (7.0071093 52.0732657, 7.0071818 52.0732039, 7.0072556 52.0730672, 7.0072776 52.0729849, 7.0073062 52.0728683, 7.0073236 52.0725612)",,,,
14444005,False,,Coesfelder Straße,residential,50,False,52.73,"LINESTRING (7.0073236 52.0725612, 7.007383 52.0720884)",,,,
