osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,access,width
23796202,Schulstraße,unclassified,False,False,23.491999999999997,"LINESTRING (8.610556 52.4326133, 8.6106115 52.4326593, 8.6106634 52.4327029, 8.6107026 52.4328003)",,,,,,
374679415,Lemförder Straße,tertiary,True,False,33.047000000000004,"LINESTRING (8.610556 52.4326133, 8.610648 52.43252, 8.6106985 52.4324317, 8.6107357 52.4323709, 8.6107543 52.4323432)",1,K 58,50,,,
1168488774,Lemförder Straße,tertiary,False,True,70.089,"LINESTRING (8.610556 52.4326133, 8.6104468 52.4326546, 8.6103208 52.4326927, 8.6098286 52.4327624, 8.6096798 52.4328036, 8.6096009 52.4328369)",2,K 58,50,,,
374679416,Lemförder Straße,tertiary,True,False,36.59,"LINESTRING (8.6108463 52.4323553, 8.6108288 52.4323844, 8.6108035 52.4324558, 8.610706 52.4325578, 8.610556 52.4326133)",1,K 58,50,,,
1169287157,,tertiary,True,False,6.447,"LINESTRING (8.6108463 52.4323553, 8.6107989 52.4323533, 8.6107543 52.4323432)",1,,30,roundabout,,
1169288577,,tertiary,True,False,12.192,"LINESTRING (8.6107028 52.4321894, 8.6107353 52.4321705, 8.6107748 52.4321574, 8.6108186 52.4321513, 8.6108636 52.4321524)",1,,30,roundabout,,
1169287159,,tertiary,True,False,13.512,"LINESTRING (8.6109518 52.4321787, 8.6109842 52.4322074, 8.6109992 52.4322348, 8.6110011 52.4322637, 8.6109896 52.4322917)",1,,30,roundabout,,
"[74003586, 23796204]",Steinstraße,"['unclassified', 'tertiary']",False,False,150.218,"LINESTRING (8.6109896 52.4322917, 8.611034 52.4323026, 8.6111127 52.4323277, 8.6111444 52.4323391, 8.6114073 52.4324184, 8.6118173 52.432512, 8.6123432 52.4326359, 8.6124648 52.4326671, 8.6130358 52.4328071)",,,30,,yes,
1168488775,,tertiary,True,False,12.59,"LINESTRING (8.6109896 52.4322917, 8.6109562 52.4323235, 8.6109061 52.4323457, 8.6108463 52.4323553)",1,,30,roundabout,,
23796205,Lange Straße,unclassified,False,False,61.944,"LINESTRING (8.6130358 52.4328071, 8.613028 52.4328484, 8.612976 52.4331236, 8.6129975 52.4332656, 8.6130276 52.4333597)",,,,,yes,
74003586,Steinstraße,unclassified,False,False,43.331999999999994,"LINESTRING (8.6130358 52.4328071, 8.6132689 52.4328125, 8.6134791 52.4328079, 8.6136745 52.432803)",,,30,,yes,
"[74003586, 23796204]",Steinstraße,"['unclassified', 'tertiary']",False,True,150.218,"LINESTRING (8.6130358 52.4328071, 8.6124648 52.4326671, 8.6123432 52.4326359, 8.6118173 52.432512, 8.6114073 52.4324184, 8.6111444 52.4323391, 8.6111127 52.4323277, 8.611034 52.4323026, 8.6109896 52.4322917)",,,30,,yes,
"[74003586, 23796206]","['Steinstraße', 'Gerichtsstraße']",unclassified,False,True,112.91799999999999,"LINESTRING (8.6151185 52.4323788, 8.6148817 52.4323735, 8.6147489 52.4323928, 8.6147122 52.4323982, 8.614492 52.4324572, 8.6140128 52.4327276, 8.6138176 52.4327782, 8.6136745 52.432803)",,,30,,yes,
40430289,Katzengasse,residential,False,True,10.986999999999998,"LINESTRING (8.6151185 52.4323788, 8.6151229 52.4323587, 8.6151392 52.4322808)",,,,,,
1168488776,Gerichtsstraße,unclassified,False,False,102.994,"LINESTRING (8.6151185 52.4323788, 8.615329 52.4324084, 8.6154982 52.4324374, 8.6163413 52.4325743, 8.6164621 52.4325841, 8.6165308 52.4325839, 8.6165951 52.4325824)",,,30,,,
72347673,Weher Straße,unclassified,False,True,19.214,"LINESTRING (8.6165951 52.4325824, 8.6165964 52.4326353, 8.6166339 52.4326831, 8.6167015 52.4327358)",,,30,,,
1168488053,Marktstraße,tertiary,False,False,45.713,"LINESTRING (8.6165951 52.4325824, 8.6166218 52.4325331, 8.6166651 52.4324824, 8.6169354 52.4322293)",,,30,,,
1168488776,Gerichtsstraße,unclassified,False,True,102.994,"LINESTRING (8.6165951 52.4325824, 8.6165308 52.4325839, 8.6164621 52.4325841, 8.6163413 52.4325743, 8.6154982 52.4324374, 8.615329 52.4324084, 8.6151185 52.4323788)",,,30,,,
42494685,Lange Straße,unclassified,False,True,112.8,"LINESTRING (8.6106072 52.4368128, 8.6106324 52.4367127, 8.6107388 52.4365347, 8.6110091 52.4362123, 8.6112791 52.4358903)",,,,,,
42494686,Bremer Straße,residential,False,False,88.545,"LINESTRING (8.6106072 52.4368128, 8.6106835 52.4368709, 8.6107694 52.4369122, 8.6108409 52.4369342, 8.610901 52.4369583, 8.6109636 52.4369834, 8.6112297 52.4370903, 8.6116557 52.4372816)",,,,,,
24492989,Weher Straße,unclassified,True,False,25.528,"LINESTRING (8.6231326 52.4353672, 8.6230283 52.4353428, 8.6227832 52.4352816)",,,50,,,
1217570156,,tertiary,True,False,12.256,"LINESTRING (8.6231326 52.4353672, 8.623122 52.4353462, 8.6231191 52.4353242, 8.6231241 52.4353023, 8.6231368 52.4352817, 8.6231565 52.4352632)",1,,50,roundabout,,50
1168488056,,tertiary,True,False,5.7219999999999995,"LINESTRING (8.623184 52.4354074, 8.6231632 52.4353958, 8.6231459 52.4353823, 8.6231326 52.4353672)",1,,50,roundabout,,50
159361744,Weher Straße,unclassified,True,False,25.621,"LINESTRING (8.6227832 52.4352816, 8.6230378 52.4352836, 8.6231565 52.4352632)",,,50,,,
871703165,Weher Straße,unclassified,False,False,190.115,"LINESTRING (8.6227832 52.4352816, 8.622533 52.4352622, 8.621163 52.4351442, 8.6200066 52.4350415)",,,50,,,
31474566,Nachtigallenweg,residential,False,True,129.698,"LINESTRING (8.6178162 52.4345719, 8.617719 52.4345986, 8.6176428 52.4345954, 8.6169204 52.4345413, 8.6161217 52.4345002, 8.6160263 52.434485, 8.6159505 52.4344432)",,,30,,,4
42494694,Weher Straße,unclassified,False,False,114.51700000000001,"LINESTRING (8.6178162 52.4345719, 8.617744 52.4345, 8.6177186 52.4344425, 8.6177179 52.4343884, 8.6177142 52.4340793, 8.6177118 52.4338861, 8.6176902 52.433642, 8.6176706 52.4335855, 8.6176613 52.4335587)",,,30,,,
486581999,Weher Straße,unclassified,False,False,56.062999999999995,"LINESTRING (8.6178162 52.4345719, 8.6179425 52.4346331, 8.6185319 52.4348217)",,,30,,,
113728114,Feldstraße,unclassified,False,False,15.764999999999999,"LINESTRING (8.6115121 52.4307664, 8.6114443 52.4308333, 8.6113991 52.4308901)",,,30,,,
537720205,Flachsstraße,residential,False,True,83.666,"LINESTRING (8.6115121 52.4307664, 8.6116014 52.4307622, 8.6117693 52.4307579, 8.6119296 52.4307556, 8.6120952 52.4307489, 8.6122788 52.4307415, 8.6126603 52.4307222, 8.6127436 52.4307233)",,,,,,
113728086,Feldstraße,unclassified,False,False,117.40600000000002,"LINESTRING (8.6113991 52.4308901, 8.6113849 52.4309476, 8.6113922 52.4310455, 8.6113672 52.4311013, 8.6111384 52.4316135, 8.6111183 52.4316586, 8.6110004 52.4319129)",2,,30,,,
113728114,Feldstraße,unclassified,False,True,15.764999999999999,"LINESTRING (8.6113991 52.4308901, 8.6114443 52.4308333, 8.6115121 52.4307664)",,,30,,,
24386174,Gartenstraße,residential,False,True,120.49300000000001,"LINESTRING (8.6134516 52.43557, 8.6133675 52.4355472, 8.6133167 52.4355335, 8.6130805 52.4354461, 8.6128123 52.4353362, 8.6121478 52.4349093, 8.6121031 52.4348805)",,,,,,4
41573193,Gänsebrink,residential,False,False,62.30199999999999,"LINESTRING (8.6134516 52.43557, 8.6134088 52.4356356, 8.613409 52.4356671, 8.6133912 52.4357374, 8.6133701 52.4357823, 8.6133558 52.4358444, 8.6133405 52.4359808, 8.6133387 52.43604, 8.6133363 52.4361217)",,,,,,4
42494682,Gartenstraße,residential,False,False,193.174,"LINESTRING (8.6134516 52.43557, 8.6135111 52.4355167, 8.613538 52.4354926, 8.6135678 52.4354444, 8.6136488 52.4353598, 8.6137075 52.4353184, 8.6139165 52.4351025, 8.6140074 52.4350266, 8.6141314 52.4349794, 8.6145712 52.4349087, 8.6147189 52.4348809, 8.6148217 52.4348707, 8.6148814 52.4348592, 8.6149803 52.4348269, 8.6152341 52.4347593, 8.6154773 52.4346845, 8.6156656 52.4346254)",,,,,,4
24920698,Ringstraße,residential,False,True,20.778,"LINESTRING (8.6112791 52.4358903, 8.6113442 52.4359044, 8.6115679 52.4359529)",,,,,,4
42494685,Lange Straße,unclassified,False,False,112.80000000000001,"LINESTRING (8.6112791 52.4358903, 8.6110091 52.4362123, 8.6107388 52.4365347, 8.6106324 52.4367127, 8.6106072 52.4368128)",,,,,,
532920357,Lange Straße,unclassified,False,True,125.411,"LINESTRING (8.6112791 52.4358903, 8.6112991 52.4358658, 8.6116381 52.4354504, 8.611775 52.4352826, 8.6121031 52.4348805)",,,,,,
24920698,Ringstraße,residential,False,False,121.93,"LINESTRING (8.6133363 52.4361217, 8.6129759 52.4361107, 8.6124513 52.436091, 8.6122134 52.4360595, 8.6115679 52.4359529)",,,,,,4
41573193,Gänsebrink,residential,False,True,62.302,"LINESTRING (8.6133363 52.4361217, 8.6133387 52.43604, 8.6133405 52.4359808, 8.6133558 52.4358444, 8.6133701 52.4357823, 8.6133912 52.4357374, 8.613409 52.4356671, 8.6134088 52.4356356, 8.6134516 52.43557)",,,,,,4
42494683,Gänsebrink,residential,False,False,212.16199999999998,"LINESTRING (8.6133363 52.4361217, 8.6133544 52.4361695, 8.6133886 52.4362595, 8.6134464 52.4363637, 8.6135759 52.4364905, 8.6137505 52.436651, 8.6139361 52.4368217, 8.6140495 52.4369009, 8.6144448 52.4371769, 8.6148967 52.437457, 8.6149535 52.4375332, 8.6149934 52.4376474, 8.6150085 52.4376914)",,,,,,4
"[31474564, 50315117, 50315119]",Am Brullfeld,residential,False,False,360.619,"LINESTRING (8.6169859 52.4377563, 8.616986 52.4377232, 8.6169495 52.4375694, 8.616945 52.4375568, 8.6168304 52.4372352, 8.6167962 52.4371306, 8.6167709 52.4370534, 8.6167332 52.4369466, 8.6166652 52.4367542, 8.6164798 52.4362442, 8.6164435 52.4361392, 8.6163281 52.4358303, 8.6162786 52.4357107, 8.616228 52.4355679, 8.6161738 52.4354081, 8.6161534 52.4353648, 8.6161431 52.435347, 8.6157233 52.4347087, 8.6157097 52.4346881, 8.6156656 52.4346254)",,,,,,4
32875698,Nordweg,residential,False,False,436.0369999999999,"LINESTRING (8.6169859 52.4377563, 8.6171389 52.4377761, 8.6172063 52.4377848, 8.620923 52.437836, 8.6224131 52.4378492, 8.6226285 52.4378489, 8.6227849 52.437847, 8.6229989 52.4378179, 8.6231467 52.4377636, 8.6232342 52.4377166, 8.6233104 52.4376609)",,,50,,,5
698375182,Gänsebrink,residential,False,True,134.51500000000001,"LINESTRING (8.6169859 52.4377563, 8.6167816 52.4377447, 8.6155496 52.4376745, 8.6150085 52.4376914)",,,,,,
26315644,Flachsstraße,residential,False,False,137.266,"LINESTRING (8.6163836 52.430197, 8.6161582 52.4302318, 8.615936 52.4302834, 8.6156622 52.4303745, 8.6151956 52.4305637, 8.6148389 52.4306986, 8.6145869 52.430743)",,,,,,
26315644,Flachsstraße,residential,False,True,80.814,"LINESTRING (8.6163836 52.430197, 8.6169861 52.4301395, 8.6172271 52.430138, 8.6173902 52.4301591, 8.6174487 52.4301646, 8.6175639 52.4301657)",,,,,,
458361700,Rödenbecks Hof,residential,False,False,64.822,"LINESTRING (8.6163836 52.430197, 8.6163732 52.430165, 8.6163622 52.4301266, 8.6162934 52.429839, 8.6162412 52.4296206)",,,,,,
24383341,Mindener Straße,secondary,False,False,10.768,"LINESTRING (8.618566 52.4288183, 8.6184566 52.4288885)",2,L 765,50,,,
23796208,Marktstraße,tertiary,False,True,187.844,"LINESTRING (8.6175628 52.4303078, 8.6175567 52.4304222, 8.6175503 52.4305627, 8.6175322 52.4309588, 8.6175308 52.4309848, 8.617507 52.4313419, 8.6175017 52.4313757, 8.6174152 52.4316904, 8.6174027 52.4317058, 8.6172292 52.4319199, 8.6171907 52.431959)",,,30,,,
28819977,Wellerstraße,residential,False,False,68.682,"LINESTRING (8.6175628 52.4303078, 8.6176072 52.4303101, 8.6176455 52.4303121, 8.6177149 52.4303214, 8.6182962 52.4304665, 8.6185072 52.4305236)",,,30,,,
41310302,Marktstraße,tertiary,False,False,15.802999999999999,"LINESTRING (8.6175628 52.4303078, 8.6175649 52.430257, 8.6175639 52.4301657)",2,,30,,,
28819977,Wellerstraße,residential,False,False,58.675999999999995,"LINESTRING (8.6185072 52.4305236, 8.6185211 52.4305264, 8.6188885 52.4305991, 8.6190021 52.4306245, 8.619208 52.4306698, 8.6193199 52.4307033)",,,30,,,
28819977,Wellerstraße,residential,False,True,68.68199999999999,"LINESTRING (8.6185072 52.4305236, 8.6182962 52.4304665, 8.6177149 52.4303214, 8.6176455 52.4303121, 8.6176072 52.4303101, 8.6175628 52.4303078)",,,30,,,
"[39575905, 483519501, 28819981]","['Alter Markt', 'Prof.-Langhorst-Straße']",residential,False,False,200.126,"LINESTRING (8.6185072 52.4305236, 8.6184795 52.4305743, 8.6184656 52.4305998, 8.6184117 52.4307042, 8.618295 52.4309776, 8.6182745 52.4310976, 8.6183379 52.4311857, 8.6185119 52.4313261, 8.6185353 52.431345, 8.6186794 52.4314615, 8.6187635 52.4315494, 8.6191369 52.4320033, 8.6192018 52.4321537)",,,,,,
28819977,Wellerstraße,residential,False,True,283.89899999999994,"LINESTRING (8.6233029 52.4312292, 8.6231879 52.4312277, 8.6222346 52.4312156, 8.6220635 52.4312134, 8.6218707 52.4312109, 8.6214787 52.4312071, 8.6209674 52.431198, 8.6208109 52.4311834, 8.6207407 52.4311733, 8.6205703 52.4311385, 8.6203323 52.4310732, 8.6199818 52.430945, 8.6195505 52.4307875, 8.6193199 52.4307033)",,,30,,,
"[192562088, 193043115, 50315116]",Eisenbahnstraße,tertiary,False,True,211.706,"LINESTRING (8.6233029 52.4312292, 8.6231944 52.4323679, 8.6231208 52.4328719, 8.6231182 52.4328935, 8.6230944 52.4331287)",2,K 57,50,,,5
28819978,Neuer Markt,residential,False,False,177.807,"LINESTRING (8.620961 52.4298761, 8.6198791 52.4298585, 8.619753 52.4299021, 8.6196993 52.4299619, 8.6196898 52.4299797, 8.619652 52.4301956, 8.6194827 52.4304693, 8.6194571 52.4305107, 8.6193199 52.4307033)",,,,,,
28819979,Neuer Markt,residential,False,False,60.012,"LINESTRING (8.620961 52.4298761, 8.6210079 52.4299046, 8.6210179 52.4299284, 8.6210317 52.429961, 8.621018 52.4303679, 8.6210169 52.430402)",,,,,,
28819979,Neuer Markt,residential,False,True,55.826,"LINESTRING (8.620961 52.4298761, 8.6211919 52.4298582, 8.6214861 52.42986, 8.6217825 52.4298619)",,,,,,
