osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,junction,width,bridge,access
4425480,Schützenstraße,residential,30,False,True,57.15,,,"LINESTRING (6.9555847 50.6254611, 6.9555196 50.6249488)",,,,
160210421,Koblenzer Straße,secondary,50,False,False,102.83300000000001,2,L 158,"LINESTRING (6.9555847 50.6254611, 6.9549616 50.6255388, 6.9545702 50.6255876, 6.9542667 50.6256253, 6.9541543 50.6256395)",,,,
"[18661792, 967064795, 967064796]",Koblenzer Straße,secondary,50,False,True,24.308,2,L 158,"LINESTRING (6.9555847 50.6254611, 6.9557008 50.6254464, 6.9557514 50.6254396, 6.9558076 50.6254319, 6.9559219 50.6254161)",,,,
32635534,Vor dem Voigtstor,secondary,50,False,True,78.081,2,L 158,"LINESTRING (6.953067 50.6257708, 6.9533208 50.6257416, 6.9533731 50.6257356, 6.9537464 50.6256864, 6.9541543 50.6256395)",,,,
112354726,Gymnasiumstraße,secondary,50,False,True,57.036,2,L 113,"LINESTRING (6.953067 50.6257708, 6.9530841 50.6258379, 6.953181 50.6262786)",,,,
152578984,Vor dem Voigtstor,secondary,30,False,True,95.743,2,L 113,"LINESTRING (6.953067 50.6257708, 6.9526224 50.6258056, 6.9524656 50.6258027, 6.9523559 50.6258017, 6.9520336 50.6257818, 6.9517154 50.6257683)",,,,
4425592,Löherstraße,secondary,50,True,False,78.07300000000001,1,L 113,"LINESTRING (6.9517154 50.6257683, 6.9514221 50.6262403, 6.9512909 50.6264164)",,,,
152578984,Vor dem Voigtstor,secondary,30,False,False,95.743,2,L 113,"LINESTRING (6.9517154 50.6257683, 6.9520336 50.6257818, 6.9523559 50.6258017, 6.9524656 50.6258027, 6.9526224 50.6258056, 6.953067 50.6257708)",,,,
4396560,Martinstraße,secondary,50,False,False,23.962,3,L 113,"LINESTRING (6.9473107 50.6263574, 6.9472396 50.6263133, 6.9471821 50.6262775, 6.9470765 50.6262015)",,,,
4425589,Vor dem Dreeser Tor,secondary,50,False,False,24.378,3,,"LINESTRING (6.9473107 50.6263574, 6.9472231 50.6264092, 6.9471753 50.6264385, 6.9470594 50.6265079)",,,,
"[1242733074, 1242733205, 33180759]",Hauptstraße,secondary,50,True,False,15.815000000000001,1,L 113,"LINESTRING (6.9473107 50.6263574, 6.9473801 50.6263146, 6.9473805 50.6263144, 6.9474715 50.6262583)",,,,
"[1242733016, 45755704]",Grabenstraße,secondary,50,False,True,36.592,3,L 113,"LINESTRING (6.9473107 50.6263574, 6.9473931 50.6264158, 6.9474378 50.6264474, 6.9476558 50.6266031)",,,,
33180766,Vor dem Dreeser Tor,secondary,50,False,True,10.518,2,,"LINESTRING (6.9453755 50.6273949, 6.9454113 50.6273825, 6.9454987 50.6273419)",,,,
1103768075,Villeneuve-lez-Avignon-Kreisel,secondary,50,True,False,23.157,1,,"LINESTRING (6.9453755 50.6273949, 6.9453924 50.6274227, 6.9453954 50.6274523, 6.9453843 50.6274812, 6.94536 50.6275067, 6.9453248 50.6275264, 6.945282 50.6275385, 6.9452354 50.6275419)",roundabout,,,
4478497,Schweigelstraße,residential,30,False,True,117.12100000000001,2,,"LINESTRING (6.9500681 50.6272149, 6.9500785 50.6272588, 6.9500944 50.6273191, 6.9501936 50.6277356, 6.9501984 50.6277817, 6.9502977 50.6282579)",,,,
"[557312129, 557312130, 343934631, 22688045, 343927962]",Grabenstraße,secondary,50,False,False,191.058,"['4', '2', '3']",L 113,"LINESTRING (6.9500681 50.6272149, 6.9499237 50.6272257, 6.9497878 50.6272353, 6.9494933 50.6272221, 6.9489684 50.6271233, 6.9485805 50.6270446, 6.9484463 50.6270057, 6.9483161 50.6269716, 6.9481183 50.6269049, 6.9479668 50.6268116, 6.9477288 50.6266596, 6.9476558 50.6266031)",,,,
41727617,Schweigelstraße,residential,30,True,False,98.474,,,"LINESTRING (6.9500681 50.6272149, 6.949955 50.6266411, 6.9498839 50.6263371)",,,,
4832457,Gymnasiumstraße,secondary,50,False,False,150.888,,L 113,"LINESTRING (6.9540562 50.6284633, 6.9538174 50.6280529, 6.9533909 50.6271741)",,,,
5052696,Römerkanal,residential,50,False,False,64.88799999999999,,,"LINESTRING (6.9540562 50.6284633, 6.953934 50.6284622, 6.9536885 50.6284598, 6.9534431 50.6284709, 6.9532852 50.6285219, 6.9531879 50.6285756)",,,,
32635534,Vor dem Voigtstor,secondary,50,False,False,78.081,2,L 158,"LINESTRING (6.9541543 50.6256395, 6.9537464 50.6256864, 6.9533731 50.6257356, 6.9533208 50.6257416, 6.953067 50.6257708)",,,,
152288134,Ramershovener Straße,residential,30,False,False,144.28300000000002,2,,"LINESTRING (6.9541543 50.6256395, 6.9541735 50.6256929, 6.954562 50.6267717, 6.9546143 50.6269038)",,,,
160210421,Koblenzer Straße,secondary,50,False,True,102.833,2,L 158,"LINESTRING (6.9541543 50.6256395, 6.9542667 50.6256253, 6.9545702 50.6255876, 6.9549616 50.6255388, 6.9555847 50.6254611)",,,,
8406913,Römerkanal,residential,30,True,False,79.41900000000001,,,"LINESTRING (6.9551811 50.6284347, 6.9541379 50.6284641, 6.9540562 50.6284633)",,5.8,,
112173938,Römerkanal,residential,30,False,False,68.924,,,"LINESTRING (6.9551811 50.6284347, 6.9554187 50.6284362, 6.9558215 50.6284793, 6.9561525 50.6284829)",,,,
112482611,Ramershovener Straße,residential,30,False,True,174.86,2,,"LINESTRING (6.9551811 50.6284347, 6.9548231 50.6274679, 6.9546143 50.6269038)",,6.5,,
4417539,Neugartenstraße,residential,30,False,False,120.42500000000001,,,"LINESTRING (6.9508272 50.6221717, 6.9505898 50.6221376, 6.9505084 50.6221278, 6.9494887 50.6219925, 6.949328 50.6219773, 6.9491521 50.6219677)",,,,
112173937,Stadtpark,residential,30,False,False,94.824,,,"LINESTRING (6.9508272 50.6221717, 6.9508151 50.6222176, 6.9507975 50.6222836, 6.9507781 50.6223518, 6.9506885 50.6226813, 6.9506 50.6230122)",,,,
