osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,bridge,tunnel
637258381,Rappstraße,residential,30,False,True,49.249,"LINESTRING (9.0473453 48.5206556, 9.0473025 48.5210976)",,,,
460664873,Schleifmühleweg,residential,30,False,True,102.47399999999999,"LINESTRING (9.0473453 48.5206556, 9.0474095 48.5206573, 9.0474746 48.5206555, 9.0477602 48.5206497, 9.0479529 48.5206378, 9.0485873 48.5206052, 9.0486579 48.5206016, 9.048698 48.520603, 9.0487328 48.5206074)",,,,
"[1039299732, 214506324]",Gerstenmühlstraße,residential,30,False,False,106.358,"LINESTRING (9.0473453 48.5206556, 9.0473565 48.5206129, 9.047376 48.5205698, 9.0475688 48.5203078, 9.0475902 48.5202788, 9.0477473 48.5200654, 9.0478054 48.5200487, 9.0478702 48.5200493, 9.0479766 48.5200587, 9.0480333 48.5200589, 9.0482041 48.5200501)",,,,
30239515,Gmelinstraße,tertiary,30,False,True,81.566,"LINESTRING (9.0595273 48.5250059, 9.0591314 48.525162, 9.0586916 48.5253324, 9.0585717 48.5253767)",3,,,
153506411,Nauklerstraße,residential,30,True,False,102.76,"LINESTRING (9.0595273 48.5250059, 9.0598569 48.5253813, 9.0599775 48.5255187, 9.0600862 48.5256467, 9.0601491 48.5257146, 9.0602286 48.5258048)",1,,,
"[1033191298, 1195009396, 101934407]",Gmelinstraße,tertiary,30,False,False,69.215,"LINESTRING (9.0595273 48.5250059, 9.0598355 48.5248884, 9.0601641 48.5247603, 9.0602487 48.5247234, 9.0603324 48.5246852)",3,,,
637258381,Rappstraße,residential,30,False,False,49.249,"LINESTRING (9.0473025 48.5210976, 9.0473453 48.5206556)",,,,
637258381,Rappstraße,residential,30,False,True,67.58,"LINESTRING (9.0473025 48.5210976, 9.0472772 48.5213023, 9.047227 48.5217033)",,,,
"[4426852, 1207663324]",Sofienstraße,residential,30,False,False,101.74,"LINESTRING (9.0473025 48.5210976, 9.0478001 48.5211252, 9.0478695 48.521129, 9.0483476 48.5211565, 9.0484347 48.5211633, 9.0486762 48.52119)",,,,
1124305449,Belthlestraße,residential,30,False,False,61.945,"LINESTRING (9.0486762 48.52119, 9.0485771 48.5217432)",,5,,
