osmid,oneway,lanes,highway,maxspeed,reversed,length,name,geometry,width,bridge
27037767,False,,residential,30,True,90.426,Domstraße,"LINESTRING (13.375348 54.0950703, 13.3752944 54.0950908, 13.3748691 54.0950905, 13.3744862 54.0950902, 13.374017 54.0950896, 13.3739717 54.0950896)",,
28126806,False,,residential,,True,55.137,Rotgerberstraße,"LINESTRING (13.375348 54.0950703, 13.3752999 54.0955026, 13.3752929 54.0955651)",,
211435424,True,,residential,30,False,91.637,Domstraße,"LINESTRING (13.375348 54.0950703, 13.375423 54.0950632, 13.3758985 54.0950499, 13.3762494 54.0950393, 13.376751 54.095029)",5.5,
24455373,True,,residential,,False,91.42699999999999,Kapaunenstraße,"LINESTRING (13.3739717 54.0950896, 13.3739695 54.0951494, 13.3739472 54.0954506, 13.3739378 54.0955437, 13.373913 54.0958667, 13.3739099 54.095911)",,
27037767,False,,residential,30,False,90.426,Domstraße,"LINESTRING (13.3739717 54.0950896, 13.374017 54.0950896, 13.3744862 54.0950902, 13.3748691 54.0950905, 13.3752944 54.0950908, 13.375348 54.0950703)",,
24536055,False,,residential,50,True,75.027,An der Bleiche,"LINESTRING (13.3787374 54.0990673, 13.3785976 54.0990614, 13.3785418 54.0990592, 13.3784503 54.099054, 13.3782239 54.0990611, 13.3776158 54.0991702)",,
"[27501825, 27501738, 1195201781, 1255699919]",False,"['2', '3']",secondary,30,False,37.382,"['Stralsunder Straße', 'Hansering']","LINESTRING (13.3787374 54.0990673, 13.3787382 54.0990452, 13.3787389 54.099023, 13.3787487 54.0989079, 13.3787934 54.0988415, 13.3789082 54.0987606)",,yes
31716645,False,,residential,30,False,69.36,Brüggstraße,"LINESTRING (13.3834438 54.096036, 13.3833402 54.0954152)",,
24931852,False,1,residential,30,True,47.236,Brüggstraße,"LINESTRING (13.3834639 54.0961933, 13.3834847 54.0963238, 13.3835359 54.096616)",,
31716648,False,,residential,50,False,51.233,Kuhstraße,"LINESTRING (13.3847663 54.0961213, 13.3848008 54.0965816)",,
5733111,False,,residential,50,True,45.093,Kuhstraße,"LINESTRING (13.3847545 54.0959767, 13.3847265 54.0955715)",,
23803126,False,,residential,30,True,139.383,Fischstraße,"LINESTRING (13.3796515 54.0961264, 13.3797942 54.0973771)",,
1255675946,True,,residential,50,False,9.537,Friedrich-Loeffler-Straße,"LINESTRING (13.3878995 54.0970996, 13.3880381 54.097127)",,
"[30282736, 88657617, 31012728]",True,4,secondary,50,False,277.59299999999996,Hansering,"LINESTRING (13.3878995 54.0970996, 13.3877591 54.0963706, 13.3876501 54.0958938, 13.3875349 54.0954058, 13.3874669 54.0949889, 13.3874376 54.0948371, 13.3874326 54.0948054, 13.3874275 54.0947642, 13.3874098 54.0946202)",,
23803213,True,,residential,30,False,84.351,Roßmühlenstraße,"LINESTRING (13.3835994 54.0983766, 13.3848926 54.0983568)",,
"[5733109, 1157232806]",False,2,residential,30,False,67.374,Brüggstraße,"LINESTRING (13.3835994 54.0983766, 13.3836076 54.0984957, 13.3836234 54.0988907, 13.383624 54.0989142, 13.3836099 54.0989818)",,
5733109,False,2,residential,30,True,117.25399999999999,Brüggstraße,"LINESTRING (13.3835994 54.0983766, 13.3835819 54.0973744, 13.3835788 54.0973222)",,
25867491,False,,residential,50,True,18.634,Roßmühlenstraße,"LINESTRING (13.381439 54.0983946, 13.3811557 54.0983726)",4.4,
"[909522888, 909522889, 567800988]",True,,residential,30,False,140.985,Roßmühlenstraße,"LINESTRING (13.381439 54.0983946, 13.3823973 54.0984108, 13.3828291 54.0983995, 13.3835994 54.0983766)","['3.5', '3.6']",
25867491,False,,residential,50,False,18.634,Roßmühlenstraße,"LINESTRING (13.3811557 54.0983726, 13.381439 54.0983946)",4.4,
23803227,False,,residential,30,False,39.516,Johann-Sebastian-Bach-Straße,"LINESTRING (13.3811557 54.0983726, 13.3811712 54.0986445, 13.381173 54.0986666, 13.3811736 54.0987278)",6.2,
24931975,False,,residential,30,False,113.125,Johann-Sebastian-Bach-Straße,"LINESTRING (13.3811557 54.0983726, 13.381117 54.0977755, 13.3810542 54.0973573)",7.5,
"[25149553, 23803126]",False,,residential,30,False,194.731,"['Fischstraße', 'Roßmühlenstraße']","LINESTRING (13.3811557 54.0983726, 13.3804637 54.0983722, 13.3798687 54.0983724, 13.379854 54.0978936, 13.3797942 54.0973771)",,
568554218,False,,residential,30,False,147.091,Steinbeckerstraße,"LINESTRING (13.378408 54.0960781, 13.3784066 54.09612, 13.3785434 54.0973984)",,
568554439,False,,residential,30,False,46.766999999999996,Mühlenstraße,"LINESTRING (13.3853976 54.095718, 13.3851655 54.0956554, 13.3847265 54.0955715)",,
24455372,False,,residential,30,True,85.28,Roßmühlenstraße,"LINESTRING (13.3773616 54.0984483, 13.3774051 54.0984607, 13.3774556 54.0984632, 13.3775682 54.0984563, 13.3785961 54.0983934, 13.3786579 54.0983896)",,
24455376,True,,residential,30,False,117.35,Hunnenstraße,"LINESTRING (13.3773616 54.0984483, 13.3773327 54.0984316, 13.3773093 54.0984029, 13.3772705 54.0981865, 13.3772539 54.0980847, 13.377246 54.0980359, 13.3772076 54.0978005, 13.3771774 54.0974065)",,
24455372,False,,residential,30,False,85.28,Roßmühlenstraße,"LINESTRING (13.3786579 54.0983896, 13.3785961 54.0983934, 13.3775682 54.0984563, 13.3774556 54.0984632, 13.3774051 54.0984607, 13.3773616 54.0984483)",,
"[568554218, 27037810]",False,,residential,30,False,45.89500000000001,Steinbeckerstraße,"LINESTRING (13.3786579 54.0983896, 13.3786631 54.0984828, 13.3786781 54.0985375, 13.3787051 54.0985845, 13.3787439 54.0986298, 13.3787833 54.0986719, 13.3788176 54.098706, 13.3789082 54.0987606)",,
568554218,False,,residential,30,True,110.47399999999999,Steinbeckerstraße,"LINESTRING (13.3786579 54.0983896, 13.3786248 54.0980377, 13.3785434 54.0973984)",,
24838998,True,,residential,30,False,72.881,Markt,"LINESTRING (13.3819779 54.0954801, 13.3808679 54.0955567)",6.8,
568554439,False,,residential,30,True,89.22,Mühlenstraße,"LINESTRING (13.3819779 54.0954801, 13.3820872 54.0954718, 13.382591 54.0954333, 13.3828536 54.0954234, 13.3833402 54.0954152)",,
24796032,False,,residential,30,True,144.454,Weißgerberstraße,"LINESTRING (13.3759408 54.0961355, 13.3759419 54.0964201, 13.3759396 54.0969986, 13.3759379 54.0974346)",,
"[457740761, 457740762, 27013667]",False,4,secondary,"['50', '30']",False,82.756,Bahnhofstraße,"LINESTRING (13.3804193 54.0926634, 13.3801539 54.0926691, 13.3801115 54.09267, 13.379333 54.0927061, 13.3791535 54.0927145)",,
"[457740763, 457740764, 24778435]",False,"['4', '2']",secondary,50,True,175.654,Goethestraße,"LINESTRING (13.3804193 54.0926634, 13.3806529 54.092666, 13.3807067 54.0926666, 13.3809949 54.0926628, 13.3816255 54.0926558, 13.3819952 54.0926634, 13.38217 54.0926715, 13.3823143 54.0926873, 13.382461 54.0927134, 13.3825831 54.0927447, 13.3827053 54.092785, 13.3828121 54.0928231, 13.3829119 54.092872, 13.3829942 54.0929176)",,
"[24806464, 25969432, 987420643, 25969431]",False,3,residential,"['50', '30', '10']",False,146.129,Fleischerstraße,"LINESTRING (13.3804193 54.0926634, 13.3804525 54.0928366, 13.3804577 54.0928617, 13.3804981 54.0930567, 13.3805112 54.0931109, 13.3805313 54.0931949, 13.3805352 54.0932291, 13.3805428 54.0933612, 13.3805467 54.0934126, 13.380553 54.0934863, 13.3805579 54.0935287, 13.3805761 54.0936505, 13.3805864 54.0937159, 13.3805912 54.0937624, 13.3806097 54.093972)",,yes
609174453,True,1,secondary,30,False,88.562,Hansering,"LINESTRING (13.3798177 54.0987381, 13.3800414 54.0987202, 13.3801496 54.0987204, 13.3809366 54.0987212, 13.3811736 54.0987278)",5.7,
"[1193598897, 1240974594]",False,3,secondary,30,True,59.49300000000001,Hansering,"LINESTRING (13.3798177 54.0987381, 13.3794417 54.0987391, 13.379193 54.0987392, 13.3790697 54.0987431, 13.3789082 54.0987606)",,
1157232806,False,2,residential,30,True,6.722,Brüggstraße,"LINESTRING (13.3835937 54.0990415, 13.3836099 54.0989818)",,
"[1255639020, 1155622677]",True,"['2', '1']",secondary,30,False,160.71900000000002,Hansering,"LINESTRING (13.3835937 54.0990415, 13.3833695 54.0990036, 13.3824224 54.09887, 13.3822626 54.0988556, 13.3815818 54.0988168, 13.381172 54.0987934)",,
23803227,False,,residential,30,True,7.295,Johann-Sebastian-Bach-Straße,"LINESTRING (13.381172 54.0987934, 13.3811736 54.0987278)",6.2,
"[1255639019, 1195194863]",True,1,secondary,30,False,89.192,Hansering,"LINESTRING (13.381172 54.0987934, 13.380935 54.0987876, 13.3800373 54.0987837, 13.3798177 54.0987381)",5.6,
30282735,True,,secondary,50,False,9.036,Hansering,"LINESTRING (13.3879106 54.0971806, 13.3878995 54.0970996)",,
457737881,True,,residential,50,False,59.238,Friedrich-Loeffler-Straße,"LINESTRING (13.3879106 54.0971806, 13.3877631 54.0971874, 13.3871835 54.0972117, 13.3870052 54.0971999)",,
