osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width,bridge,tunnel,service
197922490,True,2,Theaterstraße,secondary,50,False,12.041,"LINESTRING (12.9192547 50.8359948, 12.919144 50.8359121)",,,,,
71888290,True,2,Hartmannstraße,secondary,50,False,25.469,"LINESTRING (12.9192547 50.8359948, 12.919189 50.8360595, 12.9190869 50.8361493, 12.9190482 50.836183)",,,,,
567190822,True,2,Annaberger Straße,primary,50,False,14.843,"LINESTRING (12.9198125 50.8300778, 12.9197718 50.8301033, 12.9197081 50.8301245, 12.9196456 50.8301394, 12.9196308 50.8301416)",B 95,,,,
"[350045061, 268619174, 436625673, 567190826, 354385483, 1126571180, 210444495, 223025431, 607935167]",True,"['4', '3']",Bahnhofstraße,primary,"['50', '40']",False,409.3179999999999,"LINESTRING (12.9198125 50.8300778, 12.9204491 50.8302981, 12.9210621 50.8304928, 12.9215969 50.8307004, 12.9219175 50.8308547, 12.9219974 50.8308932, 12.9221681 50.8309912, 12.9222082 50.8310158, 12.9222546 50.8310395, 12.9223073 50.8310664, 12.9228365 50.8313497, 12.9229446 50.8314076, 12.9234821 50.8316942, 12.9238254 50.8318912, 12.9240219 50.8320196, 12.9242321 50.8321453, 12.9242787 50.8321733, 12.9243152 50.8321951, 12.9244466 50.832274)",B 173;B 169,,,,
"[307006069, 1126571182]",True,"['3', '1']",Annaberger Straße,primary,50,False,129.201,"LINESTRING (12.9207995 50.8282101, 12.9207763 50.8282638, 12.9206893 50.8284629, 12.9205232 50.8288528, 12.9204809 50.8289908, 12.9204106 50.8292139, 12.9203989 50.8292438, 12.9203516 50.8293362)",B 95,,,,
307006078,True,1,Annenstraße,tertiary,50,False,81.83,"LINESTRING (12.9207995 50.8282101, 12.9209052 50.8282202, 12.9209824 50.8282416, 12.9210696 50.8282655, 12.9218755 50.8284869)",,,,,
268619173,True,3,Bahnhofstraße,primary,50,False,21.259,"LINESTRING (12.9244466 50.832274, 12.9246556 50.8324123)",B 173;B 169,,,,
739923693,False,1,Bahnhofstraße,primary,50,True,14.71,"LINESTRING (12.9244466 50.832274, 12.9244837 50.8324042)",B 174,,,,
"[271093136, 271093137, 28057386]",True,1,Zschopauer Straße,primary,50,False,131.44,"LINESTRING (12.9244466 50.832274, 12.9245138 50.8322179, 12.9245551 50.8321859, 12.9245723 50.8321719, 12.9246024 50.832145, 12.9247046 50.8320578, 12.9249018 50.8318483, 12.9251105 50.8315736, 12.9251978 50.8314406, 12.9252501 50.8313608, 12.9254035 50.8312704)",B 174,,,,
"[268619179, 15934668]",True,"['4', '2']",Zschopauer Straße,primary,50,False,138.047,"LINESTRING (12.9254035 50.8312704, 12.9253746 50.831403, 12.9253463 50.8314494, 12.9252724 50.831566, 12.925137 50.8317697, 12.9251124 50.8318029, 12.924945 50.8320163, 12.9248636 50.8321115, 12.9248064 50.8321846, 12.9247633 50.8322528, 12.9247366 50.8322917, 12.9246556 50.8324123)",B 174,,,,
136570516,False,,Moritzstraße,residential,50,True,112.19,"LINESTRING (12.9254035 50.8312704, 12.9252835 50.8312343, 12.9251528 50.8311915, 12.925096 50.8311703, 12.9249319 50.8311082, 12.9240277 50.8307588)",,9.4,,,
117849712,True,2,Straße der Nationen,secondary,50,False,13.946,"LINESTRING (12.9238027 50.8352435, 12.9236854 50.8351423)",,,,,
31014644,True,,Straße der Nationen,unclassified,,False,193.13099999999997,"LINESTRING (12.9236854 50.8351423, 12.9236268 50.8350893, 12.923475 50.8349685, 12.9227929 50.8343994, 12.9225078 50.8341594, 12.9223809 50.834007, 12.92232 50.8339425, 12.9222173 50.8338339, 12.9221823 50.8337957, 12.9221115 50.8337219)",,,,,
"[136509385, 477445675, 567190817]",True,3,Brückenstraße,secondary,50,False,16.503999999999998,"LINESTRING (12.9236854 50.8351423, 12.9237719 50.8350978, 12.923811 50.8350792, 12.923872 50.8350522)",,,,,
91679385,True,4,Bahnhofstraße,primary,50,False,18.707,"LINESTRING (12.9195746 50.8300022, 12.9196285 50.830018, 12.9196603 50.8300282, 12.9196777 50.8300338, 12.9197176 50.8300466, 12.9198125 50.8300778)",B 173;B 169,,,,
741671009,True,3,Annaberger Straße,primary,50,False,89.35799999999999,"LINESTRING (12.9195746 50.8300022, 12.9195819 50.8299623, 12.9196004 50.8299124, 12.9196509 50.8298386, 12.9199727 50.8293754, 12.9199994 50.8293381, 12.9200519 50.8292598)",B 95,,,,
38829409,True,2,Bahnhofstraße,primary,50,False,25.392,"LINESTRING (12.9245234 50.8325264, 12.9242874 50.8323534)",B 173;B 169,,,,
736572599,False,1,Bahnhofstraße,primary,50,False,13.871,"LINESTRING (12.9245234 50.8325264, 12.9244837 50.8324042)",B 174,,,,
"[1053400410, 739919692, 76908980, 4760519]",False,"['2', '1']","['Johannisstraße', 'Johannisplatz']",residential,50,False,93.73,"LINESTRING (12.9245234 50.8325264, 12.9244863 50.8325462, 12.9243881 50.8325985, 12.9243585 50.8326144, 12.9242744 50.832666, 12.9242421 50.8326884, 12.9238252 50.8329716, 12.9235948 50.8331306)",,5.5,,,
"[1126571184, 3998194]",False,"['2', '3']",Moritzstraße,residential,50,False,34.037,"LINESTRING (12.9203516 50.8293362, 12.9204552 50.8293806, 12.9204987 50.8293989, 12.9206004 50.8294389, 12.9207594 50.8295015)",,,,,
"[1126571181, 223025430]",True,"['2', '3']",Annaberger Straße,primary,50,False,90.82399999999998,"LINESTRING (12.9203516 50.8293362, 12.9203019 50.8294088, 12.9202272 50.8295178, 12.9200364 50.8297927, 12.9199204 50.829954, 12.9198868 50.829999, 12.9198581 50.8300346, 12.9198125 50.8300778)",B 95,,,,
1126571183,False,2,Moritzstraße,residential,50,True,22.753,"LINESTRING (12.9203516 50.8293362, 12.9202227 50.8292959, 12.9201839 50.829287, 12.9200519 50.8292598)",,,,,
16117870,True,2,Hartmannstraße,secondary,50,False,19.293,"LINESTRING (12.9194029 50.8358487, 12.9192547 50.8359948)",,,,,
"[1073507457, 38829413]",True,3,Theaterstraße,secondary,50,False,110.88,"LINESTRING (12.9194029 50.8358487, 12.9196138 50.8360418, 12.9197972 50.8362041, 12.9198381 50.8362403, 12.9198573 50.8362557, 12.9203124 50.8366184, 12.9203469 50.8366475)",,,,,
4730391,False,,An der Markthalle,residential,30,False,30.246000000000002,"LINESTRING (12.9159258 50.8341618, 12.915785 50.8342259, 12.9157367 50.834246, 12.915692 50.8342712, 12.9156648 50.8342914, 12.9156427 50.8343176, 12.9156337 50.8343489)",,,,,
210444499,True,2,Theaterstraße,secondary,50,False,40.804,"LINESTRING (12.9159258 50.8341618, 12.9158917 50.8341298, 12.9158617 50.8340949, 12.9158272 50.8340503, 12.9158026 50.834004, 12.9157846 50.8339699, 12.9157136 50.8338223)",,,,,
"[23604024, 307290818, 27436651]",False,,Bierbrücke,residential,30,False,67.147,"LINESTRING (12.9146903 50.8344429, 12.9147738 50.834433, 12.9151573 50.834409, 12.9153299 50.8343872, 12.9156337 50.8343489)",,5.5,yes,,
"[181220608, 181220609, 181220610]",False,2,Fabrikstraße,residential,30,"[False, True]",196.664,"LINESTRING (12.9146903 50.8344429, 12.914629 50.8339812, 12.9146211 50.8339219, 12.9146126 50.8338578, 12.9144342 50.8326817)",,,,,
"[181220608, 181220609, 181220610]",False,2,Fabrikstraße,residential,30,"[False, True]",196.664,"LINESTRING (12.9144342 50.8326817, 12.9146126 50.8338578, 12.9146211 50.8339219, 12.914629 50.8339812, 12.9146903 50.8344429)",,,,,
4730391,False,,An der Markthalle,residential,30,False,224.647,"LINESTRING (12.9156337 50.8343489, 12.9159356 50.8351738, 12.9160469 50.8354768, 12.9160762 50.8355641, 12.9160962 50.8356238, 12.9161137 50.8356761, 12.9162071 50.8359545, 12.9162179 50.8359867, 12.9163178 50.8362555, 12.9163404 50.8363192)",,,,,
4730391,False,,An der Markthalle,residential,30,True,30.246,"LINESTRING (12.9156337 50.8343489, 12.9156427 50.8343176, 12.9156648 50.8342914, 12.915692 50.8342712, 12.9157367 50.834246, 12.915785 50.8342259, 12.9159258 50.8341618)",,,,,
"[23604024, 307290818, 27436651]",False,,Bierbrücke,residential,30,True,67.147,"LINESTRING (12.9156337 50.8343489, 12.9153299 50.8343872, 12.9151573 50.834409, 12.9147738 50.834433, 12.9146903 50.8344429)",,5.5,yes,,
"[289992246, 1074418738, 136509390]",True,"['2', '3']",Theaterstraße,secondary,50,False,126.53599999999999,"LINESTRING (12.9157136 50.8338223, 12.9156453 50.8336874, 12.9155801 50.8335564, 12.9155411 50.8334729, 12.9154501 50.8332741, 12.9154164 50.8331845, 12.9153793 50.8330579, 12.9153526 50.8328754, 12.9153513 50.8327145)",,,,,
