osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes
23510168,RH 40,Stettener Straße,tertiary,50,False,False,15.524,"LINESTRING (11.2213166 49.0881119, 11.2212756 49.0882489)",,
26700802,St 2227,Münchener Straße,secondary,50,False,False,79.00399999999999,"LINESTRING (11.2213166 49.0881119, 11.2220042 49.0882251, 11.2222241 49.0882386, 11.222379 49.0882343)",,
"[1110872240, 242056915]",St 2227,Marktplatz,secondary,50,False,True,68.143,"LINESTRING (11.2213166 49.0881119, 11.2207979 49.0879781, 11.2204459 49.0878874)",,
23326878,,Eckmannshofener Straße,residential,30,False,False,51.741,"LINESTRING (11.2232069 49.0901389, 11.2233495 49.0901531, 11.2235587 49.0901561, 11.2239056 49.0901007)",,
"[184498605, 30405077, 30405079]",RH 40,Stettener Straße,tertiary,50,False,True,38.975,"LINESTRING (11.2232069 49.0901389, 11.2232104 49.0901064, 11.2232006 49.0900721, 11.2231193 49.0898346, 11.2231069 49.0897958)",yes,
"[184498596, 184498599]",RH 40,Stettener Straße,tertiary,"['50', '30']",False,True,109.959,"LINESTRING (11.2232069 49.0901389, 11.2231494 49.0902015, 11.2228879 49.0903668, 11.2221675 49.0908535)",,
43482818,St 2225,Hauptstraße,secondary,50,False,False,261.063,"LINESTRING (11.2148098 49.0857908, 11.2153082 49.0860108, 11.2154125 49.0860513, 11.2157716 49.0861881, 11.2158248 49.0862084, 11.2160682 49.0863303, 11.2166346 49.0867451, 11.216819 49.0868446, 11.2176416 49.087206)",,
184675061,,Leitenweg,residential,,False,True,227.52199999999996,"LINESTRING (11.2148098 49.0857908, 11.2147867 49.0856906, 11.2147497 49.0855296, 11.2143449 49.0849624, 11.2141589 49.0847843, 11.2138725 49.0845885, 11.2134967 49.0844071, 11.2133709 49.0843463, 11.2132838 49.0842258, 11.2131284 49.084149)",,
"[77895489, 531032478]",St 2225,Hauptstraße,secondary,50,False,True,138.614,"LINESTRING (11.2148098 49.0857908, 11.214532 49.0857079, 11.2142785 49.0856568, 11.2140132 49.085569, 11.2135836 49.0853266, 11.2132565 49.0851421, 11.2132286 49.0851263)",,
23510167,,Merleinsgasse,residential,50,False,False,51.842,"LINESTRING (11.2181782 49.0874388, 11.2184149 49.0869991)",,
43482818,St 2225,Hauptstraße,secondary,50,False,True,46.873,"LINESTRING (11.2181782 49.0874388, 11.2176416 49.087206)",,
27386161,St 2227,Hauptstraße,secondary,50,False,False,50.967000000000006,"LINESTRING (11.2181782 49.0874388, 11.2183273 49.0874758, 11.2187856 49.0875897, 11.2188341 49.0875983)",,
28344033,St 2225,Nürnberger Straße,secondary,50,False,False,22.823999999999998,"LINESTRING (11.2181782 49.0874388, 11.2181139 49.0875274, 11.2180437 49.0876242)",,
741977544,St 2227,Marktplatz,secondary,50,False,False,26.245,"LINESTRING (11.220107 49.0878071, 11.2204459 49.0878874)",,
"[68247726, 184675062]",St 2227,"['Hauptstraße', 'Marktplatz']",secondary,50,False,True,63.765,"LINESTRING (11.220107 49.0878071, 11.2199701 49.0877757, 11.2197181 49.0877179, 11.2194889 49.087677, 11.2192678 49.0876463)",,
"[184818177, 741977543]",,"['Marktplatz', 'Schulgasse']",living_street,,False,"[False, True]",114.709,"LINESTRING (11.220107 49.0878071, 11.2200675 49.0878568, 11.2200107 49.0879283, 11.2197684 49.0879846, 11.2197074 49.0879988, 11.2195039 49.087973, 11.2190539 49.0880223, 11.2189712 49.087971, 11.2187906 49.0879074, 11.2187293 49.0879002)",,1
"[184498605, 68247719]",RH 40,Stettener Straße,tertiary,50,False,False,191.68200000000002,"LINESTRING (11.2214282 49.0886267, 11.2214831 49.0886482, 11.2215857 49.0886711, 11.2220825 49.0887772, 11.2222233 49.0888147, 11.2223929 49.0889023, 11.2225793 49.0890259, 11.2227927 49.0892209, 11.2229098 49.0893591, 11.2230391 49.0896015, 11.2231069 49.0897958)",,
122029591,,Staufer Weg,residential,,False,False,97.645,"LINESTRING (11.2214282 49.0886267, 11.2213866 49.0887055, 11.2210872 49.0892621, 11.2209696 49.0894517)",,
264614110,RH 40,Stettener Straße,tertiary,50,False,True,44.841,"LINESTRING (11.2214282 49.0886267, 11.2213651 49.0885861, 11.2213264 49.0885364, 11.2212989 49.0884171, 11.2212756 49.0882489)",,
"[242056916, 27386148, 27386237]",,Ringstraße,residential,,False,False,343.837,"LINESTRING (11.2192678 49.0876463, 11.219248 49.0875852, 11.2190137 49.0872812, 11.2189271 49.0871956, 11.2189886 49.0871552, 11.2190556 49.0871112, 11.2192818 49.087058, 11.2194206 49.0870548, 11.2195868 49.0870961, 11.2198576 49.0871815, 11.22028 49.0872386, 11.2210483 49.0873278, 11.221513 49.0873777, 11.2219109 49.087413, 11.2227289 49.0874875)",,
27386161,St 2227,Hauptstraße,secondary,50,False,True,32.03,"LINESTRING (11.2192678 49.0876463, 11.2190889 49.0876263, 11.2188341 49.0875983)",,
"[184675062, 68247726]",St 2227,"['Hauptstraße', 'Marktplatz']",secondary,50,False,False,63.765,"LINESTRING (11.2192678 49.0876463, 11.2194889 49.087677, 11.2197181 49.0877179, 11.2199701 49.0877757, 11.220107 49.0878071)",,
23510167,,Merleinsgasse,residential,50,False,True,51.842,"LINESTRING (11.2184149 49.0869991, 11.2181782 49.0874388)",,
68247710,,Ringstraße,residential,,False,False,72.326,"LINESTRING (11.2184149 49.0869991, 11.2178742 49.0869894, 11.2177522 49.0870035, 11.2176416 49.087206)",,
"[68247713, 403091595, 184675069]",,"['Merleinsgasse', 'An der Leiten']",residential,"['50', '30']",False,False,306.55099999999993,"LINESTRING (11.2184149 49.0869991, 11.2184493 49.0869271, 11.2184218 49.0866868, 11.2183111 49.0860287, 11.2181514 49.0856489, 11.2179544 49.0852135, 11.2179294 49.0851787, 11.2178731 49.0851586, 11.2178225 49.0851448, 11.2177341 49.0851423, 11.21721 49.0851822, 11.2170499 49.0851868, 11.2169082 49.0850911, 11.2168286 49.084927)",,
43482818,St 2225,Hauptstraße,secondary,50,False,False,46.873,"LINESTRING (11.2176416 49.087206, 11.2181782 49.0874388)",,
43482818,St 2225,Hauptstraße,secondary,50,False,True,261.063,"LINESTRING (11.2176416 49.087206, 11.216819 49.0868446, 11.2166346 49.0867451, 11.2160682 49.0863303, 11.2158248 49.0862084, 11.2157716 49.0861881, 11.2154125 49.0860513, 11.2153082 49.0860108, 11.2148098 49.0857908)",,
68247710,,Ringstraße,residential,,False,True,72.326,"LINESTRING (11.2176416 49.087206, 11.2177522 49.0870035, 11.2178742 49.0869894, 11.2184149 49.0869991)",,
26700802,St 2227,Münchener Straße,secondary,50,False,True,79.004,"LINESTRING (11.222379 49.0882343, 11.2222241 49.0882386, 11.2220042 49.0882251, 11.2213166 49.0881119)",,
77895506,St 2227,Münchener Straße,secondary,50,False,False,25.933,"LINESTRING (11.222379 49.0882343, 11.2225198 49.0882181, 11.2227227 49.0881753)",,
"[242056916, 27386237, 27386148]",,Ringstraße,residential,,False,True,343.83700000000005,"LINESTRING (11.2227289 49.0874875, 11.2219109 49.087413, 11.221513 49.0873777, 11.2210483 49.0873278, 11.22028 49.0872386, 11.2198576 49.0871815, 11.2195868 49.0870961, 11.2194206 49.0870548, 11.2192818 49.087058, 11.2190556 49.0871112, 11.2189886 49.0871552, 11.2189271 49.0871956, 11.2190137 49.0872812, 11.219248 49.0875852, 11.2192678 49.0876463)",,
"[122041564, 1085350052]",,Lindenstraße,residential,,False,True,76.484,"LINESTRING (11.2227289 49.0874875, 11.2227283 49.0877098, 11.2227218 49.0879649, 11.2227219 49.0879994, 11.2227227 49.0881753)",,
"[1085350053, 1085349983]",,Lindenstraße,residential,,False,False,163.728,"LINESTRING (11.2227289 49.0874875, 11.2227413 49.0870941, 11.2227287 49.0866084, 11.2227245 49.0864449, 11.2226761 49.0860164)",,
"[77895489, 531032478]",St 2225,Hauptstraße,secondary,50,False,False,138.614,"LINESTRING (11.2132286 49.0851263, 11.2132565 49.0851421, 11.2135836 49.0853266, 11.2140132 49.085569, 11.2142785 49.0856568, 11.214532 49.0857079, 11.2148098 49.0857908)",,
242060186,St 2225,Weißenburger Straße,secondary,50,False,True,118.32000000000001,"LINESTRING (11.2132286 49.0851263, 11.2130836 49.0850238, 11.2129978 49.0849355, 11.2129315 49.0848439, 11.2129047 49.0847446, 11.2129057 49.0846925, 11.2129446 49.0845777, 11.2129665 49.0845378, 11.2131021 49.0842916, 11.2131214 49.0841868, 11.2131284 49.084149)",,
157209500,,Ziegelweg,residential,,False,True,57.772,"LINESTRING (11.2134424 49.0892816, 11.21411 49.0893546, 11.2142224 49.0893345)",,
27585157,,Landeckstraße,residential,30,False,False,97.005,"LINESTRING (11.2221675 49.0908535, 11.2222871 49.0910717, 11.2223806 49.0913559, 11.2224849 49.091699)",,
"[184498596, 184498599]",RH 40,Stettener Straße,tertiary,"['50', '30']",False,False,109.95900000000002,"LINESTRING (11.2221675 49.0908535, 11.2228879 49.0903668, 11.2231494 49.0902015, 11.2232069 49.0901389)",,
"[184498530, 184498534]",,Eckmannshofener Straße,residential,30,False,True,232.96900000000002,"LINESTRING (11.226579 49.088981, 11.2261563 49.0891386, 11.2250545 49.0895048, 11.2249037 49.0895572, 11.2245002 49.0897296, 11.2242052 49.0898836, 11.2239979 49.0900223, 11.2239056 49.0901007)",,
27585157,,Landeckstraße,residential,30,False,True,97.005,"LINESTRING (11.2224849 49.091699, 11.2223806 49.0913559, 11.2222871 49.0910717, 11.2221675 49.0908535)",,
32057846,,Sonnenstraße,residential,30,False,True,307.81300000000005,"LINESTRING (11.2224849 49.091699, 11.2225874 49.0916905, 11.2228567 49.0917283, 11.2230112 49.0917259, 11.2231994 49.0916868, 11.2241002 49.0914004, 11.2250148 49.0910766, 11.2256343 49.0908579, 11.2257565 49.0908123, 11.2262939 49.0906219)",,
"[1085350053, 1085349983]",,Lindenstraße,residential,,False,True,163.728,"LINESTRING (11.2226761 49.0860164, 11.2227245 49.0864449, 11.2227287 49.0866084, 11.2227413 49.0870941, 11.2227289 49.0874875)",,
32057846,,Sonnenstraße,residential,30,False,False,307.81300000000005,"LINESTRING (11.2262939 49.0906219, 11.2257565 49.0908123, 11.2256343 49.0908579, 11.2250148 49.0910766, 11.2241002 49.0914004, 11.2231994 49.0916868, 11.2230112 49.0917259, 11.2228567 49.0917283, 11.2225874 49.0916905, 11.2224849 49.091699)",,
32057855,,Eichenweg,residential,30,False,True,32.135000000000005,"LINESTRING (11.2262939 49.0906219, 11.2261988 49.0904186, 11.2262142 49.0903429)",,
32057855,,Eichenweg,residential,30,False,False,32.135000000000005,"LINESTRING (11.2262142 49.0903429, 11.2261988 49.0904186, 11.2262939 49.0906219)",,
"[184498528, 43482346, 264614109]",,Buchenweg,residential,30,False,True,170.265,"LINESTRING (11.2262142 49.0903429, 11.2253111 49.0902424, 11.2246006 49.0901652, 11.224191 49.0901261, 11.2239056 49.0901007)",,
184498517,,Auer Weg,residential,50,False,False,17.233,"LINESTRING (11.2244943 49.0882937, 11.2242867 49.0882193)",,
122041550,,An der Thalach,residential,,False,True,214.80700000000002,"LINESTRING (11.2244943 49.0882937, 11.2245253 49.0886248, 11.2245289 49.0887834, 11.2245147 49.0889269, 11.2244804 49.0890123, 11.2244215 49.089103, 11.2243011 49.089194, 11.223556 49.0895173, 11.2231069 49.0897958)",,
"[122041553, 184498517]",,Auer Weg,residential,50,False,True,64.561,"LINESTRING (11.2244943 49.0882937, 11.2245707 49.0882931, 11.2248207 49.0882325, 11.2250087 49.0882059, 11.225349 49.0881489)",,
43558667,,Friedhofweg,residential,,False,False,34.637,"LINESTRING (11.2233005 49.0885047, 11.2233175 49.088816)",,
"[184498583, 37232287]",,"['Auer Weg', 'Münchener Straße']",residential,50,True,False,75.22,"LINESTRING (11.2233005 49.0885047, 11.2230561 49.0883806, 11.2225587 49.0883121, 11.222379 49.0882343)",,
37232301,,Auer Weg,residential,50,False,True,41.373,"LINESTRING (11.223803 49.0880559, 11.2238953 49.0880896, 11.224182 49.0881423, 11.2242605 49.0881765, 11.2242867 49.0882193)",,
184498517,,Auer Weg,residential,50,False,False,23.430999999999997,"LINESTRING (11.223803 49.0880559, 11.2237752 49.0880077, 11.2237433 49.0879479, 11.2236951 49.0878574)",,
184498517,,Auer Weg,residential,50,False,True,26.398,"LINESTRING (11.223803 49.0880559, 11.2237701 49.0880916, 11.2237332 49.0882858)",,
37232287,,Auer Weg,residential,50,True,False,44.481,"LINESTRING (11.2237332 49.0882858, 11.223668 49.0883447, 11.2235869 49.0884589, 11.2235107 49.0884982, 11.2233005 49.0885047)",,
184498517,,Auer Weg,residential,50,False,False,26.398,"LINESTRING (11.2237332 49.0882858, 11.2237701 49.0880916, 11.223803 49.0880559)",,
184498517,,Auer Weg,residential,50,False,True,41.507999999999996,"LINESTRING (11.2237332 49.0882858, 11.2238229 49.0882761, 11.2242195 49.0882479, 11.2242867 49.0882193)",,
43558667,,Friedhofweg,residential,,False,True,34.637,"LINESTRING (11.2233175 49.088816, 11.2233005 49.0885047)",,
37232335,,Schulgasse,living_street,,False,False,86.09300000000002,"LINESTRING (11.217752 49.0880729, 11.2180827 49.0881716, 11.2183838 49.0881893, 11.2184262 49.0881722, 11.2184578 49.0880379, 11.2185167 49.0879714, 11.218613 49.0879032)",,1
741977542,St 2225,Nürnberger Straße,secondary,50,False,False,107.191,"LINESTRING (11.217752 49.0880729, 11.2176648 49.0881495, 11.2175549 49.0882411, 11.2171256 49.0884838, 11.2166764 49.0887252)",,2
741977542,St 2225,Nürnberger Straße,secondary,50,False,True,54.25,"LINESTRING (11.217752 49.0880729, 11.217912 49.0878448, 11.2180437 49.0876242)",,2
23326878,,Eckmannshofener Straße,residential,30,False,True,51.741,"LINESTRING (11.2239056 49.0901007, 11.2235587 49.0901561, 11.2233495 49.0901531, 11.2232069 49.0901389)",,
"[184498528, 43482346, 264614109]",,Buchenweg,residential,30,False,False,170.265,"LINESTRING (11.2239056 49.0901007, 11.224191 49.0901261, 11.2246006 49.0901652, 11.2253111 49.0902424, 11.2262142 49.0903429)",,
"[184498530, 184498534]",,Eckmannshofener Straße,residential,30,False,False,232.969,"LINESTRING (11.2239056 49.0901007, 11.2239979 49.0900223, 11.2242052 49.0898836, 11.2245002 49.0897296, 11.2249037 49.0895572, 11.2250545 49.0895048, 11.2261563 49.0891386, 11.226579 49.088981)",,
741977542,St 2225,Nürnberger Straße,secondary,50,False,False,11.603,"LINESTRING (11.2166764 49.0887252, 11.2165487 49.0887876)",,2
37232349,,Zum Anger,residential,50,False,False,43.548,"LINESTRING (11.2166764 49.0887252, 11.2168257 49.088776, 11.2172422 49.0888454)",,
741977542,St 2225,Nürnberger Straße,secondary,50,False,True,107.191,"LINESTRING (11.2166764 49.0887252, 11.2171256 49.0884838, 11.2175549 49.0882411, 11.2176648 49.0881495, 11.217752 49.0880729)",,2
122037711,,Nürnberger Straße,residential,50,False,True,86.527,"LINESTRING (11.2141272 49.0907626, 11.2140157 49.0906943, 11.2137338 49.0905965, 11.213625 49.0905826, 11.2135005 49.0904917, 11.2135217 49.0902175)",,
741977542,St 2225,Nürnberger Straße,secondary,50,False,True,159.898,"LINESTRING (11.2141272 49.0907626, 11.2143769 49.0905193, 11.2146314 49.0902612, 11.2147259 49.0901666, 11.2151447 49.089747, 11.2152784 49.089621, 11.2153392 49.0895636)",,2
184498517,,Auer Weg,residential,50,False,True,23.430999999999997,"LINESTRING (11.2236951 49.0878574, 11.2237433 49.0879479, 11.2237752 49.0880077, 11.223803 49.0880559)",,
242351690,St 2227,Münchener Straße,secondary,50,False,True,79.144,"LINESTRING (11.2236951 49.0878574, 11.223521 49.0879143, 11.2233658 49.0879651, 11.2227227 49.0881753)",,
123817406,,An der Leiten,residential,30,False,False,48.694,"LINESTRING (11.2157148 49.0846439, 11.2158403 49.0847067, 11.2163507 49.0846953)",,
184675069,,An der Leiten,residential,30,False,False,45.266,"LINESTRING (11.2168286 49.084927, 11.2167417 49.0848331, 11.2166425 49.0847657, 11.2163507 49.0846953)",,
"[68247713, 403091595, 184675069]",,"['Merleinsgasse', 'An der Leiten']",residential,"['50', '30']",False,True,306.55100000000004,"LINESTRING (11.2168286 49.084927, 11.2169082 49.0850911, 11.2170499 49.0851868, 11.21721 49.0851822, 11.2177341 49.0851423, 11.2178225 49.0851448, 11.2178731 49.0851586, 11.2179294 49.0851787, 11.2179544 49.0852135, 11.2181514 49.0856489, 11.2183111 49.0860287, 11.2184218 49.0866868, 11.2184493 49.0869271, 11.2184149 49.0869991)",,
184675069,,An der Leiten,residential,30,False,True,172.124,"LINESTRING (11.2159974 49.0834882, 11.2159586 49.0835655, 11.2158874 49.0837072, 11.2158246 49.0839905, 11.2158455 49.0840378, 11.2159063 49.0840681, 11.2163732 49.084096, 11.216436 49.0841324, 11.2164487 49.0841711, 11.2163543 49.0844834, 11.2163507 49.0846953)",,
123817406,,An der Leiten,residential,30,False,True,48.694,"LINESTRING (11.2163507 49.0846953, 11.2158403 49.0847067, 11.2157148 49.0846439)",,
184675069,,An der Leiten,residential,30,False,False,172.12399999999997,"LINESTRING (11.2163507 49.0846953, 11.2163543 49.0844834, 11.2164487 49.0841711, 11.216436 49.0841324, 11.2163732 49.084096, 11.2159063 49.0840681, 11.2158455 49.0840378, 11.2158246 49.0839905, 11.2158874 49.0837072, 11.2159586 49.0835655, 11.2159974 49.0834882)",,
184675069,,An der Leiten,residential,30,False,True,45.266000000000005,"LINESTRING (11.2163507 49.0846953, 11.2166425 49.0847657, 11.2167417 49.0848331, 11.2168286 49.084927)",,
122029584,,Bahnhofstraße,residential,50,False,True,269.003,"LINESTRING (11.2153735 49.0871306, 11.2152263 49.0874592, 11.2150222 49.087939, 11.2149407 49.088091, 11.2149118 49.088145, 11.2148971 49.0882443, 11.2148683 49.0884394, 11.2148647 49.088586, 11.2149018 49.0886511, 11.2149606 49.0886858, 11.2150509 49.0887025, 11.2161719 49.0887421)",,
122029593,,Ziegelweg,residential,,False,True,133.488,"LINESTRING (11.2142399 49.0881434, 11.2141944 49.0886657, 11.2141564 49.0891875, 11.2141751 49.0892698, 11.2142224 49.0893345)",,
122029584,,Bahnhofstraße,residential,50,False,True,27.901,"LINESTRING (11.2161719 49.0887421, 11.2165487 49.0887876)",,
