osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,tunnel
"[47498654, 24443670]",2,L 333,Frankfurter Straße,secondary,50,False,False,115.18699999999998,yes,"LINESTRING (7.2914074 50.772582, 7.2913067 50.7726216, 7.291175 50.7726716, 7.2908193 50.7728067, 7.2901197 50.7730635, 7.2899832 50.7730883)",
11207939,2,,Beethovenstraße,tertiary,30,False,False,97.404,,"LINESTRING (7.2801347 50.7767212, 7.2799293 50.776284, 7.2799109 50.7761811, 7.2799076 50.7760407, 7.2799039 50.7758648)",
123171992,,,Siegfeldstraße,residential,30,False,True,184.137,,"LINESTRING (7.2801347 50.7767212, 7.280166 50.7768123, 7.2801656 50.7770958, 7.2802274 50.7780714, 7.2802381 50.7783742)",
"[719014728, 315391513, 315391516]","['2', '3']",L 333,Frankfurter Straße,secondary,50,False,True,115.644,,"LINESTRING (7.2801347 50.7767212, 7.2804019 50.7765929, 7.2804982 50.776542, 7.280611 50.7764825, 7.280709 50.7764396, 7.281 50.7763264, 7.2811682 50.7762769, 7.2813038 50.7762338, 7.281517 50.776166)",
315391517,2,L 333,Frankfurter Straße,secondary,50,False,False,103.201,,"LINESTRING (7.2801347 50.7767212, 7.2799087 50.7768394, 7.2796245 50.7769676, 7.2795213 50.7770178, 7.2790089 50.7772381, 7.2789483 50.7772666)",
"[304279757, 127683823]",,,Steinstraße,residential,"['50', '30']",False,False,63.322,,"LINESTRING (7.2789483 50.7772666, 7.2789869 50.7772971, 7.2789977 50.7773394, 7.2789235 50.7775008, 7.2789057 50.7775404, 7.2787848 50.777808)",
315391517,2,L 333,Frankfurter Straße,secondary,50,False,True,103.20100000000001,,"LINESTRING (7.2789483 50.7772666, 7.2790089 50.7772381, 7.2795213 50.7770178, 7.2796245 50.7769676, 7.2799087 50.7768394, 7.2801347 50.7767212)",
11208241,,,Gartenstraße,residential,30,False,False,98.24599999999998,,"LINESTRING (7.2799014 50.775503, 7.2794005 50.7754638, 7.279143 50.7754437, 7.2789983 50.7754314, 7.2789079 50.7754363, 7.2788159 50.7754594, 7.2785432 50.7755343)",
27895259,,,Beethovenstraße,tertiary,50,False,True,40.232,,"LINESTRING (7.2799014 50.775503, 7.2799002 50.7756218, 7.2799039 50.7758648)",
"[145012256, 11317445, 145012255]",,,Deichstraße,residential,30,False,False,92.988,,"LINESTRING (7.2842516 50.7778926, 7.2847322 50.7778395, 7.284944 50.7778146, 7.2855549 50.7777507)",
180473022,,,Deichstraße,residential,30,False,False,85.75,,"LINESTRING (7.2842516 50.7778926, 7.2837612 50.7779409, 7.2836331 50.7779729, 7.2830582 50.7780431)",
246076525,,,Dickstraße,residential,30,False,False,138.79299999999998,,"LINESTRING (7.2842516 50.7778926, 7.2842114 50.777532, 7.2841991 50.777422, 7.2841658 50.7771239, 7.2841126 50.7766475)",
1186488035,,,Dickstraße,residential,30,False,True,182.99099999999999,,"LINESTRING (7.2842516 50.7778926, 7.2843606 50.7790362, 7.2844082 50.7795353)",
24803147,,,Jahnstraße,residential,30,False,False,188.86,,"LINESTRING (7.2830582 50.7780431, 7.2833211 50.7797334)",
180473022,,,Deichstraße,residential,30,False,False,49.599,,"LINESTRING (7.2830582 50.7780431, 7.2823625 50.7781169)",
