osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,junction
27414107,Goethestraße,residential,False,True,136.848,,,"LINESTRING (7.6774919 50.7686457, 7.6757226 50.7681334)",,
28424073,Mühlenstraße,tertiary,False,False,46.839,K 58,50,"LINESTRING (7.6774919 50.7686457, 7.6777275 50.7682517)",,
28424073,Mühlenstraße,tertiary,False,True,76.64,K 58,50,"LINESTRING (7.6774919 50.7686457, 7.6772268 50.7689775, 7.6770232 50.7692677)",,
27181511,Huthsweg,residential,False,False,40.041,,,"LINESTRING (7.6784566 50.765715, 7.6785344 50.7657482, 7.6786294 50.7657601, 7.6787538 50.7657544, 7.6789999 50.7657149)",,
173531421,Lindenallee,primary,False,False,220.264,B 256,50,"LINESTRING (7.6784566 50.765715, 7.6794019 50.7649129, 7.6803283 50.7641268)",2,
173531421,Lindenallee,primary,False,True,30.783,B 256,50,"LINESTRING (7.6784566 50.765715, 7.6783302 50.7658235, 7.6782711 50.7658602, 7.6781663 50.7659206)",2,
27141725,,residential,False,False,104.67,,,"LINESTRING (7.6786639 50.761933, 7.6784597 50.7621581, 7.6782824 50.7623443, 7.678173 50.7625492, 7.6781483 50.7627102, 7.6781479 50.7627966)",,
89022700,Thalhauser Straße,tertiary,False,True,85.068,K 50,,"LINESTRING (7.6786639 50.761933, 7.6790617 50.76203, 7.6794298 50.7620201, 7.67967 50.7619662, 7.6798058 50.7619129)",,
27041044,Friedrich-Ebert-Straße,residential,True,False,25.743,,,"LINESTRING (7.6724051 50.7656733, 7.6723662 50.7659035)",,
26979288,Scheidter Straße,living_street,True,False,72.895,,,"LINESTRING (7.6724051 50.7656733, 7.6718301 50.765671, 7.6718078 50.7656705, 7.6714347 50.7656709, 7.6713707 50.7656606)",,
26979289,Scheidter Straße,residential,False,False,133.01000000000002,,30,"LINESTRING (7.670531 50.7658592, 7.6700419 50.7662767, 7.6699721 50.7663242, 7.6694298 50.7666762, 7.6692971 50.7667623)",,
26979821,Scheidter Straße,living_street,False,True,65.464,,,"LINESTRING (7.670531 50.7658592, 7.6706223 50.7657971, 7.6708085 50.7657429, 7.6708373 50.7657342, 7.6710248 50.7656774, 7.6712191 50.7656506, 7.6712972 50.7656512, 7.6713707 50.7656606)",,
"[27041048, 760846100]",Bergstraße,residential,False,True,56.15200000000001,,,"LINESTRING (7.670531 50.7658592, 7.6704141 50.7657948, 7.6702599 50.7656955, 7.6701908 50.7656191, 7.6701683 50.7655655, 7.6701652 50.7655582, 7.6701481 50.7654723, 7.6701422 50.7654424)",,
26979292,Mozartstraße,residential,False,False,83.07,,,"LINESTRING (7.6685863 50.7698148, 7.6696512 50.7694915)",,
27041033,Brahmsstraße,residential,False,True,70.696,,,"LINESTRING (7.6685863 50.7698148, 7.6690232 50.7703874)",,
26979292,Mozartstraße,residential,False,False,70.252,,,"LINESTRING (7.6707457 50.7691463, 7.6716443 50.7688703)",,
26979292,Mozartstraße,residential,False,True,41.602,,,"LINESTRING (7.6707457 50.7691463, 7.6702184 50.7693159)",,
26979291,Feldweg,residential,False,False,93.813,,,"LINESTRING (7.6707457 50.7691463, 7.6707296 50.769102, 7.6703817 50.7683347)",,
26979289,Scheidter Straße,residential,False,True,133.01,,30,"LINESTRING (7.6692971 50.7667623, 7.6694298 50.7666762, 7.6699721 50.7663242, 7.6700419 50.7662767, 7.670531 50.7658592)",,
26979291,Feldweg,residential,False,True,193.591,,,"LINESTRING (7.6692971 50.7667623, 7.6696477 50.7670119, 7.6697755 50.7671688, 7.6698118 50.7672133, 7.6699646 50.7674131, 7.6703817 50.7683347)",,
27041033,Brahmsstraße,residential,False,False,70.696,,,"LINESTRING (7.6690232 50.7703874, 7.6685863 50.7698148)",,
27041033,Brahmsstraße,residential,False,True,6.029,,,"LINESTRING (7.6690232 50.7703874, 7.6690609 50.7704361)",,
27041033,Brahmsstraße,residential,False,False,6.029,,,"LINESTRING (7.6690609 50.7704361, 7.6690232 50.7703874)",,
"[27041033, 27041035]","['Händelstraße', 'Brahmsstraße']",residential,False,True,233.27200000000002,,,"LINESTRING (7.6690609 50.7704361, 7.6694657 50.7709613, 7.6705389 50.7704834, 7.6706833 50.7704191, 7.6707841 50.7703411, 7.6709122 50.7699679, 7.6708819 50.7698808)",,
27041034,Lortzingstraße,residential,False,False,142.168,,,"LINESTRING (7.6690609 50.7704361, 7.6702428 50.7700757, 7.6708819 50.7698808)",,
27041034,Lortzingstraße,residential,False,True,42.308,,,"LINESTRING (7.6714302 50.7697242, 7.6708819 50.7698808)",,
173461656,,residential,False,False,48.906000000000006,,,"LINESTRING (7.6714302 50.7697242, 7.6714917 50.7694593, 7.6715222 50.7692883)",,
27041034,Lortzingstraße,residential,False,False,42.308,,,"LINESTRING (7.6708819 50.7698808, 7.6714302 50.7697242)",,
27041034,Lortzingstraße,residential,False,True,142.168,,,"LINESTRING (7.6708819 50.7698808, 7.6702428 50.7700757, 7.6690609 50.7704361)",,
