osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,tunnel
"[24932874, 1165321059]",True,2,L 678,"['Kantstraße', 'Ostring']",primary,50,False,38.577,"LINESTRING (7.6884905 51.5384345, 7.6883405 51.5384878, 7.6883162 51.5384966, 7.6880756 51.5385642, 7.6879933 51.538591)",,
"[24948178, 26948275]",True,"['2', '1']",L 678,"['Beethovenring', 'Ostring']",primary,50,False,45.19499999999999,"LINESTRING (7.6884905 51.5384345, 7.6882899 51.5384514, 7.6880849 51.5384824, 7.6879308 51.5384878, 7.6878451 51.5384884)",,
"[27521724, 125271580, 95179439]",True,1,,"['Bahnhofstraße', 'Ostring']","['unclassified', 'primary_link']",,False,103.45000000000002,"LINESTRING (7.6935681 51.537067, 7.6936332 51.5371122, 7.6936888 51.5372461, 7.693674 51.5374774, 7.6937252 51.5375315, 7.6938023 51.537569, 7.6938696 51.5375868, 7.6940113 51.5376036, 7.6941394 51.5376174, 7.6942322 51.5376417, 7.6942874 51.5376675, 7.6943338 51.5377138)",,
"[170661457, 312338621, 312338622]",True,"['2', '3']",L 678,Ostring,primary,50,False,67.543,"LINESTRING (7.6935681 51.537067, 7.6935726 51.5371047, 7.6935781 51.5372568, 7.6935734 51.5373045, 7.6935301 51.5374866, 7.6935186 51.5375352, 7.6934559 51.537666)",,
"[1222319973, 312338619, 312338620, 145818558, 26948575]",True,3,L 678,Ostring,primary,50,False,143.082,"LINESTRING (7.6931281 51.5358114, 7.6932138 51.536014, 7.6933157 51.5362558, 7.6934184 51.5365115, 7.6935108 51.5367982, 7.6935587 51.5369869, 7.6935681 51.537067)",,
26324715,True,,,Josef-Ströthoff-Straße,residential,30,False,20.235999999999997,"LINESTRING (7.6915009 51.533438, 7.6913805 51.5334834, 7.6913211 51.5335002, 7.691286 51.5335099, 7.6912397 51.533518)",,
"[145818561, 390334316, 1091017198, 1091017199, 145818556]",True,"['2', '3']",L 678,Ostring,primary,50,False,218.64400000000003,"LINESTRING (7.6915009 51.533438, 7.6915798 51.5335286, 7.6916661 51.5336174, 7.6918451 51.5338121, 7.6919609 51.533938, 7.692248 51.5342655, 7.6925203 51.5346179, 7.6926003 51.5347396, 7.6926539 51.5348266, 7.6928673 51.5352055)",,
503838523,False,2,,Morgenstraße,secondary,30,True,11.552,"LINESTRING (7.6955209 51.5350815, 7.6953539 51.5350827)",,
"[145818578, 145818579, 1222319974]",True,3,L 678,Südring,primary,50,False,157.207,"LINESTRING (7.6897251 51.5321653, 7.6899998 51.532242, 7.6900764 51.5322703, 7.6901856 51.5323144, 7.6903961 51.5324146, 7.6905168 51.5324821, 7.6906106 51.5325427, 7.6907418 51.532636, 7.690859 51.5327291, 7.6909769 51.5328254, 7.6912757 51.5331532)",,
26324717,False,,,Josef-Ströthoff-Straße,residential,30,False,2.276,"LINESTRING (7.6909653 51.5334354, 7.690934 51.5334291)",,
25298280,True,,,Josef-Ströthoff-Straße,residential,30,False,35.532,"LINESTRING (7.6909653 51.5334354, 7.691204 51.5334393, 7.6912852 51.5334371, 7.6914512 51.5333751)",,
18939349,False,,,Gürtelstraße,residential,7,True,41.308,"LINESTRING (7.6870086 51.5337934, 7.6869969 51.5338462, 7.6869318 51.5341618)",,
25411308,True,,,Gürtelstraße,residential,30,False,124.138,"LINESTRING (7.6870086 51.5337934, 7.6870131 51.5337364, 7.6870217 51.5336763, 7.6870562 51.5335314, 7.6871249 51.5333659, 7.6871429 51.5333181, 7.6871678 51.5332538, 7.6872279 51.5330936, 7.6872794 51.5329441, 7.6873223 51.5328587, 7.6874633 51.5327255)",,
11100411,True,,,Hertingerstraße,residential,30,False,35.43,"LINESTRING (7.6874633 51.5327255, 7.6877948 51.5329684)",,
11100624,False,,,Südwall,residential,30,True,121.956,"LINESTRING (7.6874633 51.5327255, 7.6878067 51.5326474, 7.6880683 51.5326335, 7.6887042 51.5325982, 7.6889929 51.5325864, 7.6890612 51.5325795, 7.6891978 51.5325674)",,
"[10754546, 1208230310]",False,3,,Hertingerstraße,residential,30,False,50.332,"LINESTRING (7.6874633 51.5327255, 7.6873881 51.5326769, 7.6871719 51.5324729, 7.6871099 51.5324225, 7.6870379 51.5323594)",,
"[10754546, 1208230310]",False,3,,Hertingerstraße,residential,30,True,50.332,"LINESTRING (7.6870379 51.5323594, 7.6871099 51.5324225, 7.6871719 51.5324729, 7.6873881 51.5326769, 7.6874633 51.5327255)",,
