osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,bridge,geometry,access,width
77405140,Bodenwöhrer Straße,residential,False,True,16.445,,,,,"LINESTRING (12.3026423 49.2542885, 12.3025386 49.254157)",,
"[895326925, 449578493, 895326926, 294333262]",,primary,False,False,794.41,2,B 85,100,yes,"LINESTRING (12.3026423 49.2542885, 12.3034082 49.253999, 12.3038615 49.2538694, 12.3043427 49.2537326, 12.3047892 49.253638, 12.3053363 49.2535492, 12.3056584 49.2535081, 12.3057446 49.2534971, 12.3061672 49.2534431, 12.306939 49.253389, 12.3078173 49.253335, 12.3091983 49.2533138, 12.3116151 49.2532461, 12.3130396 49.2531999, 12.3133146 49.2531864)",,
34606465,Goethestraße,residential,False,False,68.009,,,,,"LINESTRING (12.3024543 49.2513446, 12.302429 49.251956)",,
306432889,Fischbacher Straße,tertiary,False,False,55.848,,SAD 1,50,,"LINESTRING (12.3024543 49.2513446, 12.3027818 49.2513543, 12.3032233 49.2513478)",,
306432889,Fischbacher Straße,tertiary,False,True,46.632999999999996,,SAD 1,50,,"LINESTRING (12.3024543 49.2513446, 12.3020823 49.2513073, 12.3018268 49.2512587)",,
27954745,Bodenwöhrer Straße,residential,False,False,311.941,,,,,"LINESTRING (12.3059846 49.2512373, 12.3060132 49.2513305, 12.3059724 49.2514396, 12.3058705 49.2516019, 12.3056871 49.2518626, 12.3054547 49.2521979, 12.3052957 49.2524293, 12.3050878 49.2526555, 12.3048433 49.2528896, 12.3046555 49.2530362, 12.304196 49.2532881, 12.3040048 49.25339, 12.303747 49.2535365)",,
27954752,Fischbacher Straße,tertiary,False,False,63.526,,SAD 1,,,"LINESTRING (12.3059846 49.2512373, 12.3060881 49.2511778, 12.3061517 49.2511282, 12.3062414 49.2510058, 12.3063091 49.2509161, 12.3063841 49.2508169, 12.3064486 49.2507606)",,
306432889,Fischbacher Straße,tertiary,False,True,108.33500000000001,,SAD 1,50,,"LINESTRING (12.3059846 49.2512373, 12.3058326 49.251262, 12.3056626 49.2512746, 12.3044982 49.251296)",,
27954752,Fischbacher Straße,tertiary,False,True,11.415,,SAD 1,,,"LINESTRING (12.3065877 49.2507127, 12.3064486 49.2507606)",,
27954753,Bischof-Krautbauer-Straße,tertiary,False,False,22.819,,SAD 1,,,"LINESTRING (12.3065877 49.2507127, 12.3069015 49.2507001)",,
27954756,Hintere Marktstraße,residential,False,False,79.185,2,,,,"LINESTRING (12.3065877 49.2507127, 12.3065347 49.2504466, 12.3064846 49.2501857, 12.3064736 49.250005)",,
27954750,Untere Bachgasse,residential,False,False,82.47200000000001,,,,,"LINESTRING (12.3078527 49.250591, 12.3078362 49.2506487, 12.307827 49.2506811, 12.3077893 49.2508243, 12.3077079 49.2510805, 12.3076478 49.2513204)",,
27954753,Bischof-Krautbauer-Straße,tertiary,False,False,55.82,,SAD 1,,,"LINESTRING (12.3078527 49.250591, 12.3079709 49.2504424, 12.3081352 49.2502994, 12.3082706 49.2502392, 12.3083427 49.250226)",,
27954753,Bischof-Krautbauer-Straße,tertiary,False,True,71.327,,SAD 1,,,"LINESTRING (12.3078527 49.250591, 12.3077403 49.2506437, 12.30755 49.2506682, 12.3069015 49.2507001)",,
"[34606817, 27942372, 38880338, 38880340, 38880342]","['Mappacher Straße', 'Marktplatz']",tertiary,False,False,137.43400000000003,,SAD 1,,yes,"LINESTRING (12.3083427 49.250226, 12.3084032 49.250226, 12.3085272 49.2502655, 12.3086165 49.2503088, 12.3087433 49.2503709, 12.3090515 49.2504611, 12.3091606 49.2504913, 12.3094851 49.2505604, 12.3096366 49.2505858, 12.3098508 49.250616, 12.3099841 49.25063, 12.310088 49.2506652)",,
27954753,Bischof-Krautbauer-Straße,tertiary,False,True,55.81999999999999,,SAD 1,,,"LINESTRING (12.3083427 49.250226, 12.3082706 49.2502392, 12.3081352 49.2502994, 12.3079709 49.2504424, 12.3078527 49.250591)",,
34607111,Hauptstraße,tertiary,False,True,90.66999999999999,,,,,"LINESTRING (12.3083427 49.250226, 12.308311 49.2501131, 12.3081063 49.249797, 12.3080516 49.249686, 12.3079397 49.2494565)",,
27895151,Gänsbergstraße,residential,False,True,17.071,,,,,"LINESTRING (12.310088 49.2506652, 12.3101395 49.2505154)",,
38880340,Mappacher Straße,tertiary,False,False,54.829,,SAD 1,,,"LINESTRING (12.310088 49.2506652, 12.3102049 49.2507311, 12.3105003 49.2510727)",,
"[34606817, 27942372, 38880338, 38880340, 38880342]","['Mappacher Straße', 'Marktplatz']",tertiary,False,True,137.434,,SAD 1,,yes,"LINESTRING (12.310088 49.2506652, 12.3099841 49.25063, 12.3098508 49.250616, 12.3096366 49.2505858, 12.3094851 49.2505604, 12.3091606 49.2504913, 12.3090515 49.2504611, 12.3087433 49.2503709, 12.3086165 49.2503088, 12.3085272 49.2502655, 12.3084032 49.250226, 12.3083427 49.250226)",,
38880340,Mappacher Straße,tertiary,False,False,16.847,,SAD 1,,,"LINESTRING (12.3105003 49.2510727, 12.3106235 49.2512011)",,
27942362,Quellweg,residential,False,False,306.606,,,,,"LINESTRING (12.3105003 49.2510727, 12.3110726 49.2511282, 12.3119028 49.2512218, 12.3126967 49.2513043, 12.3134823 49.2513917, 12.3138273 49.2514344, 12.3140609 49.2514923, 12.3144779 49.2516313, 12.3146109 49.2516275)",yes,2.8
38880340,Mappacher Straße,tertiary,False,True,54.829,,SAD 1,,,"LINESTRING (12.3105003 49.2510727, 12.3102049 49.2507311, 12.310088 49.2506652)",,
34607111,Hauptstraße,tertiary,False,False,61.26,,,,,"LINESTRING (12.3058563 49.246094, 12.3061908 49.2465998)",,
111585429,Nittenauer Straße,tertiary,False,True,85.55,,,,,"LINESTRING (12.3058563 49.246094, 12.3055694 49.2456368, 12.3054395 49.2453749)",,
27895151,Gänsbergstraße,residential,False,False,21.113999999999997,,,,,"LINESTRING (12.3113203 49.2491481, 12.311216 49.2492051, 12.3110999 49.249272)",,
27895151,Gänsbergstraße,residential,False,True,74.188,,,,,"LINESTRING (12.3113203 49.2491481, 12.3116851 49.2490061, 12.3120028 49.2488399, 12.3121714 49.2487824)",,
41903020,Höhenweg,residential,False,True,61.943,,,,,"LINESTRING (12.3113203 49.2491481, 12.3114311 49.2492082, 12.3116115 49.2492543, 12.3118013 49.2492911, 12.3119647 49.2493102, 12.3121159 49.2493174)",,
27895151,Gänsbergstraße,residential,False,False,82.72800000000001,,,,,"LINESTRING (12.3104658 49.2498326, 12.3102481 49.2499961, 12.3101921 49.2500936, 12.3101643 49.2502814, 12.3101395 49.2505154)",,
27895151,Gänsbergstraße,residential,False,True,80.407,,,,,"LINESTRING (12.3104658 49.2498326, 12.3108193 49.249669, 12.3108815 49.2496233, 12.3109297 49.2495475, 12.3110999 49.249272)",,
27942377,Gänsbergstraße,residential,False,True,79.55,,,,,"LINESTRING (12.3104658 49.2498326, 12.3105709 49.2499061, 12.3108051 49.2499262, 12.3110964 49.2499398, 12.3112047 49.2499611, 12.3113071 49.2499917, 12.3113937 49.2501006)",yes,
27942380,Bahnhofstraße,residential,False,False,114.11999999999999,,,,,"LINESTRING (12.3104658 49.2498326, 12.3104158 49.2497573, 12.3104271 49.2496186, 12.3105585 49.2492962, 12.3106907 49.2489978, 12.310767 49.2488446)",,
29331391,Sudetendeutsche Straße,residential,False,True,71.271,,,,,"LINESTRING (12.3142387 49.2486693, 12.3142894 49.2493094)",,
27895151,Gänsbergstraße,residential,False,False,35.254999999999995,,,,,"LINESTRING (12.3142387 49.2486693, 12.3139084 49.2486655, 12.3137543 49.2486783)",,
27942362,Quellweg,residential,False,True,306.606,,,,,"LINESTRING (12.3146109 49.2516275, 12.3144779 49.2516313, 12.3140609 49.2514923, 12.3138273 49.2514344, 12.3134823 49.2513917, 12.3126967 49.2513043, 12.3119028 49.2512218, 12.3110726 49.2511282, 12.3105003 49.2510727)",yes,2.8
27942364,Geschwister-Scholl-Straße,residential,False,False,52.29899999999999,,,,,"LINESTRING (12.3132111 49.2521286, 12.3131934 49.2522946, 12.3131697 49.252422, 12.3131017 49.2525919)",yes,
110447224,Mappacher Straße,tertiary,False,True,218.301,,SAD 1,50,,"LINESTRING (12.3132111 49.2521286, 12.3124877 49.2519691, 12.3120116 49.2518822, 12.3118105 49.2518282, 12.3116272 49.2517626, 12.3111038 49.2514904, 12.3108347 49.2513399, 12.3106235 49.2512011)",,
27942363,Erwin-Rommel-Straße,residential,False,False,56.604,,,,,"LINESTRING (12.3131017 49.2525919, 12.3129036 49.2525571, 12.3125753 49.2525262, 12.3123329 49.2525147)",yes,
27942364,Geschwister-Scholl-Straße,residential,False,False,50.046,,,,,"LINESTRING (12.3131017 49.2525919, 12.3130861 49.2527088, 12.3130594 49.2529512, 12.3130958 49.2530377)",yes,
27942364,Geschwister-Scholl-Straße,residential,False,True,52.299,,,,,"LINESTRING (12.3131017 49.2525919, 12.3131697 49.252422, 12.3131934 49.2522946, 12.3132111 49.2521286)",yes,
27942363,Erwin-Rommel-Straße,residential,False,False,59.766,,,,,"LINESTRING (12.3123329 49.2525147, 12.3120401 49.2524992, 12.3117621 49.2524896, 12.3115877 49.2525002, 12.3115211 49.2525243)",yes,
27942363,Erwin-Rommel-Straße,residential,False,True,56.604,,,,,"LINESTRING (12.3123329 49.2525147, 12.3125753 49.2525262, 12.3129036 49.2525571, 12.3131017 49.2525919)",yes,
360488281,Erwin-Rommel-Straße,residential,False,True,36.126999999999995,,,,,"LINESTRING (12.3123329 49.2525147, 12.3123387 49.2526758, 12.3123181 49.252839)",,
27942363,Erwin-Rommel-Straße,residential,False,True,59.76599999999999,,,,,"LINESTRING (12.3115211 49.2525243, 12.3115877 49.2525002, 12.3117621 49.2524896, 12.3120401 49.2524992, 12.3123329 49.2525147)",yes,
27942364,Geschwister-Scholl-Straße,residential,False,True,50.046,,,,,"LINESTRING (12.3130958 49.2530377, 12.3130594 49.2529512, 12.3130861 49.2527088, 12.3131017 49.2525919)",yes,
38880340,Mappacher Straße,tertiary,False,True,16.847,,SAD 1,,,"LINESTRING (12.3106235 49.2512011, 12.3105003 49.2510727)",,
27942366,Leitenweg,residential,False,False,49.059999999999995,,,,,"LINESTRING (12.3106235 49.2512011, 12.3104965 49.251288, 12.3103737 49.2513961, 12.3102836 49.2514791, 12.3101978 49.2515428)",,
110447224,Mappacher Straße,tertiary,False,False,218.301,,SAD 1,50,,"LINESTRING (12.3106235 49.2512011, 12.3108347 49.2513399, 12.3111038 49.2514904, 12.3116272 49.2517626, 12.3118105 49.2518282, 12.3120116 49.2518822, 12.3124877 49.2519691, 12.3132111 49.2521286)",,
27942366,Leitenweg,residential,False,False,236.161,,,,,"LINESTRING (12.3101978 49.2515428, 12.3099701 49.2516567, 12.3097542 49.2517686, 12.309565 49.2518999, 12.3092367 49.252174, 12.3090138 49.2523566, 12.3089469 49.2524114, 12.3088139 49.2525349, 12.3087104 49.2526623, 12.3085211 49.2529152, 12.3083052 49.2532337)",,
27942366,Leitenweg,residential,False,True,49.059999999999995,,,,,"LINESTRING (12.3101978 49.2515428, 12.3102836 49.2514791, 12.3103737 49.2513961, 12.3104965 49.251288, 12.3106235 49.2512011)",,
27942366,Leitenweg,residential,False,True,236.161,,,,,"LINESTRING (12.3083052 49.2532337, 12.3085211 49.2529152, 12.3087104 49.2526623, 12.3088139 49.2525349, 12.3089469 49.2524114, 12.3090138 49.2523566, 12.3092367 49.252174, 12.309565 49.2518999, 12.3097542 49.2517686, 12.3099701 49.2516567, 12.3101978 49.2515428)",,
27942373,,primary_link,True,False,96.288,1,,,,"LINESTRING (12.3133146 49.2531864, 12.3138631 49.253126, 12.3146256 49.2530541)",,
"[895326925, 294333262, 449578493, 895326926]",,primary,False,True,794.4100000000002,2,B 85,100,yes,"LINESTRING (12.3133146 49.2531864, 12.3130396 49.2531999, 12.3116151 49.2532461, 12.3091983 49.2533138, 12.3078173 49.253335, 12.306939 49.253389, 12.3061672 49.2534431, 12.3057446 49.2534971, 12.3056584 49.2535081, 12.3053363 49.2535492, 12.3047892 49.253638, 12.3043427 49.2537326, 12.3038615 49.2538694, 12.3034082 49.253999, 12.3026423 49.2542885)",,
27942377,Gänsbergstraße,residential,False,False,79.55000000000001,,,,,"LINESTRING (12.3113937 49.2501006, 12.3113071 49.2499917, 12.3112047 49.2499611, 12.3110964 49.2499398, 12.3108051 49.2499262, 12.3105709 49.2499061, 12.3104658 49.2498326)",yes,
27895151,Gänsbergstraße,residential,False,False,17.071,,,,,"LINESTRING (12.3101395 49.2505154, 12.310088 49.2506652)",,
27895151,Gänsbergstraße,residential,False,True,82.72800000000001,,,,,"LINESTRING (12.3101395 49.2505154, 12.3101643 49.2502814, 12.3101921 49.2500936, 12.3102481 49.2499961, 12.3104658 49.2498326)",,
