osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,bridge,junction
284281854,Mercedesstraße,residential,50,False,True,25.195999999999998,"LINESTRING (8.9994559 48.7042311, 8.9995239 48.7043277, 8.9995448 48.7043699, 8.9995857 48.7044406)",,,,,
670754682,Hanns-Martin-Schleyer-Straße,primary,50,False,False,26.842,"LINESTRING (8.9994559 48.7042311, 8.999286 48.7042884, 8.9991274 48.7043372)",5,L 1183;L 1185,,,
"[14387252, 249751334]",Gartenstraße,tertiary,50,False,True,174.113,"LINESTRING (9.0020644 48.7069632, 9.0022065 48.706961, 9.0022498 48.7069604, 9.0032177 48.7069493, 9.0033748 48.7069494, 9.0034271 48.7069481, 9.0038682 48.7069512, 9.004185 48.7069745, 9.0042734 48.7069822, 9.0044308 48.707004)","['2', '3']",,,,
"[445054502, 445054495]",Bahnhofstraße,residential,30,False,False,93.03999999999999,"LINESTRING (9.0020644 48.7069632, 9.0020593 48.7070168, 9.0020548 48.7070645, 9.0020487 48.7071294, 9.00203 48.7074129, 9.0020016 48.7077157, 9.0019999 48.7077672, 9.0019973 48.7077987)","['2', '3']",,9,,
"[445054506, 232240230]",Bahnhofstraße,residential,30,False,True,55.804,"LINESTRING (9.0020644 48.7069632, 9.0020691 48.7069186, 9.0020753 48.7068596, 9.0020782 48.706832, 9.0020949 48.7066646, 9.0021083 48.7064622)",2,,9,,
"[14387252, 249751334]",Gartenstraße,tertiary,50,False,False,174.11300000000003,"LINESTRING (9.0044308 48.707004, 9.0042734 48.7069822, 9.004185 48.7069745, 9.0038682 48.7069512, 9.0034271 48.7069481, 9.0033748 48.7069494, 9.0032177 48.7069493, 9.0022498 48.7069604, 9.0022065 48.706961, 9.0020644 48.7069632)","['2', '3']",,,,
"[24275440, 701844675]",Böblinger Straße,secondary,30,False,False,167.14100000000002,"LINESTRING (9.0044308 48.707004, 9.0044038 48.7070758, 9.0043716 48.7071481, 9.0043581 48.7071772, 9.0041158 48.7076203, 9.0038657 48.7080732, 9.0038039 48.7082064, 9.0037452 48.7083595, 9.003695 48.7084246)",2,,,,
24536990,Böblinger Straße,secondary,50,False,True,195.566,"LINESTRING (9.0044308 48.707004, 9.0044574 48.70692, 9.0044755 48.7068409, 9.0044861 48.7067878, 9.0044922 48.706763, 9.0046153 48.7060481, 9.0046423 48.7059061, 9.0046892 48.7056761, 9.0047104 48.7055722, 9.0047551 48.7054659, 9.0048947 48.7052834)",2,,,,
"[14387232, 249752442]",Bleichmühlestraße,secondary,50,False,True,105.809,"LINESTRING (9.0044308 48.707004, 9.0045928 48.7070187, 9.0046383 48.7070223, 9.0048903 48.7070359, 9.0050114 48.7070385, 9.0051763 48.7070423, 9.0053501 48.7070376, 9.0055786 48.707025, 9.0058665 48.7070001)","['2', '3']",,,,
"[42051593, 30430962]",Mercedesstraße,residential,50,False,False,99.083,"LINESTRING (9.0009472 48.7069668, 9.0009161 48.7069173, 9.0008728 48.7068491, 9.0008524 48.706809, 9.0007401 48.7065948, 9.0005288 48.7062292, 9.0004741 48.7061324)",3,,,,
"[445054512, 229901261]",Gartenstraße,tertiary,50,True,False,81.988,"LINESTRING (9.0009472 48.7069668, 9.0011628 48.7069699, 9.0012091 48.7069701, 9.0015866 48.7069682, 9.0017361 48.7069664, 9.0018676 48.7069648, 9.0019215 48.7069646, 9.0020644 48.7069632)","['2', '3']",,,,
445054515,Gartenstraße,tertiary,50,False,True,71.69800000000001,"LINESTRING (9.0009472 48.7069668, 9.0007094 48.7069695, 9.0005895 48.706971, 8.9999702 48.7069749)",2,,,,
30430960,Mercedesstraße,residential,50,False,True,65.212,"LINESTRING (8.9995857 48.7044406, 8.9998666 48.704997)",2,,,,
14387687,Altinger Straße,residential,50,False,True,213.394,"LINESTRING (8.9995857 48.7044406, 8.9996856 48.7044849, 8.9997417 48.7044668, 9.0000145 48.7043758, 9.0002093 48.704342, 9.0004868 48.7043378, 9.001517 48.704319, 9.0023211 48.7043178, 9.0024269 48.7043177)",,,,,
284281854,Mercedesstraße,residential,50,False,False,25.195999999999998,"LINESTRING (8.9995857 48.7044406, 8.9995448 48.7043699, 8.9995239 48.7043277, 8.9994559 48.7042311)",,,,,
341395913,,primary_link,,True,False,35.968,"LINESTRING (8.9995857 48.7044406, 8.9994755 48.7043959, 8.9994331 48.7043849, 8.9992563 48.7043485, 8.9991274 48.7043372)",,,,,
14387140,Vaihinger Straße,residential,50,False,False,164.345,"LINESTRING (9.005394 48.7084484, 9.0076331 48.7084128)",,,,,
236110060,Gerhardtstraße,residential,50,False,True,107.074,"LINESTRING (9.005394 48.7084484, 9.005407 48.7085965, 9.0054273 48.7086628, 9.0056252 48.708881, 9.005954 48.7092436, 9.0060087 48.7093037)",,,,,
"[701781889, 701781890, 147734980, 4043599]",Rathausplatz,residential,30,False,False,126.56499999999998,"LINESTRING (9.005394 48.7084484, 9.0050747 48.7084532, 9.0050542 48.7084539, 9.0044828 48.708479, 9.0041694 48.7084903, 9.0039491 48.7084927, 9.0038405 48.7084795, 9.0037519 48.7084478, 9.003695 48.7084246)",,,,,
"[249752443, 249752444, 4043590]",Gansackerweg,secondary,50,False,False,187.53400000000002,"LINESTRING (9.0084261 48.7083963, 9.0083792 48.7083528, 9.0083439 48.7082918, 9.0083118 48.708226, 9.0082757 48.7081508, 9.0082319 48.7080871, 9.0081918 48.7080393, 9.0080754 48.7079392, 9.0079274 48.7078308, 9.0071349 48.7072813, 9.006924 48.7071492, 9.0068415 48.707101)","['2', '3']",,,,
14387140,Vaihinger Straße,residential,50,False,True,58.242000000000004,"LINESTRING (9.0084261 48.7083963, 9.0083318 48.7084033, 9.0076331 48.7084128)",,,,,
249752445,Vaihinger Straße,secondary,50,False,True,7.073,"LINESTRING (9.0084261 48.7083963, 9.0084618 48.7084126, 9.0085123 48.7084232)",2,,,,
40812546,Mühlstetter Weg,living_street,,False,True,152.072,"LINESTRING (9.009718 48.7085431, 9.009805 48.7083603, 9.0098006 48.7083123, 9.0097904 48.7082667, 9.0097653 48.7082211, 9.0097346 48.7081669, 9.0096934 48.7081169, 9.0096363 48.7080865, 9.0089503 48.7079269, 9.0090765 48.7076172, 9.0090274 48.7075558)",,,,,
249752445,Vaihinger Straße,secondary,50,False,False,90.287,"LINESTRING (9.009718 48.7085431, 9.0093721 48.7084663, 9.0092156 48.7084424, 9.0090184 48.7084262, 9.0086825 48.708426, 9.0085913 48.7084244, 9.0085123 48.7084232)",2,,,,
40812530,Obere Vorstadt,secondary,50,False,False,168.88599999999997,"LINESTRING (9.0001269 48.7113659, 9.0001349 48.7114728, 9.0001676 48.7116106, 9.0002247 48.711754, 9.0002949 48.7119304, 9.0003292 48.7120571, 9.0003422 48.7121623, 9.0003403 48.7121889, 9.0003233 48.7123809, 9.0002576 48.712617, 9.0002412 48.712676, 9.0001711 48.71282, 9.0001539 48.7128554)",,L 1188,7,,
45137412,Corbeil-Essonnes-Platz,secondary,50,False,True,34.361,"LINESTRING (9.0001269 48.7113659, 9.0001349 48.7112383, 9.0001754 48.711079, 9.0001804 48.7110595)",,L 1188,10.5,,
707013625,Hirsauer Straße,residential,30,False,True,68.87899999999999,"LINESTRING (9.0001269 48.7113659, 9.0000282 48.7113669, 8.9998299 48.7113549, 8.9991925 48.7113107)",,,5.2,,
445026203,Böblinger Straße,secondary,50,False,True,27.235,"LINESTRING (9.0048947 48.7052834, 9.0050642 48.7050655)",2,,,,
14386761,Ammerstraße,residential,30,False,False,125.63999999999999,"LINESTRING (9.0048947 48.7052834, 9.0049857 48.7053045, 9.0057837 48.7054869, 9.0065054 48.7056663)",,,,,
24536990,Böblinger Straße,secondary,50,False,False,195.56600000000003,"LINESTRING (9.0048947 48.7052834, 9.0047551 48.7054659, 9.0047104 48.7055722, 9.0046892 48.7056761, 9.0046423 48.7059061, 9.0046153 48.7060481, 9.0044922 48.706763, 9.0044861 48.7067878, 9.0044755 48.7068409, 9.0044574 48.70692, 9.0044308 48.707004)",2,,,,
14327004,Stäbenheckstraße,residential,30,False,False,74.972,"LINESTRING (8.9976238 48.7123153, 8.9985617 48.7125829)",,,,,
