osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,width
25497363,False,,Geyersbergstraße,secondary,,False,214.371,"LINESTRING (13.113469 51.1177185, 13.1132624 51.1177101, 13.113079 51.1176944, 13.1129253 51.1176738, 13.1127997 51.1176457, 13.1126507 51.1176089, 13.1124935 51.1175503, 13.1123846 51.1175013, 13.1122847 51.1174441, 13.1121956 51.1173742, 13.1120805 51.1172794, 13.1120085 51.1172074, 13.1119636 51.1171442, 13.1119415 51.1170867, 13.1119286 51.1170122, 13.1119372 51.1169374, 13.1119658 51.116863, 13.1119967 51.1168061, 13.1120315 51.1167517, 13.1120931 51.1166807, 13.1121834 51.1166097, 13.112296 51.1165262, 13.1123742 51.116481)",S 32,,
25497363,False,,Geyersbergstraße,secondary,,True,177.868,"LINESTRING (13.113469 51.1177185, 13.1140139 51.1177258, 13.1144293 51.1177207, 13.1149199 51.1177184, 13.1150801 51.1177167, 13.1157447 51.1177633, 13.1160125 51.1177724)",S 32,,
48310568,False,,Am Hange,residential,,True,153.421,"LINESTRING (13.113469 51.1177185, 13.1134602 51.117765, 13.1134049 51.1178212, 13.1133088 51.1178626, 13.113048 51.1179478, 13.1128016 51.1180165, 13.1125526 51.118075, 13.1123805 51.1181048, 13.1122811 51.1181181, 13.1121864 51.1181274, 13.1120866 51.118126, 13.1120075 51.1181196, 13.1118726 51.1180926, 13.1117384 51.1180583, 13.1115243 51.1180054)",,,
"[28918859, 25497363]",False,,Geyersbergstraße,secondary,50,False,258.73199999999997,"LINESTRING (13.1141429 51.1144272, 13.1139032 51.1142861, 13.1135276 51.1140804, 13.1132842 51.1139436, 13.1132336 51.1139102, 13.1131604 51.1138563, 13.1131037 51.113786, 13.1130762 51.1137085, 13.1130769 51.1136398, 13.1131101 51.1135783, 13.11318 51.1135111, 13.1132405 51.1134774, 13.1133198 51.1134471, 13.1134141 51.1134296, 13.1135379 51.1134177, 13.1137797 51.1134015, 13.1141915 51.1133688, 13.1143399 51.1133512, 13.1144858 51.113323, 13.1146884 51.1132734, 13.1148618 51.1132146)",S 32,,
25497363,False,,Geyersbergstraße,secondary,,True,42.526,"LINESTRING (13.1141429 51.1144272, 13.1143043 51.1145251, 13.1144752 51.1146419, 13.1145561 51.1147075)",S 32,,
87690842,False,,Ludwig-Jahn-Straße,residential,30,True,264.49,"LINESTRING (13.1141429 51.1144272, 13.1140701 51.1144678, 13.1139655 51.1145188, 13.1139058 51.1145397, 13.1138369 51.1145576, 13.1137468 51.1145703, 13.1136517 51.1145761, 13.1135361 51.1145745, 13.1133794 51.1145589, 13.1132701 51.114553, 13.1132037 51.1145556, 13.1131426 51.1145632, 13.1130976 51.1145784, 13.1130688 51.1145958, 13.1130369 51.1146294, 13.1130082 51.1146851, 13.1128887 51.1148858, 13.1128314 51.1149583, 13.112672 51.1151316, 13.1125794 51.1152261, 13.1124613 51.1153176, 13.1122369 51.1154809, 13.1120777 51.1155874, 13.1118353 51.1157449, 13.1116837 51.1158347, 13.1115461 51.1159096)",,,
305898874,True,2,Roßweiner Straße,residential,50,False,77.668,"LINESTRING (13.1192994 51.1187736, 13.1202344 51.1183949)",,,
209249576,False,3,Körnerplatz,secondary,50,True,41.462,"LINESTRING (13.1192994 51.1187736, 13.119017 51.1188105, 13.1187201 51.1188559)",S 34,,
"[1097262457, 1097262460, 1097262461, 312749469, 312749471]",False,"['2', '3']",Schillerstraße,secondary,50,True,176.54199999999997,"LINESTRING (13.1192994 51.1187736, 13.1194163 51.1187646, 13.1195468 51.1187634, 13.1196857 51.1187743, 13.1197855 51.1187869, 13.12002 51.1188166, 13.1201661 51.1188351, 13.1202488 51.1188461, 13.1207698 51.1189115, 13.1210791 51.1189548, 13.1214201 51.1189995, 13.1214679 51.1190058, 13.1217086 51.1190377, 13.121782 51.1190475)",S 34,,9.0
502942739,False,2,Roßweiner Straße,secondary,50,True,37.894,"LINESTRING (13.1237864 51.1164875, 13.1234529 51.1167564)",S 34,,
24420899,False,,Körnerplatz,residential,30,False,44.337,"LINESTRING (13.117971 51.1188941, 13.1178129 51.1185341, 13.1178022 51.1185097)",,,
"[59472617, 59472618, 313212717, 313212719]",False,2,Straße des Friedens,unclassified,50,True,122.06699999999998,"LINESTRING (13.1229491 51.1210468, 13.1230281 51.1209524, 13.1230491 51.1209279, 13.1230729 51.1209068, 13.1231516 51.1208278, 13.123228 51.1207155, 13.12333 51.1205604, 13.1234361 51.1203991, 13.1235072 51.1202544, 13.1235678 51.1201105, 13.1235836 51.1200686, 13.1235945 51.1200327)",,yes,
36772703,False,,Rudolf-Breitscheid-Straße,residential,,False,37.326,"LINESTRING (13.1175032 51.1207783, 13.1175883 51.1211097)",,,
25497354,True,,Theaterstraße,residential,30,False,54.266999999999996,"LINESTRING (13.1175032 51.1207783, 13.1175575 51.1206571, 13.117613 51.1205523, 13.117656 51.1204789, 13.1177054 51.1203848, 13.1177372 51.1203703, 13.1177993 51.1203394)",,,
"[39600387, 27249623]",False,,Bahnhofstraße,"['residential', 'living_street']",30,False,73.65800000000002,"LINESTRING (13.1175032 51.1207783, 13.11769 51.1208258, 13.1177737 51.1208421, 13.1178256 51.1208481, 13.1179586 51.1208505, 13.1180123 51.1208578, 13.1180899 51.1208703, 13.1181638 51.1208799, 13.1182176 51.1208866, 13.1182628 51.1208882, 13.1183022 51.1208832, 13.1184446 51.1208631, 13.1184992 51.1208634, 13.1185276 51.1208668)",,,
"[698192210, 722997462]",True,2,Burgstraße,secondary,,False,112.45500000000001,"LINESTRING (13.114088 51.1205375, 13.1134915 51.1207599, 13.1128957 51.1209879, 13.1127617 51.1210357, 13.1127055 51.1210568)",S 32;S 34,,
24420898,False,,Waldheimer Straße,residential,,True,190.52300000000002,"LINESTRING (13.1116803 51.1186319, 13.1121903 51.1186224, 13.1126994 51.1186096, 13.1127598 51.1186081, 13.1136003 51.1185883, 13.1136575 51.118587, 13.1144083 51.1185736)",,,
25709500,False,,Theodor-Kunzemann-Straße,residential,,False,214.01600000000002,"LINESTRING (13.1116803 51.1186319, 13.1117812 51.1189384, 13.1118068 51.1190162, 13.1118999 51.1192641, 13.1119124 51.1192935, 13.112039 51.1196346, 13.1122292 51.1201326, 13.112279 51.1202629, 13.1123595 51.1204707, 13.1123734 51.1205066)",,,
25709500,False,,Theodor-Kunzemann-Straße,residential,,True,214.01599999999996,"LINESTRING (13.1123734 51.1205066, 13.1123595 51.1204707, 13.112279 51.1202629, 13.1122292 51.1201326, 13.112039 51.1196346, 13.1119124 51.1192935, 13.1118999 51.1192641, 13.1118068 51.1190162, 13.1117812 51.1189384, 13.1116803 51.1186319)",,,
"[165620592, 224357222, 1079183470]",True,"['3', '1']",Bahnhofstraße,secondary,50,False,134.10999999999999,"LINESTRING (13.1123734 51.1205066, 13.11268 51.1204285, 13.1131605 51.1203182, 13.1132551 51.1202965, 13.1135498 51.1202436, 13.1137637 51.1202158, 13.1139822 51.1202041, 13.1140666 51.1202042, 13.1142162 51.1202043)",S 32;S 34,,
25709620,True,2,Wettinplatz,residential,,False,65.423,"LINESTRING (13.1127055 51.1210568, 13.112668 51.1209967, 13.1126312 51.1209356, 13.1124276 51.1205975, 13.1123734 51.1205066)",,,
"[59472617, 59472618, 313212717, 313212719]",False,2,Straße des Friedens,unclassified,50,False,122.067,"LINESTRING (13.1235945 51.1200327, 13.1235836 51.1200686, 13.1235678 51.1201105, 13.1235072 51.1202544, 13.1234361 51.1203991, 13.12333 51.1205604, 13.123228 51.1207155, 13.1231516 51.1208278, 13.1230729 51.1209068, 13.1230491 51.1209279, 13.1230281 51.1209524, 13.1229491 51.1210468)",,yes,
"[27249627, 1097262476, 313212717]",False,2,Straße des Friedens,unclassified,50,True,82.184,"LINESTRING (13.1235945 51.1200327, 13.1236302 51.1198946, 13.1237262 51.119565, 13.1237577 51.1194718, 13.1237993 51.1193541, 13.1238022 51.1193381, 13.1237978 51.1193222, 13.1237865 51.1193078)",,,
502942739,False,2,Roßweiner Straße,secondary,50,False,37.894,"LINESTRING (13.1234529 51.1167564, 13.1237864 51.1164875)",S 34,,
"[271498672, 1265262025, 723250890, 502942739]",False,"['2', '3']","['Muldenstraße', 'Roßweiner Straße']",secondary,50,True,161.332,"LINESTRING (13.1234529 51.1167564, 13.1233179 51.1168605, 13.1228833 51.1172297, 13.1227621 51.1173097, 13.1227224 51.1173374, 13.1225108 51.1174644, 13.1222349 51.1176073, 13.1221109 51.117695, 13.1220133 51.1177739, 13.1219526 51.1178493)",S 34,,9.5
25497383,True,,Zwingerstraße,residential,,False,131.955,"LINESTRING (13.1195642 51.1201456, 13.1203045 51.1201368, 13.1204531 51.1201454, 13.1208404 51.1202077, 13.1210079 51.1202376, 13.1212012 51.1202783, 13.1212941 51.1203018, 13.1214018 51.120339)",,,
36772707,False,,Breite Straße,living_street,,False,55.861,"LINESTRING (13.1195642 51.1201456, 13.1195829 51.1202087, 13.1196081 51.1203715, 13.1196055 51.1204514, 13.1196155 51.120646)",,,
693735181,False,,Breite Straße,residential,,True,49.064,"LINESTRING (13.1195642 51.1201456, 13.1195536 51.120096, 13.1195092 51.1197058)",,,
36772698,False,,Fronstraße,residential,,True,119.50500000000001,"LINESTRING (13.1200512 51.1208344, 13.1205128 51.1208215, 13.1206764 51.1208086, 13.1208479 51.1207926, 13.1209283 51.1207344, 13.1210579 51.1206213, 13.1211512 51.120533, 13.1211996 51.1204966, 13.1213317 51.1203903, 13.1213657 51.1203608, 13.1214018 51.120339)",,,
25497383,True,,Zwingerstraße,residential,,False,70.22800000000001,"LINESTRING (13.1185664 51.1201121, 13.1186528 51.1201361, 13.1187453 51.1201403, 13.1193662 51.1201462, 13.1195642 51.1201456)",,,
36772702,True,,Johannisstraße,living_street,,False,71.661,"LINESTRING (13.1185664 51.1201121, 13.1187109 51.1204224, 13.1188162 51.1207367)",,,
36772703,False,,Rudolf-Breitscheid-Straße,residential,,True,37.326,"LINESTRING (13.1175883 51.1211097, 13.1175032 51.1207783)",,,
36772701,False,,Niederwerder,residential,,False,67.027,"LINESTRING (13.1195092 51.1197058, 13.119371 51.1197045, 13.1193137 51.1197162, 13.1191955 51.1197403, 13.1190476 51.1197683, 13.1189155 51.1197945, 13.1188067 51.1198006, 13.1187309 51.1197818, 13.1186993 51.119726, 13.1186819 51.1196903)",,,
693735181,False,,Breite Straße,residential,,False,49.064,"LINESTRING (13.1195092 51.1197058, 13.1195536 51.120096, 13.1195642 51.1201456)",,,
693735181,False,,Breite Straße,residential,,True,27.836,"LINESTRING (13.1195092 51.1197058, 13.1195022 51.1195933, 13.1194978 51.1194818, 13.1194863 51.1194566)",,,
693735181,False,,Breite Straße,residential,,False,27.836,"LINESTRING (13.1194863 51.1194566, 13.1194978 51.1194818, 13.1195022 51.1195933, 13.1195092 51.1197058)",,,
36864197,False,1,Am Hegeborn,residential,,False,97.10199999999999,"LINESTRING (13.116177 51.1197795, 13.1161506 51.1197307, 13.1157293 51.1189527)",,,
"[1097262456, 368010235, 723250892]",False,"['2', '3']",Franz-Mehring-Straße,secondary,50,False,145.544,"LINESTRING (13.116177 51.1197795, 13.1170741 51.1194309, 13.1173562 51.1193401, 13.1174423 51.1193091, 13.1175751 51.1192659, 13.1177542 51.1191971, 13.1178592 51.1191426, 13.1179422 51.1190899)",S 32;S 34,,
"[368010235, 402783695]",False,2,Franz-Mehring-Straße,secondary,50,True,57.727000000000004,"LINESTRING (13.116177 51.1197795, 13.1158706 51.1198868, 13.1154636 51.120042)",S 32;S 34,,
36864197,False,1,Am Hegeborn,residential,,True,97.10199999999999,"LINESTRING (13.1157293 51.1189527, 13.1161506 51.1197307, 13.116177 51.1197795)",,,
24420898,False,,Waldheimer Straße,residential,,False,190.523,"LINESTRING (13.1144083 51.1185736, 13.1136575 51.118587, 13.1136003 51.1185883, 13.1127598 51.1186081, 13.1126994 51.1186096, 13.1121903 51.1186224, 13.1116803 51.1186319)",,,
24420898,False,,Waldheimer Straße,residential,,True,244.32300000000004,"LINESTRING (13.1144083 51.1185736, 13.1150439 51.118579, 13.1152073 51.1185913, 13.115402 51.1186111, 13.1158255 51.1186804, 13.1160843 51.1187209, 13.1162295 51.1187389, 13.116356 51.1187501, 13.1165854 51.1187512, 13.1167513 51.1187496, 13.1168678 51.1187445, 13.1169273 51.1187391, 13.1170041 51.1187259, 13.1170839 51.1187017, 13.1173644 51.1186151, 13.1176339 51.118541, 13.1178022 51.1185097)",,,
36864244,False,1,Johannisstraße,residential,30,False,31.541999999999998,"LINESTRING (13.1179422 51.1190899, 13.1180212 51.1191391, 13.1180942 51.1192244, 13.1181602 51.1193338)",,,
"[330071834, 1097262459, 722997469]",False,"['2', '3']","['Franz-Mehring-Straße', 'Körnerplatz']",secondary,50,False,62.342,"LINESTRING (13.1179422 51.1190899, 13.1180322 51.1190252, 13.1180772 51.118991, 13.1181377 51.1189585, 13.1182213 51.1189353, 13.118326 51.1189169, 13.1184448 51.1188985, 13.1187201 51.1188559)",S 32;S 34,,
"[1097262456, 368010235, 723250892]",False,"['2', '3']",Franz-Mehring-Straße,secondary,50,True,145.54399999999998,"LINESTRING (13.1179422 51.1190899, 13.1178592 51.1191426, 13.1177542 51.1191971, 13.1175751 51.1192659, 13.1174423 51.1193091, 13.1173562 51.1193401, 13.1170741 51.1194309, 13.116177 51.1197795)",S 32;S 34,,
461642480,False,,Pestalozzistraße,residential,,True,171.29000000000005,"LINESTRING (13.1108144 51.1145711, 13.1109168 51.1145786, 13.1110091 51.1145962, 13.1111193 51.1146445, 13.1112223 51.1147144, 13.1113158 51.1147855, 13.1113694 51.1148578, 13.1114425 51.1150224, 13.1114994 51.1152737, 13.1115256 51.1155116, 13.11152 51.1157299, 13.1115185 51.1158397, 13.1115317 51.1158864, 13.1115461 51.1159096)",,,
87578262,False,,Pestalozzistraße,residential,,True,68.439,"LINESTRING (13.1139869 51.1172201, 13.1137978 51.1172478, 13.1132624 51.1168863)",,,
87578210,False,,Lessingweg,residential,30,False,256.834,"LINESTRING (13.115313 51.1157633, 13.1153409 51.1157822, 13.1153623 51.1158168, 13.1153867 51.1160989, 13.115356 51.116452, 13.1153631 51.116527, 13.1153865 51.1165588, 13.1154576 51.1166131, 13.1156009 51.1167095, 13.1158085 51.1168254, 13.1162387 51.117068, 13.1163118 51.1171366, 13.1163286 51.1172527, 13.1163022 51.1173385, 13.1160489 51.1176469, 13.1160125 51.1177724)",,,
87578210,False,,Lessingweg,residential,30,True,16.583,"LINESTRING (13.115313 51.1157633, 13.1153481 51.1157293, 13.1153464 51.1156476, 13.1153398 51.115621)",,,
87578228,False,,Goetheweg,residential,30,True,191.09300000000002,"LINESTRING (13.115313 51.1157633, 13.115145 51.1158926, 13.1149287 51.1160417, 13.1146638 51.1161937, 13.114447 51.1162831, 13.1142399 51.1163565, 13.1140765 51.116423, 13.1138717 51.1165234, 13.1136039 51.116684, 13.1132987 51.1168649, 13.1132624 51.1168863)",,,
25497363,False,,Geyersbergstraße,secondary,,False,62.807,"LINESTRING (13.1145526 51.1152375, 13.1146296 51.1151558, 13.1146637 51.1150954, 13.1146816 51.1150376, 13.1146881 51.1149763, 13.1146816 51.1149071, 13.1146504 51.1148307, 13.1146247 51.1147847, 13.1145704 51.1147194, 13.1145561 51.1147075)",S 32,,
25497363,False,,Geyersbergstraße,secondary,,True,207.208,"LINESTRING (13.1145526 51.1152375, 13.1144786 51.1153015, 13.1142355 51.1155044, 13.1142114 51.1155245, 13.1140165 51.1156775, 13.1137376 51.1157793, 13.1136055 51.1158476, 13.1130981 51.1161007, 13.1126216 51.1163537, 13.1124937 51.1164223, 13.1123742 51.116481)",S 32,,
996977340,False,,Lessingweg,residential,30,False,69.58500000000001,"LINESTRING (13.1145526 51.1152375, 13.1146337 51.1152751, 13.1152928 51.1155924, 13.1153398 51.115621)",,,
25497363,False,,Geyersbergstraße,secondary,,False,42.525999999999996,"LINESTRING (13.1145561 51.1147075, 13.1144752 51.1146419, 13.1143043 51.1145251, 13.1141429 51.1144272)",S 32,,
25497363,False,,Geyersbergstraße,secondary,,True,62.806999999999995,"LINESTRING (13.1145561 51.1147075, 13.1145704 51.1147194, 13.1146247 51.1147847, 13.1146504 51.1148307, 13.1146816 51.1149071, 13.1146881 51.1149763, 13.1146816 51.1150376, 13.1146637 51.1150954, 13.1146296 51.1151558, 13.1145526 51.1152375)",S 32,,
87578203,False,,Robert-Koch-Weg,residential,30,False,55.622,"LINESTRING (13.1145561 51.1147075, 13.1151519 51.1144502, 13.1152159 51.1144273)",,,
87578217,False,,Wilhelm-Busch-Weg,residential,30,False,20.768,"LINESTRING (13.1152159 51.1144273, 13.1152 51.1142408)",,,
87578203,False,,Robert-Koch-Weg,residential,30,True,55.622,"LINESTRING (13.1152159 51.1144273, 13.1151519 51.1144502, 13.1145561 51.1147075)",,,
87578217,False,,Wilhelm-Busch-Weg,residential,30,True,133.906,"LINESTRING (13.1152159 51.1144273, 13.1152543 51.1144659, 13.1152926 51.1147959, 13.1153278 51.1152136, 13.1153628 51.1155504, 13.1153398 51.115621)",,,
87578235,False,,Hainichener Straße,residential,,True,261.742,"LINESTRING (13.117123 51.1146539, 13.1169979 51.1151749, 13.1169791 51.1153852, 13.1169898 51.115638, 13.1170751 51.1158081, 13.1171822 51.1159901, 13.1173002 51.1162461, 13.1175577 51.116502, 13.1177465 51.1166505, 13.1178411 51.1167293, 13.1180224 51.1167987)",,,
25497363,False,,Geyersbergstraße,secondary,,False,207.208,"LINESTRING (13.1123742 51.116481, 13.1124937 51.1164223, 13.1126216 51.1163537, 13.1130981 51.1161007, 13.1136055 51.1158476, 13.1137376 51.1157793, 13.1140165 51.1156775, 13.1142114 51.1155245, 13.1142355 51.1155044, 13.1144786 51.1153015, 13.1145526 51.1152375)",S 32,,
25497363,False,,Geyersbergstraße,secondary,,True,214.37099999999995,"LINESTRING (13.1123742 51.116481, 13.112296 51.1165262, 13.1121834 51.1166097, 13.1120931 51.1166807, 13.1120315 51.1167517, 13.1119967 51.1168061, 13.1119658 51.116863, 13.1119372 51.1169374, 13.1119286 51.1170122, 13.1119415 51.1170867, 13.1119636 51.1171442, 13.1120085 51.1172074, 13.1120805 51.1172794, 13.1121956 51.1173742, 13.1122847 51.1174441, 13.1123846 51.1175013, 13.1124935 51.1175503, 13.1126507 51.1176089, 13.1127997 51.1176457, 13.1129253 51.1176738, 13.113079 51.1176944, 13.1132624 51.1177101, 13.113469 51.1177185)",S 32,,
87578262,False,,Pestalozzistraße,residential,,False,77.132,"LINESTRING (13.1123742 51.116481, 13.1125108 51.1165177, 13.1127178 51.116596, 13.112972 51.1167229, 13.1131653 51.1168305, 13.1132624 51.1168863)",,,
87690849,False,,Pestalozzistraße,residential,,False,87.235,"LINESTRING (13.1123742 51.116481, 13.1122532 51.1164392, 13.1120015 51.1163238, 13.1118405 51.1162385, 13.1116291 51.1161125, 13.1115286 51.1160425, 13.1114843 51.1160052, 13.1114552 51.1159628)",,,
48310616,False,,Hainichener Straße,residential,,True,40.42,"LINESTRING (13.1180224 51.1167987, 13.1180948 51.1170196, 13.1180788 51.117097, 13.1180364 51.1171507)",,,
87578235,False,,Hainichener Straße,residential,,False,261.742,"LINESTRING (13.1180224 51.1167987, 13.1178411 51.1167293, 13.1177465 51.1166505, 13.1175577 51.116502, 13.1173002 51.1162461, 13.1171822 51.1159901, 13.1170751 51.1158081, 13.1169898 51.115638, 13.1169791 51.1153852, 13.1169979 51.1151749, 13.117123 51.1146539)",,,
87578228,False,,Goetheweg,residential,30,False,191.093,"LINESTRING (13.1132624 51.1168863, 13.1132987 51.1168649, 13.1136039 51.116684, 13.1138717 51.1165234, 13.1140765 51.116423, 13.1142399 51.1163565, 13.114447 51.1162831, 13.1146638 51.1161937, 13.1149287 51.1160417, 13.115145 51.1158926, 13.115313 51.1157633)",,,
87578262,False,,Pestalozzistraße,residential,,False,68.439,"LINESTRING (13.1132624 51.1168863, 13.1137978 51.1172478, 13.1139869 51.1172201)",,,
87578262,False,,Pestalozzistraße,residential,,True,77.13199999999999,"LINESTRING (13.1132624 51.1168863, 13.1131653 51.1168305, 13.112972 51.1167229, 13.1127178 51.116596, 13.1125108 51.1165177, 13.1123742 51.116481)",,,
87690842,False,,Ludwig-Jahn-Straße,residential,30,False,8.675,"LINESTRING (13.1114552 51.1159628, 13.1115461 51.1159096)",,,
87690842,False,,Ludwig-Jahn-Straße,residential,30,True,257.0919999999999,"LINESTRING (13.1114552 51.1159628, 13.1113553 51.1160172, 13.1111424 51.1161678, 13.1110503 51.1162451, 13.1109444 51.11635, 13.1108631 51.1164614, 13.1108094 51.1165893, 13.110741 51.1167668, 13.1107294 51.1168856, 13.1107415 51.1170015, 13.1107526 51.1170348, 13.1107681 51.1170808, 13.1108165 51.1172012, 13.1108522 51.1172916, 13.1109091 51.1173847, 13.1109922 51.1174883, 13.1110853 51.117582, 13.1112729 51.117745, 13.1114153 51.1178565, 13.11151 51.1179576, 13.1115243 51.1180054)",,,
87690849,False,,Pestalozzistraße,residential,,True,87.235,"LINESTRING (13.1114552 51.1159628, 13.1114843 51.1160052, 13.1115286 51.1160425, 13.1116291 51.1161125, 13.1118405 51.1162385, 13.1120015 51.1163238, 13.1122532 51.1164392, 13.1123742 51.116481)",,,
36772701,False,,Niederwerder,residential,,True,67.027,"LINESTRING (13.1186819 51.1196903, 13.1186993 51.119726, 13.1187309 51.1197818, 13.1188067 51.1198006, 13.1189155 51.1197945, 13.1190476 51.1197683, 13.1191955 51.1197403, 13.1193137 51.1197162, 13.119371 51.1197045, 13.1195092 51.1197058)",,,
"[39600387, 27249623]",False,,Bahnhofstraße,"['living_street', 'residential']",30,True,73.65799999999999,"LINESTRING (13.1185276 51.1208668, 13.1184992 51.1208634, 13.1184446 51.1208631, 13.1183022 51.1208832, 13.1182628 51.1208882, 13.1182176 51.1208866, 13.1181638 51.1208799, 13.1180899 51.1208703, 13.1180123 51.1208578, 13.1179586 51.1208505, 13.1178256 51.1208481, 13.1177737 51.1208421, 13.11769 51.1208258, 13.1175032 51.1207783)",,,
"[313212728, 313212729, 313212725, 25497383]",True,"['2', '3', '1']",Zwingerstraße,residential,,False,133.647,"LINESTRING (13.1214018 51.120339, 13.1214733 51.1203699, 13.1215321 51.1204001, 13.1216095 51.1204355, 13.1216727 51.1204637, 13.1224634 51.1208245, 13.1227868 51.1209753, 13.1228112 51.1209867, 13.1228151 51.1209885, 13.1229491 51.1210468)",,,"['7.0', '4']"
36772698,False,,Fronstraße,residential,,False,119.505,"LINESTRING (13.1214018 51.120339, 13.1213657 51.1203608, 13.1213317 51.1203903, 13.1211996 51.1204966, 13.1211512 51.120533, 13.1210579 51.1206213, 13.1209283 51.1207344, 13.1208479 51.1207926, 13.1206764 51.1208086, 13.1205128 51.1208215, 13.1200512 51.1208344)",,,
