osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,width,junction,bridge
39656055,2,St 2790,Turnhouter Straße,secondary,50,False,True,229.13400000000004,"LINESTRING (9.8874287 50.1166592, 9.8873813 50.1165457, 9.8873372 50.1164479, 9.887301 50.1163542, 9.8872742 50.1162613, 9.8872672 50.1162015, 9.8872618 50.1161241, 9.8872608 50.1160712, 9.8872702 50.116005, 9.8872866 50.1159414, 9.8873198 50.1158537, 9.887377 50.1157511, 9.8874526 50.1156421, 9.8875468 50.1155292, 9.8877412 50.1153133, 9.8879129 50.1150956, 9.8879465 50.1150354, 9.8879671 50.1149711, 9.8879765 50.1149033, 9.8879729 50.114818, 9.8879606 50.1147649, 9.8879456 50.1147132)",,,,
"[576890500, 931767285, 34947294, 931767286]",,,Am Weihertorplatz,residential,,False,True,245.433,"LINESTRING (9.8874287 50.1166592, 9.8875778 50.116651, 9.8876719 50.1166266, 9.887736 50.1165872, 9.887985 50.1162751, 9.8881725 50.1159848, 9.8883872 50.115652, 9.888449 50.1154977, 9.8885269 50.1153339, 9.8886698 50.1150335, 9.8887047 50.1149628, 9.888718 50.1149387, 9.8888601 50.1147385)",destination,,,
1031644904,2,St 2790,Turnhouter Straße,secondary,50,False,False,149.27200000000002,"LINESTRING (9.8874287 50.1166592, 9.8874579 50.1167635, 9.8874767 50.1168693, 9.8874813 50.1169464, 9.8874745 50.1170363, 9.8874608 50.1171187, 9.8874405 50.1171883, 9.8873976 50.1172838, 9.8873441 50.1174224, 9.8873292 50.1174979, 9.8873289 50.1175759, 9.8873351 50.1176441, 9.8873556 50.1177428, 9.8873903 50.1178262, 9.8874164 50.1178814, 9.8874274 50.1179222, 9.8874279 50.1179818)",,,,
26830138,,KG 12,Berliner Straße,tertiary,50,False,False,66.82,"LINESTRING (9.8941983 50.1155697, 9.8942631 50.115646, 9.894303 50.1156798, 9.8943843 50.1157277, 9.8949766 50.1158559)",,6.7,,
134160091,,,,residential,,True,False,9.754,"LINESTRING (9.8941983 50.1155697, 9.8941542 50.1155773, 9.8941087 50.1155761, 9.8940658 50.1155662)",,,roundabout,
24677944,,KG 12,Berliner Straße,tertiary,50,False,False,149.47,"LINESTRING (9.897183 50.116616, 9.8976572 50.1167996, 9.8987276 50.1170129, 9.8991301 50.1170931)",,,,
24677944,,KG 12,Berliner Straße,tertiary,50,False,True,67.32,"LINESTRING (9.897183 50.116616, 9.8969623 50.1165062, 9.8964263 50.116254)",,,,
24740116,,,Oberfelder Straße,residential,,False,False,89.287,"LINESTRING (9.897183 50.116616, 9.8971349 50.1167485, 9.8970283 50.117161, 9.8969381 50.117403)",,,,
24677944,,KG 12,Berliner Straße,tertiary,50,False,True,6.307,"LINESTRING (9.8992154 50.1171081, 9.8991301 50.1170931)",,,,
24740115,,,Gommersberger Straße,residential,,False,False,74.47,"LINESTRING (9.8992154 50.1171081, 9.8991925 50.1171972, 9.8991692 50.1174631, 9.8991389 50.1177756)",,,,
24740115,,,Gommersberger Straße,residential,,False,True,77.143,"LINESTRING (9.8991579 50.1189595, 9.899161 50.1186649, 9.8991409 50.1184056, 9.8991535 50.1182663)",,,,
24740120,,,Eschenthalstraße,residential,,False,True,209.223,"LINESTRING (9.8991579 50.1189595, 9.8984515 50.1189586, 9.8977937 50.1189606, 9.8962338 50.1190762)",,,,
26145187,,,Königsberger Straße,residential,,False,False,70.12100000000001,"LINESTRING (9.8991579 50.1189595, 9.8996036 50.1189909, 9.899939 50.1190473, 9.9001243 50.119069)",,,,
24740116,,,Oberfelder Straße,residential,,False,False,96.43100000000001,"LINESTRING (9.8969381 50.117403, 9.896648 50.1173621, 9.8965661 50.1174106, 9.89635 50.1179998)",,,,
24740116,,,Oberfelder Straße,residential,,False,True,89.28699999999999,"LINESTRING (9.8969381 50.117403, 9.8970283 50.117161, 9.8971349 50.1167485, 9.897183 50.116616)",,,,
24740117,,,Dr.-Probst-Straße,residential,,False,True,162.345,"LINESTRING (9.8969381 50.117403, 9.8977465 50.1175539, 9.8985617 50.1176931, 9.8991389 50.1177756)",,,,
24740115,,,Gommersberger Straße,residential,,False,False,54.733000000000004,"LINESTRING (9.8991389 50.1177756, 9.8991755 50.1180201, 9.8991535 50.1182663)",,,,
24740115,,,Gommersberger Straße,residential,,False,True,74.47,"LINESTRING (9.8991389 50.1177756, 9.8991692 50.1174631, 9.8991925 50.1171972, 9.8992154 50.1171081)",,,,
24740117,,,Dr.-Probst-Straße,residential,,False,False,162.345,"LINESTRING (9.8991389 50.1177756, 9.8985617 50.1176931, 9.8977465 50.1175539, 9.8969381 50.117403)",,,,
24740116,,,Oberfelder Straße,residential,,False,False,62.419,"LINESTRING (9.89635 50.1179998, 9.8961433 50.1183101, 9.8960338 50.1184171, 9.8959196 50.1184791)",,,,
24740116,,,Oberfelder Straße,residential,,False,True,96.431,"LINESTRING (9.89635 50.1179998, 9.8965661 50.1174106, 9.896648 50.1173621, 9.8969381 50.117403)",,,,
24740118,,,Weinbergstraße,residential,,False,False,202.261,"LINESTRING (9.89635 50.1179998, 9.8980361 50.1181614, 9.8985838 50.118232, 9.8989363 50.1182643, 9.8991535 50.1182663)",,,,
24740116,,,Oberfelder Straße,residential,,False,True,62.419,"LINESTRING (9.8959196 50.1184791, 9.8960338 50.1184171, 9.8961433 50.1183101, 9.89635 50.1179998)",,,,
134160089,,,Ofenthaler Weg,residential,,False,False,30.084000000000003,"LINESTRING (9.8959196 50.1184791, 9.8957608 50.1183126, 9.8956997 50.1182482)",,,,
134160089,,,Ofenthaler Weg,residential,,False,True,38.34,"LINESTRING (9.8959196 50.1184791, 9.8960267 50.1186585, 9.8961064 50.1188024)",,,,
24740115,,,Gommersberger Straße,residential,,False,False,77.143,"LINESTRING (9.8991535 50.1182663, 9.8991409 50.1184056, 9.899161 50.1186649, 9.8991579 50.1189595)",,,,
24740115,,,Gommersberger Straße,residential,,False,True,54.733000000000004,"LINESTRING (9.8991535 50.1182663, 9.8991755 50.1180201, 9.8991389 50.1177756)",,,,
24740118,,,Weinbergstraße,residential,,False,True,202.261,"LINESTRING (9.8991535 50.1182663, 9.8989363 50.1182643, 9.8985838 50.118232, 9.8980361 50.1181614, 9.89635 50.1179998)",,,,
