osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width,junction,access
648706787,Königstraße,secondary,40,False,False,98.26499999999999,"LINESTRING (9.135402 48.9069639, 9.1352839 48.9072465, 9.1351464 48.9075164, 9.1351325 48.9075426, 9.135021 48.9077538, 9.134997 48.9078062)",L 1110,,,,
25622415,Johannisstraße,residential,,False,False,107.192,"LINESTRING (9.1398124 48.9042384, 9.139814 48.9041837, 9.1399959 48.9032823)",,,,,
"[355762059, 431530887]",Eglosheimer Straße,secondary,50,False,False,63.895999999999994,"LINESTRING (9.1398124 48.9042384, 9.1402903 48.9041966, 9.1405175 48.9041909, 9.1406822 48.904193)",L 1138,2,,,
355770852,Eglosheimer Straße,secondary,50,False,True,194.99400000000003,"LINESTRING (9.1398124 48.9042384, 9.1395163 48.9042672, 9.13888 48.9043259, 9.1387561 48.9043372, 9.1381603 48.9043966, 9.1380618 48.9044036, 9.1379861 48.9044108, 9.1376569 48.9044406, 9.1371731 48.9044934)",L 1138,2,,,
666690661,Asperger Straße,secondary,30,False,False,11.596,"LINESTRING (9.1322795 48.9093767, 9.1322232 48.9094742)",L 1110,2,,,
"[26631546, 34233908]",Schubartstraße,residential,30,False,False,297.243,"LINESTRING (9.1322795 48.9093767, 9.1323686 48.9094238, 9.132466 48.9094347, 9.1328141 48.9094648, 9.1333662 48.9094794, 9.1335496 48.9094714, 9.1337991 48.9094524, 9.1341443 48.9094326, 9.134486 48.9094174, 9.1345872 48.9094134, 9.1348583 48.9094087, 9.1349108 48.909417, 9.1349588 48.9094501, 9.135028 48.9095576, 9.135066 48.9096628, 9.1351007 48.9097319, 9.1351458 48.9097782, 9.1352067 48.9098221, 9.1354132 48.9098754, 9.1358557 48.9100003)",,,,,
"[648755825, 226012940]",Königstraße,secondary,"['30', '40']",False,True,221.07999999999998,"LINESTRING (9.1322795 48.9093767, 9.1323249 48.9093305, 9.1324075 48.9092324, 9.1324845 48.9091771, 9.1325617 48.9091402, 9.132745 48.9090822, 9.1334038 48.908884, 9.1339378 48.9087259, 9.1341514 48.9086472, 9.1341783 48.9086364, 9.1343311 48.9085602, 9.1344603 48.908476, 9.1346413 48.908332, 9.1347051 48.9082705)",L 1110,2,,,
"[26631546, 34233908]",Schubartstraße,residential,30,False,True,297.24299999999994,"LINESTRING (9.1358557 48.9100003, 9.1354132 48.9098754, 9.1352067 48.9098221, 9.1351458 48.9097782, 9.1351007 48.9097319, 9.135066 48.9096628, 9.135028 48.9095576, 9.1349588 48.9094501, 9.1349108 48.909417, 9.1348583 48.9094087, 9.1345872 48.9094134, 9.134486 48.9094174, 9.1341443 48.9094326, 9.1337991 48.9094524, 9.1335496 48.9094714, 9.1333662 48.9094794, 9.1328141 48.9094648, 9.132466 48.9094347, 9.1323686 48.9094238, 9.1322795 48.9093767)",,,,,
33636782,Brühlstraße,residential,,False,False,18.456,"LINESTRING (9.140598 48.906409, 9.140484 48.9065571)",,,,,
222405186,Bahnhofstraße,residential,,False,False,12.066,"LINESTRING (9.140598 48.906409, 9.1404484 48.9063631)",,,,,
105379991,Schmale Straße,residential,30,False,False,60.967,"LINESTRING (9.1315214 48.9053464, 9.1316062 48.9053482, 9.1323541 48.9053784)",,,,,
222238437,Möglinger Straße,tertiary,50,False,False,8.698,"LINESTRING (9.1315214 48.9053464, 9.1315266 48.9053635, 9.131532 48.9053813, 9.1315401 48.9054236)",K 1693,2,,,
222238437,Möglinger Straße,tertiary,50,False,True,60.525000000000006,"LINESTRING (9.1315214 48.9053464, 9.1314255 48.9051622, 9.1312872 48.9048246)",K 1693,2,,,
355553820,Lehenstraße,residential,30,False,False,364.75900000000007,"LINESTRING (9.1418404 48.907669, 9.1414024 48.907625, 9.1407469 48.9076051, 9.1404082 48.9075924, 9.140287 48.9075906, 9.1386353 48.9075429, 9.1384158 48.9075244, 9.1382582 48.9075037, 9.138085 48.9074587, 9.1377105 48.9073344, 9.1373646 48.9072196, 9.1370053 48.9071004)",,,7,,
27540234,Panoramastraße,residential,30,False,False,165.284,"LINESTRING (9.1347051 48.9082705, 9.1348113 48.9083002, 9.1349562 48.9083105, 9.1350933 48.9083146, 9.1361293 48.9082614, 9.1369506 48.908305)",,,,,
"[648755825, 226012940]",Königstraße,secondary,"['40', '30']",False,False,221.07999999999998,"LINESTRING (9.1347051 48.9082705, 9.1346413 48.908332, 9.1344603 48.908476, 9.1343311 48.9085602, 9.1341783 48.9086364, 9.1341514 48.9086472, 9.1339378 48.9087259, 9.1334038 48.908884, 9.132745 48.9090822, 9.1325617 48.9091402, 9.1324845 48.9091771, 9.1324075 48.9092324, 9.1323249 48.9093305, 9.1322795 48.9093767)",L 1110,2,,,
648755826,Königstraße,secondary,40,False,True,55.902,"LINESTRING (9.1347051 48.9082705, 9.1347854 48.9081628, 9.1348774 48.9080141, 9.1349078 48.9079617, 9.134969 48.9078565, 9.134997 48.9078062)",L 1110,,,,
27540234,Panoramastraße,residential,30,False,True,165.284,"LINESTRING (9.1369506 48.908305, 9.1361293 48.9082614, 9.1350933 48.9083146, 9.1349562 48.9083105, 9.1348113 48.9083002, 9.1347051 48.9082705)",,,,,
850980538,Schulstraße,residential,30,False,True,15.339,"LINESTRING (9.1331116 48.9065205, 9.1332959 48.9064545)",,,,,
"[226012931, 28182620]",Kelterstraße,residential,30,False,False,74.745,"LINESTRING (9.1331116 48.9065205, 9.1331455 48.9065388, 9.1331712 48.9065617, 9.1331907 48.9065866, 9.1332473 48.906658, 9.1333581 48.906783, 9.1336566 48.9070869)",,,,,
36382467,Schulstraße,residential,30,False,False,26.0,"LINESTRING (9.1331116 48.9065205, 9.1330625 48.906508, 9.1330117 48.9065006, 9.1329629 48.9064947, 9.1327627 48.90648)",,,,,
31285229,Uhlandstraße,residential,30,False,False,378.932,"LINESTRING (9.1340792 48.9076506, 9.134008 48.9076698, 9.1337639 48.9076795, 9.1331364 48.9077294, 9.1330258 48.9077382, 9.1326952 48.9077761, 9.1323911 48.9078128, 9.1321279 48.9078475, 9.1318129 48.9078887, 9.1314817 48.9079398, 9.1312595 48.90798, 9.1299594 48.9082019, 9.1299161 48.9082096, 9.1290221 48.9083699)",,1,,,destination
226012934,Kelterstraße,residential,30,False,False,27.289,"LINESTRING (9.1340792 48.9076506, 9.134122 48.9076627, 9.1344424 48.907705)",,,,,
648675076,Kelterstraße,residential,30,False,True,42.068000000000005,"LINESTRING (9.134997 48.9078062, 9.1349281 48.9077926, 9.1344424 48.907705)",,,,,
648706787,Königstraße,secondary,40,False,True,98.26499999999999,"LINESTRING (9.134997 48.9078062, 9.135021 48.9077538, 9.1351325 48.9075426, 9.1351464 48.9075164, 9.1352839 48.9072465, 9.135402 48.9069639)",L 1110,,,,
648755826,Königstraße,secondary,40,False,False,55.902,"LINESTRING (9.134997 48.9078062, 9.134969 48.9078565, 9.1349078 48.9079617, 9.1348774 48.9080141, 9.1347854 48.9081628, 9.1347051 48.9082705)",L 1110,,,,
36382467,Schulstraße,residential,30,False,False,224.50799999999998,"LINESTRING (9.1327627 48.90648, 9.1326417 48.9064817, 9.1322885 48.9064859, 9.132228 48.9064875, 9.1318597 48.9064923, 9.131558 48.9064947, 9.1313134 48.906495, 9.1309132 48.9064764, 9.1306445 48.9064645, 9.1299498 48.9064309, 9.1296951 48.9064208)",,,,,
36382467,Schulstraße,residential,30,False,True,26.0,"LINESTRING (9.1327627 48.90648, 9.1329629 48.9064947, 9.1330117 48.9065006, 9.1330625 48.906508, 9.1331116 48.9065205)",,,,,
105379985,Wettestraße,residential,30,False,False,45.342999999999996,"LINESTRING (9.1327627 48.90648, 9.1327064 48.9064224, 9.1326504 48.9063172, 9.1325744 48.9061209, 9.1325642 48.9060965)",,,,,
97985156,Weinstraße,residential,30,False,False,33.754,"LINESTRING (9.1296951 48.9064208, 9.1296802 48.9067242)",,,,,
36382467,Schulstraße,residential,30,False,True,224.508,"LINESTRING (9.1296951 48.9064208, 9.1299498 48.9064309, 9.1306445 48.9064645, 9.1309132 48.9064764, 9.1313134 48.906495, 9.131558 48.9064947, 9.1318597 48.9064923, 9.132228 48.9064875, 9.1322885 48.9064859, 9.1326417 48.9064817, 9.1327627 48.90648)",,,,,
37284363,Weinstraße,residential,30,False,False,70.405,"LINESTRING (9.1296951 48.9064208, 9.1297619 48.9058704, 9.1297479 48.9057899)",,,,,
34181623,Weinstraße,residential,30,False,True,55.536,"LINESTRING (9.1296802 48.9067242, 9.1296386 48.9072229)",,,,,
"[38578489, 38578490, 460941150]",Weinstraße,residential,30,False,"[False, True]",207.269,"LINESTRING (9.1296802 48.9067242, 9.1307431 48.9067515, 9.1307436 48.9071886, 9.1305228 48.9072077, 9.1296386 48.9072229)",,,,,
97985156,Weinstraße,residential,30,False,True,33.754,"LINESTRING (9.1296802 48.9067242, 9.1296951 48.9064208)",,,,,
355553820,Lehenstraße,residential,30,False,True,6.691,"LINESTRING (9.1369189 48.9070805, 9.1370053 48.9071004)",,,7,,
"[222405185, 34181767]",Badstraße,residential,30,True,False,138.733,"LINESTRING (9.1369189 48.9070805, 9.1369282 48.9070441, 9.1369379 48.9069989, 9.1369847 48.9065756, 9.1370054 48.9063337, 9.137033 48.9060454, 9.1370508 48.9059381, 9.137042 48.9059232, 9.1370183 48.9059033, 9.1369304 48.9058859)",,,,,
34233906,Lehenstraße,residential,30,False,False,111.913,"LINESTRING (9.1369189 48.9070805, 9.1367123 48.9070404, 9.1364038 48.9070136, 9.1356863 48.9069776, 9.135402 48.9069639)",,,,,
31285229,Uhlandstraße,residential,30,False,True,378.93199999999996,"LINESTRING (9.1290221 48.9083699, 9.1299161 48.9082096, 9.1299594 48.9082019, 9.1312595 48.90798, 9.1314817 48.9079398, 9.1318129 48.9078887, 9.1321279 48.9078475, 9.1323911 48.9078128, 9.1326952 48.9077761, 9.1330258 48.9077382, 9.1331364 48.9077294, 9.1337639 48.9076795, 9.134008 48.9076698, 9.1340792 48.9076506)",,1,,,destination
34181623,Weinstraße,residential,30,False,False,31.761,"LINESTRING (9.1296097 48.9075079, 9.1296386 48.9072229)",,,,,
222238455,Weinstraße,residential,30,False,False,61.785,"LINESTRING (9.1296097 48.9075079, 9.1298907 48.9075158, 9.1299383 48.9075154, 9.1304548 48.9075174)",,,,,
222238455,Weinstraße,residential,30,False,True,61.785,"LINESTRING (9.1304548 48.9075174, 9.1299383 48.9075154, 9.1298907 48.9075158, 9.1296097 48.9075079)",,,,,
34179541,Entenäcker,residential,30,False,True,55.05,"LINESTRING (9.128565 48.9039665, 9.1284734 48.9034751)",,,,,
444135976,Möglinger Straße,residential,30,False,True,11.111,"LINESTRING (9.128565 48.9039665, 9.1287039 48.9039259)",,,,,
34179541,Entenäcker,residential,30,False,False,55.05,"LINESTRING (9.1284734 48.9034751, 9.128565 48.9039665)",,,,,
34179541,Entenäcker,residential,30,False,True,41.215,"LINESTRING (9.1284734 48.9034751, 9.1284 48.9031076)",,,,,
34179617,Möglinger Straße,residential,30,False,False,64.711,"LINESTRING (9.1284734 48.9034751, 9.1293437 48.9033683)",,,,,
34179541,Entenäcker,residential,30,False,False,17.552,"LINESTRING (9.1283751 48.9029506, 9.1284 48.9031076)",,,,,
34179541,Entenäcker,residential,30,False,True,20.399,"LINESTRING (9.1283751 48.9029506, 9.1283534 48.9027677)",,,,,
34179541,Entenäcker,residential,30,False,False,35.204,"LINESTRING (9.1283082 48.9024525, 9.1283534 48.9027677)",,,,,
34179541,Entenäcker,residential,30,False,True,7.96,"LINESTRING (9.1283082 48.9024525, 9.1283003 48.9023811)",,,,,
34179541,Entenäcker,residential,30,False,False,20.399,"LINESTRING (9.1283534 48.9027677, 9.1283751 48.9029506)",,,,,
34179541,Entenäcker,residential,30,False,True,35.204,"LINESTRING (9.1283534 48.9027677, 9.1283082 48.9024525)",,,,,
34179609,Möglinger Straße,residential,30,False,False,97.959,"LINESTRING (9.1283534 48.9027677, 9.1291921 48.9027289, 9.1292716 48.903053)",,,,,
34179609,Möglinger Straße,residential,30,False,False,63.996,"LINESTRING (9.1292716 48.903053, 9.1284 48.9031076)",,,,,
34179615,Möglinger Straße,residential,30,False,False,35.454,"LINESTRING (9.1292716 48.903053, 9.1293437 48.9033683)",,,,,
34179609,Möglinger Straße,residential,30,False,True,97.959,"LINESTRING (9.1292716 48.903053, 9.1291921 48.9027289, 9.1283534 48.9027677)",,,,,
34179541,Entenäcker,residential,30,False,False,41.215,"LINESTRING (9.1284 48.9031076, 9.1284734 48.9034751)",,,,,
34179541,Entenäcker,residential,30,False,True,17.552,"LINESTRING (9.1284 48.9031076, 9.1283751 48.9029506)",,,,,
34179609,Möglinger Straße,residential,30,False,True,63.996,"LINESTRING (9.1284 48.9031076, 9.1292716 48.903053)",,,,,
34179615,Möglinger Straße,residential,30,False,True,35.454,"LINESTRING (9.1293437 48.9033683, 9.1292716 48.903053)",,,,,
34179617,Möglinger Straße,residential,30,False,True,64.711,"LINESTRING (9.1293437 48.9033683, 9.1284734 48.9034751)",,,,,
34179615,Möglinger Straße,residential,30,False,False,34.326,"LINESTRING (9.1293437 48.9033683, 9.1294043 48.903611, 9.12944 48.9036692)",,,,,
34179615,Möglinger Straße,residential,30,False,True,34.326,"LINESTRING (9.12944 48.9036692, 9.1294043 48.903611, 9.1293437 48.9033683)",,,,,
"[444135976, 105379970]",Möglinger Straße,residential,30,False,False,60.95399999999999,"LINESTRING (9.12944 48.9036692, 9.1290994 48.9037756, 9.1287039 48.9039259)",,,,,
105379970,Möglinger Straße,residential,30,False,True,89.575,"LINESTRING (9.12944 48.9036692, 9.1296379 48.9036152, 9.1299623 48.9035207, 9.1304085 48.903286, 9.1304738 48.9032503)",,,,,
34179879,Hauffstraße,residential,30,False,False,86.13,"LINESTRING (9.1288695 48.9040478, 9.1289289 48.9048214)",,,,,
34179674,Schäferstraße,residential,30,False,False,60.038000000000004,"LINESTRING (9.1288695 48.9040478, 9.128922 48.9040534, 9.1289928 48.9040549, 9.1291867 48.9040545, 9.1296902 48.9040535)",,,,,
34179674,Schäferstraße,residential,30,False,True,18.75,"LINESTRING (9.1288695 48.9040478, 9.1288029 48.9040249, 9.128767 48.9039999, 9.1287039 48.9039259)",,,,,
34179693,Mörikestraße,residential,30,False,False,85.587,"LINESTRING (9.1303766 48.904052, 9.130374 48.9048217)",,,,,
34179674,Schäferstraße,residential,30,False,False,64.48599999999999,"LINESTRING (9.1303766 48.904052, 9.1304088 48.9040519, 9.1306435 48.9040511, 9.1312588 48.9040567)",,,,,
34179674,Schäferstraße,residential,30,False,True,50.17,"LINESTRING (9.1303766 48.904052, 9.1299088 48.9040522, 9.1296902 48.9040535)",,,,,
222238437,Möglinger Straße,tertiary,50,False,False,11.645,"LINESTRING (9.1312588 48.9040567, 9.1312554 48.9041614)",K 1693,2,,,
34179674,Schäferstraße,residential,30,False,True,64.486,"LINESTRING (9.1312588 48.9040567, 9.1306435 48.9040511, 9.1304088 48.9040519, 9.1303766 48.904052)",,,,,
222238437,Möglinger Straße,tertiary,50,False,True,24.634,"LINESTRING (9.1312588 48.9040567, 9.1312425 48.9039676, 9.1312014 48.9038751, 9.1311885 48.9038407)",K 1693,2,,,
34179693,Mörikestraße,residential,30,False,True,102.102,"LINESTRING (9.1303819 48.9057399, 9.1303797 48.9056743, 9.130374 48.9048217)",,,,,
34843807,Markgröninger Straße,secondary,50,False,False,46.669999999999995,"LINESTRING (9.1303819 48.9057399, 9.1300057 48.9057697, 9.1299025 48.9057778, 9.1297479 48.9057899)",L 1138,2,,,
34843807,Markgröninger Straße,secondary,50,False,True,77.11599999999999,"LINESTRING (9.1303819 48.9057399, 9.1307102 48.9057163, 9.1310995 48.9056833, 9.1312225 48.9056671, 9.1313554 48.9056273, 9.1314064 48.9056055)",L 1138,2,,,
34179693,Mörikestraße,residential,30,False,True,85.587,"LINESTRING (9.130374 48.9048217, 9.1303766 48.904052)",,,,,
34179761,Schillerstraße,residential,30,False,False,50.697,"LINESTRING (9.130374 48.9048217, 9.1296804 48.904818)",,,,,
34179761,Schillerstraße,residential,30,False,True,66.746,"LINESTRING (9.130374 48.9048217, 9.1312872 48.9048246)",,,,,
34179693,Mörikestraße,residential,30,False,False,102.102,"LINESTRING (9.130374 48.9048217, 9.1303797 48.9056743, 9.1303819 48.9057399)",,,,,
34179761,Schillerstraße,residential,30,False,False,1.93,"LINESTRING (9.1296804 48.904818, 9.129654 48.9048183)",,,,,
34179761,Schillerstraße,residential,30,False,True,50.697,"LINESTRING (9.1296804 48.904818, 9.130374 48.9048217)",,,,,
106341836,Kernerstraße,residential,30,False,False,85.012,"LINESTRING (9.1296804 48.904818, 9.1296902 48.9040535)",,,,,
222238435,Markgröninger Straße,secondary,50,False,False,3.722,"LINESTRING (9.1297479 48.9057899, 9.1296974 48.9057942)",L 1138,,,,
34843807,Markgröninger Straße,secondary,50,False,True,46.67,"LINESTRING (9.1297479 48.9057899, 9.1299025 48.9057778, 9.1300057 48.9057697, 9.1303819 48.9057399)",L 1138,2,,,
37284363,Weinstraße,residential,30,False,True,70.405,"LINESTRING (9.1297479 48.9057899, 9.1297619 48.9058704, 9.1296951 48.9064208)",,,,,
222238431,Kernerstraße,residential,30,False,False,82.897,"LINESTRING (9.1296488 48.9055638, 9.129654 48.9048183)",,,,,
34179770,Kernerstraße,residential,30,False,True,25.865,"LINESTRING (9.1296488 48.9055638, 9.1296904 48.9057561, 9.1296974 48.9057942)",,,,,
34179784,Gartenstraße,residential,30,False,False,62.825,"LINESTRING (9.1296488 48.9055638, 9.1295461 48.9055613, 9.1288137 48.905436)",,,,,
106341836,Kernerstraße,residential,30,False,True,85.012,"LINESTRING (9.1296902 48.9040535, 9.1296804 48.904818)",,,,,
34179674,Schäferstraße,residential,30,False,False,50.17,"LINESTRING (9.1296902 48.9040535, 9.1299088 48.9040522, 9.1303766 48.904052)",,,,,
34179674,Schäferstraße,residential,30,False,True,60.038,"LINESTRING (9.1296902 48.9040535, 9.1291867 48.9040545, 9.1289928 48.9040549, 9.128922 48.9040534, 9.1288695 48.9040478)",,,,,
34179787,Gartenstraße,residential,30,False,False,35.939,"LINESTRING (9.1288137 48.905436, 9.1288806 48.9051158)",,,,,
34179784,Gartenstraße,residential,30,False,True,62.825,"LINESTRING (9.1288137 48.905436, 9.1295461 48.9055613, 9.1296488 48.9055638)",,,,,
34179787,Gartenstraße,residential,30,False,True,35.939,"LINESTRING (9.1288806 48.9051158, 9.1288137 48.905436)",,,,,
34179879,Hauffstraße,residential,30,False,True,86.13,"LINESTRING (9.1289289 48.9048214, 9.1288695 48.9040478)",,,,,
34179761,Schillerstraße,residential,30,False,True,52.998,"LINESTRING (9.1289289 48.9048214, 9.128973 48.9048212, 9.129654 48.9048183)",,,,,
34181669,Pfarrstraße,residential,30,False,True,67.387,"LINESTRING (9.1336566 48.9070869, 9.1337109 48.9070679, 9.1337764 48.907054, 9.1344469 48.9069861, 9.1345589 48.906975)",,,,,
"[226012931, 28182620]",Kelterstraße,residential,30,False,True,74.745,"LINESTRING (9.1336566 48.9070869, 9.1333581 48.906783, 9.1332473 48.906658, 9.1331907 48.9065866, 9.1331712 48.9065617, 9.1331455 48.9065388, 9.1331116 48.9065205)",,,,,
648675077,Kelterstraße,residential,30,True,False,70.106,"LINESTRING (9.1336566 48.9070869, 9.1339584 48.9075164, 9.1340308 48.907616, 9.1340792 48.9076506)",,,,,
27070223,Bogenstraße,residential,30,False,True,22.008,"LINESTRING (9.1369304 48.9058859, 9.1370047 48.9058225, 9.1370421 48.9057072)",,,,,
34233905,Bogenstraße,residential,30,True,False,125.838,"LINESTRING (9.1369304 48.9058859, 9.1368443 48.9059618, 9.1365221 48.9061768, 9.1363664 48.9062821, 9.1361353 48.9063673, 9.1359509 48.9063895, 9.1355086 48.9064021)",,,,,
34630206,Obere Badstraße,residential,30,False,False,168.229,"LINESTRING (9.1374318 48.9030624, 9.1377869 48.9015676)",,,5,,
35553334,Carl-Diem-Straße,residential,30,False,True,189.01999999999998,"LINESTRING (9.1374318 48.9030624, 9.137867 48.9030948, 9.1381482 48.9031147, 9.1382454 48.903123, 9.1384905 48.9031458, 9.1387299 48.9031694, 9.1387877 48.9031746, 9.1388554 48.9031812, 9.138925 48.9031874, 9.139034 48.9031979, 9.1391699 48.90321, 9.1394343 48.9032318, 9.1399959 48.9032823)",,,7,,
35553368,Carl-Diem-Straße,residential,30,False,False,78.33,"LINESTRING (9.1374318 48.9030624, 9.1366726 48.9030082, 9.1363665 48.9029858)",,,7,,
34629540,Hölderlinstraße,residential,30,False,False,33.792,"LINESTRING (9.1382444 48.9016113, 9.1378941 48.9015777, 9.1377869 48.9015676)",,,7.5,,
"[34629540, 25622415]","['Johannisstraße', 'Hölderlinstraße']",residential,30,False,True,197.674,"LINESTRING (9.1382444 48.9016113, 9.1388393 48.9016696, 9.1391879 48.9017042, 9.1397991 48.9017648, 9.1403091 48.9018144, 9.1402025 48.9021958, 9.1401977 48.9022131)",,,7.5,,
34630206,Obere Badstraße,residential,30,False,True,168.229,"LINESTRING (9.1377869 48.9015676, 9.1374318 48.9030624)",,,5,,
365919070,Hölderlinstraße,residential,30,False,False,30.903,"LINESTRING (9.1377869 48.9015676, 9.1373706 48.9015191)",,,7.5,,
34629540,Hölderlinstraße,residential,30,False,True,33.792,"LINESTRING (9.1377869 48.9015676, 9.1378941 48.9015777, 9.1382444 48.9016113)",,,7.5,,
34630518,Zur Eckstraße,residential,,False,False,39.178,"LINESTRING (9.1401977 48.9022131, 9.1407253 48.9022752)",,,,,
"[34629540, 25622415]","['Johannisstraße', 'Hölderlinstraße']",residential,30,False,False,197.67399999999998,"LINESTRING (9.1401977 48.9022131, 9.1402025 48.9021958, 9.1403091 48.9018144, 9.1397991 48.9017648, 9.1391879 48.9017042, 9.1388393 48.9016696, 9.1382444 48.9016113)",,,7.5,,
25622415,Johannisstraße,residential,,False,True,119.80199999999999,"LINESTRING (9.1401977 48.9022131, 9.1401514 48.9024466, 9.1399959 48.9032823)",,,,,
34630554,Eckstraße,residential,30,False,False,205.22299999999998,"LINESTRING (9.1417146 48.9035039, 9.1411617 48.9034293, 9.1410031 48.903408, 9.1408821 48.9033024, 9.1405261 48.9032657, 9.1406815 48.9024932, 9.1407253 48.9022752)",,,,,
34630570,Weilerstraße,residential,30,False,False,34.148,"LINESTRING (9.1417146 48.9035039, 9.1416823 48.9037544, 9.1417059 48.9038079)",,,,,
431530487,Osterholzstraße,residential,30,False,True,14.181,"LINESTRING (9.1418775 48.9037484, 9.1417059 48.9038079)",,,,,
34630518,Zur Eckstraße,residential,,False,True,39.178,"LINESTRING (9.1407253 48.9022752, 9.1401977 48.9022131)",,,,,
34630518,Zur Eckstraße,residential,,False,False,51.278999999999996,"LINESTRING (9.1407253 48.9022752, 9.1409986 48.9023064, 9.1414196 48.9023404)",,,,,
34630554,Eckstraße,residential,30,False,True,205.22299999999998,"LINESTRING (9.1407253 48.9022752, 9.1406815 48.9024932, 9.1405261 48.9032657, 9.1408821 48.9033024, 9.1410031 48.903408, 9.1411617 48.9034293, 9.1417146 48.9035039)",,,,,
"[420553273, 431530487]",Osterholzstraße,residential,30,False,"[False, True]",68.83099999999999,"LINESTRING (9.1410598 48.9042147, 9.1410899 48.9041307, 9.1411113 48.9040858, 9.1411461 48.9040463, 9.1412136 48.9040022, 9.1417059 48.9038079)",,,,,
431530450,Eglosheimer Straße,secondary,50,False,True,27.718,"LINESTRING (9.1410598 48.9042147, 9.1408736 48.9042, 9.1406822 48.904193)",L 1138,,,,
23693741,Eberhardstraße,residential,30,False,True,43.072,"LINESTRING (9.1405643 48.9052504, 9.1411499 48.9052938)",,,,,
23693741,Eberhardstraße,residential,30,False,False,253.30399999999997,"LINESTRING (9.1405643 48.9052504, 9.139876 48.9052225, 9.1395965 48.9052111, 9.1390122 48.9051874, 9.1383085 48.9051601, 9.1371052 48.9051101)",,,,,
23693741,Eberhardstraße,residential,30,False,False,43.072,"LINESTRING (9.1411499 48.9052938, 9.1405643 48.9052504)",,,,,
33636782,Brühlstraße,residential,,False,True,18.456,"LINESTRING (9.140484 48.9065571, 9.140598 48.906409)",,,,,
34631526,Wilhelmstraße,residential,,False,False,75.41,"LINESTRING (9.140484 48.9065571, 9.1404767 48.9067751, 9.1404698 48.9068139, 9.1404397 48.9070413, 9.1404198 48.907083, 9.1404155 48.9071316, 9.1404229 48.9072319)",,,,,
"[222405187, 222405188, 222405189]",Brühlstraße,residential,30,False,False,266.78100000000006,"LINESTRING (9.140484 48.9065571, 9.1397625 48.9067176, 9.1394368 48.9067938, 9.1391409 48.9068579, 9.1389531 48.9068968, 9.138853 48.9069124, 9.1387519 48.9069242, 9.1386251 48.9069377, 9.1383499 48.9069601, 9.1382895 48.9069642, 9.1379837 48.9069667, 9.1371623 48.906991, 9.1370859 48.9070235, 9.1370302 48.9070664, 9.1370053 48.9071004)",,,,,
34631526,Wilhelmstraße,residential,,False,True,75.41,"LINESTRING (9.1404229 48.9072319, 9.1404155 48.9071316, 9.1404198 48.907083, 9.1404397 48.9070413, 9.1404698 48.9068139, 9.1404767 48.9067751, 9.140484 48.9065571)",,,,,
25622415,Johannisstraße,residential,,False,False,119.80199999999999,"LINESTRING (9.1399959 48.9032823, 9.1401514 48.9024466, 9.1401977 48.9022131)",,,,,
25622415,Johannisstraße,residential,,False,True,107.192,"LINESTRING (9.1399959 48.9032823, 9.139814 48.9041837, 9.1398124 48.9042384)",,,,,
35553334,Carl-Diem-Straße,residential,30,False,False,189.01999999999998,"LINESTRING (9.1399959 48.9032823, 9.1394343 48.9032318, 9.1391699 48.90321, 9.139034 48.9031979, 9.138925 48.9031874, 9.1388554 48.9031812, 9.1387877 48.9031746, 9.1387299 48.9031694, 9.1384905 48.9031458, 9.1382454 48.903123, 9.1381482 48.9031147, 9.137867 48.9030948, 9.1374318 48.9030624)",,,7,,
28182617,Schulstraße,residential,30,False,True,43.376,"LINESTRING (9.1344082 48.9061691, 9.1349444 48.9060019)",,,,,
"[28182617, 850980538]",Schulstraße,residential,30,False,False,87.315,"LINESTRING (9.1344082 48.9061691, 9.1338965 48.9062946, 9.133817 48.9063138, 9.1335298 48.9063833, 9.1332959 48.9064545)",,,,,
"[34181736, 648668821]",Rathausweg,residential,30,False,False,94.081,"LINESTRING (9.1344082 48.9061691, 9.1346151 48.9065871, 9.1346247 48.9069339, 9.1345589 48.906975)",,,,,
28182617,Schulstraße,residential,30,False,False,43.376,"LINESTRING (9.1349444 48.9060019, 9.1344082 48.9061691)",,,,,
38106596,Auf der Steige,residential,30,False,False,63.349000000000004,"LINESTRING (9.1344424 48.907705, 9.1343899 48.9078899, 9.1343681 48.9079658, 9.1343486 48.9080402, 9.1343396 48.9080668, 9.1342593 48.9082614)",,,,,
226012934,Kelterstraße,residential,30,False,True,27.289,"LINESTRING (9.1344424 48.907705, 9.134122 48.9076627, 9.1340792 48.9076506)",,,,,
648675076,Kelterstraße,residential,30,False,False,42.068000000000005,"LINESTRING (9.1344424 48.907705, 9.1349281 48.9077926, 9.134997 48.9078062)",,,,,
38106596,Auf der Steige,residential,30,False,True,63.349,"LINESTRING (9.1342593 48.9082614, 9.1343396 48.9080668, 9.1343486 48.9080402, 9.1343681 48.9079658, 9.1343899 48.9078899, 9.1344424 48.907705)",,,,,
34181623,Weinstraße,residential,30,False,False,55.536,"LINESTRING (9.1296386 48.9072229, 9.1296802 48.9067242)",,,,,
"[38578489, 38578490, 460941150]",Weinstraße,residential,30,False,"[False, True]",207.269,"LINESTRING (9.1296386 48.9072229, 9.1305228 48.9072077, 9.1307436 48.9071886, 9.1307431 48.9067515, 9.1296802 48.9067242)",,,,,
34181623,Weinstraße,residential,30,False,True,31.761,"LINESTRING (9.1296386 48.9072229, 9.1296097 48.9075079)",,,,,
