osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,bridge,junction,access,ref
5572898,Leonberger Straße,tertiary,30,5.7,False,False,75.497,"LINESTRING (8.9365664 48.7654003, 8.9366358 48.7653963, 8.937018 48.765374, 8.9372504 48.7653605, 8.9374656 48.7653544, 8.9375148 48.7653574, 8.9375927 48.7653644)",,,,,
23307483,Hauptstraße,tertiary,30,,False,True,77.791,"LINESTRING (8.9365664 48.7654003, 8.9365625 48.7653717, 8.936556 48.7653209, 8.9365436 48.7652101, 8.936514 48.7649303, 8.936501 48.7648523, 8.9364706 48.7647038)",2,,,,
26180102,Kronenstraße,residential,30,4.5,False,False,96.404,"LINESTRING (8.9365664 48.7654003, 8.9359981 48.765436, 8.935257 48.7654825)",,,,,
116509305,Hauptstraße,tertiary,30,6.3,False,True,49.132000000000005,"LINESTRING (8.9365664 48.7654003, 8.9365813 48.7655671, 8.9366057 48.7658414)",,,,,
23281812,Magstadter Straße,tertiary,30,,False,False,58.61800000000001,"LINESTRING (8.9364706 48.7647038, 8.936444 48.7644983, 8.9364415 48.7644689, 8.9364377 48.7644235, 8.9364523 48.7643544, 8.9365565 48.7641921)",2,,,,
23307483,Hauptstraße,tertiary,30,,False,False,77.791,"LINESTRING (8.9364706 48.7647038, 8.936501 48.7648523, 8.936514 48.7649303, 8.9365436 48.7652101, 8.936556 48.7653209, 8.9365625 48.7653717, 8.9365664 48.7654003)",2,,,,
164814397,Hauptstraße,residential,20,3.5,True,False,95.613,"LINESTRING (8.9364706 48.7647038, 8.9361483 48.7647275, 8.9359765 48.7647391, 8.9357095 48.7647598, 8.9354893 48.7647678, 8.9352463 48.7647686, 8.9351712 48.7647676)",1,,,,
116509305,Hauptstraße,tertiary,30,6.3,False,False,49.132000000000005,"LINESTRING (8.9366057 48.7658414, 8.9365813 48.7655671, 8.9365664 48.7654003)",,,,,
"[116509305, 116509285]",Hauptstraße,tertiary,30,"['6', '6.3']",False,True,41.561,"LINESTRING (8.9366057 48.7658414, 8.93653 48.7660599, 8.9364612 48.7662025)",,yes,,,
148563614,Badstraße,residential,30,3.5,True,False,96.063,"LINESTRING (8.9366057 48.7658414, 8.9364555 48.7658488, 8.9360057 48.7658708, 8.9352975 48.7658932)",,,,,
5569348,Lange Straße,residential,30,6.2,False,False,80.115,"LINESTRING (8.9364612 48.7662025, 8.9365894 48.7662405, 8.9366543 48.7662746, 8.9366615 48.7663236, 8.9366791 48.7664445, 8.9367377 48.7668451)",,,,,
"[116509305, 116509285]",Hauptstraße,tertiary,30,"['6', '6.3']",False,False,41.561,"LINESTRING (8.9364612 48.7662025, 8.93653 48.7660599, 8.9366057 48.7658414)",,yes,,,
262867473,Bahnhofstraße,tertiary,30,,False,True,80.33000000000001,"LINESTRING (8.9364612 48.7662025, 8.936344 48.7664255, 8.9363301 48.7664518, 8.9362337 48.7666321, 8.9361019 48.766885)",2,,,,
891675364,Bahnhofstraße,tertiary,30,,False,True,35.996,"LINESTRING (8.9352048 48.7685753, 8.9350481 48.7688821)",2,,,,
5569285,Güthlerstraße,residential,30,7.7,False,False,138.293,"LINESTRING (8.9352048 48.7685753, 8.9360537 48.7687838, 8.9364643 48.7687529, 8.9370284 48.7687104)",,,,,
1043249352,Bahnhofstraße,tertiary,30,,False,False,88.158,"LINESTRING (8.9352048 48.7685753, 8.9355496 48.7679297, 8.9356061 48.7678279)",2,,,,
5569348,Lange Straße,residential,30,6.2,False,False,105.353,"LINESTRING (8.936857 48.7677697, 8.9370284 48.7687104)",,,,,
5569348,Lange Straße,residential,30,6.2,False,True,103.182,"LINESTRING (8.936857 48.7677697, 8.9367377 48.7668451)",,,,,
28314222,Wörnetstraße,residential,30,9.8,False,True,91.907,"LINESTRING (8.936857 48.7677697, 8.9357576 48.7678221, 8.9356061 48.7678279)",,,,,
28314223,Wörnetstraße,residential,30,9.8,False,False,138.135,"LINESTRING (8.936857 48.7677697, 8.9384466 48.7676528, 8.9386599 48.7676476, 8.9387317 48.7676459)",,,,,
5569348,Lange Straße,residential,30,6.2,False,False,50.725,"LINESTRING (8.9370284 48.7687104, 8.9370878 48.7691649)",,,,,
5569348,Lange Straße,residential,30,6.2,False,True,105.353,"LINESTRING (8.9370284 48.7687104, 8.936857 48.7677697)",,,,,
5569285,Güthlerstraße,residential,30,7.7,False,False,117.24600000000001,"LINESTRING (8.9370284 48.7687104, 8.9381131 48.7686354, 8.9386176 48.7685903)",,,,,
5569285,Güthlerstraße,residential,30,7.7,False,True,138.293,"LINESTRING (8.9370284 48.7687104, 8.9364643 48.7687529, 8.9360537 48.7687838, 8.9352048 48.7685753)",,,,,
5568707,Emil-Höschele-Straße,residential,30,7.6,False,True,130.84799999999998,"LINESTRING (8.9356061 48.7678279, 8.9354699 48.7678303, 8.9338274 48.7679274)",,,,,
28314222,Wörnetstraße,residential,30,9.8,False,False,91.907,"LINESTRING (8.9356061 48.7678279, 8.9357576 48.7678221, 8.936857 48.7677697)",,,,,
262867473,Bahnhofstraße,tertiary,30,,False,False,110.965,"LINESTRING (8.9356061 48.7678279, 8.935736 48.7675727, 8.935964 48.7671442, 8.936019 48.7670409, 8.9361019 48.766885)",2,,,,
1043249352,Bahnhofstraße,tertiary,30,,False,True,88.158,"LINESTRING (8.9356061 48.7678279, 8.9355496 48.7679297, 8.9352048 48.7685753)",2,,,,
5568707,Emil-Höschele-Straße,residential,30,7.6,False,False,130.84799999999998,"LINESTRING (8.9338274 48.7679274, 8.9354699 48.7678303, 8.9356061 48.7678279)",,,,,
260730859,Jahnstraße,residential,30,7.6,False,False,111.73599999999999,"LINESTRING (8.9338274 48.7679274, 8.9338694 48.7682878, 8.9338775 48.7683353, 8.9339795 48.7689271)",,,,,
260730859,Jahnstraße,residential,30,7.6,False,True,67.36999999999999,"LINESTRING (8.9338274 48.7679274, 8.9337849 48.7676376, 8.9337787 48.7676061, 8.9337617 48.7674868, 8.9337532 48.7674376, 8.9337369 48.7673245)",,,,,
5569347,Friedenstraße,residential,30,7.5,False,False,94.673,"LINESTRING (8.9358024 48.7692495, 8.9370878 48.7691649)",,,,,
5569347,Friedenstraße,residential,30,7.5,False,True,65.981,"LINESTRING (8.9358024 48.7692495, 8.934951 48.7690566)",,,,,
5569347,Friedenstraße,residential,30,7.5,False,False,65.981,"LINESTRING (8.934951 48.7690566, 8.9358024 48.7692495)",,,,,
891675364,Bahnhofstraße,tertiary,30,,False,False,20.667,"LINESTRING (8.934951 48.7690566, 8.9349874 48.7689903, 8.9350481 48.7688821)",2,,,,
5569347,Friedenstraße,residential,30,7.5,False,True,94.673,"LINESTRING (8.9370878 48.7691649, 8.9358024 48.7692495)",,,,,
5569348,Lange Straße,residential,30,6.2,False,True,50.725,"LINESTRING (8.9370878 48.7691649, 8.9370284 48.7687104)",,,,,
22998505,Burgstraße,residential,30,5,False,False,54.208,"LINESTRING (8.9396008 48.7680884, 8.9396046 48.7676009)",,,,,
11278349,Zimmeräckerstraße,residential,30,5,False,False,83.672,"LINESTRING (8.9396008 48.7680884, 8.9396097 48.7684935, 8.9396898 48.7688368)",,,,,
113405498,Leonberger Straße,tertiary,30,6,False,True,59.013999999999996,"LINESTRING (8.9396008 48.7680884, 8.9395399 48.768073, 8.9393529 48.768025, 8.9390776 48.7679361, 8.9388673 48.7678704)",,,,,
28314223,Wörnetstraße,residential,30,9.8,False,True,138.135,"LINESTRING (8.9387317 48.7676459, 8.9386599 48.7676476, 8.9384466 48.7676528, 8.936857 48.7677697)",,,,,
328143272,Leonberger Straße,tertiary,30,6.3,False,True,103.812,"LINESTRING (8.9387317 48.7676459, 8.9388086 48.7669736, 8.9387665 48.7667157)",,,,,
1043249353,Leonberger Straße,tertiary,30,5.5,False,False,20.019,"LINESTRING (8.9387317 48.7676459, 8.9387686 48.7677418, 8.9387989 48.7678204)",,,,,
92711414,Schloßgasse,living_street,,3,False,False,63.688,"LINESTRING (8.9385932 48.7658784, 8.9386894 48.7656338, 8.9387473 48.7654142, 8.9387859 48.7653204)",,,,,
"[116509288, 116509289, 116509301]",Leonberger Straße,tertiary,30,5.5,False,False,74.577,"LINESTRING (8.9385932 48.7658784, 8.9386195 48.7659565, 8.9386411 48.7660368, 8.9386589 48.7660966, 8.9387436 48.7665413)",,yes,,,
164814401,Leonberger Straße,tertiary,30,5.5,False,True,98.53899999999999,"LINESTRING (8.9385932 48.7658784, 8.9384189 48.7656356, 8.9383164 48.7655825, 8.9381232 48.7654824, 8.9378408 48.7654085, 8.9377109 48.7653863, 8.9375927 48.7653644)",,,,,
5569348,Lange Straße,residential,30,6.2,False,False,103.182,"LINESTRING (8.9367377 48.7668451, 8.936857 48.7677697)",,,,,
5569348,Lange Straße,residential,30,6.2,False,True,80.11500000000001,"LINESTRING (8.9367377 48.7668451, 8.9366791 48.7664445, 8.9366615 48.7663236, 8.9366543 48.7662746, 8.9365894 48.7662405, 8.9364612 48.7662025)",,,,,
26180098,Unterwörthstraße,residential,30,5.5,False,False,149.388,"LINESTRING (8.9367377 48.7668451, 8.9376283 48.7667883, 8.9382629 48.7667478, 8.9387665 48.7667157)",,,,,
26180098,Unterwörthstraße,residential,30,5.5,False,True,46.81,"LINESTRING (8.9367377 48.7668451, 8.9361796 48.7668804, 8.9361019 48.766885)",,,,,
5719271,Humboldtstraße,unclassified,30,,False,False,53.965,"LINESTRING (8.9339281 48.7640942, 8.934018 48.7640932, 8.934312 48.7640453, 8.9346509 48.7640083)",2,,,,
5719285,Weil der Städter Straße,residential,20,5.3,False,False,56.104,"LINESTRING (8.9339281 48.7640942, 8.9339389 48.7641266, 8.9339706 48.7641809, 8.9341366 48.7643619, 8.9342181 48.7645563)",,,,,
