osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,width,bridge,access
"[1113320710, 1113320711, 217886073, 311333355, 1250377849, 1250377850, 1250377851, 1250377852]",Rathenaustraße,secondary,50,False,False,512.7570000000001,"LINESTRING (11.1572187 51.7885402, 11.1570702 51.7884553, 11.1559085 51.7878024, 11.1555243 51.7875841, 11.1554386 51.7875349, 11.1551315 51.7873595, 11.1551263 51.7873565, 11.155102 51.7873427, 11.1550731 51.7873263, 11.1550616 51.7873198, 11.1543128 51.7868883, 11.1531063 51.7861942, 11.15284 51.7860479, 11.1528327 51.7860444, 11.1526952 51.7859787, 11.1525445 51.7859067, 11.1523627 51.7858198, 11.1523494 51.7858134, 11.1521037 51.7857091, 11.1519913 51.7856608, 11.1519001 51.7856094, 11.1518939 51.7856056, 11.1518274 51.7855646, 11.1517738 51.7855283, 11.1517517 51.7855066, 11.1517239 51.7854793, 11.1516966 51.7854532)",2,,,,
174288232,Turnstraße,residential,50,False,False,24.861,"LINESTRING (11.1462609 51.7852878, 11.1462705 51.7855113)",,,5.9,,
"[1250377861, 1250377862, 835207967]",Turnstraße,residential,50,False,True,51.391,"LINESTRING (11.1462609 51.7852878, 11.1462331 51.7852462, 11.1461841 51.785201, 11.1460574 51.7850924, 11.1460215 51.7850616, 11.1459062 51.7849661, 11.1458651 51.7849335, 11.145835 51.7849096)",,,,,
"[110446914, 1250377859, 1250377860, 26217917]",Adelheidstraße,residential,50,True,False,313.45200000000006,"LINESTRING (11.1462609 51.7852878, 11.1465337 51.7853879, 11.1466122 51.7854158, 11.1468281 51.7854845, 11.1470027 51.7855225, 11.1470927 51.7855369, 11.1471828 51.7855468, 11.147278 51.7855522, 11.147375 51.7855542, 11.1474697 51.7855493, 11.1475625 51.7855387, 11.1477368 51.7855084, 11.1478527 51.7854856, 11.1479991 51.7854574, 11.1480526 51.7854492, 11.1481981 51.7854286, 11.1482373 51.7854249, 11.1482825 51.7854229, 11.1483255 51.7854222, 11.1483698 51.7854237, 11.1484505 51.78543, 11.1484932 51.785434, 11.1485341 51.7854391, 11.148607 51.7854524, 11.1487062 51.7854808, 11.1488025 51.7855148, 11.1490506 51.7856075, 11.1492823 51.7857012, 11.1502227 51.7860726, 11.150237 51.7860795, 11.1502839 51.7860995, 11.1503682 51.7861352)",,,,,
174288232,Turnstraße,residential,50,False,True,24.861,"LINESTRING (11.1462705 51.7855113, 11.1462609 51.7852878)",,,5.9,,
27111935,An der Bode,living_street,,True,False,107.231,"LINESTRING (11.1462705 51.7855113, 11.1450375 51.785561, 11.1450078 51.7855654, 11.1449782 51.7855716, 11.1449339 51.7855822, 11.1448318 51.7856126, 11.144737 51.7856336)",,,,,
174288232,Turnstraße,residential,50,False,False,113.26400000000001,"LINESTRING (11.1462705 51.7855113, 11.1462706 51.785546, 11.1462743 51.7856235, 11.146278 51.785756, 11.1462917 51.7858758, 11.1463129 51.7859963, 11.1463454 51.7861327, 11.1463628 51.7861962, 11.1463851 51.7862567, 11.1465053 51.7865144)",,,5.9,,
27181569,Thomas-Müntzer-Straße,living_street,,True,False,62.77799999999999,"LINESTRING (11.1465053 51.7865144, 11.1462201 51.7865684, 11.1459893 51.786631, 11.1458912 51.7866659, 11.145709 51.7867711)",,,,,
"[174288232, 1250377857]",Turnstraße,residential,"['50', '30']",False,False,103.686,"LINESTRING (11.1465053 51.7865144, 11.1465301 51.7865581, 11.1467291 51.7869092, 11.146774 51.7869883, 11.1468538 51.7871291, 11.1468819 51.7871834, 11.1469242 51.7872449, 11.1469768 51.7873052, 11.1470807 51.7873663)",,,5.9,,
174288232,Turnstraße,residential,50,False,True,113.264,"LINESTRING (11.1465053 51.7865144, 11.1463851 51.7862567, 11.1463628 51.7861962, 11.1463454 51.7861327, 11.1463129 51.7859963, 11.1462917 51.7858758, 11.146278 51.785756, 11.1462743 51.7856235, 11.1462706 51.785546, 11.1462705 51.7855113)",,,5.9,,
86022011,Bahnhofstraße,residential,30,False,False,42.086000000000006,"LINESTRING (11.1470807 51.7873663, 11.1470365 51.7873968, 11.1470164 51.7874208, 11.1469902 51.787459, 11.1469573 51.787508, 11.1468296 51.7876589, 11.1468061 51.7876835, 11.1467919 51.7876981)",,,6,,
"[1250377858, 217886067]",Bahnhofstraße,residential,"['50', '30']",False,True,264.602,"LINESTRING (11.1470807 51.7873663, 11.1471314 51.7873419, 11.1472085 51.7873115, 11.1474238 51.7872238, 11.147758 51.7870886, 11.1480539 51.7869855, 11.148379 51.7868831, 11.1484396 51.786864, 11.148577 51.7868232, 11.1487525 51.7867656, 11.1490738 51.7866428, 11.1498364 51.7863378, 11.150095 51.7862357, 11.1502453 51.7861837, 11.1503682 51.7861352)",2,,6,,
"[174288232, 1250377857]",Turnstraße,residential,"['50', '30']",False,True,103.686,"LINESTRING (11.1470807 51.7873663, 11.1469768 51.7873052, 11.1469242 51.7872449, 11.1468819 51.7871834, 11.1468538 51.7871291, 11.146774 51.7869883, 11.1467291 51.7869092, 11.1465301 51.7865581, 11.1465053 51.7865144)",,,5.9,,
27366978,Amelungpark,living_street,,False,False,42.538999999999994,"LINESTRING (11.1548161 51.7894868, 11.1549164 51.7894863, 11.1551259 51.7894856, 11.1553409 51.7894842, 11.1553651 51.7894858, 11.1553881 51.7894894, 11.1554096 51.7894949, 11.15543 51.7895005)",,,,,
"[354902728, 354902729, 354902727]",Adelheidstraße,residential,50,False,True,183.142,"LINESTRING (11.1548161 51.7894868, 11.1548052 51.7894536, 11.1547403 51.7892552, 11.1546881 51.7890958, 11.1546069 51.7889455, 11.1545699 51.7888939, 11.1545505 51.7888667, 11.1545319 51.7888408, 11.1545005 51.7888101, 11.1544324 51.7887525, 11.1543756 51.7887046, 11.1542918 51.7886339, 11.1539806 51.7884034, 11.1538746 51.7883249, 11.153827 51.788285, 11.1535696 51.7880692)",,,6,,
"[27111944, 27382649, 27382650]",Mummental,residential,30,False,False,175.596,"LINESTRING (11.1451399 51.7873768, 11.1451081 51.7874513, 11.1449522 51.7879035, 11.1449303 51.7879996, 11.1449151 51.7880702, 11.1449107 51.7881274, 11.1449151 51.7882903, 11.1449166 51.7883469, 11.1449171 51.7883756, 11.1449185 51.7884522, 11.1449301 51.7888699, 11.144918 51.788909, 11.1449 51.7889388)",,,,yes,
184350908,Heiligegeiststraße,residential,30,True,False,119.734,"LINESTRING (11.1451399 51.7873768, 11.1453013 51.7874111, 11.145746 51.7875312, 11.1458137 51.7875492, 11.146086 51.7876106, 11.1463585 51.7876572, 11.1464975 51.7876744, 11.1467919 51.7876981)",,,,,
26477045,Dorothea-Erxleben-Straße,residential,30,False,False,161.857,"LINESTRING (11.158283 51.7829601, 11.1582584 51.7828673, 11.1582077 51.7826731, 11.1581683 51.7825225, 11.1581268 51.7823642, 11.1580774 51.7821758, 11.1580293 51.7819673, 11.1579947 51.781825, 11.1579359 51.7816091, 11.1579124 51.7815227)",,,,,
28939344,Jungfernhohlweg,residential,30,False,True,190.811,"LINESTRING (11.158283 51.7829601, 11.1581447 51.7829816, 11.1577895 51.7830551, 11.1573302 51.7831764, 11.1563782 51.783436, 11.1557222 51.7836149)",,,,,
35691990,Brockenblick,residential,30,False,False,37.262,"LINESTRING (11.158283 51.7829601, 11.1583926 51.7830463, 11.1585579 51.7831547, 11.1585951 51.7831855, 11.158626 51.7832183)",,,,,
26477046,Klopstockweg,residential,50,False,False,202.292,"LINESTRING (11.154035 51.7842052, 11.1558631 51.7851161, 11.1563418 51.7853331)",2,,,,
28939325,Bergstraße,residential,30,False,False,137.686,"LINESTRING (11.154035 51.7842052, 11.1543813 51.7839337, 11.1544143 51.7839148, 11.1544523 51.7838971, 11.1544926 51.7838838, 11.1545318 51.783873, 11.155074 51.783753, 11.1553847 51.7836868, 11.1557222 51.7836149)",,,,,
1078159518,Klopstockweg,residential,50,False,True,274.87399999999997,"LINESTRING (11.154035 51.7842052, 11.1512828 51.7828659, 11.1509977 51.7827272, 11.1508943 51.7826769)",2,,,,
26477056,Pölkenstraße,residential,30,True,False,123.10299999999998,"LINESTRING (11.1474508 51.7881147, 11.1476278 51.7881642, 11.1477157 51.7882021, 11.1477719 51.7882324, 11.1478192 51.7882627, 11.1479205 51.7883428, 11.147972 51.788388, 11.1480174 51.7884313, 11.1480507 51.7884635, 11.1481917 51.7886194, 11.1482572 51.7886945, 11.1484112 51.7889053, 11.1484399 51.7889506, 11.1484597 51.7889904)",,,9,,
216117430,Bahnhofsplatz,secondary,50,True,False,29.216,"LINESTRING (11.1514416 51.7853318, 11.1514521 51.7853166, 11.1514663 51.7853025, 11.151484 51.78529, 11.1515046 51.7852794, 11.1515276 51.7852709, 11.1515525 51.7852647, 11.1515787 51.7852611, 11.1516054 51.78526, 11.1516321 51.7852616, 11.1516581 51.7852657, 11.1516796 51.7852713, 11.1516997 51.7852787, 11.151718 51.7852877, 11.1517341 51.7852982, 11.1517465 51.7853088, 11.1517566 51.7853201, 11.1517645 51.7853322)",1,roundabout,,,
"[1113320707, 365247973, 204487975, 217886069, 365247964, 1250377853, 1250377854]",Harzweg,secondary,50,False,"[False, True]",212.99,"LINESTRING (11.1514416 51.7853318, 11.1513993 51.7853234, 11.1513116 51.7852969, 11.1512461 51.7852735, 11.1511686 51.7852424, 11.1511598 51.7852383, 11.1510924 51.7852065, 11.1508337 51.7850828, 11.150651 51.7849953, 11.1505262 51.784937, 11.1505148 51.7849314, 11.1504541 51.7849018, 11.1503198 51.7848364, 11.1502733 51.7848137, 11.1502649 51.7848098, 11.1498227 51.7845984, 11.1492131 51.7843009, 11.1489719 51.7841821)","['2', '3']",,,,
"[174288192, 26477068, 440614296, 26477070]",Bahnhofstraße,residential,50,False,False,109.8,"LINESTRING (11.1515011 51.7854496, 11.1514488 51.785488, 11.1513997 51.7855251, 11.1510992 51.7857519, 11.1510797 51.7857681, 11.1509813 51.7858385, 11.1508816 51.7859009, 11.1508232 51.7859309, 11.1507191 51.7859796, 11.1506574 51.7860122, 11.1505135 51.7860758, 11.1503682 51.7861352)",2,,6,yes,
216117430,Bahnhofsplatz,secondary,50,True,False,14.651,"LINESTRING (11.1515011 51.7854496, 11.1514811 51.7854388, 11.151464 51.7854261, 11.1514504 51.785412, 11.1514405 51.7853967, 11.1514346 51.7853806, 11.1514328 51.7853642, 11.1514351 51.7853478, 11.1514416 51.7853318)",1,roundabout,,,
216117430,Bahnhofsplatz,secondary,50,True,False,14.32,"LINESTRING (11.1516966 51.7854532, 11.1516764 51.7854602, 11.151655 51.7854655, 11.1516325 51.7854689, 11.1516095 51.7854705, 11.1515864 51.78547, 11.1515636 51.7854677, 11.1515415 51.7854634, 11.1515205 51.7854574, 11.1515011 51.7854496)",1,roundabout,,,
"[1250377849, 1113320710, 1113320711, 311333355, 217886073, 1250377850, 1250377851, 1250377852]",Rathenaustraße,secondary,50,False,True,512.757,"LINESTRING (11.1516966 51.7854532, 11.1517239 51.7854793, 11.1517517 51.7855066, 11.1517738 51.7855283, 11.1518274 51.7855646, 11.1518939 51.7856056, 11.1519001 51.7856094, 11.1519913 51.7856608, 11.1521037 51.7857091, 11.1523494 51.7858134, 11.1523627 51.7858198, 11.1525445 51.7859067, 11.1526952 51.7859787, 11.1528327 51.7860444, 11.15284 51.7860479, 11.1531063 51.7861942, 11.1543128 51.7868883, 11.1550616 51.7873198, 11.1550731 51.7873263, 11.155102 51.7873427, 11.1551263 51.7873565, 11.1551315 51.7873595, 11.1554386 51.7875349, 11.1555243 51.7875841, 11.1559085 51.7878024, 11.1570702 51.7884553, 11.1572187 51.7885402)",2,,,,
"[354902729, 354902726, 26477071]",Adelheidstraße,residential,50,False,False,310.09799999999996,"LINESTRING (11.1503682 51.7861352, 11.1505859 51.7862165, 11.1506936 51.7862566, 11.1508838 51.7863319, 11.1510104 51.7863858, 11.1511436 51.7864512, 11.1512127 51.78649, 11.1512997 51.7865389, 11.1517193 51.7867745, 11.1517773 51.786807, 11.1518045 51.7868223, 11.1523576 51.78716, 11.1528818 51.7874971, 11.1529375 51.7875363, 11.1532469 51.7877958, 11.1533435 51.7878767, 11.1535103 51.7880188, 11.1535696 51.7880692)",,,6,,
"[440614296, 174288192, 26477068, 26477070]",Bahnhofstraße,residential,50,False,True,109.79999999999998,"LINESTRING (11.1503682 51.7861352, 11.1505135 51.7860758, 11.1506574 51.7860122, 11.1507191 51.7859796, 11.1508232 51.7859309, 11.1508816 51.7859009, 11.1509813 51.7858385, 11.1510797 51.7857681, 11.1510992 51.7857519, 11.1513997 51.7855251, 11.1514488 51.785488, 11.1515011 51.7854496)",2,,6,yes,
"[1250377858, 217886067]",Bahnhofstraße,residential,"['50', '30']",False,False,264.602,"LINESTRING (11.1503682 51.7861352, 11.1502453 51.7861837, 11.150095 51.7862357, 11.1498364 51.7863378, 11.1490738 51.7866428, 11.1487525 51.7867656, 11.148577 51.7868232, 11.1484396 51.786864, 11.148379 51.7868831, 11.1480539 51.7869855, 11.147758 51.7870886, 11.1474238 51.7872238, 11.1472085 51.7873115, 11.1471314 51.7873419, 11.1470807 51.7873663)",2,,6,,
26477046,Klopstockweg,residential,50,False,True,163.798,"LINESTRING (11.1582208 51.786238, 11.1579082 51.7860852, 11.1576354 51.7859545, 11.1563418 51.7853331)",2,,,,
27112102,Bergstraße,residential,30,False,False,224.26200000000006,"LINESTRING (11.1582208 51.786238, 11.1586906 51.7858734, 11.1587127 51.7858533, 11.1587226 51.7858412, 11.1587251 51.7858261, 11.1587227 51.7858137, 11.1587174 51.7858013, 11.1587016 51.7857846, 11.157343 51.784818, 11.1573109 51.7847881, 11.1572808 51.7847539, 11.1572511 51.7847136, 11.1572179 51.7846649)",,,,,
27112102,Bergstraße,residential,30,False,False,161.43,"LINESTRING (11.1572179 51.7846649, 11.1568654 51.7841565, 11.1568476 51.7841313, 11.1568291 51.7841091, 11.1568026 51.784088, 11.1567575 51.7840606, 11.1557222 51.7836149)",,,,,
27112102,Bergstraße,residential,30,False,True,224.26199999999997,"LINESTRING (11.1572179 51.7846649, 11.1572511 51.7847136, 11.1572808 51.7847539, 11.1573109 51.7847881, 11.157343 51.784818, 11.1587016 51.7857846, 11.1587174 51.7858013, 11.1587227 51.7858137, 11.1587251 51.7858261, 11.1587226 51.7858412, 11.1587127 51.7858533, 11.1586906 51.7858734, 11.1582208 51.786238)",,,,,
27112102,Bergstraße,residential,30,False,True,161.43,"LINESTRING (11.1557222 51.7836149, 11.1567575 51.7840606, 11.1568026 51.784088, 11.1568291 51.7841091, 11.1568476 51.7841313, 11.1568654 51.7841565, 11.1572179 51.7846649)",,,,,
28939325,Bergstraße,residential,30,False,True,137.686,"LINESTRING (11.1557222 51.7836149, 11.1553847 51.7836868, 11.155074 51.783753, 11.1545318 51.783873, 11.1544926 51.7838838, 11.1544523 51.7838971, 11.1544143 51.7839148, 11.1543813 51.7839337, 11.154035 51.7842052)",,,,,
28939344,Jungfernhohlweg,residential,30,False,False,190.811,"LINESTRING (11.1557222 51.7836149, 11.1563782 51.783436, 11.1573302 51.7831764, 11.1577895 51.7830551, 11.1581447 51.7829816, 11.158283 51.7829601)",,,,,
27112098,Kurze Straße,residential,30,True,False,95.668,"LINESTRING (11.1563418 51.7853331, 11.1572179 51.7846649)",,,,,
26477046,Klopstockweg,residential,50,False,False,163.798,"LINESTRING (11.1563418 51.7853331, 11.1576354 51.7859545, 11.1579082 51.7860852, 11.1582208 51.786238)",2,,,,
26477046,Klopstockweg,residential,50,False,True,202.292,"LINESTRING (11.1563418 51.7853331, 11.1558631 51.7851161, 11.154035 51.7842052)",2,,,,
27112004,Mauerstraße,residential,30,False,False,67.80799999999999,"LINESTRING (11.1535696 51.7880692, 11.1534534 51.7881254, 11.152912 51.7883725, 11.1527593 51.788412)",,,,,
205407091,Amelungstraße,residential,30,False,True,266.38100000000003,"LINESTRING (11.1535696 51.7880692, 11.1536437 51.788035, 11.1541961 51.7877801, 11.1542125 51.7877734, 11.1542301 51.7877682, 11.1542498 51.7877629, 11.1542695 51.7877597, 11.1543063 51.7877547, 11.154343 51.787753, 11.1543897 51.7877552, 11.1544141 51.7877584, 11.1544363 51.787763, 11.1544821 51.7877748, 11.1545019 51.7877831, 11.1545206 51.7877922, 11.1552077 51.788264, 11.1556331 51.7885555, 11.1558562 51.7887021, 11.1560209 51.7888103, 11.1564211 51.7890118)",,,6,,
"[354902728, 354902729, 354902727]",Adelheidstraße,residential,50,False,False,183.14200000000002,"LINESTRING (11.1535696 51.7880692, 11.153827 51.788285, 11.1538746 51.7883249, 11.1539806 51.7884034, 11.1542918 51.7886339, 11.1543756 51.7887046, 11.1544324 51.7887525, 11.1545005 51.7888101, 11.1545319 51.7888408, 11.1545505 51.7888667, 11.1545699 51.7888939, 11.1546069 51.7889455, 11.1546881 51.7890958, 11.1547403 51.7892552, 11.1548052 51.7894536, 11.1548161 51.7894868)",,,6,,
"[354902729, 354902726, 26477071]",Adelheidstraße,residential,50,False,True,310.09800000000007,"LINESTRING (11.1535696 51.7880692, 11.1535103 51.7880188, 11.1533435 51.7878767, 11.1532469 51.7877958, 11.1529375 51.7875363, 11.1528818 51.7874971, 11.1523576 51.78716, 11.1518045 51.7868223, 11.1517773 51.786807, 11.1517193 51.7867745, 11.1512997 51.7865389, 11.1512127 51.78649, 11.1511436 51.7864512, 11.1510104 51.7863858, 11.1508838 51.7863319, 11.1506936 51.7862566, 11.1505859 51.7862165, 11.1503682 51.7861352)",,,6,,
27111995,Kaiserstraße,residential,30,True,False,21.096,"LINESTRING (11.1492372 51.7876879, 11.1491579 51.7876894, 11.1489389 51.7877272)",,,,,
27287086,Konvent,residential,30,False,False,138.12,"LINESTRING (11.1492372 51.7876879, 11.1493158 51.7878091, 11.1494069 51.7879444, 11.1494412 51.7879978, 11.1496067 51.7882084, 11.1496731 51.7883074, 11.1496986 51.788342, 11.1497728 51.7884517, 11.1499087 51.7886581, 11.150006 51.7888345)",,,6,,
27111995,Kaiserstraße,residential,30,True,False,91.31099999999999,"LINESTRING (11.1504733 51.7873913, 11.150429 51.7873972, 11.1503908 51.7874055, 11.150069 51.7874916, 11.1498301 51.7875522, 11.1495881 51.7876174, 11.1492372 51.7876879)",,,,,
27366975,Hinter der Mauer,residential,30,False,False,222.756,"LINESTRING (11.1504733 51.7873913, 11.1504588 51.7873478, 11.1504662 51.7873233, 11.1504936 51.7873071, 11.150653 51.7872695, 11.1508024 51.7872405, 11.1508677 51.7872339, 11.1509172 51.787248, 11.1510058 51.7872829, 11.1511962 51.7873941, 11.1515815 51.7876346, 11.1519062 51.7878134, 11.1520312 51.7878823, 11.1522333 51.7880225, 11.1524018 51.7881394, 11.1527593 51.788412)",,,4,,
27112004,Mauerstraße,residential,30,False,True,67.80799999999999,"LINESTRING (11.1527593 51.788412, 11.152912 51.7883725, 11.1534534 51.7881254, 11.1535696 51.7880692)",,,,,
27366975,Hinter der Mauer,residential,30,False,True,222.75599999999997,"LINESTRING (11.1527593 51.788412, 11.1524018 51.7881394, 11.1522333 51.7880225, 11.1520312 51.7878823, 11.1519062 51.7878134, 11.1515815 51.7876346, 11.1511962 51.7873941, 11.1510058 51.7872829, 11.1509172 51.787248, 11.1508677 51.7872339, 11.1508024 51.7872405, 11.150653 51.7872695, 11.1504936 51.7873071, 11.1504662 51.7873233, 11.1504588 51.7873478, 11.1504733 51.7873913)",,,4,,
74194602,Mauerstraße,residential,30,True,False,75.087,"LINESTRING (11.1527593 51.788412, 11.151805 51.7885446, 11.1517066 51.7885797)",,,,,
27366971,Ballstraße,residential,30,False,True,161.36900000000003,"LINESTRING (11.1517066 51.7885797, 11.1521069 51.7891061, 11.15218 51.7891939, 11.1523428 51.7894002, 11.1524138 51.7895112, 11.1524757 51.7896213, 11.1525228 51.7897217, 11.152558 51.7898202, 11.1525784 51.7899192)",2,,,,
