osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,bridge,width,access
1216743554,,secondary,50,True,False,12.171,"LINESTRING (13.1766475 52.0900841, 13.1765968 52.0900651, 13.1765566 52.0900383, 13.1765298 52.0900057)",1,L 73,roundabout,,,
772231010,Am Burgwall,residential,30,True,False,29.119999999999997,"LINESTRING (13.1769051 52.0900414, 13.1769877 52.0901204, 13.1771353 52.0902618)",,,,,,
1223830376,,secondary,50,True,False,8.616,"LINESTRING (13.1769051 52.0900414, 13.1768607 52.0900689, 13.1768051 52.0900872)",1,L 73,roundabout,,,
772231009,Kleiner Haag,residential,50,False,False,48.406,"LINESTRING (13.1764134 52.0897047, 13.1759932 52.0893542)",,,,,,
772231011,Kleiner Haag,residential,50,True,False,22.429,"LINESTRING (13.1764134 52.0897047, 13.1765758 52.0897954, 13.1766563 52.0898404)",,,,,,
254268643,Salzufler Allee,secondary,50,True,False,24.731,"LINESTRING (13.1771902 52.0897618, 13.1770181 52.0898676, 13.1769343 52.0899191)",1,L 73,,,,
"[798501189, 1071074615]",Salzufler Allee,secondary,,False,True,154.31300000000002,"LINESTRING (13.1771902 52.0897618, 13.1774076 52.0896648, 13.1776683 52.0895485, 13.1785635 52.0890861, 13.1789499 52.0888928)",2,L 73,,,,
254268644,Salzufler Allee,secondary,50,True,False,39.353,"LINESTRING (13.1761529 52.090273, 13.1764525 52.0900689, 13.1765298 52.0900057)",1,L 73,,,,
"[772231012, 1071074614]",Salzufler Allee,secondary,50,False,True,121.264,"LINESTRING (13.1761529 52.090273, 13.1761056 52.0902989, 13.176022 52.0903446, 13.1758649 52.0904305, 13.1755152 52.0906219, 13.1754591 52.0906526, 13.1750091 52.0908987, 13.174831 52.0910007)",2,L 73,,,8.1,
382416118,Neue Beelitzer Straße,secondary,50,False,False,51.838,"LINESTRING (13.1673553 52.0940869, 13.1668716 52.0944461)",2,L 73,,,,
23431926,Beelitzer Straße,secondary,50,False,True,137.219,"LINESTRING (13.1673553 52.0940869, 13.1674867 52.094008, 13.1677571 52.0939084, 13.1690658 52.0934461)",2,L 73,,,,
798390008,Burg,residential,50,False,False,119.332,"LINESTRING (13.1790051 52.0935545, 13.1777439 52.092812)",,,,,5,
24668791,Heinrichsweg,residential,50,False,False,110.882,"LINESTRING (13.1790051 52.0935545, 13.1796572 52.0931382, 13.1798849 52.0927428)",,,,,,
798390008,Burg,residential,50,False,True,119.332,"LINESTRING (13.1777439 52.092812, 13.1790051 52.0935545)",,,,,5,
23890238,Burg,residential,50,False,False,162.89600000000002,"LINESTRING (13.1777439 52.092812, 13.1771774 52.0924823, 13.1769627 52.0922854, 13.1768981 52.0921222, 13.1768253 52.0920032, 13.1767151 52.0918845, 13.1765243 52.0917648, 13.1763294 52.0916757)",,,,,5,
25460718,Am Burgwall,residential,30,False,False,106.46600000000001,"LINESTRING (13.1777439 52.092812, 13.1783802 52.0924015, 13.1788233 52.0921214)",,,,,4,
23890238,Burg,residential,50,False,True,162.89600000000002,"LINESTRING (13.1763294 52.0916757, 13.1765243 52.0917648, 13.1767151 52.0918845, 13.1768253 52.0920032, 13.1768981 52.0921222, 13.1769627 52.0922854, 13.1771774 52.0924823, 13.1777439 52.092812)",,,,,5,
114452574,Am Burgwall,residential,30,False,False,139.84300000000002,"LINESTRING (13.1763294 52.0916757, 13.1764614 52.0916129, 13.1773732 52.0911504, 13.1776148 52.0910274, 13.1779111 52.0908775)",,,,,,
219679862,Burg,residential,30,False,False,127.09300000000002,"LINESTRING (13.1763294 52.0916757, 13.1755661 52.0913658, 13.1754821 52.0913196, 13.1753123 52.0912365, 13.1749552 52.0910616, 13.1749033 52.0910361, 13.174831 52.0910007)",,,,,5,
5120677,Salzufler Allee,secondary,50,False,True,19.257,"LINESTRING (13.174831 52.0910007, 13.1746406 52.0911284)",2,L 73,,,,
219679862,Burg,residential,30,False,True,127.09299999999999,"LINESTRING (13.174831 52.0910007, 13.1749033 52.0910361, 13.1749552 52.0910616, 13.1753123 52.0912365, 13.1754821 52.0913196, 13.1755661 52.0913658, 13.1763294 52.0916757)",,,,,5,
"[772231012, 1071074614]",Salzufler Allee,secondary,50,False,False,121.26399999999998,"LINESTRING (13.174831 52.0910007, 13.1750091 52.0908987, 13.1754591 52.0906526, 13.1755152 52.0906219, 13.1758649 52.0904305, 13.176022 52.0903446, 13.1761056 52.0902989, 13.1761529 52.090273)",2,L 73,,,8.1,
772231009,Kleiner Haag,residential,50,False,True,48.406,"LINESTRING (13.1759932 52.0893542, 13.1764134 52.0897047)",,,,,,
34968330,Baruther Straße,residential,50,True,False,193.699,"LINESTRING (13.1759932 52.0893542, 13.1773593 52.08862, 13.1775682 52.0883582, 13.1777005 52.08821, 13.1778923 52.0880928)",,,,,,
798390009,Baruther Straße,residential,,False,True,98.44500000000001,"LINESTRING (13.1759932 52.0893542, 13.1759333 52.0893869, 13.1749164 52.0899425)",,,,,,
"[22980512, 1000872094]",Kleiner Haag,residential,50,False,False,68.807,"LINESTRING (13.1759932 52.0893542, 13.1754421 52.0889833, 13.1753142 52.0888972)",2,,,,7.1,
24668791,Heinrichsweg,residential,50,False,True,253.794,"LINESTRING (13.1813686 52.0902976, 13.1812672 52.0904575, 13.181176 52.0906237, 13.1810098 52.0908813, 13.1806005 52.0916048, 13.180105 52.0923935, 13.1800775 52.0924373)",,,,,,
24668794,Kirchhofsweg,residential,50,False,False,196.718,"LINESTRING (13.1813686 52.0902976, 13.181093 52.0901251, 13.1807539 52.089944, 13.1804536 52.0897887, 13.1802201 52.0896614, 13.1797629 52.0893976, 13.1793365 52.0891126, 13.179286 52.0890788)",,,,,,
53627588,Salzufler Allee,residential,30,False,True,37.897,"LINESTRING (13.179286 52.0890788, 13.1788446 52.0892852)",,,,,,
24668794,Kirchhofsweg,residential,50,False,False,30.904,"LINESTRING (13.179286 52.0890788, 13.1790368 52.0889409, 13.1789499 52.0888928)",,,,,,
24668794,Kirchhofsweg,residential,50,False,True,196.71800000000002,"LINESTRING (13.179286 52.0890788, 13.1793365 52.0891126, 13.1797629 52.0893976, 13.1802201 52.0896614, 13.1804536 52.0897887, 13.1807539 52.089944, 13.181093 52.0901251, 13.1813686 52.0902976)",,,,,,
24668794,Kirchhofsweg,residential,50,False,True,30.904,"LINESTRING (13.1789499 52.0888928, 13.1790368 52.0889409, 13.179286 52.0890788)",,,,,,
24668795,Grünstraße,residential,50,False,False,114.613,"LINESTRING (13.1789499 52.0888928, 13.1788726 52.0888359, 13.1787082 52.0887148, 13.1785059 52.0885662, 13.1778923 52.0880928)",,,,,,
257132953,Salzufler Allee,secondary,,False,True,139.741,"LINESTRING (13.1789499 52.0888928, 13.1797247 52.0885152, 13.1800241 52.0883558, 13.1805075 52.0880795)",2,L 73,,,,
"[798501189, 1071074615]",Salzufler Allee,secondary,,False,False,154.313,"LINESTRING (13.1789499 52.0888928, 13.1785635 52.0890861, 13.1776683 52.0895485, 13.1774076 52.0896648, 13.1771902 52.0897618)",2,L 73,,,,
24668795,Grünstraße,residential,50,False,False,23.82,"LINESTRING (13.1778923 52.0880928, 13.1776463 52.087941)",,,,,,
24668795,Grünstraße,residential,50,False,True,114.613,"LINESTRING (13.1778923 52.0880928, 13.1785059 52.0885662, 13.1787082 52.0887148, 13.1788726 52.0888359, 13.1789499 52.0888928)",,,,,,
26601620,Am Nuthefließ,residential,30,False,True,20.96,"LINESTRING (13.1713331 52.0861195, 13.1714937 52.0862801)",,,,,,
22980512,Kleiner Haag,residential,50,False,True,71.783,"LINESTRING (13.1745985 52.0884248, 13.1747546 52.0885194, 13.1753142 52.0888972)",2,,,,7.1,
"[58263052, 538566901]",Theaterstraße,residential,,False,False,95.70300000000002,"LINESTRING (13.1745985 52.0884248, 13.1745245 52.0884627, 13.1741381 52.0886606, 13.1737164 52.0888765, 13.1736111 52.0889256, 13.1735242 52.0889767)",,,,,,permissive
798390010,Kleiner Haag,residential,50,False,False,137.875,"LINESTRING (13.1745985 52.0884248, 13.1741764 52.0881626, 13.1741104 52.0881216, 13.1731736 52.0875468)",2,,,,7.1,
1000872090,Theaterstraße,residential,,False,True,194.01099999999997,"LINESTRING (13.1745985 52.0884248, 13.1750041 52.0882433, 13.1754178 52.0880041, 13.1755547 52.0879249, 13.1765991 52.087195)",,,,,,
25050484,Theaterstraße,residential,,False,True,98.716,"LINESTRING (13.1765991 52.087195, 13.1775581 52.086531)",,,,,,
1000872091,Grünstraße,residential,50,False,False,115.431,"LINESTRING (13.1765991 52.087195, 13.1755439 52.0863843)",,,,,,
810162384,Grünstraße,residential,50,False,True,82.49799999999999,"LINESTRING (13.1765991 52.087195, 13.1768696 52.0874222, 13.177312 52.0877938)",,,,,,
1000872090,Theaterstraße,residential,,False,False,194.01099999999997,"LINESTRING (13.1765991 52.087195, 13.1755547 52.0879249, 13.1754178 52.0880041, 13.1750041 52.0882433, 13.1745985 52.0884248)",,,,,,
25460719,Am Burgwall,residential,30,True,False,29.764000000000003,"LINESTRING (13.1771353 52.0902618, 13.1769893 52.0901846, 13.17691 52.0901427, 13.1768051 52.0900872)",,,,,,
1223830375,Am Burgwall,residential,30,False,True,86.608,"LINESTRING (13.1771353 52.0902618, 13.1772955 52.0904018, 13.1775967 52.0906346, 13.1779111 52.0908775)",,,,,4,
58263049,Dahmer Straße,residential,,False,False,85.324,"LINESTRING (13.1731736 52.0875468, 13.1730904 52.087588, 13.1723276 52.0879709, 13.1721991 52.0880263)",,,,,,
"[23416433, 1159237498, 538566899]",Kleiner Haag,residential,50,False,False,181.92,"LINESTRING (13.1731736 52.0875468, 13.1730769 52.0874899, 13.1726049 52.0871516, 13.1724417 52.0870334, 13.1721027 52.0867666, 13.17167 52.0864466, 13.1715567 52.0863397, 13.1714937 52.0862801)",2,,,,7.1,
798390010,Kleiner Haag,residential,50,False,True,137.875,"LINESTRING (13.1731736 52.0875468, 13.1741104 52.0881216, 13.1741764 52.0881626, 13.1745985 52.0884248)",2,,,,7.1,
798390011,Dahmer Straße,residential,30,False,False,109.888,"LINESTRING (13.1731736 52.0875468, 13.1735197 52.0873966, 13.1736037 52.0873549, 13.173718 52.0872982, 13.1738544 52.0872306, 13.1744416 52.0869395)",,,,,,
798390011,Dahmer Straße,residential,30,False,True,97.384,"LINESTRING (13.1755439 52.0863843, 13.1744416 52.0869395)",,,,,,
1000872091,Grünstraße,residential,50,False,True,115.431,"LINESTRING (13.1755439 52.0863843, 13.1765991 52.087195)",,,,,,
1000872101,Dahmer Straße,residential,30,False,False,89.724,"LINESTRING (13.1755439 52.0863843, 13.1765345 52.0858546)",,,,,,
798390011,Dahmer Straße,residential,30,False,False,97.384,"LINESTRING (13.1744416 52.0869395, 13.1755439 52.0863843)",,,,,,
798390011,Dahmer Straße,residential,30,False,True,109.888,"LINESTRING (13.1744416 52.0869395, 13.1738544 52.0872306, 13.173718 52.0872982, 13.1736037 52.0873549, 13.1735197 52.0873966, 13.1731736 52.0875468)",,,,,,
24668795,Grünstraße,residential,50,False,True,23.82,"LINESTRING (13.1776463 52.087941, 13.1778923 52.0880928)",,,,,,
24668796,Neue Baruther Straße,residential,30,False,False,117.382,"LINESTRING (13.1776463 52.087941, 13.1778304 52.0877774, 13.1784611 52.0872445, 13.1784936 52.087217, 13.178513 52.0871995, 13.1786435 52.0870815)",,,,,,
810162384,Grünstraße,residential,50,False,False,28.153,"LINESTRING (13.1776463 52.087941, 13.1774063 52.0878441, 13.177312 52.0877938)",,,,,,
382416118,Neue Beelitzer Straße,secondary,50,False,True,51.838,"LINESTRING (13.1668716 52.0944461, 13.1673553 52.0940869)",2,L 73,,,,
25050484,Theaterstraße,residential,,False,False,92.131,"LINESTRING (13.1784188 52.0858932, 13.1775581 52.086531)",,,,,,
1000872101,Dahmer Straße,residential,30,False,True,89.724,"LINESTRING (13.1765345 52.0858546, 13.1755439 52.0863843)",,,,,,
810162971,Ackerstraße,residential,,False,False,102.81899999999999,"LINESTRING (13.1765345 52.0858546, 13.177045 52.0862239, 13.1775581 52.086531)",,,,,,
25050484,Theaterstraße,residential,,False,False,98.716,"LINESTRING (13.1775581 52.086531, 13.1765991 52.087195)",,,,,,
25050484,Theaterstraße,residential,,False,True,92.131,"LINESTRING (13.1775581 52.086531, 13.1784188 52.0858932)",,,,,,
810162971,Ackerstraße,residential,,False,False,96.16,"LINESTRING (13.1775581 52.086531, 13.1786435 52.0870815)",,,,,,
810162971,Ackerstraße,residential,,False,True,102.81899999999999,"LINESTRING (13.1775581 52.086531, 13.177045 52.0862239, 13.1765345 52.0858546)",,,,,,
24668796,Neue Baruther Straße,residential,30,False,False,86.688,"LINESTRING (13.1786435 52.0870815, 13.1794148 52.0864625)",,,,,,
810162971,Ackerstraße,residential,,False,True,96.16,"LINESTRING (13.1786435 52.0870815, 13.1775581 52.086531)",,,,,,
24668796,Neue Baruther Straße,residential,30,False,True,117.382,"LINESTRING (13.1786435 52.0870815, 13.178513 52.0871995, 13.1784936 52.087217, 13.1784611 52.0872445, 13.1778304 52.0877774, 13.1776463 52.087941)",,,,,,
242278632,Am Nuthepark,living_street,,False,True,184.84199999999998,"LINESTRING (13.1711017 52.0884455, 13.1713585 52.0884093, 13.1715636 52.0887418, 13.1717514 52.089012, 13.1719317 52.0891684, 13.1720667 52.0892001, 13.172104 52.0892102, 13.1721698 52.0893067, 13.172206 52.0893598, 13.1723158 52.0894595, 13.1722318 52.0895733, 13.1723181 52.0897007)",,,,,,
1159237494,Haag,secondary,50,False,False,52.954,"LINESTRING (13.1707211 52.0894049, 13.1703048 52.0890032)",2,,,,,
1159237494,Haag,secondary,50,False,True,74.354,"LINESTRING (13.1707211 52.0894049, 13.1713396 52.0899551)",2,,,,,
34968314,Volltuchweg,residential,,False,False,222.67999999999998,"LINESTRING (13.1707211 52.0894049, 13.1701354 52.0896089, 13.1698477 52.0897092, 13.1695269 52.0898209, 13.169491 52.0899344, 13.1689636 52.090101, 13.1680115 52.090446)",,,,,,
810162384,Grünstraße,residential,50,False,False,82.49799999999999,"LINESTRING (13.177312 52.0877938, 13.1768696 52.0874222, 13.1765991 52.087195)",,,,,,
810162384,Grünstraße,residential,50,False,True,28.153,"LINESTRING (13.177312 52.0877938, 13.1774063 52.0878441, 13.1776463 52.087941)",,,,,,
34968331,Theatergasse,residential,,True,False,183.534,"LINESTRING (13.1753142 52.0888972, 13.177312 52.0877938)",,,,,,
22980512,Kleiner Haag,residential,50,False,False,71.783,"LINESTRING (13.1753142 52.0888972, 13.1747546 52.0885194, 13.1745985 52.0884248)",2,,,,7.1,
"[22980512, 1000872094]",Kleiner Haag,residential,50,False,True,68.807,"LINESTRING (13.1753142 52.0888972, 13.1754421 52.0889833, 13.1759932 52.0893542)",2,,,,7.1,
34968329,Baruther Straße,residential,,False,True,49.275999999999996,"LINESTRING (13.1749164 52.0899425, 13.1746272 52.0900936, 13.1743604 52.0902247)",,,,,,
"[58263048, 728927730]",Breite Straße,residential,,True,False,143.462,"LINESTRING (13.1749164 52.0899425, 13.1738385 52.0891972, 13.1735996 52.089032, 13.1735242 52.0889767)",,,,,,
798390009,Baruther Straße,residential,,False,False,98.44500000000001,"LINESTRING (13.1749164 52.0899425, 13.1759333 52.0893869, 13.1759932 52.0893542)",,,,,,
53627587,Am Burgwall,residential,30,False,False,100.171,"LINESTRING (13.1788233 52.0921214, 13.1798849 52.0927428)",,,,,,
25460718,Am Burgwall,residential,30,False,False,152.25,"LINESTRING (13.1788233 52.0921214, 13.1790373 52.0920175, 13.1791727 52.0919555, 13.1784303 52.0912922, 13.1783277 52.0912034, 13.1782646 52.0911497, 13.1781525 52.0910542)",,,,,4,
25460718,Am Burgwall,residential,30,False,True,106.46600000000001,"LINESTRING (13.1788233 52.0921214, 13.1783802 52.0924015, 13.1777439 52.092812)",,,,,4,
53627587,Am Burgwall,residential,30,False,True,100.171,"LINESTRING (13.1798849 52.0927428, 13.1788233 52.0921214)",,,,,,
24668791,Heinrichsweg,residential,50,False,False,36.431,"LINESTRING (13.1798849 52.0927428, 13.1800188 52.0925339, 13.1800775 52.0924373)",,,,,,
24668791,Heinrichsweg,residential,50,False,True,110.882,"LINESTRING (13.1798849 52.0927428, 13.1796572 52.0931382, 13.1790051 52.0935545)",,,,,,
53627589,Am Burgwall,residential,30,False,True,14.371,"LINESTRING (13.1793369 52.0902927, 13.179436 52.0904067)",,,,,,
53627588,Salzufler Allee,residential,30,False,False,80.28,"LINESTRING (13.1793369 52.0902927, 13.1792873 52.0902559, 13.1786162 52.0897225)",,,,,,
53627590,Salzufler Allee,residential,30,False,True,149.765,"LINESTRING (13.1793369 52.0902927, 13.1798106 52.0900487, 13.1788446 52.0892852)",,,,,,
53627588,Salzufler Allee,residential,30,False,False,37.897,"LINESTRING (13.1788446 52.0892852, 13.179286 52.0890788)",,,,,,
53627588,Salzufler Allee,residential,30,False,True,76.61200000000001,"LINESTRING (13.1788446 52.0892852, 13.1783266 52.0894569, 13.1783334 52.0894725, 13.1783694 52.0895543, 13.1786162 52.0897225)",,,,,,
53627590,Salzufler Allee,residential,30,False,False,149.765,"LINESTRING (13.1788446 52.0892852, 13.1798106 52.0900487, 13.1793369 52.0902927)",,,,,,
25460718,Am Burgwall,residential,30,False,False,25.652,"LINESTRING (13.1781525 52.0910542, 13.1779111 52.0908775)",,,,,4,
53627589,Am Burgwall,residential,30,False,False,71.623,"LINESTRING (13.1781525 52.0910542, 13.1789593 52.0906429)",,,,,,
25460718,Am Burgwall,residential,30,False,True,152.25,"LINESTRING (13.1781525 52.0910542, 13.1782646 52.0911497, 13.1783277 52.0912034, 13.1784303 52.0912922, 13.1791727 52.0919555, 13.1790373 52.0920175, 13.1788233 52.0921214)",,,,,4,
53627589,Am Burgwall,residential,30,False,False,14.371,"LINESTRING (13.179436 52.0904067, 13.1793369 52.0902927)",,,,,,
148562686,Am Burgwall,residential,30,False,False,14.233,"LINESTRING (13.179436 52.0904067, 13.1795781 52.0905003)",,,,,,
53627589,Am Burgwall,residential,30,False,True,41.858000000000004,"LINESTRING (13.179436 52.0904067, 13.1790896 52.0905717, 13.1789593 52.0906429)",,,,,,
