osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes
27537422,K 164,Hauptstraße,residential,50,False,True,58.830000000000005,"LINESTRING (7.3142042 52.8607073, 7.314351 52.860487, 7.3144778 52.8603708, 7.314567 52.8603182, 7.314682 52.8602845)",,
34319771,K 164,Hauptstraße,residential,50,False,False,118.596,"LINESTRING (7.3142042 52.8607073, 7.314202 52.8607615, 7.3141959 52.8609151, 7.3143644 52.8613055, 7.3143494 52.8615475, 7.3142636 52.8617542)",,
34319773,,Burgstraße,residential,30,False,True,143.551,"LINESTRING (7.3142042 52.8607073, 7.3127579 52.8607207, 7.3125622 52.8607555, 7.3122187 52.8609646)",,
100525305,K 164,Hauptstraße,residential,,False,False,12.788,"LINESTRING (7.3151186 52.8630571, 7.3152447 52.8631433)",,
38301076,L 53,Emsstraße,residential,,False,False,23.345,"LINESTRING (7.3151186 52.8630571, 7.3150202 52.86315, 7.3149729 52.8632455)",,
627153065,K 164,Hauptstraße,residential,,False,True,90.029,"LINESTRING (7.3151186 52.8630571, 7.3146641 52.86272, 7.3144986 52.8625896, 7.3142906 52.8624204)",,
33524927,,Schmiedestraße,residential,,True,False,79.413,"LINESTRING (7.3149729 52.8632455, 7.3137913 52.8632113)",,
38301076,L 53,Emsstraße,residential,,False,True,23.345,"LINESTRING (7.3149729 52.8632455, 7.3150202 52.86315, 7.3151186 52.8630571)",,
627392294,L 53,Emsstraße,residential,,False,False,109.37,"LINESTRING (7.3149729 52.8632455, 7.3148904 52.8637043, 7.3147823 52.8642223)",,
38702394,,Burgstraße,residential,,False,True,57.169,"LINESTRING (7.3147823 52.8642223, 7.314941 52.864196, 7.3151078 52.8642038, 7.3156233 52.8642439)",,
"[100584705, 100584706]",,Burgstraße,residential,,False,False,144.875,"LINESTRING (7.3147823 52.8642223, 7.3146395 52.8641425, 7.3132572 52.8639292, 7.3127711 52.8637917)",5.5,
100584713,L 53,Emsstraße,residential,30,False,False,86.179,"LINESTRING (7.3147823 52.8642223, 7.3146798 52.8642695, 7.3145934 52.8643314, 7.3141436 52.8648846)",,
627392294,L 53,Emsstraße,residential,,False,True,109.37,"LINESTRING (7.3147823 52.8642223, 7.3148904 52.8637043, 7.3149729 52.8632455)",,
100584713,L 53,Emsstraße,residential,30,False,True,10.114,"LINESTRING (7.3140827 52.8649678, 7.3141436 52.8648846)",,
38301070,,Auf dem Sande,residential,,False,False,151.598,"LINESTRING (7.3140827 52.8649678, 7.3141638 52.8650128, 7.3146615 52.8655965, 7.3151967 52.8660157, 7.3152385 52.8661239)",,
"[100584713, 100525316]",L 53,Emsstraße,residential,30,False,False,108.66799999999999,"LINESTRING (7.3140827 52.8649678, 7.3135685 52.8656081, 7.3134025 52.8657269, 7.3132933 52.8658153)",,
100584706,,Burgstraße,residential,,False,False,69.53099999999999,"LINESTRING (7.3120326 52.8633305, 7.3115407 52.8628493, 7.3114833 52.8628005)",5.5,
100584706,,Burgstraße,residential,,False,True,72.253,"LINESTRING (7.3120326 52.8633305, 7.3123472 52.863587, 7.3125632 52.863718, 7.3127099 52.8637744, 7.3127711 52.8637917)",5.5,
"[627171529, 627171531, 890033782, 890033783]",,Am Bahnhof,residential,,False,False,121.469,"LINESTRING (7.3220186 52.8611875, 7.3220413 52.8611277, 7.3220554 52.8610613, 7.3220554 52.8610067, 7.3220557 52.8608685, 7.3220561 52.8605978, 7.3220554 52.8604885, 7.3220543 52.8603104, 7.3220533 52.8601352, 7.322053 52.8600972)",,
627381491,,Am Bahnhof,residential,,False,True,146.812,"LINESTRING (7.3220186 52.8611875, 7.3219987 52.8613785, 7.321984 52.8615188, 7.3218811 52.8625052)",,
629063322,,Große Straße,residential,,False,True,92.402,"LINESTRING (7.3220186 52.8611875, 7.3218773 52.8612023, 7.3217428 52.8612166, 7.3211696 52.8612754, 7.3206619 52.8613275)",,
