osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,width
8771382,True,Mittelstraße,residential,30,False,68.01,"LINESTRING (13.2450992 52.7554407, 13.2451303 52.7553818, 13.2454068 52.7548581)",,,
8771383,False,Mittelstraße,residential,30,True,235.73500000000004,"LINESTRING (13.2450992 52.7554407, 13.2447301 52.7553718, 13.2446804 52.7553625, 13.244427 52.7553152, 13.2441173 52.7552574, 13.2440444 52.7552387, 13.2440019 52.7552115, 13.2439854 52.7551707, 13.2439933 52.7551212, 13.2442405 52.7546343, 13.244283 52.7545857, 13.2443159 52.7545596, 13.2443554 52.7545493, 13.2444212 52.7545514, 13.2450406 52.7546635, 13.2454619 52.7547415)",,,
8771048,True,Lehnitzstraße,secondary,50,False,110.67699999999999,"LINESTRING (13.2408829 52.7556848, 13.2409569 52.7555992, 13.2410641 52.7554968, 13.2414197 52.7552856, 13.241981 52.7549522)",L 211,,
"[240269282, 1172694394, 258444246, 258444247]",False,Bernauer Straße,primary,50,True,138.305,"LINESTRING (13.2408829 52.7556848, 13.2407309 52.7556512, 13.2406476 52.7556334, 13.2403396 52.7555664, 13.2393819 52.7553582, 13.2392565 52.7553309, 13.2389711 52.7552689, 13.2389501 52.7552624)",B 273,3,
308385575,True,Bernauer Straße,primary,30,False,229.68099999999998,"LINESTRING (13.2408829 52.7556848, 13.241065 52.7556973, 13.241748 52.7558455, 13.2421094 52.7559213, 13.2441187 52.7563336)",B 273,2,
8771042,False,Dr.-Heinrich-Byk-Straße,tertiary,50,False,116.76299999999999,"LINESTRING (13.2498556 52.7496213, 13.2504312 52.7497914, 13.2513292 52.7500567, 13.251415 52.7500814)",,,
228479023,False,Lehnitzstraße,secondary,50,True,224.89200000000002,"LINESTRING (13.2498556 52.7496213, 13.249619 52.7498178, 13.2491301 52.7502036, 13.248897 52.7503667, 13.2483191 52.7507709, 13.2478639 52.7510795, 13.2477217 52.7511759)",L 211,,
"[107729128, 10418177, 28478110]",False,Bernauer Straße,primary,50,False,81.77799999999999,"LINESTRING (13.2467135 52.756907, 13.2469366 52.7569525, 13.247382 52.7570528, 13.2478553 52.7571586)",B 273,"['2', '3']",
28478112,False,Stralsunder Straße,tertiary,50,True,195.19199999999998,"LINESTRING (13.2467135 52.756907, 13.2467521 52.756832, 13.2469033 52.7564719, 13.2470052 52.75626, 13.2471544 52.7559216, 13.2472672 52.7556503, 13.2474494 52.7552876, 13.2474958 52.7552175)",,1,
308385576,False,Bernauer Straße,primary,30,True,152.55599999999998,"LINESTRING (13.2467135 52.756907, 13.2465148 52.7568673, 13.2457148 52.7567048, 13.244564 52.7564711)",B 273,2,
218050842,True,Lindenring,residential,30,False,486.38899999999995,"LINESTRING (13.2466212 52.7519449, 13.2463358 52.7517885, 13.246325 52.7517857, 13.2461241 52.7517334, 13.2458389 52.7516841, 13.2457858 52.7516742, 13.2455315 52.7516131, 13.2453695 52.7515512, 13.2452571 52.7514765, 13.245167 52.7513969, 13.2449438 52.7511069, 13.2448523 52.7509525, 13.2447826 52.750796, 13.2447865 52.7506084, 13.2450503 52.7502451, 13.245185 52.750181, 13.2453165 52.7501046, 13.2455124 52.7500863, 13.2457224 52.7501061, 13.2460886 52.7502766, 13.246646 52.750566, 13.2469075 52.7507149, 13.2472915 52.7509323, 13.2474253 52.7510081, 13.2477217 52.7511759)",,,
555402438,False,Lehnitzstraße,secondary,50,False,85.82,"LINESTRING (13.2466212 52.7519449, 13.2471635 52.7515728, 13.2474634 52.7513654)",L 211,,
555402438,False,Lehnitzstraße,secondary,50,True,73.08500000000001,"LINESTRING (13.2466212 52.7519449, 13.2459372 52.7524052, 13.2458945 52.7524333)",L 211,,
8771380,False,Lindenstraße,residential,,False,190.279,"LINESTRING (13.2495004 52.7525519, 13.2489703 52.752238, 13.2485194 52.7519766, 13.2478403 52.7515751, 13.2474634 52.7513654)",,,
540590694,False,Stralsunder Straße,tertiary,50,False,303.437,"LINESTRING (13.2495004 52.7525519, 13.2500718 52.7518099, 13.2502087 52.7516212, 13.251415 52.7500814)",,,5.5
540590694,False,Stralsunder Straße,tertiary,50,True,84.467,"LINESTRING (13.2495004 52.7525519, 13.2493317 52.7527718, 13.2492105 52.7529299, 13.2489719 52.7532409)",,,5.5
8771395,True,Schulstraße,residential,30,False,146.224,"LINESTRING (13.2474958 52.7552175, 13.2473887 52.7551942, 13.2469536 52.7551219, 13.2468151 52.7550996, 13.2465758 52.755061, 13.2460357 52.7549739, 13.2460231 52.7549719, 13.2456922 52.7549186, 13.2454068 52.7548581)",,,
28478112,False,Stralsunder Straße,tertiary,50,False,195.192,"LINESTRING (13.2474958 52.7552175, 13.2474494 52.7552876, 13.2472672 52.7556503, 13.2471544 52.7559216, 13.2470052 52.75626, 13.2469033 52.7564719, 13.2467521 52.756832, 13.2467135 52.756907)",,1,
"[1017386506, 1017386507, 71231110]",False,Stralsunder Straße,tertiary,20,True,86.72800000000001,"LINESTRING (13.2474958 52.7552175, 13.2477431 52.7548223, 13.2477822 52.75476, 13.247838 52.754671, 13.2479746 52.7544938)",,1,
"[71231107, 228479022]",False,Lehnitzstraße,secondary,50,True,181.279,"LINESTRING (13.2458945 52.7524333, 13.2451189 52.7529547, 13.2449811 52.7530473, 13.2446752 52.7532529, 13.2445244 52.7533542, 13.2442872 52.7535131, 13.2440917 52.7536446)",L 211,,
555402438,False,Lehnitzstraße,secondary,50,False,73.08500000000001,"LINESTRING (13.2458945 52.7524333, 13.2459372 52.7524052, 13.2466212 52.7519449)",L 211,,
"[8771368, 8771370]",False,"['Fischerweg', 'Fischerstraße']",residential,,False,207.13699999999997,"LINESTRING (13.2405944 52.7529401, 13.2404997 52.7530818, 13.2404936 52.7530906, 13.2397944 52.7541369, 13.239767 52.7541808, 13.2393702 52.7546475)",,,
"[540590694, 28478111]",False,Stralsunder Straße,tertiary,"['20', '50']","[False, True]",154.838,"LINESTRING (13.2479746 52.7544938, 13.2480257 52.7544274, 13.2480995 52.7543263, 13.2482157 52.7542259, 13.2489224 52.7533053, 13.2489719 52.7532409)",,,5.5
"[1017386506, 1017386507, 71231110]",False,Stralsunder Straße,tertiary,20,False,86.72800000000001,"LINESTRING (13.2479746 52.7544938, 13.247838 52.754671, 13.2477822 52.75476, 13.2477431 52.7548223, 13.2474958 52.7552175)",,1,
"[549942288, 22538015]",False,Lehnitzstraße,secondary,50,False,203.296,"LINESTRING (13.241981 52.7549522, 13.2426976 52.7545233, 13.2428753 52.7544162, 13.2431909 52.7542191, 13.2433266 52.7541346, 13.2435207 52.7540139, 13.2436063 52.753956, 13.243819 52.7538195, 13.2440917 52.7536446)",L 211,,
8771382,True,Mittelstraße,residential,30,False,13.485,"LINESTRING (13.2454068 52.7548581, 13.2454619 52.7547415)",,,
8771368,False,Fischerstraße,residential,,True,73.999,"LINESTRING (13.2389501 52.7552624, 13.2391007 52.7550306, 13.2391563 52.7549461, 13.2392736 52.7547824, 13.2393702 52.7546475)",,,
"[1172694394, 240269282, 258444246, 258444247]",False,Bernauer Straße,primary,50,False,138.305,"LINESTRING (13.2389501 52.7552624, 13.2389711 52.7552689, 13.2392565 52.7553309, 13.2393819 52.7553582, 13.2403396 52.7555664, 13.2406476 52.7556334, 13.2407309 52.7556512, 13.2408829 52.7556848)",B 273,3,
8771399,True,Willy-Brandt-Straße,residential,50,False,154.11499999999998,"LINESTRING (13.2458205 52.7540235, 13.2464095 52.7541526, 13.2466176 52.7541982, 13.247129 52.7543103, 13.2478732 52.7544715, 13.2479746 52.7544938)",,,
22568945,False,Mittelstraße,residential,30,True,83.408,"LINESTRING (13.2458205 52.7540235, 13.2454759 52.7547169, 13.2454619 52.7547415)",,,
8771042,False,Dr.-Heinrich-Byk-Straße,tertiary,50,True,116.763,"LINESTRING (13.251415 52.7500814, 13.2513292 52.7500567, 13.2504312 52.7497914, 13.2498556 52.7496213)",,,
540590694,False,Stralsunder Straße,tertiary,50,True,303.437,"LINESTRING (13.251415 52.7500814, 13.2502087 52.7516212, 13.2500718 52.7518099, 13.2495004 52.7525519)",,,5.5
217929164,False,Fischerstraße,residential,,False,80.008,"LINESTRING (13.2384107 52.7542227, 13.2386566 52.7543332, 13.2387958 52.7543926, 13.2393702 52.7546475)",,,
8771377,False,Liebigstraße,residential,,False,52.848,"LINESTRING (13.2436553 52.7571717, 13.2434585 52.7571319, 13.2432193 52.7570834, 13.2430809 52.7570553, 13.2429106 52.7570208)",,,
8771383,False,Mittelstraße,residential,30,False,235.735,"LINESTRING (13.2454619 52.7547415, 13.2450406 52.7546635, 13.2444212 52.7545514, 13.2443554 52.7545493, 13.2443159 52.7545596, 13.244283 52.7545857, 13.2442405 52.7546343, 13.2439933 52.7551212, 13.2439854 52.7551707, 13.2440019 52.7552115, 13.2440444 52.7552387, 13.2441173 52.7552574, 13.244427 52.7553152, 13.2446804 52.7553625, 13.2447301 52.7553718, 13.2450992 52.7554407)",,,
22568945,False,Mittelstraße,residential,30,False,83.408,"LINESTRING (13.2454619 52.7547415, 13.2454759 52.7547169, 13.2458205 52.7540235)",,,
8771377,False,Liebigstraße,residential,,True,52.848,"LINESTRING (13.2429106 52.7570208, 13.2430809 52.7570553, 13.2432193 52.7570834, 13.2434585 52.7571319, 13.2436553 52.7571717)",,,
8771373,True,Liebigstraße,residential,30,False,90.077,"LINESTRING (13.2440811 52.7564037, 13.2438132 52.7568869, 13.2436553 52.7571717)",,,
"[71231104, 258444249, 258444241, 258444245]",True,Bernauer Straße,primary,30,False,230.66299999999998,"LINESTRING (13.2440811 52.7564037, 13.2429014 52.7561616, 13.2423015 52.7560385, 13.2417932 52.7559321, 13.2412048 52.7558049, 13.2411629 52.7557958, 13.2410261 52.7557654, 13.2408829 52.7556848)",B 273,"['2', '3']",
8771380,False,Lindenstraße,residential,,True,190.279,"LINESTRING (13.2474634 52.7513654, 13.2478403 52.7515751, 13.2485194 52.7519766, 13.2489703 52.752238, 13.2495004 52.7525519)",,,
228479023,False,Lehnitzstraße,secondary,50,False,27.364,"LINESTRING (13.2474634 52.7513654, 13.2474826 52.7513447, 13.2477217 52.7511759)",L 211,,
555402438,False,Lehnitzstraße,secondary,50,True,85.82,"LINESTRING (13.2474634 52.7513654, 13.2471635 52.7515728, 13.2466212 52.7519449)",L 211,,
8771399,True,Willy-Brandt-Straße,residential,50,False,123.74100000000001,"LINESTRING (13.2440917 52.7536446, 13.2449247 52.7538272, 13.2452343 52.7538953, 13.2458205 52.7540235)",,,
"[71231107, 228479022]",False,Lehnitzstraße,secondary,50,False,181.279,"LINESTRING (13.2440917 52.7536446, 13.2442872 52.7535131, 13.2445244 52.7533542, 13.2446752 52.7532529, 13.2449811 52.7530473, 13.2451189 52.7529547, 13.2458945 52.7524333)",L 211,,
"[549942288, 22538015]",False,Lehnitzstraße,secondary,50,True,203.296,"LINESTRING (13.2440917 52.7536446, 13.243819 52.7538195, 13.2436063 52.753956, 13.2435207 52.7540139, 13.2433266 52.7541346, 13.2431909 52.7542191, 13.2428753 52.7544162, 13.2426976 52.7545233, 13.241981 52.7549522)",L 211,,
8771368,False,Fischerstraße,residential,,False,73.999,"LINESTRING (13.2393702 52.7546475, 13.2392736 52.7547824, 13.2391563 52.7549461, 13.2391007 52.7550306, 13.2389501 52.7552624)",,,
"[8771368, 8771370]",False,"['Fischerweg', 'Fischerstraße']",residential,,True,207.137,"LINESTRING (13.2393702 52.7546475, 13.239767 52.7541808, 13.2397944 52.7541369, 13.2404936 52.7530906, 13.2404997 52.7530818, 13.2405944 52.7529401)",,,
217929164,False,Fischerstraße,residential,,True,80.008,"LINESTRING (13.2393702 52.7546475, 13.2387958 52.7543926, 13.2386566 52.7543332, 13.2384107 52.7542227)",,,
228479023,False,Lehnitzstraße,secondary,50,False,224.892,"LINESTRING (13.2477217 52.7511759, 13.2478639 52.7510795, 13.2483191 52.7507709, 13.248897 52.7503667, 13.2491301 52.7502036, 13.249619 52.7498178, 13.2498556 52.7496213)",L 211,,
