osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,tunnel
"[4576323, 1163069111]",3,L 392,Kolenfelder Straße,secondary,50,False,False,23.956,"LINESTRING (9.434039 52.4220948, 9.4340988 52.4219778, 9.4341227 52.4219338, 9.4341466 52.4218896)",,,
1074582036,4,B 441,Alte Bahnhofstraße,primary,50,False,True,33.562,"LINESTRING (9.434039 52.4220948, 9.4339221 52.4220898, 9.4338664 52.4220895, 9.4335453 52.4221045)",,,
"[26726568, 30797074]","['4', '3']",B 441,Am Stadtgraben,primary,50,False,True,85.49100000000001,"LINESTRING (9.4274095 52.4288338, 9.427266 52.4289466, 9.4270269 52.4291794, 9.426934 52.429281, 9.4269112 52.4293099, 9.4267918 52.4294994)",,,
"[956600607, 877497253, 4712726, 956600606]","['4', '2', '3']",B 441,Am Stadtgraben,primary,50,False,False,195.383,"LINESTRING (9.4274095 52.4288338, 9.4275704 52.4287166, 9.4275832 52.4287093, 9.4276121 52.4286872, 9.4283546 52.4282141, 9.4287207 52.4279661, 9.4288774 52.427847, 9.4291224 52.4276143, 9.4292447 52.4274869)",yes,,
"[1264933705, 1264933708]",,,Nordbruch,residential,30,False,False,146.743,"LINESTRING (9.4274095 52.4288338, 9.4275354 52.4288836, 9.4277859 52.4289888, 9.4281575 52.4291455, 9.4282408 52.4291801, 9.4285531 52.4292866, 9.4286908 52.4293299, 9.4289026 52.4293795, 9.4290712 52.4294089, 9.429301 52.4294561)",,,
4693825,1,,Neustädter Straße,primary_link,50,True,False,58.12400000000001,"LINESTRING (9.4267433 52.4298392, 9.4266378 52.4297583, 9.4265417 52.4296875, 9.4264961 52.4296532, 9.426387 52.4295902, 9.4262816 52.4295399, 9.4261309 52.4294793)",,,
"[4712725, 1163069118]",2,,Am Stadtgraben,primary,50,False,False,38.133,"LINESTRING (9.4267433 52.4298392, 9.4267397 52.4297485, 9.4267399 52.4296761, 9.4267582 52.4295844, 9.4267918 52.4294994)",,,
1074582028,3,B 441,Alte Bahnhofstraße,primary,50,False,False,9.538,"LINESTRING (9.4317892 52.4224883, 9.431906 52.4224405)",,,
"[869044564, 869044565]",3,B 441,"['Südstraße', 'Alte Bahnhofstraße']",primary,50,False,True,24.025,"LINESTRING (9.4317892 52.4224883, 9.4317026 52.422528, 9.4316276 52.4225834, 9.4315572 52.4226487)",,,
991228076,1,,Düendorfer Weg,residential,50,True,False,33.775,"LINESTRING (9.4317892 52.4224883, 9.4316408 52.4224121, 9.4314399 52.4222729)",,,
30796798,4,B 441,Alte Bahnhofstraße,primary,50,False,True,28.996,"LINESTRING (9.4335453 52.4221045, 9.4331276 52.4221603)",,,
1074582036,4,B 441,Alte Bahnhofstraße,primary,50,False,False,33.562000000000005,"LINESTRING (9.4335453 52.4221045, 9.4338664 52.4220895, 9.4339221 52.4220898, 9.434039 52.4220948)",,,
1074582037,1,,,primary_link,50,True,False,47.281,"LINESTRING (9.4335453 52.4221045, 9.4338991 52.4219852, 9.4339334 52.421972, 9.4341466 52.4218896)",,,
4612091,2,,Hindenburgstraße,residential,50,False,False,72.92,"LINESTRING (9.431131 52.4233938, 9.4313937 52.423454, 9.4314586 52.4234688, 9.4315757 52.4234956, 9.4321391 52.4236221)",,,
"[28230664, 877543600, 877543601, 877543602, 30796668]","['2', '3']",B 441,"['Südstraße', 'Am Stadtgraben']",primary,50,False,True,323.45099999999996,"LINESTRING (9.431131 52.4233938, 9.4311053 52.4234421, 9.4310626 52.4235227, 9.4309617 52.4236515, 9.4306048 52.4240343, 9.4303148 52.4243393, 9.4302261 52.4244339, 9.4301593 52.4245283, 9.4301518 52.4245885, 9.4301457 52.4246184, 9.4301439 52.4246567, 9.4301255 52.4250699, 9.4301226 52.4251125, 9.4301176 52.4253197, 9.4300888 52.4255752, 9.4300724 52.4257192, 9.4300447 52.4259627, 9.4300407 52.4259953, 9.4300337 52.4260338, 9.4300065 52.4261506)",,,
30796669,2,B 441,Südstraße,primary,50,False,False,27.477,"LINESTRING (9.431131 52.4233938, 9.4311641 52.4233133, 9.4311872 52.423257, 9.4312295 52.4231541)",,,
4677985,,,Alte Bahnhofstraße,residential,30,False,False,119.029,"LINESTRING (9.4359466 52.4240861, 9.4354522 52.4237994, 9.4349704 52.4234776, 9.4347338 52.4233133)",,,
30796667,,,Hindenburgstraße,residential,50,False,True,267.25,"LINESTRING (9.4359466 52.4240861, 9.4355873 52.4240899, 9.4346091 52.4240945, 9.434529 52.4240939, 9.434211 52.4240792, 9.433916 52.4240302, 9.4333995 52.4239182, 9.4333193 52.4239008, 9.4321391 52.4236221)",,,
4612092,,,Nordbruch,residential,30,False,False,24.833,"LINESTRING (9.429301 52.4294561, 9.4296494 52.429525)",,,
"[1264933704, 4612092]",,,Nordbruch,residential,30,False,True,171.80700000000002,"LINESTRING (9.429301 52.4294561, 9.4297859 52.4293719, 9.4298369 52.4292861, 9.4299331 52.4292207, 9.430017 52.4292156, 9.4303751 52.4292892, 9.4305864 52.4293341, 9.4307907 52.4293729, 9.430843 52.4294142, 9.4308685 52.4294557, 9.430807 52.4295787, 9.4307629 52.4296598, 9.4306972 52.4297075, 9.430604 52.429719, 9.4304796 52.4296968)",,,
"[1264933705, 1264933708]",,,Nordbruch,residential,30,False,True,146.743,"LINESTRING (9.429301 52.4294561, 9.4290712 52.4294089, 9.4289026 52.4293795, 9.4286908 52.4293299, 9.4285531 52.4292866, 9.4282408 52.4291801, 9.4281575 52.4291455, 9.4277859 52.4289888, 9.4275354 52.4288836, 9.4274095 52.4288338)",,,
"[4712725, 1163069118]",2,,Am Stadtgraben,primary,50,False,True,38.133,"LINESTRING (9.4267918 52.4294994, 9.4267582 52.4295844, 9.4267399 52.4296761, 9.4267397 52.4297485, 9.4267433 52.4298392)",,,
"[26726568, 30797074]","['4', '3']",B 441,Am Stadtgraben,primary,50,False,False,85.49099999999999,"LINESTRING (9.4267918 52.4294994, 9.4269112 52.4293099, 9.426934 52.429281, 9.4270269 52.4291794, 9.427266 52.4289466, 9.4274095 52.4288338)",,,
26793232,3,B 441;B 442,Hagenburger Straße,primary,50,False,True,44.867000000000004,"LINESTRING (9.4267918 52.4294994, 9.4265957 52.4294952, 9.4265363 52.4294927, 9.4261309 52.4294793)",,,
"[1109114288, 30797073, 957898404, 957898405]",2,B 441;B 442,Hagenburger Straße,primary,50,False,False,147.48,"LINESTRING (9.4239583 52.4294145, 9.4243109 52.4294257, 9.4245776 52.4294345, 9.4249413 52.4294466, 9.4250519 52.4294505, 9.4253164 52.4294574, 9.4253987 52.4294595, 9.425839 52.429471, 9.4261309 52.4294793)",,,
