osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes
261470858,Martin-Knoller-Straße,residential,30,False,True,80.991,"LINESTRING (10.3353295 48.7558684, 10.3349859 48.7558817, 10.3347623 48.7558904, 10.3345162 48.7559, 10.3343641 48.7559059, 10.3342266 48.7559112)",,
1229886537,Nördlinger Straße,primary,50,False,False,86.88300000000001,"LINESTRING (10.3353295 48.7558684, 10.3354127 48.7554865, 10.3356619 48.7551267)",B 466,
27062796,Hauptstraße,primary,30,False,True,18.34,"LINESTRING (10.3326124 48.7541122, 10.3328505 48.7540616)",B 466,
26979253,Wörmertorgasse,residential,,False,False,66.54899999999999,"LINESTRING (10.3326124 48.7541122, 10.3324993 48.7538511, 10.3323732 48.7535349)",,
390273649,Hauptstraße,primary,30,False,False,41.904,"LINESTRING (10.3326124 48.7541122, 10.3325491 48.7541307, 10.332507 48.7541414, 10.332398 48.7541691, 10.3322269 48.7542126, 10.3320833 48.7542545)",B 466,
868465672,Kösinger Straße,tertiary,,False,False,316.776,"LINESTRING (10.3370219 48.7581805, 10.3368811 48.7578404, 10.3364072 48.7566958, 10.3363248 48.7564845, 10.3358546 48.7554378)",K 3301,2
26979253,Wörmertorgasse,residential,,False,True,66.54899999999999,"LINESTRING (10.3323732 48.7535349, 10.3324993 48.7538511, 10.3326124 48.7541122)",,
27071703,Stadtgraben,residential,,False,False,63.841,"LINESTRING (10.3323732 48.7535349, 10.3327262 48.7534288, 10.333018 48.7533064, 10.3331336 48.7532579)",,
27071703,Stadtgraben,residential,,False,True,94.75399999999999,"LINESTRING (10.3323732 48.7535349, 10.3321543 48.7535864, 10.3320011 48.7537785, 10.3319965 48.7539616, 10.3320139 48.7540529, 10.3320833 48.7542545)",,
112694983,Badbrunnenweg,residential,,False,True,110.506,"LINESTRING (10.3361093 48.7524378, 10.3355901 48.7523184, 10.3354864 48.7522935, 10.3354392 48.7522822, 10.3353153 48.7522687, 10.3352726 48.7522641, 10.3350278 48.7523528, 10.3347503 48.752492)",,
112694984,Stadtgraben,residential,,False,False,44.748,"LINESTRING (10.3361093 48.7524378, 10.3364316 48.7525113, 10.3366548 48.7526107)",,
112694984,Stadtgraben,residential,,False,True,94.30199999999999,"LINESTRING (10.3361093 48.7524378, 10.3358869 48.7524681, 10.3355028 48.7525168, 10.3351547 48.7525495, 10.335092 48.7525562, 10.3348475 48.7525989)",,
26979336,Dischinger Straße,secondary,50,False,False,86.424,"LINESTRING (10.3366548 48.7526107, 10.3371855 48.7524193, 10.337317 48.7523564, 10.3376503 48.7521973)",L 2033,
27062796,Hauptstraße,primary,30,False,False,67.253,"LINESTRING (10.3366548 48.7526107, 10.3362551 48.7527517, 10.3360597 48.7528533, 10.3359024 48.7529501)",B 466,
112694984,Stadtgraben,residential,,False,True,44.748,"LINESTRING (10.3366548 48.7526107, 10.3364316 48.7525113, 10.3361093 48.7524378)",,
775410695,Nördlinger Straße,primary,50,False,True,181.303,"LINESTRING (10.3366548 48.7526107, 10.3367533 48.7526785, 10.3370471 48.7529074, 10.337155 48.7530249, 10.3372537 48.7532186, 10.337255 48.7533783, 10.3372175 48.753525, 10.3367525 48.7540251)",B 466,
26979336,Dischinger Straße,secondary,50,False,True,86.424,"LINESTRING (10.3376503 48.7521973, 10.337317 48.7523564, 10.3371855 48.7524193, 10.3366548 48.7526107)",L 2033,
112880995,Dischinger Straße,living_street,,False,False,135.032,"LINESTRING (10.3376503 48.7521973, 10.3375633 48.7521023, 10.3373711 48.7518948, 10.3370752 48.7515753, 10.3368589 48.7513234, 10.3366786 48.751167)",,
"[868465666, 325729787, 325729788, 313810646]",Dischinger Straße,secondary,50,False,False,84.392,"LINESTRING (10.3376503 48.7521973, 10.3376873 48.7521747, 10.3379403 48.7520201, 10.338138 48.7518566, 10.3381617 48.7518354, 10.338303 48.7517109, 10.3383694 48.7516523, 10.3384004 48.7516249)",L 2033,3
26980146,Schloßstraße,residential,,False,True,33.177,"LINESTRING (10.3384004 48.7516249, 10.3385993 48.7517368, 10.3387564 48.7518085)",,
