osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,tunnel,width,junction
89022591,Ziegelhüttenweg,residential,50,False,True,81.10500000000002,"LINESTRING (10.8426572 50.1844767, 10.8426863 50.1844535, 10.8427181 50.1844387, 10.8427675 50.1844324, 10.8428675 50.1844226, 10.843041 50.1844078, 10.8432914 50.1843874, 10.843511 50.1843649, 10.8436724 50.1843494, 10.8437592 50.1843375)",,,,,,
"[55018179, 55018182, 73132710, 55018188, 55018191, 55018194, 670824726]",,tertiary,50,False,True,469.856,"LINESTRING (10.8388084 50.1858962, 10.8388211 50.185941, 10.838841 50.1860092, 10.8388845 50.186126, 10.839214 50.1868269, 10.839355 50.1871256, 10.839599 50.1876484, 10.8397248 50.1879859, 10.8397478 50.1881017, 10.8397586 50.1881871, 10.8397657 50.1882428, 10.8397693 50.1883928, 10.8397566 50.1885449, 10.8397294 50.1886974, 10.8396802 50.1888661, 10.8395815 50.1890843, 10.8394536 50.1893066, 10.8394057 50.1894104, 10.839396 50.1894705, 10.839412 50.1896027, 10.8394805 50.1897082, 10.8395934 50.1898184, 10.8397427 50.1898979, 10.8397851 50.1899157)",2,CO 16,yes,,,
127168354,,tertiary,,True,False,38.952000000000005,"LINESTRING (10.8388084 50.1858962, 10.8387401 50.1858975, 10.8386743 50.1858854, 10.8386174 50.1858612, 10.8385747 50.185827, 10.8385501 50.1857861, 10.8385461 50.1857424, 10.838563 50.1857, 10.8385992 50.1856628)",1,,,,,roundabout
127168354,,tertiary,,True,False,20.652,"LINESTRING (10.8385992 50.1856628, 10.8386549 50.1856331, 10.8387225 50.1856164, 10.838795 50.1856144, 10.8388646 50.1856275)",1,,,,,roundabout
127168354,,tertiary,,True,False,20.033,"LINESTRING (10.8388646 50.1856275, 10.838913 50.1856478, 10.8389517 50.1856754, 10.8389779 50.1857085, 10.8389899 50.1857447, 10.8389883 50.1857766)",1,,,,,roundabout
127168354,,tertiary,,True,False,19.567,"LINESTRING (10.8389883 50.1857766, 10.8389537 50.1858346, 10.8388909 50.1858749, 10.8388084 50.1858962)",1,,,,,roundabout
"[4454051, 42299245, 42299246, 42299249, 42299252, 378323742]",,"['unclassified', 'living_street']",50,False,True,190.94,"LINESTRING (10.8389883 50.1857766, 10.8390615 50.1857831, 10.8395408 50.1858094, 10.839669 50.185833, 10.8398184 50.1858995, 10.8398999 50.1859319, 10.8401314 50.1860459, 10.8405632 50.1862676, 10.8407091 50.1863425, 10.8411159 50.1865356, 10.8412071 50.1865824, 10.8412542 50.186606)",,,yes,,,
180860161,Prälat-Fiedler-Straße,residential,30,False,False,30.098,"LINESTRING (10.8477357 50.1922369, 10.8481218 50.1923472)",,,,,,
13946275,Prälat-Fiedler-Straße,residential,30,False,False,8.734,"LINESTRING (10.8477357 50.1922369, 10.84772 50.192249, 10.8476996 50.1922577, 10.8476761 50.1922623, 10.8476516 50.1922624, 10.847628 50.1922581)",,,,,,
13946275,Prälat-Fiedler-Straße,residential,30,False,True,7.423,"LINESTRING (10.8477357 50.1922369, 10.8477458 50.1922215, 10.847748 50.1922049, 10.8477423 50.1921886, 10.8477291 50.1921742)",,,,,,
89022561,Prälat-Fiedler-Straße,residential,30,False,True,15.172,"LINESTRING (10.8478506 50.1920621, 10.8477291 50.1921742)",,,,,,
89022561,Prälat-Fiedler-Straße,residential,30,False,False,15.172,"LINESTRING (10.8477291 50.1921742, 10.8478506 50.1920621)",,,,,,
13946275,Prälat-Fiedler-Straße,residential,30,False,False,7.423,"LINESTRING (10.8477291 50.1921742, 10.8477423 50.1921886, 10.847748 50.1922049, 10.8477458 50.1922215, 10.8477357 50.1922369)",,,,,,
13946275,Prälat-Fiedler-Straße,residential,30,False,True,12.834999999999999,"LINESTRING (10.8477291 50.1921742, 10.8477101 50.1921631, 10.8476867 50.1921562, 10.8476611 50.1921541, 10.8476358 50.192157, 10.8476129 50.1921646, 10.8475947 50.1921763, 10.8475828 50.1921909)",,,,,,
13865401,Poststraße,residential,30,False,True,67.279,"LINESTRING (10.8428192 50.1926822, 10.8425715 50.1920983)",,,,,,
28013426,Heimgasse,residential,,True,False,58.83,"LINESTRING (10.8423547 50.1872546, 10.8425209 50.1871167, 10.842832 50.186823)",,,,,,
"[616102456, 616102455]",Flenderstraße,residential,30,False,False,20.589,"LINESTRING (10.8423547 50.1872546, 10.8424327 50.1873022, 10.8425644 50.1873821)",,,,,,
"[11281824, 1126434610, 1126434611, 215822135, 616102458, 679647100]",Flenderstraße,residential,30,False,True,106.588,"LINESTRING (10.8423547 50.1872546, 10.8420601 50.1870935, 10.8417481 50.1869135, 10.8416672 50.1868668, 10.8415667 50.1867939, 10.8415495 50.186782, 10.8415008 50.1867529, 10.8414727 50.1867341, 10.8414512 50.1867198, 10.8413948 50.1866863, 10.8412542 50.186606)",,,yes,,,
28013434,Am Krumbach,residential,30,False,False,94.765,"LINESTRING (10.8378023 50.1920512, 10.8379906 50.1920886, 10.8380258 50.192235, 10.8381179 50.1924177, 10.8382684 50.1925384, 10.8386112 50.192612)",,,,,,
180860165,Am Krumbach,residential,30,False,True,35.174,"LINESTRING (10.838704 50.1923013, 10.8386112 50.192612)",,,,,,
180860161,Prälat-Fiedler-Straße,residential,30,False,True,30.098,"LINESTRING (10.8481218 50.1923472, 10.8477357 50.1922369)",,,,,,
35010874,Ziegelhüttenweg,residential,50,False,False,132.727,"LINESTRING (10.8445412 50.1859659, 10.844472 50.1859537, 10.8444245 50.1859274, 10.8443731 50.1858697, 10.8443303 50.18581, 10.8442556 50.1857101, 10.844193 50.1856518, 10.8441458 50.1856201, 10.844081 50.1855857, 10.8439558 50.1855322, 10.8437032 50.1854274, 10.8434045 50.1852629, 10.8432852 50.1852413, 10.8431833 50.1852035)",,,,,,
"[616127049, 36982634, 616104557]",,secondary,"['50', '100']",False,True,191.302,"LINESTRING (10.8445412 50.1859659, 10.8445275 50.18591, 10.8444982 50.185821, 10.8444499 50.1857385, 10.84438 50.185661, 10.8443129 50.185594, 10.8442675 50.185529, 10.8442325 50.1854652, 10.8442058 50.1853813, 10.844187 50.1852525, 10.8441735 50.1851252, 10.8441575 50.1850498, 10.8441279 50.1849586, 10.8440769 50.1848572, 10.8440207 50.1847716, 10.8439482 50.184658, 10.8438696 50.184543, 10.8438103 50.1844427, 10.8437592 50.1843375)",2,St 2204,,,,
616104558,,secondary,50,False,False,29.852999999999998,"LINESTRING (10.8445412 50.1859659, 10.8445504 50.1860142, 10.844549 50.1860474, 10.8445478 50.1860885, 10.8445463 50.1861402, 10.8445122 50.1862314)",2,St 2204,,,,
36982917,Luitpoldstraße,unclassified,30,False,False,19.654,"LINESTRING (10.8441201 50.1867296, 10.8439992 50.1868885)",2,,,,,
24277362,Steingasse,residential,30,False,True,70.268,"LINESTRING (10.8441201 50.1867296, 10.8440705 50.1867091, 10.8439645 50.1866593, 10.843589 50.1864704, 10.8434522 50.1863896, 10.843361 50.1863278)",,,,,2,
"[36982917, 616102452, 616102453, 1126434683, 11281823]",Luitpoldstraße,unclassified,30,False,True,62.415,"LINESTRING (10.8441201 50.1867296, 10.8443188 50.1865274, 10.8443403 50.1864994, 10.8443596 50.1864736, 10.8443977 50.186389, 10.8444434 50.1863437, 10.8445122 50.1862314)",2,,yes,,,
36982917,Luitpoldstraße,unclassified,30,False,False,51.454,"LINESTRING (10.8436929 50.1872861, 10.8432915 50.1876709)",2,,,,,
24277360,Judengasse,residential,30,False,False,80.375,"LINESTRING (10.8436929 50.1872861, 10.8436105 50.1872552, 10.8433315 50.187123, 10.8430928 50.1869598, 10.842832 50.186823)",,,,,,
36982917,Luitpoldstraße,unclassified,30,False,True,49.379,"LINESTRING (10.8436929 50.1872861, 10.8437526 50.1872295, 10.8439992 50.1868885)",2,,,,,
"[24277371, 24277366]","['Kirchplatz', 'Husemannstraße']",residential,30,False,False,85.324,"LINESTRING (10.8422962 50.1882238, 10.8423551 50.188113, 10.8424075 50.1880477, 10.8424868 50.1879363, 10.84318 50.188034)",,,,,,
"[24277369, 616102457]","['Maximiliansplatz', 'Pfarrgasse']",residential,30,False,True,156.98499999999999,"LINESTRING (10.8422962 50.1882238, 10.8421887 50.1881827, 10.8420467 50.1881036, 10.8419206 50.1880194, 10.8418214 50.1879576, 10.8415673 50.1878232, 10.8417228 50.1876953, 10.841816 50.1876502, 10.8419046 50.187633, 10.8419995 50.1876226, 10.8423337 50.1875091, 10.8425644 50.1873821)",,,,,,
305436956,Pfarrgasse,residential,30,False,False,25.659,"LINESTRING (10.8422962 50.1882238, 10.8423257 50.1882599, 10.8423578 50.1882942, 10.8424913 50.1884175)",,,,,,
"[24277371, 24277366]","['Kirchplatz', 'Husemannstraße']",residential,30,False,True,85.32399999999998,"LINESTRING (10.84318 50.188034, 10.8424868 50.1879363, 10.8424075 50.1880477, 10.8423551 50.188113, 10.8422962 50.1882238)",,,,,,
"[305436954, 589128139]",Luitpoldstraße,residential,30,False,False,67.914,"LINESTRING (10.84318 50.188034, 10.8431531 50.188083, 10.8431102 50.1881345, 10.8430492 50.1881924, 10.8429721 50.1882478, 10.8428842 50.1883006, 10.8427188 50.1883674, 10.8424913 50.1884175)",2,,,,,
589128139,Luitpoldstraße,residential,30,False,True,41.428,"LINESTRING (10.84318 50.188034, 10.843184 50.1879336, 10.8432108 50.1878494, 10.8432296 50.1877876, 10.8432915 50.1876709)",2,,,,,
36982917,Luitpoldstraße,unclassified,30,False,True,19.654,"LINESTRING (10.8439992 50.1868885, 10.8441201 50.1867296)",2,,,,,
24277358,Badstubengasse,residential,30,False,False,78.907,"LINESTRING (10.8439992 50.1868885, 10.843947 50.1868714, 10.8431008 50.1865863, 10.8430107 50.1865704)",,,,,,
36982917,Luitpoldstraße,unclassified,30,False,False,49.379,"LINESTRING (10.8439992 50.1868885, 10.8437526 50.1872295, 10.8436929 50.1872861)",2,,,,,
"[37764490, 25688406]",,living_street,,False,False,120.34299999999999,"LINESTRING (10.844281 50.1887515, 10.8443177 50.1887188, 10.8445649 50.1884995, 10.8447048 50.1885879, 10.8449006 50.1887304, 10.8447075 50.1888437, 10.844281 50.1887515)",,,,,,
"[37764490, 25688406]",,living_street,,False,True,120.34300000000002,"LINESTRING (10.844281 50.1887515, 10.8447075 50.1888437, 10.8449006 50.1887304, 10.8447048 50.1885879, 10.8445649 50.1884995, 10.8443177 50.1887188, 10.844281 50.1887515)",,,,,,
"[396553952, 25688406]",,living_street,,False,True,72.07900000000001,"LINESTRING (10.844281 50.1887515, 10.843876 50.1891166, 10.843709 50.1892861)",,,,,,
1236450423,Hofmannsplatz,residential,,False,True,29.709,"LINESTRING (10.8430107 50.1865704, 10.8427797 50.1867929)",,,,,,
24277358,Badstubengasse,residential,30,False,False,36.607,"LINESTRING (10.8430107 50.1865704, 10.8429037 50.1865384, 10.8426055 50.1863715)",,,,,,
24277358,Badstubengasse,residential,30,False,True,78.907,"LINESTRING (10.8430107 50.1865704, 10.8431008 50.1865863, 10.843947 50.1868714, 10.8439992 50.1868885)",,,,,,
24277364,Steingasse,residential,,False,False,37.216,"LINESTRING (10.8430107 50.1865704, 10.8430378 50.1865261, 10.843133 50.1864567, 10.843361 50.1863278)",,,,,,
24277362,Steingasse,residential,30,False,False,70.268,"LINESTRING (10.843361 50.1863278, 10.8434522 50.1863896, 10.843589 50.1864704, 10.8439645 50.1866593, 10.8440705 50.1867091, 10.8441201 50.1867296)",,,,,2,
24277362,Steingasse,residential,30,False,True,24.925,"LINESTRING (10.843361 50.1863278, 10.8432135 50.1862265, 10.843153 50.1861501)",,,,,2,
24277364,Steingasse,residential,,False,True,37.216,"LINESTRING (10.843361 50.1863278, 10.843133 50.1864567, 10.8430378 50.1865261, 10.8430107 50.1865704)",,,,,,
24277360,Judengasse,residential,30,False,False,61.594,"LINESTRING (10.8427797 50.1867929, 10.8421084 50.1864435)",,,,,,
24277360,Judengasse,residential,30,False,True,5.007,"LINESTRING (10.8427797 50.1867929, 10.842832 50.186823)",,,,,,
1236450423,Hofmannsplatz,residential,,False,False,29.709,"LINESTRING (10.8427797 50.1867929, 10.8430107 50.1865704)",,,,,,
36982917,Luitpoldstraße,unclassified,30,False,True,51.454,"LINESTRING (10.8432915 50.1876709, 10.8436929 50.1872861)",2,,,,,
"[616102454, 215822142]",Flenderstraße,residential,30,False,True,60.96900000000001,"LINESTRING (10.8432915 50.1876709, 10.8432456 50.187652, 10.8431062 50.1875987, 10.842897 50.1875214, 10.8427222 50.1874554, 10.8425644 50.1873821)",,,,,,
589128139,Luitpoldstraße,residential,30,False,False,41.428,"LINESTRING (10.8432915 50.1876709, 10.8432296 50.1877876, 10.8432108 50.1878494, 10.843184 50.1879336, 10.84318 50.188034)",2,,,,,
25688395,Hans-Reiser-Straße,residential,30,False,True,55.907999999999994,"LINESTRING (10.8478104 50.1909748, 10.8477759 50.191009, 10.8477167 50.191057, 10.8476416 50.1911222, 10.8475031 50.1911937, 10.8474042 50.1912252, 10.8472862 50.1912459, 10.8471973 50.1912441)",,,,,,
"[395544112, 616114276, 616114279]",Coburger Straße,secondary,"['50', '100']",False,False,98.95500000000001,"LINESTRING (10.8478104 50.1909748, 10.8480388 50.1910644, 10.8482469 50.1911499, 10.8486809 50.1913484, 10.8488383 50.1914206, 10.8488868 50.1914431, 10.8489581 50.1914761)",2,CO 16,,,,
"[616114275, 616114276]",Coburger Straße,secondary,50,False,True,150.423,"LINESTRING (10.8478104 50.1909748, 10.8477951 50.1909688, 10.8477596 50.1909555, 10.8476057 50.1908979, 10.8475744 50.1908862, 10.8468224 50.1906048, 10.8462352 50.1903925, 10.8459826 50.1902962)",2,CO 16,,,,
"[215822142, 616102454]",Flenderstraße,residential,30,False,False,60.969,"LINESTRING (10.8425644 50.1873821, 10.8427222 50.1874554, 10.842897 50.1875214, 10.8431062 50.1875987, 10.8432456 50.187652, 10.8432915 50.1876709)",,,,,,
"[616102456, 616102455]",Flenderstraße,residential,30,False,True,20.589,"LINESTRING (10.8425644 50.1873821, 10.8424327 50.1873022, 10.8423547 50.1872546)",,,,,,
"[616102457, 24277369]","['Maximiliansplatz', 'Pfarrgasse']",residential,30,False,False,156.98499999999999,"LINESTRING (10.8425644 50.1873821, 10.8423337 50.1875091, 10.8419995 50.1876226, 10.8419046 50.187633, 10.841816 50.1876502, 10.8417228 50.1876953, 10.8415673 50.1878232, 10.8418214 50.1879576, 10.8419206 50.1880194, 10.8420467 50.1881036, 10.8421887 50.1881827, 10.8422962 50.1882238)",,,,,,
