osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,bridge,tunnel,access
"[390589219, 24701276, 374108189]",Sebastiansgraben,residential,,False,True,145.838,,,"LINESTRING (10.1320886 48.9630185, 10.1318909 48.9629958, 10.1317986 48.9629809, 10.1317615 48.9629706, 10.1316288 48.9629345, 10.1313842 48.962868, 10.13133 48.9628551, 10.130822 48.9627344, 10.1305909 48.9626787, 10.1304739 48.9626718, 10.1303247 48.9626715, 10.1302021 48.9627192)",,,
"[35966122, 859776110]","['Sebastiansgraben', 'Obere Brühlstraße']",tertiary,50,False,True,25.252000000000002,2,,"LINESTRING (10.1320886 48.9630185, 10.132261 48.9629665, 10.132407 48.9629301)",,,
24871265,Priestertörle,residential,,False,True,54.588,,,"LINESTRING (10.1335422 48.9620709, 10.1339227 48.9624935)",,,
369117852,Priestergasse,residential,,True,False,44.265,,,"LINESTRING (10.1335422 48.9620709, 10.1331296 48.9622146, 10.133004 48.9622541)",,,
390589204,Marktplatz,residential,,False,False,46.666000000000004,,,"LINESTRING (10.1327274 48.9616076, 10.1326803 48.9614826, 10.1326398 48.9614803, 10.1323421 48.9614767, 10.1322375 48.9614742)",,,
390589204,Marktplatz,residential,,False,True,28.363,,,"LINESTRING (10.1327274 48.9616076, 10.1328117 48.9617004, 10.13291 48.9618325)",,,
24733828,Secklergasse,residential,,True,False,65.611,,,"LINESTRING (10.1322375 48.9614742, 10.1322632 48.9613697, 10.1324411 48.9608998)",,,
"[24772579, 390589204]",Marktplatz,residential,,False,False,126.218,,,"LINESTRING (10.1322375 48.9614742, 10.1322286 48.9614739, 10.1320622 48.9614715, 10.1319937 48.9614684, 10.131918 48.9614663, 10.1313275 48.9614643, 10.1311478 48.9614857, 10.1311157 48.9614969, 10.1309599 48.9616177, 10.1308898 48.9616717, 10.1308696 48.9618137, 10.1308665 48.9618354)",,,
390589204,Marktplatz,residential,,False,True,46.666,,,"LINESTRING (10.1322375 48.9614742, 10.1323421 48.9614767, 10.1326398 48.9614803, 10.1326803 48.9614826, 10.1327274 48.9616076)",,,
24772573,Spitalstraße,residential,,False,False,34.613,,,"LINESTRING (10.1324411 48.9608998, 10.1319672 48.9608907)",,,
24772573,Spitalstraße,residential,,False,True,12.781,,,"LINESTRING (10.1324411 48.9608998, 10.1326146 48.9609151)",,,
24772573,Spitalstraße,residential,,False,True,34.613,,,"LINESTRING (10.1319672 48.9608907, 10.1324411 48.9608998)",,,
24679938,Badgasse,living_street,,True,False,89.334,,,"LINESTRING (10.1319672 48.9608907, 10.1317857 48.9605337, 10.1317018 48.9602831, 10.1316442 48.9601169)",,,
24746537,Stadtfischergasse,residential,,True,False,24.584,,,"LINESTRING (10.1316442 48.9601169, 10.1319732 48.9600698)",,,
"[24682824, 24998304]","['Sulzgasse', 'Pfarrgasse']",residential,,True,False,150.911,,,"LINESTRING (10.1316442 48.9601169, 10.1311397 48.9601701, 10.1310682 48.9601348, 10.1310482 48.9600909, 10.1310413 48.9599854, 10.1310849 48.9597782, 10.1311822 48.9595854, 10.1313056 48.9594093, 10.1314796 48.9592386)",,,
24879460,An der Mauer,residential,,False,False,20.381,,,"LINESTRING (10.1314796 48.9592386, 10.1317187 48.9593332)",,,
24879460,An der Mauer,residential,,False,True,44.187,,,"LINESTRING (10.1314796 48.9592386, 10.1309372 48.9590623)",,,
24871265,Priestertörle,residential,,False,False,54.588,,,"LINESTRING (10.1339227 48.9624935, 10.1335422 48.9620709)",,,
357521567,Sebastiansgraben,tertiary,50,False,True,8.513,,,"LINESTRING (10.1339227 48.9624935, 10.1340198 48.9624511)",,,
"[24934258, 24871339]",Am Stelzenbach,residential,,False,False,149.163,,,"LINESTRING (10.1339227 48.9624935, 10.1339696 48.9626024, 10.1339409 48.9628394, 10.1340143 48.9630638, 10.1339113 48.9632892, 10.133552 48.963759)",,,
35966122,Sebastiansgraben,tertiary,50,False,False,122.392,,,"LINESTRING (10.1339227 48.9624935, 10.1337885 48.9625681, 10.133652 48.9626425, 10.1334125 48.9627245, 10.1330641 48.9627957, 10.132407 48.9629301)",,,
24682816,Färbergasse,residential,,True,False,90.127,,,"LINESTRING (10.1342257 48.9604269, 10.1340808 48.9606082, 10.133813 48.9611879)",,,
24879460,An der Mauer,residential,,False,True,36.388,,,"LINESTRING (10.1342257 48.9604269, 10.1341859 48.9604095, 10.1338063 48.9602501)",,,
24772573,Spitalstraße,residential,,False,True,30.191,,,"LINESTRING (10.133813 48.9611879, 10.134158 48.9613376)",,,
24772573,Spitalstraße,residential,,False,False,34.807,,,"LINESTRING (10.133813 48.9611879, 10.1336035 48.9610855, 10.1334017 48.9610357)",,,
24700773,Obere Straße,residential,,False,False,20.711,,,"LINESTRING (10.134158 48.9613376, 10.1344407 48.9613221)",,,
24772573,Spitalstraße,residential,,False,False,30.191,,,"LINESTRING (10.134158 48.9613376, 10.133813 48.9611879)",,,
24871312,Oberamtsstraße,residential,,True,False,37.044,,,"LINESTRING (10.134158 48.9613376, 10.1340477 48.9614622, 10.1338367 48.9615908)",,,
24700773,Obere Straße,residential,,False,True,6.28,,,"LINESTRING (10.1349757 48.9612189, 10.1348948 48.9612381)",,,
24700773,Obere Straße,residential,,False,False,56.684,,,"LINESTRING (10.1349757 48.9612189, 10.135165 48.9611478, 10.1354676 48.9610346, 10.135654 48.960971)",,,
24871203,Zollgasse,residential,,True,False,72.036,,,"LINESTRING (10.1349757 48.9612189, 10.1349306 48.9611221, 10.1347027 48.9607925, 10.1345075 48.9606596)",,,
315279539,Marienstraße,residential,20,False,False,23.077,,,"LINESTRING (10.1300606 48.9596764, 10.1301393 48.9598774)",,,
315279539,Marienstraße,residential,20,False,True,52.614,,,"LINESTRING (10.1300606 48.9596764, 10.1297136 48.9592617)",,,
24679911,Adelbergergasse,residential,,False,False,96.636,,,"LINESTRING (10.1300606 48.9596764, 10.130289 48.9596232, 10.130374 48.9595856, 10.1304714 48.9595211, 10.1306041 48.9594075, 10.1309372 48.9590623)",,,
24679911,Adelbergergasse,residential,,False,False,29.223,,,"LINESTRING (10.1309372 48.9590623, 10.1311261 48.9588306)",,,
24879460,An der Mauer,residential,,False,False,44.187,,,"LINESTRING (10.1309372 48.9590623, 10.1314796 48.9592386)",,,
24679911,Adelbergergasse,residential,,False,True,96.636,,,"LINESTRING (10.1309372 48.9590623, 10.1306041 48.9594075, 10.1304714 48.9595211, 10.130374 48.9595856, 10.130289 48.9596232, 10.1300606 48.9596764)",,,
24772573,Spitalstraße,residential,,False,False,22.514,,,"LINESTRING (10.1329163 48.960957, 10.1326146 48.9609151)",,,
24772573,Spitalstraße,residential,,False,True,16.51,,,"LINESTRING (10.1329163 48.960957, 10.1331372 48.9609888)",,,
24679949,Goldschmiedgasse,residential,,True,False,105.28,,,"LINESTRING (10.1329163 48.960957, 10.1329847 48.9607521, 10.1330619 48.9605725, 10.1332129 48.9603138, 10.1333907 48.9600666)",,,
24879460,An der Mauer,residential,,False,False,36.565,,,"LINESTRING (10.1333907 48.9600666, 10.1338063 48.9602501)",,,
24879460,An der Mauer,residential,,False,True,38.614000000000004,,,"LINESTRING (10.1333907 48.9600666, 10.1332339 48.9600003, 10.1329466 48.959878)",,,
24679986,Karlstraße,residential,30,False,False,120.365,,,"LINESTRING (10.1318987 48.9642106, 10.131095 48.9641917, 10.1309823 48.9641895, 10.1308464 48.9641869, 10.1304087 48.9641755, 10.1303105 48.9641761, 10.1302509 48.9641764)",,,
24700775,Obere Brühlstraße,tertiary,50,False,True,134.38,,,"LINESTRING (10.1318987 48.9642106, 10.1319093 48.9640953, 10.1319349 48.9637587, 10.1319389 48.9636071, 10.1319641 48.9632278, 10.1320886 48.9630185)",,,
859776096,Karlstraße,residential,30,False,True,98.654,,,"LINESTRING (10.1318987 48.9642106, 10.1325393 48.9642554, 10.1331731 48.9644613)",,,
859776097,Obere Brühlstraße,tertiary,50,False,False,130.264,,,"LINESTRING (10.1318987 48.9642106, 10.1318926 48.9642841, 10.1318778 48.964465, 10.1318372 48.9649578, 10.1318256 48.9650984, 10.1318122 48.9652781, 10.1317918 48.9653797)",,,
24679986,Karlstraße,residential,30,False,True,120.365,,,"LINESTRING (10.1302509 48.9641764, 10.1303105 48.9641761, 10.1304087 48.9641755, 10.1308464 48.9641869, 10.1309823 48.9641895, 10.131095 48.9641917, 10.1318987 48.9642106)",,,
"[708008899, 34849018, 859776111, 357534804, 33723158, 861046394, 861226494]",Bahnhofstraße,"['unclassified', 'residential']",,False,False,164.32,2,,"LINESTRING (10.1302509 48.9641764, 10.1302582 48.9640761, 10.1302661 48.9639685, 10.1302784 48.9638639, 10.1302868 48.9637917, 10.1303029 48.9636547, 10.1303136 48.9635911, 10.1303192 48.963558, 10.1303118 48.9634862, 10.1302735 48.9634222, 10.1302361 48.9633904, 10.130203 48.963326, 10.1301824 48.9631415, 10.1301795 48.9631158, 10.1301761 48.9628264, 10.1302021 48.9627192)",,,
24775993,Schloßsteige,tertiary,,False,False,16.782,3,,"LINESTRING (10.1354166 48.9645399, 10.1352916 48.9645473, 10.1351877 48.9645407)",,,
288696398,Mittelhofstraße,tertiary,,True,False,51.543,,,"LINESTRING (10.1354166 48.9645399, 10.1355037 48.9647405, 10.1356013 48.9648549, 10.1356685 48.9649706)",,,
"[380142817, 24714478]",Wolfgangstraße,residential,30,False,False,169.63400000000001,,,"LINESTRING (10.1276481 48.9577924, 10.1276027 48.9578944, 10.1276162 48.9579872, 10.1276636 48.9580533, 10.1277634 48.9581282, 10.1280994 48.9583158, 10.1283714 48.9584496, 10.1284282 48.9584776, 10.1286682 48.9585957, 10.1289328 48.9587259, 10.1291814 48.9588019)",,,
24880349,Hermann-Weller-Straße,residential,,False,False,86.678,,,"LINESTRING (10.1258523 48.9584438, 10.1260014 48.9583794, 10.1264058 48.9583054, 10.126975 48.9582062)",,,
33723155,Aalener Straße,residential,,False,True,371.63700000000006,,,"LINESTRING (10.1258523 48.9584438, 10.1260076 48.9586362, 10.1261198 48.9587148, 10.1263745 48.9588105, 10.1268393 48.9589699, 10.1269493 48.958984, 10.1270606 48.9589911, 10.1273756 48.9589815, 10.1277681 48.9589876, 10.1279787 48.9590021, 10.1281563 48.9590182, 10.1282841 48.9590522, 10.1284373 48.9591597, 10.1285378 48.9592681, 10.128546 48.9593621, 10.1285103 48.9594534, 10.128434 48.9595782, 10.1284098 48.9596712, 10.1284048 48.9597441, 10.1284316 48.9598478, 10.1285447 48.9599559, 10.1287253 48.960106, 10.1289413 48.9602886, 10.1290318 48.9603658)",,,
33723156,Marienstraße,residential,,False,True,27.483,,,"LINESTRING (10.1302435 48.9601149, 10.1301393 48.9598774)",,,
24714687,Brauergasse,residential,,True,False,91.40800000000002,,,"LINESTRING (10.1302435 48.9601149, 10.1299761 48.960174, 10.1297425 48.9602414, 10.1296301 48.9602852, 10.1295483 48.9603572, 10.1293876 48.9604622, 10.1291928 48.96053)",,,
908906733,Aalener Straße,residential,,False,False,21.715,,,"LINESTRING (10.1291928 48.96053, 10.1290318 48.9603658)",,,
24747851,Aalener Straße,residential,,False,True,49.596000000000004,,,"LINESTRING (10.1291928 48.96053, 10.1294072 48.9607559, 10.1295155 48.9609211)",,,
"[24714555, 33723157]",Aalener Straße,residential,,True,False,140.868,,,"LINESTRING (10.1298335 48.9615198, 10.1298738 48.9619811, 10.1299532 48.9622177, 10.1299501 48.9622798, 10.1299303 48.9624163, 10.1299516 48.9624992, 10.1299774 48.962544, 10.129999 48.9625691, 10.130007 48.9625783, 10.1300522 48.9626141, 10.1301539 48.9626711, 10.1302021 48.9627192)",,,
24747851,Aalener Straße,residential,,False,False,70.506,,,"LINESTRING (10.1298335 48.9615198, 10.1296311 48.9611342, 10.1295155 48.9609211)",,,
24714756,Rechbergstraße,residential,30,False,False,113.999,,,"LINESTRING (10.1268406 48.9642905, 10.1263667 48.9648045, 10.1259627 48.9651358)",,,
24714793,Nibelungenweg,residential,30,False,True,45.622,,,"LINESTRING (10.1268406 48.9642905, 10.1271189 48.9643188, 10.12745 48.9643784)",,,
24714778,Ehrlerstraße,residential,30,False,True,86.598,,,"LINESTRING (10.1259627 48.9651358, 10.1268551 48.9656489)",,,
24714756,Rechbergstraße,residential,30,False,True,113.999,,,"LINESTRING (10.1259627 48.9651358, 10.1263667 48.9648045, 10.1268406 48.9642905)",,,
24714793,Nibelungenweg,residential,30,False,False,38.227000000000004,,,"LINESTRING (10.1279254 48.9645225, 10.1275943 48.9644214, 10.12745 48.9643784)",,,
315279517,Haller Straße,primary,50,False,False,147.828,2,B 290,"LINESTRING (10.1279254 48.9645225, 10.1277409 48.964747, 10.1275529 48.9649702, 10.1272835 48.9652563, 10.1268551 48.9656489)",,,
"[583671088, 357525029, 315279518]",Haller Straße,primary,50,False,True,160.36,"['2', '3']",B 290,"LINESTRING (10.1279254 48.9645225, 10.1280265 48.9643744, 10.1280782 48.9642986, 10.1282052 48.9640779, 10.1283139 48.9638734, 10.1283877 48.963573, 10.1283533 48.9633047, 10.1283456 48.9632544, 10.1283273 48.9631348)",,,
"[815815600, 24701097, 815815599, 288679823]","['Westtangente', 'Haller Straße']",primary,50,False,True,185.82899999999995,3,B 290,"LINESTRING (10.1282397 48.9627319, 10.1282241 48.9626306, 10.1282038 48.9623891, 10.1282091 48.9621238, 10.1282185 48.9618862, 10.1282272 48.9616684, 10.1281947 48.9614509, 10.1281505 48.961309, 10.1281301 48.9612434, 10.1280501 48.9610751)",yes,,
315279513,Haller Straße,primary,50,False,False,45.254999999999995,2,B 290,"LINESTRING (10.1282397 48.9627319, 10.1282617 48.9628383, 10.1283273 48.9631348)",,,
315279514,Rotenbacher Straße,residential,,False,True,34.19,3,,"LINESTRING (10.1282397 48.9627319, 10.1280887 48.9627464, 10.1280529 48.9627499, 10.1277734 48.9627473)",,,
24733897,Sebastian-Merkle-Straße,residential,,True,False,117.306,,,"LINESTRING (10.1329781 48.9646681, 10.132313 48.9650671, 10.1318409 48.9653503, 10.1317918 48.9653797)",,,
24733983,Bergstraße,residential,,False,False,121.888,,,"LINESTRING (10.1329781 48.9646681, 10.1323141 48.9656294, 10.1323016 48.9656692)",,,
24733983,Bergstraße,residential,,False,True,27.045,,,"LINESTRING (10.1329781 48.9646681, 10.133146 48.9644893, 10.1331731 48.9644613)",,,
24733921,Am Stelzenbach,residential,,False,True,55.561,,,"LINESTRING (10.132407 48.9629301, 10.1325985 48.9629922, 10.1329163 48.9630186, 10.133143 48.9630093)",,,
"[35966122, 859776110]","['Sebastiansgraben', 'Obere Brühlstraße']",tertiary,50,False,False,25.252000000000002,2,,"LINESTRING (10.132407 48.9629301, 10.132261 48.9629665, 10.1320886 48.9630185)",,,
35966122,Sebastiansgraben,tertiary,50,False,True,122.39200000000001,,,"LINESTRING (10.132407 48.9629301, 10.1330641 48.9627957, 10.1334125 48.9627245, 10.133652 48.9626425, 10.1337885 48.9625681, 10.1339227 48.9624935)",,,
24733921,Am Stelzenbach,residential,,False,False,55.56100000000001,,,"LINESTRING (10.133143 48.9630093, 10.1329163 48.9630186, 10.1325985 48.9629922, 10.132407 48.9629301)",,,
24733921,Am Stelzenbach,residential,,False,True,48.7,,,"LINESTRING (10.133143 48.9630093, 10.1334699 48.9629815, 10.1336133 48.963017, 10.1336672 48.9630613, 10.1336996 48.9631219)",,,
24934143,Sebastian-Merkle-Straße,residential,,False,False,82.846,,,"LINESTRING (10.133552 48.963759, 10.1331731 48.9644613)",,,
24733904,Am Stelzenbach,residential,,True,False,90.351,,,"LINESTRING (10.133552 48.963759, 10.1333558 48.9631861, 10.133143 48.9630093)",,,
"[24934258, 24871339]",Am Stelzenbach,residential,,False,True,149.163,,,"LINESTRING (10.133552 48.963759, 10.1339113 48.9632892, 10.1340143 48.9630638, 10.1339409 48.9628394, 10.1339696 48.9626024, 10.1339227 48.9624935)",,,
24934143,Sebastian-Merkle-Straße,residential,,False,True,82.846,,,"LINESTRING (10.1331731 48.9644613, 10.133552 48.963759)",,,
24733983,Bergstraße,residential,,False,False,27.045,,,"LINESTRING (10.1331731 48.9644613, 10.133146 48.9644893, 10.1329781 48.9646681)",,,
859776096,Karlstraße,residential,30,False,False,98.654,,,"LINESTRING (10.1331731 48.9644613, 10.1325393 48.9642554, 10.1318987 48.9642106)",,,
24733983,Bergstraße,residential,,False,True,121.888,,,"LINESTRING (10.1323016 48.9656692, 10.1323141 48.9656294, 10.1329781 48.9646681)",,,
24733921,Am Stelzenbach,residential,,False,False,48.7,,,"LINESTRING (10.1336996 48.9631219, 10.1336672 48.9630613, 10.1336133 48.963017, 10.1334699 48.9629815, 10.133143 48.9630093)",,,
24879460,An der Mauer,residential,,False,True,27.728,,,"LINESTRING (10.1329466 48.959878, 10.1326396 48.9597312)",,,
24772572,Amtsgasse,living_street,,False,False,24.229,,,"LINESTRING (10.1329466 48.959878, 10.1328948 48.9599504, 10.1328566 48.960086)",,,
24879460,An der Mauer,residential,,False,False,38.614000000000004,,,"LINESTRING (10.1329466 48.959878, 10.1332339 48.9600003, 10.1333907 48.9600666)",,,
24772572,Amtsgasse,living_street,,False,True,2.821,,,"LINESTRING (10.1328492 48.9601109, 10.1328566 48.960086)",,,
24746270,Amtsgasse,living_street,,True,False,91.077,,,"LINESTRING (10.1328492 48.9601109, 10.1327104 48.9605332, 10.1326146 48.9609151)",,,
24772573,Spitalstraße,residential,,False,False,12.781,,,"LINESTRING (10.1326146 48.9609151, 10.1324411 48.9608998)",,,
24772573,Spitalstraße,residential,,False,True,22.514,,,"LINESTRING (10.1326146 48.9609151, 10.1329163 48.960957)",,,
24772572,Amtsgasse,living_street,,False,False,2.821,,,"LINESTRING (10.1328566 48.960086, 10.1328492 48.9601109)",,,
24772572,Amtsgasse,living_street,,False,True,24.229,,,"LINESTRING (10.1328566 48.960086, 10.1328948 48.9599504, 10.1329466 48.959878)",,,
24746537,Stadtfischergasse,residential,,True,False,34.359,,,"LINESTRING (10.1319732 48.9600698, 10.1324438 48.960072)",,,
26014697,Pfarrgasse,residential,,False,False,23.603,,,"LINESTRING (10.1319732 48.9600698, 10.1320223 48.95986)",,,
24767192,Schönbornweg,residential,,False,False,207.32500000000002,,,"LINESTRING (10.1355333 48.9584783, 10.1354268 48.958696, 10.1353097 48.9588571, 10.1351257 48.9591398, 10.1351387 48.9591738, 10.1350614 48.9593259, 10.1349695 48.9594858, 10.1348898 48.9596246, 10.1346494 48.9599627, 10.1344778 48.9601994)",,,
363037232,Schöner Graben,residential,,False,True,70.275,,,"LINESTRING (10.1301694 48.9588038, 10.1307172 48.9587874, 10.1311261 48.9588306)",,,destination
315279539,Marienstraße,residential,20,False,False,10.678,,,"LINESTRING (10.1296419 48.959178, 10.1297136 48.9592617)",,,
24772566,An der Mauer,residential,,True,False,98.286,,,"LINESTRING (10.1296419 48.959178, 10.1299346 48.95909, 10.1303434 48.9590273, 10.1306261 48.9590112, 10.1309372 48.9590623)",,,
"[24679912, 315279539, 380142791]",Marienstraße,residential,20,False,True,54.03,3,,"LINESTRING (10.1296419 48.959178, 10.1293812 48.9589468, 10.1293382 48.958893, 10.1291814 48.9588019)",,,
24679911,Adelbergergasse,residential,,False,True,29.223,,,"LINESTRING (10.1311261 48.9588306, 10.1309372 48.9590623)",,,
363037232,Schöner Graben,residential,,False,False,70.275,,,"LINESTRING (10.1311261 48.9588306, 10.1307172 48.9587874, 10.1301694 48.9588038)",,,destination
363037232,Schöner Graben,residential,,False,True,288.764,,,"LINESTRING (10.1311261 48.9588306, 10.1313777 48.9588921, 10.1315558 48.9589464, 10.1321903 48.9592257, 10.1329634 48.9595425, 10.1331613 48.9596322, 10.1344778 48.9601994)",,,destination
24767194,Freigasse,residential,,False,False,175.18999999999997,,,"LINESTRING (10.1363426 48.9588194, 10.1362806 48.9587791, 10.1361765 48.9589482, 10.136055 48.9591426, 10.1359987 48.9592902, 10.135937 48.9594649, 10.1358945 48.9595949, 10.1358158 48.9600855, 10.1357281 48.9601286, 10.1355897 48.9601596)",,,
24767194,Freigasse,residential,,False,True,175.19,,,"LINESTRING (10.1355897 48.9601596, 10.1357281 48.9601286, 10.1358158 48.9600855, 10.1358945 48.9595949, 10.135937 48.9594649, 10.1359987 48.9592902, 10.136055 48.9591426, 10.1361765 48.9589482, 10.1362806 48.9587791, 10.1363426 48.9588194)",,,
"[363037232, 24772562]","['Freigasse', 'Schöner Graben']",residential,,False,False,121.86899999999999,,,"LINESTRING (10.1355897 48.9601596, 10.1354034 48.9601767, 10.1353703 48.9601887, 10.1353132 48.9602093, 10.1352939 48.9602356, 10.135258 48.9603315, 10.1352328 48.9603904, 10.1351219 48.9605438, 10.1350788 48.96052, 10.1348584 48.9603895, 10.134579 48.9602453, 10.1344778 48.9601994)",,,destination
"[315279533, 815815598]",Freigasse,tertiary,50,False,False,90.852,3,,"LINESTRING (10.1355897 48.9601596, 10.1356598 48.9604137, 10.1356818 48.9605033, 10.135654 48.960971)",,,
"[24624427, 815815597]",Freigasse,tertiary,50,False,True,94.39099999999999,3,,"LINESTRING (10.1355897 48.9601596, 10.135533 48.9600293, 10.1354868 48.9598777, 10.135456 48.9596697, 10.1354674 48.95932)",,,
24767192,Schönbornweg,residential,,False,True,207.325,,,"LINESTRING (10.1344778 48.9601994, 10.1346494 48.9599627, 10.1348898 48.9596246, 10.1349695 48.9594858, 10.1350614 48.9593259, 10.1351387 48.9591738, 10.1351257 48.9591398, 10.1353097 48.9588571, 10.1354268 48.958696, 10.1355333 48.9584783)",,,
