osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,bridge
1105635065,True,B 19,Kanzleistraße,primary,30,False,17.253,"LINESTRING (9.7698434 49.0002665, 9.7697196 49.0001343)",,
19371219,False,L 1066,Schloss-Straße,secondary,50,False,46.013,"LINESTRING (9.7698434 49.0002665, 9.7699034 49.0003614, 9.7699481 49.0004884, 9.7699535 49.0005467, 9.7699632 49.000653, 9.7699646 49.0006688)",,
654756856,False,B 19,Bahnhofstraße,primary,30,False,58.804,"LINESTRING (9.7698434 49.0002665, 9.7697505 49.0003095, 9.7696516 49.00034, 9.7690877 49.0004374)",,
"[712650669, 25832791]",False,L 1066,Schloss-Straße,secondary,50,True,123.88499999999999,"LINESTRING (9.7719166 49.0034398, 9.7717898 49.0033208, 9.7716047 49.0030688, 9.7715433 49.0029986, 9.7714112 49.0028475, 9.7712512 49.0026955, 9.7711697 49.0026327, 9.7710795 49.0025633, 9.7710014 49.0025076)",,
712412179,False,K 2617,Eutendorfer Straße,tertiary,50,False,53.85,"LINESTRING (9.7719166 49.0034398, 9.7718549 49.0035418, 9.7718103 49.0039152)",,
712412184,False,L 1066,Schloss-Straße,secondary,50,False,75.908,"LINESTRING (9.7719166 49.0034398, 9.7720984 49.0035508, 9.7725229 49.0036936, 9.7727962 49.0037966)",,
"[4940748, 708205566]",True,B 19,Karlstraße,primary,50,False,107.909,"LINESTRING (9.7703301 48.999067, 9.7703232 48.9991252, 9.7703285 48.9991771, 9.7704018 48.9992739, 9.7704348 48.999309, 9.7704788 48.9993558, 9.7705077 48.9993758, 9.7705934 48.9994352, 9.7706272 48.9994586, 9.7706735 48.9994907, 9.7707751 48.9995616, 9.7707811 48.9995657, 9.7708937 48.9996434, 9.7709582 48.999717, 9.7709691 48.99976, 9.7709614 48.9998055, 9.7709284 48.9998882)",2,
284079421,False,B 298,,primary,50,True,148.844,"LINESTRING (9.7727889 48.9984223, 9.7729155 48.9983719, 9.7730508 48.9982892, 9.7731836 48.9981784, 9.7732776 48.9980664, 9.7738339 48.9972973)",2,
"[825724169, 5645590]",False,B 19,Schillerstraße,primary,50,True,91.71999999999998,"LINESTRING (9.7727889 48.9984223, 9.7730132 48.9985676, 9.7731517 48.9986009, 9.7732192 48.9986172, 9.773452 48.9986449, 9.7735599 48.9986431, 9.7736737 48.9986363, 9.7737703 48.9986246, 9.773929 48.9985936)",2,
"[825724170, 1105635067, 4940750]",False,B 19,Karlstraße,primary,50,False,155.469,"LINESTRING (9.7727889 48.9984223, 9.7725628 48.9984921, 9.7724147 48.9985203, 9.7719473 48.998628, 9.7715499 48.9987169, 9.7711083 48.9988233, 9.7710612 48.9988321, 9.7707799 48.9988843)",3,
712412177,True,B 19,Karlstraße,primary,50,False,39.779999999999994,"LINESTRING (9.7707799 48.9988843, 9.7705651 48.9989454, 9.7704241 48.9989852, 9.7703613 48.9990281, 9.7703301 48.999067)",,
"[825724170, 1105635067, 4940750]",False,B 19,Karlstraße,primary,50,True,155.469,"LINESTRING (9.7707799 48.9988843, 9.7710612 48.9988321, 9.7711083 48.9988233, 9.7715499 48.9987169, 9.7719473 48.998628, 9.7724147 48.9985203, 9.7725628 48.9984921, 9.7727889 48.9984223)",3,
8485519,True,,,primary_link,,False,28.038000000000004,"LINESTRING (9.7700893 48.9988934, 9.7702725 48.99896, 9.7702957 48.9989827, 9.7703096 48.9990079, 9.7703301 48.999067)",,
712412178,True,B 19,Fraschstraße,primary,50,False,50.403,"LINESTRING (9.7700893 48.9988934, 9.7703493 48.9988949, 9.7707799 48.9988843)",,
506463311,True,,Kanzleistraße,residential,,False,15.672,"LINESTRING (9.7690836 48.9990054, 9.7690411 48.9989589, 9.7689981 48.9988769)",,
506463312,False,B 19,Kanzleistraße,primary,,False,31.326,"LINESTRING (9.7690836 48.9990054, 9.7690927 48.9989586, 9.7691093 48.998924, 9.7691416 48.9988862, 9.769211 48.998847, 9.7693401 48.9988043)",,
4940747,True,B 19,Kanzleistraße,primary,,False,117.819,"LINESTRING (9.7696148 49.0000059, 9.7694367 48.9996917, 9.769375 48.9995688, 9.7690836 48.9990054)",,
112440929,True,,Schulstraße,living_street,,False,48.864000000000004,"LINESTRING (9.7696148 49.0000059, 9.7694946 49.0000574, 9.7692404 49.0000944, 9.7689808 49.0001321)",,
998096070,False,,Fraschstraße,residential,,True,22.744,"LINESTRING (9.7693401 48.9988043, 9.7690331 48.9987687)",,
"[825724171, 112151611]",True,B 19,Fraschstraße,primary,50,False,55.687,"LINESTRING (9.7693401 48.9988043, 9.7698659 48.9988833, 9.7700893 48.9988934)",2,
506463312,False,B 19,Kanzleistraße,primary,,True,31.326,"LINESTRING (9.7693401 48.9988043, 9.769211 48.998847, 9.7691416 48.9988862, 9.7691093 48.998924, 9.7690927 48.9989586, 9.7690836 48.9990054)",,
587412842,False,,Kernerstraße,residential,40,False,14.465,"LINESTRING (9.7635722 48.9985325, 9.7633751 48.9985183)",,
147711606,False,,Kernerstraße,residential,40,False,92.006,"LINESTRING (9.7635722 48.9985325, 9.7636903 48.9985566, 9.7640175 48.9986816, 9.7644306 48.9988488, 9.7646747 48.9989297)",,
708429036,False,,Gartenstraße,residential,40,False,77.225,"LINESTRING (9.7635722 48.9985325, 9.7636947 48.9984371, 9.7645456 48.9983232)",,
25617387,False,,Friedrichstraße,residential,,False,260.16700000000003,"LINESTRING (9.7645456 48.9983232, 9.7644596 48.9979879, 9.7643405 48.9975379, 9.7641839 48.9974492, 9.7637987 48.9974148, 9.7637407 48.9973833, 9.7637296 48.9973482, 9.763737 48.9972793, 9.7637989 48.9972532, 9.7639311 48.9972643, 9.7640851 48.9972728, 9.7641983 48.997259, 9.764243 48.9972203, 9.7642462 48.9971656, 9.7642285 48.9970803, 9.7640757 48.9968163, 9.7638522 48.9966612)",,
708429036,False,,Gartenstraße,residential,40,False,124.225,"LINESTRING (9.7645456 48.9983232, 9.7647637 48.9983008, 9.7651157 48.9982493, 9.7656682 48.9981741, 9.7662186 48.9981174)",,
708429036,False,,Gartenstraße,residential,40,True,77.225,"LINESTRING (9.7645456 48.9983232, 9.7636947 48.9984371, 9.7635722 48.9985325)",,
