osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width
25112421,Portegasse,residential,30,False,False,143.754,"LINESTRING (8.959544 50.5886609, 8.9595913 50.5887162, 8.9595821 50.5887423, 8.9594958 50.5888167, 8.9594246 50.5888658, 8.9593517 50.5889364, 8.9591376 50.5892073, 8.9589608 50.5894001, 8.9586612 50.5895753, 8.958552 50.5896513, 8.9584989 50.5896666, 8.9584865 50.5897006)",,,
173750865,Frankfurter Straße,secondary,50,False,False,157.002,"LINESTRING (8.959544 50.5886609, 8.9588158 50.5889839, 8.9587024 50.5890249, 8.9585558 50.5890764, 8.9583747 50.5891271, 8.9581623 50.5891711, 8.9579713 50.5892107, 8.9575747 50.589289)",L 3007,,
173750865,Frankfurter Straße,secondary,50,False,True,7.448,"LINESTRING (8.9574772 50.5893146, 8.9575747 50.589289)",L 3007,,
8050433,Bismarckstraße,secondary,50,False,False,110.56400000000001,"LINESTRING (8.9574772 50.5893146, 8.9573252 50.5893669, 8.9572765 50.5893836, 8.9572266 50.5893987, 8.9571078 50.5894345, 8.956953 50.5894924, 8.956439 50.5896948, 8.9561319 50.589822)",L 3007,,
25112319,Frankfurter Straße,residential,30,False,False,39.794,"LINESTRING (8.9574772 50.5893146, 8.9575534 50.5894235, 8.9576022 50.5894697, 8.9576549 50.5895042, 8.9577249 50.5895381, 8.9578345 50.5895758)",,,
8050433,Bismarckstraße,secondary,50,False,True,110.564,"LINESTRING (8.9561319 50.589822, 8.956439 50.5896948, 8.956953 50.5894924, 8.9571078 50.5894345, 8.9572266 50.5893987, 8.9572765 50.5893836, 8.9573252 50.5893669, 8.9574772 50.5893146)",L 3007,,
"[173750875, 173750871, 25112774, 85066791]",Konrad-Adenauer-Straße,residential,"['50', '30']",False,False,144.081,"LINESTRING (8.9561319 50.589822, 8.9560692 50.5897633, 8.956025 50.5897387, 8.9559688 50.5897194, 8.9558952 50.5897162, 8.955651 50.5897344, 8.9552143 50.5897823, 8.9545074 50.5898886, 8.9541994 50.589937)",,,
124066364,Bismarckstraße,secondary,50,False,False,88.56700000000001,"LINESTRING (8.9561319 50.589822, 8.9558321 50.589935, 8.9557047 50.5899944, 8.9556138 50.5900534, 8.9555388 50.5901329, 8.9554971 50.5902085, 8.955479 50.5902611, 8.9554647 50.5903306, 8.9554667 50.5903939, 8.9554717 50.590426)",L 3007,,
"[173750870, 187871789, 43181718, 121826631]",Hegweg,residential,30,False,False,156.458,"LINESTRING (8.9593636 50.5924231, 8.9592904 50.5923809, 8.9592464 50.5923461, 8.9591865 50.5922987, 8.9590774 50.5922124, 8.9590688 50.5922055, 8.9586255 50.5918548, 8.9584777 50.5917309, 8.9583907 50.5912195)",,1,
"[97534757, 75339302]",Londorfer Straße,residential,30,False,"[False, True]",18.708000000000002,"LINESTRING (8.9593636 50.5924231, 8.9594061 50.5924082, 8.9594633 50.5923893, 8.9595231 50.5923609, 8.9595775 50.5923351, 8.959585 50.5923315)",,,
141481172,Londorfer Straße,residential,30,False,True,36.354,"LINESTRING (8.9593636 50.5924231, 8.9593546 50.5924285, 8.9592002 50.5925215, 8.9591693 50.5925402, 8.9591552 50.5925493, 8.9591394 50.5925596, 8.9590306 50.5926694)",,2,
124024162,Londorfer Straße,secondary,50,False,False,53.769,"LINESTRING (8.9572482 50.5949712, 8.9575399 50.5945245)",L 3127,,
25112419,Gallusstraße,residential,30,False,True,189.523,"LINESTRING (8.9572482 50.5949712, 8.9577625 50.5950473, 8.9584937 50.5951576, 8.9592376 50.5952692, 8.9595633 50.595319, 8.9598692 50.5953223)",,,
60103136,Londorfer Straße,secondary,50,False,True,41.006,"LINESTRING (8.9572482 50.5949712, 8.957162 50.5951155, 8.957113 50.595228, 8.9570775 50.5953231)",L 3127,,
25112319,Frankfurter Straße,residential,30,False,True,48.616,"LINESTRING (8.9584865 50.5897006, 8.9583568 50.5896964, 8.9582323 50.5896807, 8.9580807 50.5896506, 8.957944 50.5896115, 8.9578345 50.5895758)",,,
25112421,Portegasse,residential,30,False,True,143.75399999999996,"LINESTRING (8.9584865 50.5897006, 8.9584989 50.5896666, 8.958552 50.5896513, 8.9586612 50.5895753, 8.9589608 50.5894001, 8.9591376 50.5892073, 8.9593517 50.5889364, 8.9594246 50.5888658, 8.9594958 50.5888167, 8.9595821 50.5887423, 8.9595913 50.5887162, 8.959544 50.5886609)",,,
141766436,Rabegasse,residential,30,False,False,29.004,"LINESTRING (8.9584865 50.5897006, 8.9585718 50.5897076, 8.9586417 50.5897203, 8.9587084 50.5897489, 8.9587646 50.589792, 8.9588121 50.5898356)",,,
25112337,Neustadt,residential,30,False,False,130.272,"LINESTRING (8.9588121 50.5898356, 8.9591371 50.5896757, 8.9592757 50.589606, 8.9595249 50.5894805, 8.9599707 50.589225, 8.9599998 50.58921, 8.9600262 50.5891964, 8.9600712 50.5891859, 8.9601147 50.589164, 8.9602411 50.5890979)",,,
25350983,Rabegasse,residential,30,False,False,21.137,"LINESTRING (8.9588121 50.5898356, 8.9588353 50.5898783, 8.9588704 50.5899528, 8.9589143 50.5900139)",,,
141766436,Rabegasse,residential,30,False,True,29.003999999999998,"LINESTRING (8.9588121 50.5898356, 8.9587646 50.589792, 8.9587084 50.5897489, 8.9586417 50.5897203, 8.9585718 50.5897076, 8.9584865 50.5897006)",,,
