osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry
663044188,1,Schwefelwerkstraße,residential,50,7,False,False,48.216,"LINESTRING (12.7090294 50.4317511, 12.7093292 50.4316976, 12.7096964 50.4316721)"
663044191,,Am Pferdegöpel,unclassified,,,False,False,37.575,"LINESTRING (12.7090294 50.4317511, 12.7090385 50.4316773, 12.7091283 50.4315574, 12.7092497 50.4314516)"
662731684,1,Eibenstocker Straße,residential,50,7,False,True,139.073,"LINESTRING (12.7136315 50.4323996, 12.7139836 50.4323666, 12.714261 50.4323517, 12.7146336 50.4323097, 12.7149262 50.4322704, 12.7153022 50.43222, 12.7155661 50.432192)"
663044083,1,Eibenstocker Straße,residential,50,7,False,False,33.626,"LINESTRING (12.7136315 50.4323996, 12.7134065 50.4324588, 12.7132093 50.4325358)"
663044193,1,Schwefelwerkstraße,unclassified,50,7,False,True,300.72900000000004,"LINESTRING (12.7136315 50.4323996, 12.7135861 50.4323256, 12.7134793 50.4322301, 12.7132522 50.4321502, 12.7124728 50.4319383, 12.7121235 50.4318448, 12.7119992 50.431819, 12.7114797 50.4317609, 12.7113912 50.431752, 12.7107163 50.4316864, 12.7102432 50.4316688, 12.7096964 50.4316721)"
25483133,1,Glockenklanger Straße,residential,,,False,False,182.187,"LINESTRING (12.7198844 50.4327755, 12.7207209 50.4319599, 12.7209988 50.4316771, 12.72133 50.4314226)"
"[25483132, 25483133]",1,"['Robert-Koch-Straße', 'Glockenklanger Straße']",residential,,,False,True,357.171,"LINESTRING (12.7198844 50.4327755, 12.7197683 50.4328219, 12.7196954 50.4328549, 12.7196385 50.4329381, 12.7192723 50.4336431, 12.7191478 50.4338237, 12.7190165 50.4339406, 12.7182252 50.4343029, 12.7181544 50.4342987, 12.7180942 50.4342951, 12.7179214 50.4341433, 12.7178006 50.4341201, 12.7165985 50.4346321)"
31005572,,Gartenstraße,residential,,,False,True,160.69600000000003,"LINESTRING (12.7198844 50.4327755, 12.7197984 50.4328755, 12.7197422 50.4329935, 12.7197412 50.4330861, 12.7197998 50.4331552, 12.7201305 50.4332502, 12.7201661 50.4332896, 12.7201861 50.4333327, 12.7198485 50.4336919, 12.7196104 50.4339077, 12.7196143 50.4339404)"
25483133,1,Glockenklanger Straße,residential,,,False,True,182.187,"LINESTRING (12.72133 50.4314226, 12.7209988 50.4316771, 12.7207209 50.4319599, 12.7198844 50.4327755)"
31005582,1,Eibenstocker Straße,residential,50,7,False,True,118.67699999999999,"LINESTRING (12.7091475 50.4344601, 12.7099956 50.4340781, 12.7101924 50.4339885, 12.7103653 50.4339389, 12.7105346 50.4338649)"
