osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction
24306725,Comeniusstraße,residential,30,False,True,90.295,"LINESTRING (6.1085626 50.9209916, 6.1085736 50.9209478, 6.1085864 50.9208969, 6.1086054 50.9208215, 6.1086533 50.9206314, 6.1086836 50.9205111, 6.1086916 50.9204792, 6.1087705 50.9203077, 6.1088572 50.9202069)",,
64517803,Maastrichter Straße,tertiary,,False,True,18.148,"LINESTRING (6.1085626 50.9209916, 6.1087149 50.9210009, 6.1088199 50.9210095)",,
75547178,Maastrichter Straße,tertiary,,False,False,108.887,"LINESTRING (6.1085626 50.9209916, 6.1081356 50.920967, 6.107722 50.9209341, 6.1070202 50.9208765)",,
24306723,Comeniusstraße,residential,30,False,True,127.476,"LINESTRING (6.1088572 50.9202069, 6.1086712 50.9201768, 6.1082247 50.9201373, 6.1077547 50.9200957, 6.1076233 50.9200841, 6.1075328 50.9200472, 6.1072565 50.9198149)",,
24306725,Comeniusstraße,residential,30,False,False,90.295,"LINESTRING (6.1088572 50.9202069, 6.1087705 50.9203077, 6.1086916 50.9204792, 6.1086836 50.9205111, 6.1086533 50.9206314, 6.1086054 50.9208215, 6.1085864 50.9208969, 6.1085736 50.9209478, 6.1085626 50.9209916)",,
"[24306725, 505374967]",Comeniusstraße,residential,30,False,True,136.249,"LINESTRING (6.1088572 50.9202069, 6.1090369 50.9201066, 6.1092008 50.9200372, 6.1092148 50.9200313, 6.1093918 50.919954, 6.1094378 50.919934, 6.1095634 50.9198792, 6.1095993 50.9198635, 6.1096708 50.9198323, 6.1098092 50.9197736, 6.1100849 50.9196565, 6.1103673 50.9195368, 6.1104471 50.919504)",,
15798952,Beethovenstraße,residential,,False,False,74.428,"LINESTRING (6.1119459 50.9188318, 6.1117402 50.9186452, 6.1116246 50.9185402, 6.1115145 50.918437, 6.1114871 50.9184112, 6.1113447 50.9182801)",,
23137459,Richard-Wagner-Straße,residential,30,False,False,115.291,"LINESTRING (6.1119459 50.9188318, 6.1121144 50.9189716, 6.1121569 50.9190068, 6.1122918 50.9191089, 6.1123104 50.9191243, 6.1123198 50.9191321, 6.1124554 50.9192361, 6.1124817 50.9192579, 6.1126083 50.9193629, 6.1126412 50.9193903, 6.1126928 50.9194401, 6.1127068 50.9195011, 6.1127112 50.9195127, 6.1127334 50.919571, 6.1127586 50.9196369, 6.1127831 50.919701)",,
37126326,Mühlenfeldweg,residential,30,False,False,128.94,"LINESTRING (6.1119459 50.9188318, 6.1117028 50.9189408, 6.1116851 50.9189488, 6.1115103 50.9190272, 6.1114162 50.9190694, 6.1113764 50.9190872, 6.1113564 50.9190962, 6.1112353 50.9191505, 6.1112005 50.9191661, 6.1110294 50.9192428, 6.1109974 50.9192572, 6.1108178 50.9193378, 6.1107363 50.9193743, 6.110677 50.9194009, 6.1106213 50.9194259, 6.1105218 50.9194705, 6.1104471 50.919504)",,
37126326,Mühlenfeldweg,residential,30,False,True,78.311,"LINESTRING (6.1119459 50.9188318, 6.1121188 50.9187544, 6.1122081 50.9187145, 6.1122193 50.9187095, 6.1122447 50.9186981, 6.1123223 50.9186634, 6.1123452 50.9186532, 6.112429 50.9186157, 6.1124747 50.9185952, 6.1125858 50.9185455, 6.1126299 50.9185258, 6.1126464 50.9185184, 6.1127804 50.9184584, 6.1128569 50.9184242)",,
"[153913160, 15799022]","['Rathausplatz', 'An der Linde']",tertiary,20,False,"[False, True]",64.032,"LINESTRING (6.118299 50.9199629, 6.1183599 50.9200015, 6.118414 50.9200575, 6.1186705 50.9204837)",K 11,
"[331182072, 26288612]","['Rathausplatz', 'Carolus-Magnus-Straße']",residential,20,False,False,158.154,"LINESTRING (6.118299 50.9199629, 6.1182235 50.9200126, 6.1181538 50.9200587, 6.1180604 50.9201011, 6.1179447 50.9201314, 6.1177099 50.9201818, 6.1175277 50.9202545, 6.1174768 50.9202669, 6.116945 50.9203966, 6.1166786 50.9204616, 6.1165874 50.9204838, 6.1162761 50.9205597)",,
153913161,Rathausplatz,tertiary,20,False,True,38.277,"LINESTRING (6.118299 50.9199629, 6.1180737 50.9198418, 6.1180175 50.9197701, 6.1180084 50.9196927)",K 11,
15799086,Arndtweg,residential,,False,False,70.01599999999999,"LINESTRING (6.1160816 50.9206848, 6.1162942 50.9210021, 6.1163192 50.9210405, 6.1163411 50.921074, 6.1164643 50.9212664)",,
154911409,Carolus-Magnus-Straße,residential,20,True,False,7.845,"LINESTRING (6.1160816 50.9206848, 6.1160546 50.920672, 6.1160345 50.9206587, 6.116025 50.920646, 6.1160215 50.9206293)",,roundabout
95491191,Friedrich-Ebert-Straße,secondary,50,False,True,164.95499999999998,"LINESTRING (6.1165695 50.9214197, 6.1170123 50.9213096, 6.1171647 50.9212715, 6.1176789 50.9211327, 6.1178087 50.9210978, 6.1182592 50.9209768, 6.1183182 50.9209606, 6.1186258 50.920876, 6.1187382 50.9208442)",L 225,
"[204791122, 15799086]",Arndtweg,residential,,False,True,18.574,"LINESTRING (6.1165695 50.9214197, 6.1165378 50.921372, 6.1164643 50.9212664)",,
"[37806441, 1238461915, 1238461917]",Friedrich-Ebert-Straße,secondary,50,False,"[False, True]",135.42000000000002,"LINESTRING (6.1165695 50.9214197, 6.1162526 50.921513, 6.1159031 50.9215953, 6.1155653 50.9216748, 6.1153175 50.9217372, 6.1150956 50.9218091, 6.1149588 50.9218601, 6.1148182 50.9219239)",L 225,
75547181,Am Wasserturm,unclassified,,False,True,115.90799999999999,"LINESTRING (6.1107845 50.9258198, 6.1110844 50.9254815, 6.1113432 50.925204, 6.1114832 50.9250513, 6.1115979 50.9249124)",,
23625165,Am Wasserturm,residential,,False,False,108.09299999999999,"LINESTRING (6.1115979 50.9249124, 6.1113741 50.9248338, 6.1113169 50.9248124, 6.1111819 50.9247617, 6.1110729 50.9247233, 6.1109313 50.9246688, 6.1102648 50.9244238)",,
75547181,Am Wasserturm,unclassified,,False,False,115.908,"LINESTRING (6.1115979 50.9249124, 6.1114832 50.9250513, 6.1113432 50.925204, 6.1110844 50.9254815, 6.1107845 50.9258198)",,
"[1238461920, 1238461922, 255647401, 22874267, 611812987, 1238461919]",Am Wasserturm,unclassified,,False,True,442.6450000000001,"LINESTRING (6.1115979 50.9249124, 6.1120688 50.9250868, 6.1121686 50.9251136, 6.1123012 50.9251123, 6.1124166 50.9250946, 6.1125532 50.9250325, 6.1126274 50.9249809, 6.1126776 50.9249275, 6.1127008 50.9248948, 6.1129704 50.9245898, 6.1132025 50.9243765, 6.1135348 50.9241386, 6.1135699 50.9241128, 6.1137424 50.9239839, 6.1138018 50.9239457, 6.1139154 50.9238379, 6.113992 50.9237094, 6.1140658 50.9236006, 6.1142963 50.9232472, 6.1143972 50.9231208, 6.1144715 50.9230137, 6.1145919 50.9227567, 6.1146343 50.922596, 6.1146463 50.9224973, 6.1146511 50.9224499, 6.1146473 50.9222666, 6.1146464 50.9221986, 6.114645 50.9220977)",,
"[1000847060, 22874396]",Carlstraße,secondary,,False,True,338.92900000000003,"LINESTRING (6.1102648 50.9244238, 6.1102723 50.9244158, 6.1104672 50.924208, 6.1105187 50.9241531, 6.1105791 50.9240887, 6.1106523 50.9240107, 6.1107121 50.923947, 6.1107569 50.9238992, 6.1108433 50.9238071, 6.1108769 50.9237713, 6.1109804 50.9236544, 6.1109967 50.9236404, 6.1110343 50.9235985, 6.1112036 50.9234033, 6.1113569 50.9232344, 6.1114329 50.9231541, 6.1115625 50.9230165, 6.1115937 50.9229811, 6.1116324 50.9229396, 6.1116976 50.9228694, 6.1119259 50.9226116, 6.1119717 50.9225606, 6.1120284 50.9224998, 6.1120751 50.9224493, 6.1122985 50.9222075, 6.112332 50.9221711, 6.1123588 50.9221421, 6.112495 50.9219947, 6.1125305 50.9219747, 6.1125689 50.921953, 6.1125997 50.9219357, 6.1126357 50.9219154, 6.1128025 50.9218531)",L 225,
23625165,Am Wasserturm,residential,,False,True,108.09299999999999,"LINESTRING (6.1102648 50.9244238, 6.1109313 50.9246688, 6.1110729 50.9247233, 6.1111819 50.9247617, 6.1113169 50.9248124, 6.1113741 50.9248338, 6.1115979 50.9249124)",,
75547165,Carlstraße,secondary,,False,False,146.317,"LINESTRING (6.1102648 50.9244238, 6.1102352 50.9244559, 6.1101043 50.9245978, 6.1100639 50.9246417, 6.1099802 50.9247324, 6.1099474 50.9247697, 6.1098744 50.9248526, 6.1098093 50.9249298, 6.1097227 50.9250326, 6.1096884 50.9250733, 6.1095823 50.9251917, 6.1095561 50.9252209, 6.1094602 50.925328, 6.1094344 50.9253567, 6.1092424 50.9255709)",L 225,
