osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,access
10113065,2,S 222,Elterleiner Straße,secondary,50,False,False,130.792,"LINESTRING (12.9234591 50.6236055, 12.9233358 50.623611, 12.9232063 50.6236053, 12.9231623 50.6236008, 12.9230769 50.6235845, 12.9229907 50.6235461, 12.9229423 50.62351, 12.9228916 50.6234398, 12.9228519 50.6233499, 12.9227639 50.6231862, 12.9225861 50.6228595, 12.9225643 50.622733)",,
48564910,2,S 260,Annaberger Straße,secondary,50,False,True,60.933,"LINESTRING (12.9234591 50.6236055, 12.9235036 50.6234623, 12.9235118 50.6234359, 12.9236385 50.6230695)",,
"[699380410, 699380411]",2,S 222,Ehrenfriedersdorfer Straße,secondary,50,False,False,72.53200000000001,"LINESTRING (12.9234591 50.6236055, 12.9236007 50.6235992, 12.9237138 50.6236001, 12.9237615 50.6236073, 12.924464 50.6237187)",,
"[391442208, 391442209, 1207649314]","['2', '3']",S 260,August-Bebel-Straße,secondary,50,False,False,186.471,"LINESTRING (12.9234591 50.6236055, 12.9233843 50.6238157, 12.9233748 50.6238452, 12.9233063 50.6240362, 12.9232791 50.6240824, 12.9232381 50.6241234, 12.9231964 50.6241452, 12.9231396 50.6241641, 12.9230646 50.6241786, 12.9229806 50.6241886, 12.9227811 50.6242042, 12.9226752 50.6242204, 12.9225836 50.6242524, 12.9225174 50.6242977, 12.922047 50.624857)",,
277439837,,,Am Lotterhof,residential,,False,True,48.957,"LINESTRING (12.924464 50.6237187, 12.9246435 50.6232934)",,
437081723,2,S 222,Ehrenfriedersdorfer Straße,secondary,50,False,False,11.315999999999999,"LINESTRING (12.924464 50.6237187, 12.9245096 50.6237422, 12.9245592 50.6237985)",,
"[699380410, 699380411]",2,S 222,Ehrenfriedersdorfer Straße,secondary,50,False,True,72.53200000000001,"LINESTRING (12.924464 50.6237187, 12.9237615 50.6236073, 12.9237138 50.6236001, 12.9236007 50.6235992, 12.9234591 50.6236055)",,
315531695,,K 7105,August-Bebel-Straße,tertiary,50,False,True,40.128,"LINESTRING (12.921859 50.6250703, 12.921537 50.6253678)",,
391442208,2,S 260,August-Bebel-Straße,secondary,50,False,True,27.174,"LINESTRING (12.921859 50.6250703, 12.922047 50.624857)",,
39091659,,S 260,Zwönitzer Straße,secondary,50,False,False,61.534000000000006,"LINESTRING (12.921859 50.6250703, 12.9217905 50.6250779, 12.9214231 50.6251189, 12.921168 50.6251516, 12.9210064 50.625184)",6,
39091659,,S 260,Zwönitzer Straße,secondary,50,False,True,53.598,"LINESTRING (12.9203596 50.6254333, 12.9204607 50.625407, 12.9206065 50.6253539, 12.92085 50.6252383, 12.9210064 50.625184)",6,
225091217,,,Borngasse,residential,50,False,False,104.101,"LINESTRING (12.9203596 50.6254333, 12.9203363 50.6255105, 12.9198605 50.6258953, 12.9195202 50.626194)",,
893943154,,K 7105,Thumer Straße,tertiary,50,False,False,7.585,"LINESTRING (12.9192665 50.6270251, 12.9193501 50.6269822)",,
893943154,,K 7105,Thumer Straße,tertiary,50,False,True,83.123,"LINESTRING (12.9192665 50.6270251, 12.9184873 50.6275859)",,
"[59861542, 59861543]",,,"['Marienstraße', 'Hüttenstraße']",residential,,False,"[False, True]",108.445,"LINESTRING (12.9192665 50.6270251, 12.9185455 50.6266789, 12.9188002 50.6263112)",,
