osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,tunnel,width,bridge,junction,ref,access
26837260,True,Kirchstraße,residential,30,False,62.267,,"LINESTRING (7.6603109 47.6103203, 7.6611141 47.6101776)",,,,,,
52091635,False,Weinbrennerstraße,tertiary,30,True,43.14,2,"LINESTRING (7.6599871 47.608929, 7.659842 47.6089327, 7.6598006 47.6089348, 7.6597591 47.6089369, 7.6596779 47.6089492, 7.659583 47.6089691, 7.6595155 47.6089906, 7.6594362 47.6090191)",,,,,,
54395334,False,Basler Straße,secondary,50,True,39.995999999999995,2,"LINESTRING (7.6599871 47.608929, 7.6599767 47.6088529, 7.6599713 47.6088207, 7.6599298 47.6085714)",,,,,,
114378612,False,Baumgartnerstraße,secondary,50,False,31.213,2,"LINESTRING (7.6599871 47.608929, 7.6601289 47.608925, 7.6601764 47.6089245, 7.6604033 47.6089222)",,,,,,
"[31481949, 14035006]",True,"['Rainstraße', 'Röntgenstraße']",residential,30,False,162.07799999999997,,"LINESTRING (7.6596368 47.6136897, 7.6589365 47.6136801, 7.658865 47.6136563, 7.6588292 47.6136041, 7.6588591 47.6128222, 7.6589083 47.6127364)",,,,,,
31797419,True,Spitalstraße,residential,30,False,116.57000000000001,,"LINESTRING (7.6596368 47.6136897, 7.6596352 47.6137927, 7.6596346 47.6138207, 7.6596272 47.6139741, 7.6596193 47.6141164, 7.6595708 47.6146346, 7.6595635 47.6147367)",,,,,,
32087750,False,Spitalstraße,residential,30,False,65.43599999999999,,"LINESTRING (7.6596368 47.6136897, 7.6596291 47.6136004, 7.6596278 47.6133984, 7.6596278 47.6132916, 7.6595938 47.6132237, 7.6595414 47.6131567, 7.6595026 47.6131228)",,,,,,
1010234539,True,Senser Platz,residential,,False,36.117,,"LINESTRING (7.6596368 47.6136897, 7.6600603 47.6136872, 7.6601186 47.6136874)",,,,,,
"[1095580998, 91594023, 1125006730, 1125006731, 91594029, 149866189]",False,Bahnhofstraße,secondary,50,False,259.361,"['2', '3']","LINESTRING (7.6642411 47.6128701, 7.6642799 47.6129394, 7.6643452 47.613073, 7.664353 47.6130913, 7.6644007 47.6132029, 7.6644269 47.6132819, 7.6644862 47.6135722, 7.6644998 47.6136493, 7.6645285 47.6137206, 7.6646066 47.613874, 7.6646414 47.613929, 7.664708 47.61403, 7.6647604 47.6141057, 7.6648764 47.6142261, 7.6650421 47.6143758, 7.6651792 47.6145102, 7.6656011 47.6149781)",yes,,,,,
"[1125006732, 130863334, 1125006719]",False,Bahnhofstraße,secondary,50,True,210.21800000000002,2,"LINESTRING (7.6642411 47.6128701, 7.6642187 47.6128167, 7.664198 47.6127675, 7.6641739 47.6127099, 7.6641062 47.6125486, 7.6640107 47.6123344, 7.6639737 47.6122515, 7.6636102 47.6116824, 7.6634664 47.6114762, 7.6634452 47.6114465, 7.663216 47.611115)",,,,,,
"[151400155, 1125006734]",False,Am Hebelpark,residential,30,True,78.507,,"LINESTRING (7.6642411 47.6128701, 7.6641598 47.6128964, 7.6640976 47.6129188, 7.6640523 47.6129352, 7.6634112 47.6131663, 7.6633157 47.6132006)",,,,,,
"[5110640, 681229896]",False,Weinbrennerstraße,tertiary,30,False,259.477,"['2', '3']","LINESTRING (7.6590309 47.61128, 7.659035 47.6111742, 7.6590681 47.6103229, 7.6590752 47.6101942, 7.6590939 47.6098728, 7.6590991 47.6097549, 7.6591055 47.6096107, 7.6591082 47.6095495, 7.6591103 47.6094284, 7.6591193 47.6093623, 7.6591439 47.6093001, 7.6591709 47.6092409, 7.6592017 47.6091936, 7.6592457 47.6091486, 7.6592898 47.6091122, 7.6593612 47.6090621, 7.6594362 47.6090191)",,,,,,
31481940,False,Weinbrennerstraße,tertiary,30,True,98.31099999999999,,"LINESTRING (7.6590309 47.61128, 7.6589929 47.6114473, 7.6589479 47.6116186, 7.6589344 47.6116716, 7.6589241 47.6117258, 7.6589062 47.6118199, 7.6588915 47.6119097, 7.6588809 47.612002, 7.6588692 47.6120875, 7.6588591 47.612156)",,,,,,
5256104,False,Hunnenstraße,residential,30,True,88.38,,"LINESTRING (7.6667502 47.6133526, 7.665706 47.6137217)",,,,,,
"[1153589433, 25728172]",False,Bergstraße,residential,30,True,137.24599999999998,,"LINESTRING (7.6667502 47.6133526, 7.6665934 47.6131457, 7.6664667 47.6129786, 7.6659171 47.6122535)",,,,,,
23474534,False,Eulerstraße,residential,30,False,84.126,,"LINESTRING (7.6659171 47.6122535, 7.6649241 47.612606)",,,,,,
"[1153589433, 25728172]",False,Bergstraße,residential,30,False,137.246,,"LINESTRING (7.6659171 47.6122535, 7.6664667 47.6129786, 7.6665934 47.6131457, 7.6667502 47.6133526)",,,,,,
"[5039258, 881366357]",False,Luisenstraße,residential,50,False,52.616,,"LINESTRING (7.6656011 47.6149781, 7.6654034 47.6150328, 7.6653483 47.615048, 7.6651893 47.6150951, 7.6650674 47.6151344, 7.6649594 47.6151695)",,,,,,
"[684178417, 798644205, 54395705]",False,Bahnhofstraße,secondary,50,False,157.313,"['2', '3']","LINESTRING (7.6656011 47.6149781, 7.6656398 47.615039, 7.6657043 47.6151368, 7.6658181 47.6153111, 7.6663586 47.6160541, 7.6665127 47.616252)",,,,,,
"[1095580998, 91594023, 1125006730, 1125006731, 149866189, 91594029]",False,Bahnhofstraße,secondary,50,True,259.361,"['2', '3']","LINESTRING (7.6656011 47.6149781, 7.6651792 47.6145102, 7.6650421 47.6143758, 7.6648764 47.6142261, 7.6647604 47.6141057, 7.664708 47.61403, 7.6646414 47.613929, 7.6646066 47.613874, 7.6645285 47.6137206, 7.6644998 47.6136493, 7.6644862 47.6135722, 7.6644269 47.6132819, 7.6644007 47.6132029, 7.664353 47.6130913, 7.6643452 47.613073, 7.6642799 47.6129394, 7.6642411 47.6128701)",yes,,,,,
54446097,False,Luisenstraße,residential,30,True,125.095,,"LINESTRING (7.6623042 47.6160779, 7.6637907 47.6155665)",,,,,,
52091588,False,Luisenstraße,residential,30,False,122.701,,"LINESTRING (7.6623042 47.6160779, 7.6620945 47.6160595, 7.6606809 47.6159356)",,,,,,
151401626,False,Haagener Straße,residential,30,False,175.403,,"LINESTRING (7.6623042 47.6160779, 7.6619319 47.6155362, 7.6618397 47.6154196, 7.6612816 47.6146593)",,,,,,
5039265,False,Körnerstraße,residential,,False,98.721,,"LINESTRING (7.6606809 47.6159356, 7.6599518 47.6158727, 7.6593745 47.6158229)",,,,,,
52091588,False,Luisenstraße,residential,30,True,122.701,,"LINESTRING (7.6606809 47.6159356, 7.6620945 47.6160595, 7.6623042 47.6160779)",,,,,,
184936435,True,Tumringer Straße,residential,30,False,132.519,,"LINESTRING (7.6606809 47.6159356, 7.660688 47.6158896, 7.6607401 47.6155511, 7.6607885 47.6148213, 7.6607934 47.6147467)",,,,,,
5039265,False,Körnerstraße,residential,,False,85.825,,"LINESTRING (7.6593745 47.6158229, 7.6585992 47.6157506, 7.6583495 47.6157658, 7.6583465 47.615841)",,,,,,
5039265,False,Körnerstraße,residential,,True,98.721,,"LINESTRING (7.6593745 47.6158229, 7.6599518 47.6158727, 7.6606809 47.6159356)",,,,,,
5039265,False,Körnerstraße,residential,,True,85.825,,"LINESTRING (7.6583465 47.615841, 7.6583495 47.6157658, 7.6585992 47.6157506, 7.6593745 47.6158229)",,,,,,
"[54395705, 798644205, 684178417]",False,Bahnhofstraße,secondary,50,True,157.31300000000002,"['2', '3']","LINESTRING (7.6665127 47.616252, 7.6663586 47.6160541, 7.6658181 47.6153111, 7.6657043 47.6151368, 7.6656398 47.615039, 7.6656011 47.6149781)",,,,,,
"[19748686, 54446095]",False,Markus-Pflüger-Straße,residential,30,True,55.688,,"LINESTRING (7.6665127 47.616252, 7.6663696 47.6162975, 7.6662701 47.6163292, 7.666191 47.6163544, 7.6661307 47.6163731, 7.6658392 47.6164634)",,,,,,
"[151400155, 1125006734]",False,Am Hebelpark,residential,30,False,78.507,,"LINESTRING (7.6633157 47.6132006, 7.6634112 47.6131663, 7.6640523 47.6129352, 7.6640976 47.6129188, 7.6641598 47.6128964, 7.6642411 47.6128701)",,,,,,
149866206,True,Spitalstraße,residential,30,False,121.624,,"LINESTRING (7.6595635 47.6147367, 7.6595558 47.6147947, 7.6595274 47.6150088, 7.6593745 47.6158229)",,,,,,
149866202,True,Senigallia Platz,residential,30,False,38.885999999999996,,"LINESTRING (7.6612816 47.6146593, 7.6611964 47.6146965, 7.661078 47.6147362, 7.6607934 47.6147467)",,,,,,
151401626,False,Haagener Straße,residential,30,True,175.40300000000002,,"LINESTRING (7.6612816 47.6146593, 7.6618397 47.6154196, 7.6619319 47.6155362, 7.6623042 47.6160779)",,,,,,
149866197,True,Riesstraße,residential,30,False,92.197,,"LINESTRING (7.6607934 47.6147467, 7.6606777 47.6147458, 7.6595635 47.6147367)",,,,,,
25710785,True,Baumgartnerstraße,secondary,50,False,22.834,1,"LINESTRING (7.6619896 47.6089172, 7.6618992 47.6089649, 7.6618475 47.6089862, 7.6617854 47.6090134, 7.6617392 47.6090337)",,,,,,
114378610,True,Baumgartnerstraße,residential,50,False,100.314,,"LINESTRING (7.6619896 47.6089172, 7.6620813 47.6088879, 7.6623831 47.6087934, 7.6632028 47.6085366)",,,,,,
681229898,False,Brühlstraße,secondary,50,False,122.071,,"LINESTRING (7.6619896 47.6089172, 7.6620446 47.6089937, 7.6621301 47.6091127, 7.6626681 47.6099151)",,,,,,
40552032,True,,tertiary_link,30,False,62.306,1,"LINESTRING (7.6594362 47.6090191, 7.6595295 47.6089253, 7.6595737 47.6088928, 7.6596689 47.6088267, 7.6597235 47.6087846, 7.6597767 47.6087389, 7.6598462 47.608674, 7.6598907 47.6086227, 7.6599298 47.6085714)",,4,,,,
