osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,lanes,ref,access
"[26784816, 307381714, 368829085]",Josefstraße,tertiary,"['20', '30']",False,False,130.935,"LINESTRING (8.5001768 47.9496485, 8.5001991 47.949778, 8.5002094 47.9498237, 8.5002513 47.9499786, 8.500454 47.950627, 8.500515 47.9508034)",,,,,
"[1088237969, 23589086]",Prinz-Fritzi-Allee,residential,30,False,False,155.36499999999998,"LINESTRING (8.5001768 47.9496485, 8.5004743 47.9495886, 8.5009948 47.9494838, 8.5016087 47.949357, 8.502172 47.9492406)",,,,,
"[23256816, 76497692]",Irmastraße,living_street,,False,False,228.168,"LINESTRING (8.500515 47.9508034, 8.4996433 47.9505541, 8.4995531 47.9505258, 8.4994793 47.9505027, 8.4990651 47.9504087, 8.4986614 47.9503398, 8.4984049 47.9503369, 8.498356 47.9503363, 8.4976589 47.9503794, 8.4975839 47.950384)",,,,,
"[26784816, 307381714, 368829085]",Josefstraße,tertiary,"['20', '30']",False,True,130.935,"LINESTRING (8.500515 47.9508034, 8.500454 47.950627, 8.5002513 47.9499786, 8.5002094 47.9498237, 8.5001991 47.949778, 8.5001768 47.9496485)",,,,,
"[638811970, 23256828, 218799886]","['Josefstraße', 'An der Stadtkirche']",tertiary,20,False,False,48.363,"LINESTRING (8.500515 47.9508034, 8.5005311 47.9508575, 8.5005578 47.9511024, 8.5005848 47.9512354)",yes,,,,
"[422228553, 422228554, 218799886, 274092110, 263633779]",An der Stadtkirche,tertiary,20,False,False,164.721,"LINESTRING (8.5005848 47.9512354, 8.5006585 47.9513467, 8.5007509 47.9514305, 8.5008422 47.9514988, 8.5010106 47.9515834, 8.5013534 47.9517454, 8.5014178 47.9517807, 8.5014673 47.9518116, 8.5015558 47.951887, 8.5016362 47.9519861, 8.5017186 47.9521415, 8.5018104 47.9523145, 8.5018634 47.9523901)",,,,,
"[638811970, 23256828, 218799886]","['Josefstraße', 'An der Stadtkirche']",tertiary,20,False,True,48.363,"LINESTRING (8.5005848 47.9512354, 8.5005578 47.9511024, 8.5005311 47.9508575, 8.500515 47.9508034)",yes,,,,
404089730,Poststraße,residential,20,False,False,17.119999999999997,"LINESTRING (8.5005848 47.9512354, 8.5004522 47.9512529, 8.5003582 47.9512608)",,,,,
"[422228553, 422228554, 274092110, 218799886, 263633779]",An der Stadtkirche,tertiary,20,False,True,164.72099999999998,"LINESTRING (8.5018634 47.9523901, 8.5018104 47.9523145, 8.5017186 47.9521415, 8.5016362 47.9519861, 8.5015558 47.951887, 8.5014673 47.9518116, 8.5014178 47.9517807, 8.5013534 47.9517454, 8.5010106 47.9515834, 8.5008422 47.9514988, 8.5007509 47.9514305, 8.5006585 47.9513467, 8.5005848 47.9512354)",,,,,
"[404089728, 274092112]",Karlstraße,unclassified,20,False,False,27.579,"LINESTRING (8.5018634 47.9523901, 8.5016296 47.9524335, 8.5015108 47.9524649)",,,,,
948286637,Moltkestraße,residential,30,False,True,163.449,"LINESTRING (8.502397 47.9561337, 8.5022876 47.956019, 8.5021343 47.9558272, 8.5020451 47.9556519, 8.5020169 47.9555453, 8.5017416 47.9547434)",,,,,
23188427,Käferstraße,residential,30,False,True,87.636,"LINESTRING (8.4935408 47.9516021, 8.4940596 47.9523095)",,,,,
23188427,Käferstraße,residential,30,False,False,40.184,"LINESTRING (8.4935408 47.9516021, 8.4934368 47.9514536, 8.4933559 47.951329, 8.4933352 47.9512691)",,,,,
23198244,Wasserstraße,residential,20,False,False,178.02100000000002,"LINESTRING (8.4935408 47.9516021, 8.4935936 47.9515921, 8.4939459 47.9515252, 8.49415 47.9514865, 8.4943398 47.9514547, 8.4944728 47.9514398, 8.4945918 47.9514375, 8.4947522 47.9514401, 8.4954309 47.9515034, 8.4958922 47.95152)",,,,,
"[327919104, 1079238323]",An der Donauhalle,residential,30,False,True,178.016,"LINESTRING (8.4935408 47.9516021, 8.4934597 47.9516299, 8.4931303 47.9518206, 8.4930683 47.9518377, 8.4930095 47.9518258, 8.4927417 47.9516958, 8.4925782 47.9516129, 8.4925045 47.9515818, 8.4923846 47.951546, 8.492239 47.9515567, 8.4921451 47.9515962, 8.4920642 47.9516792, 8.4920133 47.9517187, 8.491925 47.9517246, 8.49159 47.9515673)",,,,,
23198244,Wasserstraße,residential,20,False,True,67.137,"LINESTRING (8.4967254 47.9513252, 8.4966488 47.9513121, 8.4965705 47.9513188, 8.4963417 47.9513747, 8.4960343 47.9514839, 8.4958922 47.95152)",,,,,
23198245,Max-Egon-Straße,residential,30,True,False,152.008,"LINESTRING (8.4967254 47.9513252, 8.4967972 47.9513796, 8.4969217 47.9515043, 8.496993 47.9516747, 8.4970536 47.9520665, 8.4971142 47.9521811, 8.4971877 47.9522862, 8.4973592 47.95245, 8.4974623 47.952567)",,,,,
23208875,Max-Egon-Straße,residential,30,False,False,57.344,"LINESTRING (8.4967254 47.9513252, 8.496709 47.9511982, 8.4966592 47.9508114)",,,,,
509001797,Max-Egon-Straße,residential,30,False,False,14.139,"LINESTRING (8.4974623 47.952567, 8.4974567 47.9526941)",,,,,
