osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,width
36827775,Ortererstraße,residential,False,False,58.983000000000004,"LINESTRING (11.8568947 47.7376668, 11.8569151 47.7379107, 11.8569418 47.7381963)",,,,
"[737717192, 110012461, 737717191]",Miesbacher Straße,primary,False,False,187.21099999999998,"LINESTRING (11.8568947 47.7376668, 11.8570968 47.7376336, 11.8572839 47.7375872, 11.8577228 47.7374466, 11.8578358 47.7374108, 11.857934 47.7373804, 11.8579833 47.7373669, 11.8582048 47.7373065, 11.8583309 47.7372721, 11.8590063 47.7371107, 11.8592228 47.7370552)",B 307,50,3,
110012461,Miesbacher Straße,primary,False,True,86.94200000000001,"LINESTRING (11.8568947 47.7376668, 11.8567374 47.7376756, 11.8565824 47.7376732, 11.8563142 47.7376515, 11.8559886 47.7376301, 11.8557375 47.7376126)",B 307,50,,
445059052,Miesbacher Straße,primary,False,False,7.425,"LINESTRING (11.8592228 47.7370552, 11.8593115 47.7370252)",B 307,50,,
113572070,Bahnhofstraße,residential,False,True,79.631,"LINESTRING (11.8592228 47.7370552, 11.8592114 47.7369597, 11.85915 47.7368308, 11.8589733 47.7366015, 11.8588697 47.7364764, 11.8588176 47.7364006)",,,,
"[737717192, 110012461, 737717191]",Miesbacher Straße,primary,False,True,187.21099999999998,"LINESTRING (11.8592228 47.7370552, 11.8590063 47.7371107, 11.8583309 47.7372721, 11.8582048 47.7373065, 11.8579833 47.7373669, 11.857934 47.7373804, 11.8578358 47.7374108, 11.8577228 47.7374466, 11.8572839 47.7375872, 11.8570968 47.7376336, 11.8568947 47.7376668)",B 307,50,3,
24778516,Rathausstraße,primary,False,False,3.963,"LINESTRING (11.8621452 47.7356531, 11.8621968 47.735645)",B 307,50,,
"[298994777, 24776918]",Leitnerstraße,residential,False,False,60.523,"LINESTRING (11.8621452 47.7356531, 11.8622362 47.7357977, 11.8625431 47.7359613, 11.8626228 47.736073)",,,,
111585504,Rathausstraße,primary,False,True,67.962,"LINESTRING (11.8621452 47.7356531, 11.8619221 47.7357019, 11.8617807 47.7357497, 11.8615249 47.7358667, 11.8614844 47.7358843, 11.861444 47.7359019, 11.8613519 47.7359426)",B 307,50,,
36827789,Koglerweg,residential,False,False,117.013,"LINESTRING (11.8631619 47.7353563, 11.8637097 47.7359516, 11.8639581 47.7362617)",,,,
107212672,Rathausstraße,primary,False,False,179.59199999999998,"LINESTRING (11.8631619 47.7353563, 11.8632858 47.7352893, 11.8636286 47.7350907, 11.8638947 47.7349168, 11.8641384 47.7348042, 11.8643148 47.7346903, 11.8644703 47.734556, 11.8645647 47.7344622, 11.8646371 47.7343512, 11.8646612 47.7343143, 11.8647436 47.7341792)",B 307,50,,
107212672,Rathausstraße,primary,False,True,79.902,"LINESTRING (11.8631619 47.7353563, 11.8629755 47.7354437, 11.8627881 47.7355229, 11.8625803 47.7355796, 11.8621968 47.735645)",B 307,50,,
28604846,Perfallstraße,residential,False,True,117.048,"LINESTRING (11.8566289 47.7337583, 11.8567416 47.7348082)",,30,,
148628398,Kurweg,residential,False,False,68.10900000000001,"LINESTRING (11.8566289 47.7337583, 11.8563611 47.7336907, 11.85607 47.7336067, 11.8557754 47.7335465)",,30,,
"[24778536, 148628398]",Kurweg,residential,False,True,210.961,"LINESTRING (11.8566289 47.7337583, 11.8572363 47.7338957, 11.8574767 47.7339341, 11.857795 47.7339589, 11.8579982 47.7339622, 11.8581178 47.7339665, 11.8581216 47.7340251, 11.8582178 47.7348311)",,30,,4.3
143243278,,residential,False,True,31.842999999999996,"LINESTRING (11.8652262 47.7329541, 11.8653386 47.7331435, 11.8653861 47.7332195)",,,,
148628398,Kurweg,residential,False,True,68.109,"LINESTRING (11.8557754 47.7335465, 11.85607 47.7336067, 11.8563611 47.7336907, 11.8566289 47.7337583)",,30,,
"[143851129, 148628399]",Mesnergasse,residential,False,False,104.923,"LINESTRING (11.8643206 47.7330215, 11.8641993 47.733054, 11.8641949 47.7330917, 11.8639947 47.7332494, 11.8639779 47.7332801, 11.8639757 47.7333687, 11.8639997 47.7335422, 11.8640052 47.7336513, 11.8639985 47.7338123, 11.8640059 47.7338345, 11.86402 47.7338544)",,,,
4056582,Seestraße,primary,False,False,47.604,"LINESTRING (11.8653861 47.7332195, 11.8656062 47.7330948, 11.8658591 47.7329333)",B 307,50,,
24778519,Seestraße,primary,False,True,45.709,"LINESTRING (11.8653861 47.7332195, 11.8653344 47.7332558, 11.8651753 47.7334027, 11.8650341 47.7335545)",B 307,50,,
143243278,,residential,False,False,31.842999999999996,"LINESTRING (11.8653861 47.7332195, 11.8653386 47.7331435, 11.8652262 47.7329541)",,,,
36827786,Karl-Haider-Straße,residential,False,True,36.252,"LINESTRING (11.8613519 47.7359426, 11.8616824 47.7361811)",,,,
328237917,Miesbacher Straße,primary,False,True,10.301,"LINESTRING (11.8613519 47.7359426, 11.8612403 47.7359969)",B 307,50,,
111585504,Rathausstraße,primary,False,False,67.962,"LINESTRING (11.8613519 47.7359426, 11.861444 47.7359019, 11.8614844 47.7358843, 11.8615249 47.7358667, 11.8617807 47.7357497, 11.8619221 47.7357019, 11.8621452 47.7356531)",B 307,50,,
91007025,Schönauerstraße,residential,False,False,168.21099999999998,"LINESTRING (11.8626228 47.736073, 11.8625071 47.7361376, 11.862404 47.7362258, 11.8623425 47.7362972, 11.862282 47.736414, 11.8622506 47.7364818, 11.8622494 47.7365445, 11.862354 47.7369611, 11.8621318 47.7374769)",,,,
298994777,Leitnerstraße,residential,False,False,150.666,"LINESTRING (11.8626228 47.736073, 11.8627225 47.7362043, 11.8628377 47.7363696, 11.8629446 47.7364769, 11.863029 47.7365463, 11.8631505 47.7365967, 11.8633466 47.7366647, 11.8634152 47.7367321, 11.863427 47.7368166, 11.8634308 47.7369984, 11.8634646 47.7372106)",,,,
"[298994777, 24776918]",Leitnerstraße,residential,False,True,60.523,"LINESTRING (11.8626228 47.736073, 11.8625431 47.7359613, 11.8622362 47.7357977, 11.8621452 47.7356531)",,,,
298994777,Leitnerstraße,residential,False,False,18.205,"LINESTRING (11.8634646 47.7372106, 11.8636276 47.7373322)",,,,
228485625,Leitnerstraße,residential,False,False,92.599,"LINESTRING (11.8634646 47.7372106, 11.8632811 47.7373218, 11.863147 47.7374287, 11.8630753 47.7375482, 11.8631221 47.7376678, 11.8631003 47.7377621, 11.8630285 47.7378565, 11.8629568 47.737911)",,,,
298994777,Leitnerstraße,residential,False,True,150.666,"LINESTRING (11.8634646 47.7372106, 11.8634308 47.7369984, 11.863427 47.7368166, 11.8634152 47.7367321, 11.8633466 47.7366647, 11.8631505 47.7365967, 11.863029 47.7365463, 11.8629446 47.7364769, 11.8628377 47.7363696, 11.8627225 47.7362043, 11.8626228 47.736073)",,,,
298994777,Leitnerstraße,residential,False,True,18.205,"LINESTRING (11.8636276 47.7373322, 11.8634646 47.7372106)",,,,
107212674,Dekan-Maier-Weg,residential,False,False,162.687,"LINESTRING (11.8636276 47.7373322, 11.8638258 47.7373857, 11.8640142 47.7374094, 11.8641992 47.7374319, 11.8644088 47.737436, 11.8645855 47.7374227, 11.8647766 47.7373699, 11.8649267 47.7373091, 11.8650987 47.7372448, 11.865239 47.7372406, 11.86534 47.737278, 11.865434 47.7373366, 11.8654762 47.7373991, 11.865492 47.737486)",,,,
107212681,Leitnerstraße,residential,False,False,147.78799999999998,"LINESTRING (11.8636276 47.7373322, 11.8635336 47.7374364, 11.8635209 47.7375612, 11.8636105 47.737673, 11.8637162 47.7377719, 11.8638353 47.7378945, 11.863736 47.7379169, 11.8634667 47.7380587, 11.8632591 47.7381842, 11.8630767 47.7383405)",,,,
107212674,Dekan-Maier-Weg,residential,False,True,22.294999999999998,"LINESTRING (11.8655846 47.7376726, 11.8655412 47.7376325, 11.8655051 47.7375583, 11.865492 47.737486)",,,,
107212681,Leitnerstraße,residential,False,True,147.788,"LINESTRING (11.8630767 47.7383405, 11.8632591 47.7381842, 11.8634667 47.7380587, 11.863736 47.7379169, 11.8638353 47.7378945, 11.8637162 47.7377719, 11.8636105 47.737673, 11.8635209 47.7375612, 11.8635336 47.7374364, 11.8636276 47.7373322)",,,,
