osmid,lanes,name,highway,maxspeed,access,oneway,reversed,length,width,geometry,bridge,ref
"[177326371, 177316199, 312302699]","['2', '3']",Sangerhäuser Straße,secondary,50,,False,True,209.34500000000003,"['8', '9']","LINESTRING (11.2892462 51.3615372, 11.2892091 51.361585, 11.2891666 51.3616328, 11.2891237 51.361673, 11.2890591 51.3617251, 11.288997 51.361772, 11.2889224 51.3618244, 11.2888415 51.3618706, 11.2886939 51.3619489, 11.2886101 51.3619887, 11.2885368 51.3620235, 11.2882349 51.3621781, 11.2881451 51.3622272, 11.2880594 51.3622762, 11.2880151 51.3623034, 11.2879558 51.3623392, 11.2878722 51.3624022, 11.2877523 51.3625166, 11.2876329 51.3626508, 11.2875709 51.3627505, 11.2875346 51.3628143, 11.2875091 51.3628803, 11.2874815 51.3630004)",,L 3086
177326347,,Mühlwerder,residential,,delivery,False,False,84.315,,"LINESTRING (11.2898168 51.3624108, 11.2896263 51.362453, 11.2894496 51.3624914, 11.2892807 51.3625323, 11.2890207 51.3625967, 11.289006 51.3626085, 11.289004 51.3626217, 11.2890353 51.36282)",,
"[177326345, 177326349, 551740606]",2,"['Mühlwerder', 'Reinsdorfer Straße']",residential,50,delivery,False,False,110.842,,"LINESTRING (11.2898168 51.3624108, 11.2897989 51.3623678, 11.2897311 51.3622083, 11.2897259 51.3621954, 11.2896936 51.362115, 11.289662 51.3620218, 11.2896385 51.361943, 11.2896191 51.3618781, 11.2895844 51.3617725, 11.2895644 51.3617117, 11.2895431 51.3616692, 11.2895067 51.3616288, 11.2894514 51.3615973, 11.2893858 51.3615706, 11.2892462 51.3615372)",,
"[177326341, 177326411, 177326349]",2,"['Mühlwerder', 'Wasserstraße']",residential,50,delivery,False,True,70.05199999999999,,"LINESTRING (11.2898168 51.3624108, 11.2898994 51.3626063, 11.2900422 51.3629386, 11.2900792 51.3630191)",yes,
177326347,,Mühlwerder,residential,,delivery,False,True,84.315,,"LINESTRING (11.2890353 51.36282, 11.289004 51.3626217, 11.289006 51.3626085, 11.2890207 51.3625967, 11.2892807 51.3625323, 11.2894496 51.3624914, 11.2896263 51.362453, 11.2898168 51.3624108)",,
"[177336538, 177326363, 177326366, 177326359]",2,Reinsdorfer Straße,secondary,50,,False,True,131.659,"['7', '6.5']","LINESTRING (11.2880654 51.359903, 11.2880967 51.3599246, 11.2885047 51.3602016, 11.2888401 51.3604408, 11.2890216 51.3605716, 11.2890812 51.3606228, 11.2891359 51.3606732, 11.2891902 51.3607254, 11.2892619 51.3608161)",yes,L 3086
177338285,,Unstrutstraße,residential,50,,False,False,165.128,6,"LINESTRING (11.2880654 51.359903, 11.2881787 51.359848, 11.2882393 51.3598185, 11.2882946 51.3597923, 11.2883487 51.3597746, 11.2884695 51.3597427, 11.2885448 51.3597229, 11.2888457 51.3596402, 11.2890116 51.3595994, 11.2892177 51.3595504, 11.2902495 51.359337)",,
177338285,,Unstrutstraße,residential,50,,False,True,165.12799999999996,6,"LINESTRING (11.2902495 51.359337, 11.2892177 51.3595504, 11.2890116 51.3595994, 11.2888457 51.3596402, 11.2885448 51.3597229, 11.2884695 51.3597427, 11.2883487 51.3597746, 11.2882946 51.3597923, 11.2882393 51.3598185, 11.2881787 51.359848, 11.2880654 51.359903)",,
"[177372961, 177322435, 177316198, 312302697, 312302698, 177372969]","['2', '3']",Sangerhäuser Straße,secondary,50,,False,False,262.277,"['7', '12']","LINESTRING (11.2873453 51.3655995, 11.28732 51.3654721, 11.2873053 51.3653695, 11.2872918 51.3652753, 11.2872731 51.3651386, 11.2872688 51.3650587, 11.2872658 51.365002, 11.287264 51.3649646, 11.2872596 51.3648721, 11.2872632 51.3647273, 11.2872683 51.3646544, 11.2872708 51.3646196, 11.287274 51.3645911, 11.28728 51.3645327, 11.2872838 51.3644969, 11.287309 51.3642979, 11.2873275 51.3641774, 11.2873586 51.3639768, 11.2873804 51.3638367, 11.2874025 51.3636585, 11.2874303 51.3634334, 11.2874532 51.3632481)",,L 3086
177372971,2,Sangerhäuser Straße,secondary,50,,False,True,79.613,7,"LINESTRING (11.2873453 51.3655995, 11.2873924 51.3657738, 11.2874206 51.3658785, 11.2874559 51.3659784, 11.2875741 51.3663008)",,L 3086
178085317,,Schloßstraße,residential,,delivery,False,True,58.568,,"LINESTRING (11.2873453 51.3655995, 11.2874097 51.365584, 11.2874667 51.3655557, 11.2875169 51.3655288, 11.2876223 51.3654726, 11.2877768 51.3654049, 11.2878969 51.365361, 11.2879694 51.3653438, 11.2880606 51.365339)",,
177372971,2,Sangerhäuser Straße,secondary,50,,False,False,79.613,7,"LINESTRING (11.2875741 51.3663008, 11.2874559 51.3659784, 11.2874206 51.3658785, 11.2873924 51.3657738, 11.2873453 51.3655995)",,L 3086
178133752,,Weinbergstraße,residential,50,,True,False,49.304,,"LINESTRING (11.2938462 51.3655643, 11.2944282 51.3658184)",,
177384073,2,Puschkinstraße,residential,50,,False,False,231.64000000000001,7,"LINESTRING (11.2938462 51.3655643, 11.2939088 51.3655232, 11.293995 51.3654763, 11.2940768 51.3654421, 11.2941607 51.3654115, 11.2942437 51.3653826, 11.2944365 51.3653238, 11.2949526 51.3651671, 11.2950435 51.3651395, 11.2952474 51.3650849, 11.2953139 51.3650689, 11.2953618 51.3650574, 11.2954955 51.3650245, 11.2956077 51.3650016, 11.2957761 51.3649699, 11.296723 51.3648141, 11.2968052 51.364799, 11.2968446 51.3647896, 11.2968931 51.3647655)",,
177384073,2,Puschkinstraße,residential,50,,False,True,47.958999999999996,7,"LINESTRING (11.2938462 51.3655643, 11.293622 51.3657302, 11.293538 51.3657813, 11.29345 51.3658278, 11.2933593 51.3658673)",,
177384073,2,Puschkinstraße,residential,50,,False,False,47.959,7,"LINESTRING (11.2933593 51.3658673, 11.29345 51.3658278, 11.293538 51.3657813, 11.293622 51.3657302, 11.2938462 51.3655643)",,
177384073,2,Puschkinstraße,residential,50,,False,True,181.85399999999998,7,"LINESTRING (11.2933593 51.3658673, 11.2931333 51.3659696, 11.2926885 51.3661765, 11.2925814 51.3662407, 11.2924873 51.3663065, 11.292382 51.3663862, 11.2922891 51.3664665, 11.2920426 51.3666925, 11.2919463 51.3667848, 11.291869 51.3668722, 11.2918309 51.3669184, 11.2917869 51.3669798, 11.2917226 51.3671023)",,
178085295,,Magdalenenstraße,residential,50,delivery,True,False,87.445,4,"LINESTRING (11.2933593 51.3658673, 11.293317 51.365812, 11.2931017 51.3655098, 11.2930695 51.3654603, 11.2928759 51.3651415)",,
177384067,2,Karl-Hühnerbein-Straße,residential,50,,False,True,20.063,6.5,"LINESTRING (11.2917226 51.3671023, 11.29164 51.3672752)",,
177384073,2,Puschkinstraße,residential,50,,False,False,181.854,7,"LINESTRING (11.2917226 51.3671023, 11.2917869 51.3669798, 11.2918309 51.3669184, 11.291869 51.3668722, 11.2919463 51.3667848, 11.2920426 51.3666925, 11.2922891 51.3664665, 11.292382 51.3663862, 11.2924873 51.3663065, 11.2925814 51.3662407, 11.2926885 51.3661765, 11.2931333 51.3659696, 11.2933593 51.3658673)",,
177384067,2,Karl-Hühnerbein-Straße,residential,50,,False,False,20.063,6.5,"LINESTRING (11.29164 51.3672752, 11.2917226 51.3671023)",,
178085175,,Gabelstraße,residential,30,delivery,False,False,4.115,,"LINESTRING (11.292837 51.3625799, 11.2928493 51.3626161)",,
178085162,,Breite Gasse,residential,30,delivery,False,False,78.598,,"LINESTRING (11.292837 51.3625799, 11.2928773 51.3625711, 11.2929172 51.3625581, 11.292994 51.3625196, 11.2931472 51.3624539, 11.293211 51.3624274, 11.2934428 51.3623397, 11.2937905 51.3622013)",,
178085175,,Gabelstraße,residential,30,delivery,False,True,80.7,,"LINESTRING (11.292837 51.3625799, 11.2928298 51.3625428, 11.2928243 51.3625081, 11.292809 51.3624659, 11.2927427 51.3623382, 11.2927011 51.3622707, 11.2926516 51.3622037, 11.2925588 51.3620876, 11.2925019 51.3620238, 11.2924635 51.361985, 11.2923867 51.3619191)",,
178085175,,Gabelstraße,residential,30,delivery,False,True,4.115,,"LINESTRING (11.2928493 51.3626161, 11.292837 51.3625799)",,
178085175,,Gabelstraße,residential,30,delivery,False,False,44.603,,"LINESTRING (11.2928493 51.3626161, 11.2929395 51.3628717, 11.2929667 51.3629359, 11.2930024 51.3630054)",,
178085308,,Querstraße,residential,30,delivery,False,True,51.266000000000005,,"LINESTRING (11.2928493 51.3626161, 11.292318 51.3627912, 11.292272 51.3628035, 11.2922347 51.3628078, 11.2921851 51.3628094)",,
178085308,,Querstraße,residential,30,delivery,False,False,51.266,,"LINESTRING (11.2921851 51.3628094, 11.2922347 51.3628078, 11.292272 51.3628035, 11.292318 51.3627912, 11.2928493 51.3626161)",,
"[178085266, 178085308]",,"['Querstraße', 'Krumme Straße']",residential,30,delivery,False,True,103.10700000000001,3,"LINESTRING (11.2921851 51.3628094, 11.2921253 51.3628064, 11.2920612 51.3628112, 11.2920064 51.3628211, 11.2919421 51.3628393, 11.2918821 51.36286, 11.2915427 51.3629597, 11.2915118 51.3629639, 11.2914875 51.3629542, 11.29131 51.3627515, 11.2912593 51.3627034, 11.2912105 51.3626701, 11.2911375 51.3626234, 11.2910748 51.3625833)",,
178085373,,Tränkstraße,residential,30,delivery,False,False,74.975,,"LINESTRING (11.2921851 51.3628094, 11.2921497 51.3625057, 11.2921404 51.3624861, 11.2921204 51.3624663, 11.2920938 51.3624506, 11.2920592 51.3624422, 11.2920232 51.3624249, 11.2919907 51.3623964, 11.2919573 51.3623505, 11.2919252 51.3623147, 11.2918764 51.3622709, 11.2918582 51.3622543, 11.2918115 51.3622117)",,
178085175,,Gabelstraße,residential,30,delivery,False,True,44.603,,"LINESTRING (11.2930024 51.3630054, 11.2929667 51.3629359, 11.2929395 51.3628717, 11.2928493 51.3626161)",,
"[178732266, 178085299, 178732267]",,Neue Straße,residential,30,delivery,False,"[False, True]",46.894000000000005,,"LINESTRING (11.2921994 51.3632823, 11.2921838 51.3632394, 11.2921756 51.3632003, 11.292164 51.363114, 11.2921363 51.3631086, 11.2921041 51.3631095, 11.2920702 51.3631202, 11.2920564 51.3631356, 11.2921232 51.363214, 11.2921554 51.3632451, 11.2921994 51.3632823)",,
"[178732266, 178732267, 178085299]",,Neue Straße,residential,30,delivery,False,"[False, True]",46.894000000000005,,"LINESTRING (11.2921994 51.3632823, 11.2921554 51.3632451, 11.2921232 51.363214, 11.2920564 51.3631356, 11.2920702 51.3631202, 11.2921041 51.3631095, 11.2921363 51.3631086, 11.292164 51.363114, 11.2921756 51.3632003, 11.2921838 51.3632394, 11.2921994 51.3632823)",,
178732266,,Neue Straße,residential,30,delivery,False,False,145.67800000000003,,"LINESTRING (11.2921994 51.3632823, 11.2923115 51.3633852, 11.292412 51.3634619, 11.292445 51.3634826, 11.2924881 51.3635049, 11.2925567 51.3635383, 11.2926918 51.3635851, 11.2927686 51.3636114, 11.2930055 51.3636827, 11.2930646 51.3636949, 11.2931298 51.3637021, 11.2931948 51.3637075, 11.2932748 51.3637086, 11.2933922 51.3636978, 11.2935372 51.363672, 11.2936763 51.3636283, 11.2938889 51.3635557, 11.2939803 51.3635249)",,
178085310,,Ritterstraße,residential,30,delivery,False,False,61.754999999999995,,"LINESTRING (11.2939803 51.3635249, 11.294218 51.3634294, 11.2942896 51.3633989, 11.2943851 51.3633525, 11.2945108 51.3632998, 11.2947263 51.3632235)",,
178085311,,Ritterstraße,living_street,,delivery,False,True,53.650999999999996,,"LINESTRING (11.2939803 51.3635249, 11.2940056 51.3635937, 11.2940089 51.3636349, 11.2939879 51.3637293, 11.2939847 51.3637568, 11.293985 51.3637895, 11.2940663 51.3639985)",,
178732266,,Neue Straße,residential,30,delivery,False,True,145.678,,"LINESTRING (11.2939803 51.3635249, 11.2938889 51.3635557, 11.2936763 51.3636283, 11.2935372 51.363672, 11.2933922 51.3636978, 11.2932748 51.3637086, 11.2931948 51.3637075, 11.2931298 51.3637021, 11.2930646 51.3636949, 11.2930055 51.3636827, 11.2927686 51.3636114, 11.2926918 51.3635851, 11.2925567 51.3635383, 11.2924881 51.3635049, 11.292445 51.3634826, 11.292412 51.3634619, 11.2923115 51.3633852, 11.2921994 51.3632823)",,
178085376,2,Wasserstraße,residential,50,delivery,False,False,71.575,,"LINESTRING (11.2904493 51.3638574, 11.2901699 51.3632378)",,
178085377,2,Wasserstraße,residential,50,delivery,False,True,6.943,,"LINESTRING (11.2904493 51.3638574, 11.2904786 51.3639171)",,
"[178085315, 178085316]",,Schloßstraße,residential,,delivery,False,False,243.50400000000002,,"LINESTRING (11.2904493 51.3638574, 11.2903577 51.3638761, 11.2902792 51.3638947, 11.289667 51.3640601, 11.2894477 51.3641239, 11.2893442 51.3641596, 11.2892597 51.3642008, 11.2891798 51.3642489, 11.2890889 51.3643088, 11.2890243 51.3643581, 11.2889077 51.3644691, 11.2886966 51.3646824, 11.2885493 51.3648289, 11.2883751 51.3649946, 11.2881686 51.3651846, 11.2881284 51.3652289, 11.2880909 51.3652783, 11.2880606 51.365339)",,
178085377,2,Wasserstraße,residential,50,delivery,False,False,6.943,,"LINESTRING (11.2904786 51.3639171, 11.2904493 51.3638574)",,
178085158,1,Alte Poststraße,residential,50,delivery,True,False,129.799,,"LINESTRING (11.2904786 51.3639171, 11.291105 51.3639039, 11.2911533 51.3639147, 11.2911913 51.3639405, 11.2913944 51.3641997, 11.2916902 51.3645773)",,
178085377,2,Wasserstraße,residential,50,delivery,False,True,92.013,,"LINESTRING (11.2904786 51.3639171, 11.2905491 51.3640633, 11.2906438 51.3642417, 11.2906898 51.3643253, 11.2908922 51.3647032)",,
178085206,,Geschwister-Scholl-Platz,living_street,,delivery,False,False,79.056,,"LINESTRING (11.2940663 51.3639985, 11.2941069 51.3640153, 11.2941701 51.3640352, 11.2942318 51.3640746, 11.2944644 51.364127, 11.2946394 51.3641664, 11.2948239 51.364208, 11.2948894 51.3642228, 11.2949654 51.3642399, 11.2950298 51.3642659, 11.2950734 51.3643035)",,
178085206,,Geschwister-Scholl-Platz,living_street,,delivery,False,True,75.286,,"LINESTRING (11.2940663 51.3639985, 11.2940671 51.3640353, 11.2940569 51.3640705, 11.293896 51.364368, 11.2937888 51.3645573, 11.2937683 51.3645934, 11.2937393 51.3646415)",,
178085311,,Ritterstraße,living_street,,delivery,False,False,53.650999999999996,,"LINESTRING (11.2940663 51.3639985, 11.293985 51.3637895, 11.2939847 51.3637568, 11.2939879 51.3637293, 11.2940089 51.3636349, 11.2940056 51.3635937, 11.2939803 51.3635249)",,
178085206,,Geschwister-Scholl-Platz,living_street,,delivery,False,True,79.056,,"LINESTRING (11.2950734 51.3643035, 11.2950298 51.3642659, 11.2949654 51.3642399, 11.2948894 51.3642228, 11.2948239 51.364208, 11.2946394 51.3641664, 11.2944644 51.364127, 11.2942318 51.3640746, 11.2941701 51.3640352, 11.2941069 51.3640153, 11.2940663 51.3639985)",,
178085287,,Leipziger Straße,living_street,,delivery,False,False,153.42399999999998,,"LINESTRING (11.2950734 51.3643035, 11.2952131 51.3642965, 11.2953699 51.3643012, 11.2960172 51.3643215, 11.2961211 51.3643288, 11.2962549 51.3643459, 11.2967891 51.3644338, 11.2968618 51.3644285, 11.2969124 51.3643992, 11.2969362 51.3643693, 11.296956 51.3643441, 11.2969978 51.3642811, 11.2970162 51.364263, 11.2970797 51.364226)",,
178085293,,Leipziger Straße,living_street,,delivery,False,True,100.053,,"LINESTRING (11.2950734 51.3643035, 11.295006 51.3643299, 11.294812 51.3643818, 11.2945761 51.364439, 11.2939535 51.3645899, 11.2937393 51.3646415)",,
178731834,2,Alte Poststraße,residential,50,delivery,False,False,70.566,,"LINESTRING (11.2916902 51.3645773, 11.2917972 51.3647169, 11.291852 51.3647888, 11.2920981 51.3651217, 11.2921219 51.3651518)",,
178085206,,Geschwister-Scholl-Platz,living_street,,delivery,False,False,75.28599999999999,,"LINESTRING (11.2937393 51.3646415, 11.2937683 51.3645934, 11.2937888 51.3645573, 11.293896 51.364368, 11.2940569 51.3640705, 11.2940671 51.3640353, 11.2940663 51.3639985)",,
178085293,,Leipziger Straße,living_street,,delivery,False,False,100.053,,"LINESTRING (11.2937393 51.3646415, 11.2939535 51.3645899, 11.2945761 51.364439, 11.294812 51.3643818, 11.295006 51.3643299, 11.2950734 51.3643035)",,
178085294,,Leipziger Straße,living_street,,delivery,False,True,84.012,5.5,"LINESTRING (11.2937393 51.3646415, 11.2937068 51.3646598, 11.2936823 51.364677, 11.29335 51.3649677, 11.2933183 51.3649925, 11.2932704 51.3650215, 11.2932174 51.3650451, 11.2931601 51.3650625, 11.2928759 51.3651415)",,
178085377,2,Wasserstraße,residential,50,delivery,False,False,92.013,,"LINESTRING (11.2908922 51.3647032, 11.2906898 51.3643253, 11.2906438 51.3642417, 11.2905491 51.3640633, 11.2904786 51.3639171)",,
178085377,2,Wasserstraße,residential,50,delivery,False,True,51.834,,"LINESTRING (11.2908922 51.3647032, 11.2909466 51.3648001, 11.2909957 51.3648839, 11.2911096 51.3650532, 11.2911689 51.3651359)",,
178567875,,,residential,,,False,True,78.369,,"LINESTRING (11.2900585 51.3648905, 11.2901068 51.3649725, 11.290158 51.3650713, 11.2901761 51.3651063, 11.2894783 51.3653)",,
178732264,,Markt,residential,,,True,False,61.54,,"LINESTRING (11.2900585 51.3648905, 11.2901528 51.3648638, 11.2908922 51.3647032)",,
178567860,,Kirchstraße,residential,,delivery,False,True,22.7,,"LINESTRING (11.2893411 51.3651147, 11.2894783 51.3653)",,
178085240,,Herrnstraße,residential,,delivery,False,True,95.518,,"LINESTRING (11.2893411 51.3651147, 11.2882093 51.3654423, 11.2881423 51.3654517, 11.2880831 51.365447)",,
178085296,,Markt,residential,,,True,False,55.7,,"LINESTRING (11.2893411 51.3651147, 11.2897128 51.3650015, 11.2900585 51.3648905)",,
178085259,,Johannisstraße,residential,50,delivery,True,False,67.246,,"LINESTRING (11.2911689 51.3651359, 11.2912428 51.3651164, 11.2913374 51.3651061, 11.2914284 51.3651036, 11.2916428 51.3651036, 11.2917969 51.3651115, 11.2919651 51.3651246, 11.2921219 51.3651518)",,
178085377,2,Wasserstraße,residential,50,delivery,False,False,51.833999999999996,,"LINESTRING (11.2911689 51.3651359, 11.2911096 51.3650532, 11.2909957 51.3648839, 11.2909466 51.3648001, 11.2908922 51.3647032)",,
178085294,,Leipziger Straße,living_street,,delivery,False,False,84.01199999999999,5.5,"LINESTRING (11.2928759 51.3651415, 11.2931601 51.3650625, 11.2932174 51.3650451, 11.2932704 51.3650215, 11.2933183 51.3649925, 11.29335 51.3649677, 11.2936823 51.364677, 11.2937068 51.3646598, 11.2937393 51.3646415)",,
178085301,,Nordhäuser Straße,residential,50,delivery,False,True,41.214999999999996,,"LINESTRING (11.2928759 51.3651415, 11.2928015 51.3651571, 11.2923077 51.3652488)",,
178731834,2,Alte Poststraße,residential,50,delivery,False,True,70.566,,"LINESTRING (11.2921219 51.3651518, 11.2920981 51.3651217, 11.291852 51.3647888, 11.2917972 51.3647169, 11.2916902 51.3645773)",,
178732256,,Johannisstraße,residential,50,delivery,False,False,17.054000000000002,,"LINESTRING (11.2921219 51.3651518, 11.2922041 51.3651795, 11.2922666 51.3652163, 11.2923077 51.3652488)",,
178085301,,Nordhäuser Straße,residential,50,delivery,False,False,41.214999999999996,,"LINESTRING (11.2923077 51.3652488, 11.2928015 51.3651571, 11.2928759 51.3651415)",,
178085302,,Nordhäuser Straße,residential,50,delivery,True,False,127.492,,"LINESTRING (11.2923077 51.3652488, 11.2920626 51.3653224, 11.2916874 51.3654162, 11.2912765 51.3655368, 11.2907807 51.3657021, 11.2906551 51.3657463)",,
178732256,,Johannisstraße,residential,50,delivery,False,True,17.054000000000002,,"LINESTRING (11.2923077 51.3652488, 11.2922666 51.3652163, 11.2922041 51.3651795, 11.2921219 51.3651518)",,
178085174,,Fräuleinstraße,residential,,delivery,False,False,12.132,,"LINESTRING (11.2880606 51.365339, 11.2880624 51.3653708, 11.2880831 51.365447)",,
"[178085315, 178085316]",,Schloßstraße,residential,,delivery,False,True,243.504,,"LINESTRING (11.2880606 51.365339, 11.2880909 51.3652783, 11.2881284 51.3652289, 11.2881686 51.3651846, 11.2883751 51.3649946, 11.2885493 51.3648289, 11.2886966 51.3646824, 11.2889077 51.3644691, 11.2890243 51.3643581, 11.2890889 51.3643088, 11.2891798 51.3642489, 11.2892597 51.3642008, 11.2893442 51.3641596, 11.2894477 51.3641239, 11.289667 51.3640601, 11.2902792 51.3638947, 11.2903577 51.3638761, 11.2904493 51.3638574)",,
178085317,,Schloßstraße,residential,,delivery,False,False,58.568,,"LINESTRING (11.2880606 51.365339, 11.2879694 51.3653438, 11.2878969 51.365361, 11.2877768 51.3654049, 11.2876223 51.3654726, 11.2875169 51.3655288, 11.2874667 51.3655557, 11.2874097 51.365584, 11.2873453 51.3655995)",,
178085174,,Fräuleinstraße,residential,,delivery,False,False,73.589,,"LINESTRING (11.2880831 51.365447, 11.2881035 51.3654978, 11.2881247 51.36554, 11.2882831 51.3657151, 11.2884222 51.3658875, 11.2884643 51.3659267, 11.2885184 51.3659712, 11.2885755 51.3660291)",,
178085174,,Fräuleinstraße,residential,,delivery,False,True,12.132,,"LINESTRING (11.2880831 51.365447, 11.2880624 51.3653708, 11.2880606 51.365339)",,
178085240,,Herrnstraße,residential,,delivery,False,False,95.518,,"LINESTRING (11.2880831 51.365447, 11.2881423 51.3654517, 11.2882093 51.3654423, 11.2893411 51.3651147)",,
178085250,,Harzstraße,residential,50,delivery,True,False,72.89500000000001,,"LINESTRING (11.2904531 51.365602, 11.2905967 51.3654553, 11.2906781 51.3653861, 11.2907217 51.3653528, 11.2907896 51.365308, 11.2908424 51.3652802, 11.2909237 51.365242, 11.2909889 51.3652099, 11.2910693 51.3651753, 11.2911689 51.3651359)",,
178085262,,Kirchstraße,residential,,delivery,False,True,91.08,,"LINESTRING (11.2897304 51.3656405, 11.2885755 51.3660291)",,
178567860,,Kirchstraße,residential,,delivery,False,False,41.711,,"LINESTRING (11.2897304 51.3656405, 11.2894783 51.3653)",,
178085210,,Kirchstraße,residential,,delivery,False,True,43.94499999999999,,"LINESTRING (11.2897304 51.3656405, 11.2898125 51.3656366, 11.2898778 51.3656474, 11.2899421 51.3656882, 11.2900766 51.3658268, 11.2901155 51.3658592, 11.2901698 51.3658837)",,
178085247,,Harzstraße,residential,50,delivery,True,False,24.232,,"LINESTRING (11.2906551 51.3657463, 11.2905727 51.3657374, 11.2905255 51.3657197, 11.2904843 51.3656933, 11.2904595 51.3656552, 11.2904531 51.365602)",,
219327305,,Nordhäuser Straße,residential,50,delivery,True,False,49.84,,"LINESTRING (11.2906551 51.3657463, 11.2903043 51.3658727, 11.2902192 51.3659208, 11.2901009 51.36602)",,
178085209,,Harzstraße,residential,50,delivery,False,True,15.9,,"LINESTRING (11.2901698 51.3658837, 11.2901405 51.3659348, 11.2901009 51.36602)",,
178085210,,Kirchstraße,residential,,delivery,False,False,43.945,,"LINESTRING (11.2901698 51.3658837, 11.2901155 51.3658592, 11.2900766 51.3658268, 11.2899421 51.3656882, 11.2898778 51.3656474, 11.2898125 51.3656366, 11.2897304 51.3656405)",,
178085243,,Harzstraße,residential,50,delivery,True,False,37.103,,"LINESTRING (11.2901698 51.3658837, 11.2902143 51.3658203, 11.2903203 51.3657168, 11.2904531 51.365602)",,
178085208,,Harzstraße,residential,50,delivery,False,True,133.16899999999998,,"LINESTRING (11.2901009 51.36602, 11.2896775 51.3667472, 11.2895784 51.3669269, 11.2895385 51.3669786, 11.2894935 51.3670208, 11.2894457 51.3670455, 11.2893258 51.3670898)",,
178085209,,Harzstraße,residential,50,delivery,False,False,15.9,,"LINESTRING (11.2901009 51.36602, 11.2901405 51.3659348, 11.2901698 51.3658837)",,
178085262,,Kirchstraße,residential,,delivery,False,False,91.08,,"LINESTRING (11.2885755 51.3660291, 11.2897304 51.3656405)",,
178085174,,Fräuleinstraße,residential,,delivery,False,False,128.959,,"LINESTRING (11.2885755 51.3660291, 11.2886351 51.3661116, 11.288701 51.366218, 11.288844 51.36641, 11.2890063 51.3666449, 11.2891361 51.3668316, 11.2892387 51.3669737, 11.2893258 51.3670898)",,
178085174,,Fräuleinstraße,residential,,delivery,False,True,73.58900000000001,,"LINESTRING (11.2885755 51.3660291, 11.2885184 51.3659712, 11.2884643 51.3659267, 11.2884222 51.3658875, 11.2882831 51.3657151, 11.2881247 51.36554, 11.2881035 51.3654978, 11.2880831 51.365447)",,
178085174,,Fräuleinstraße,residential,,delivery,False,True,128.959,,"LINESTRING (11.2893258 51.3670898, 11.2892387 51.3669737, 11.2891361 51.3668316, 11.2890063 51.3666449, 11.288844 51.36641, 11.288701 51.366218, 11.2886351 51.3661116, 11.2885755 51.3660291)",,
178085208,,Harzstraße,residential,50,delivery,False,False,133.16899999999998,,"LINESTRING (11.2893258 51.3670898, 11.2894457 51.3670455, 11.2894935 51.3670208, 11.2895385 51.3669786, 11.2895784 51.3669269, 11.2896775 51.3667472, 11.2901009 51.36602)",,
178168911,,Steile Hohle,residential,,,False,True,11.843,,"LINESTRING (11.2971891 51.3651171, 11.2971083 51.3650233)",,
178168911,,Steile Hohle,residential,,,False,False,35.947,,"LINESTRING (11.2971891 51.3651171, 11.2972365 51.3651786, 11.2972968 51.3652658, 11.2973879 51.3654154)",,
178133733,,Lindenstraße,residential,,,False,False,164.132,,"LINESTRING (11.2973879 51.3654154, 11.2972999 51.3654673, 11.297229 51.3655029, 11.2955265 51.3662442, 11.2954622 51.3662701)",,
178168911,,Steile Hohle,residential,,,False,True,35.947,,"LINESTRING (11.2973879 51.3654154, 11.2972968 51.3652658, 11.2972365 51.3651786, 11.2971891 51.3651171)",,
460378865,,Steile Hohle,residential,,,False,True,166.37800000000001,,"LINESTRING (11.2973879 51.3654154, 11.2977125 51.3659122, 11.2977613 51.3659762, 11.2978019 51.3660188, 11.2978396 51.3660543, 11.2979269 51.3661323, 11.2980354 51.3662235, 11.2983786 51.3665029, 11.2985891 51.3666987)",,
178133752,,Weinbergstraße,residential,50,,True,False,87.611,,"LINESTRING (11.2944282 51.3658184, 11.2954622 51.3662701)",,
178133735,,Luisenstraße,residential,50,,True,False,207.738,3.5,"LINESTRING (11.2944282 51.3658184, 11.2954989 51.3655612, 11.2955418 51.3655449, 11.2955783 51.3655227, 11.2956081 51.3655012, 11.2956453 51.3654838, 11.2968683 51.3651907, 11.2970062 51.3651614, 11.2971891 51.3651171)",,
178133733,,Lindenstraße,residential,,,False,False,48.976,,"LINESTRING (11.2954622 51.3662701, 11.2954002 51.3663094, 11.2951209 51.3665426, 11.2950819 51.3665812, 11.2950452 51.3666239)",,
178133733,,Lindenstraße,residential,,,False,True,164.132,,"LINESTRING (11.2954622 51.3662701, 11.2955265 51.3662442, 11.297229 51.3655029, 11.2972999 51.3654673, 11.2973879 51.3654154)",,
178133733,,Lindenstraße,residential,,,False,True,48.976,,"LINESTRING (11.2950452 51.3666239, 11.2950819 51.3665812, 11.2951209 51.3665426, 11.2954002 51.3663094, 11.2954622 51.3662701)",,
178133736,,Magdalenenstraße,residential,,,True,False,144.45399999999998,,"LINESTRING (11.2950452 51.3666239, 11.2934476 51.3659315, 11.293406 51.3659064, 11.2933593 51.3658673)",,
178495510,,Schillerstraße,residential,,,False,False,72.60500000000002,,"LINESTRING (11.2950452 51.3666239, 11.2950186 51.3666683, 11.2949942 51.3667088, 11.2949147 51.3668031, 11.2948465 51.3668589, 11.2947887 51.3668937, 11.2947068 51.3669298, 11.2945899 51.3669744, 11.2944524 51.3670256, 11.2943271 51.3670644)",,
