osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,access,tunnel
92157907,St 2067,Rieder Straße,secondary,50,False,False,60.745000000000005,"LINESTRING (11.1700656 48.0021277, 11.1696273 48.0023234, 11.1696179 48.0023282, 11.169383 48.0024273)",,,,
"[92157907, 73965573]",St 2067,Rieder Straße,secondary,50,False,"[False, True]",153.09,"LINESTRING (11.1700656 48.0021277, 11.1707139 48.0018208, 11.1710454 48.0016425, 11.171229 48.0015437, 11.1713936 48.0014608, 11.1717169 48.0013072)",2,,,
206862657,,Koebkeweg,residential,,False,False,180.86,"LINESTRING (11.1700656 48.0021277, 11.1700711 48.0020552, 11.1700717 48.0018353, 11.1700727 48.0014827, 11.1700701 48.0011796, 11.1690605 48.0012409)",,,,
321588855,St 2067,Rieder Straße,secondary,50,False,True,93.16300000000001,"LINESTRING (11.1727566 48.0008428, 11.1726075 48.000926, 11.17254 48.0009637, 11.1717169 48.0013072)",2,,,
"[718892184, 591390148]",St 2067,Rieder Straße,secondary,50,False,False,89.346,"LINESTRING (11.1727566 48.0008428, 11.1729563 48.0006975, 11.1730495 48.0006296, 11.1735641 48.0002481)",2,,,
718892186,,Gewerbestraße,residential,30,False,True,92.501,"LINESTRING (11.1727566 48.0008428, 11.1731591 48.0013614, 11.1732 48.0014413, 11.1732387 48.0016023)",,,,
8049061,,Mitterweg,residential,30,False,True,63.647999999999996,"LINESTRING (11.1748554 47.999444, 11.1749377 47.9994862, 11.1750254 47.9995403, 11.175107 47.9996475, 11.1751936 47.9998672, 11.1752328 47.9999382)",,,,
591390148,St 2067,Rieder Straße,secondary,50,False,True,33.435,"LINESTRING (11.1748554 47.999444, 11.1747628 47.9994933, 11.174593 47.9995908, 11.1745555 47.9996147, 11.1745153 47.9996403)",2,,,
718892183,St 2067,Rieder Straße,secondary,50,False,False,63.234,"LINESTRING (11.1748554 47.999444, 11.1749719 47.9993376, 11.1750619 47.9992454, 11.1752465 47.998943)",2,,,
4851179,St 2068,Seefelder Straße,secondary,50,False,True,67.906,"LINESTRING (11.1812535 47.9992741, 11.181336 47.9994812, 11.1814383 47.9998716)",2,,,
67491755,St 2068,Luitpoldstraße,secondary,50,False,False,25.04,"LINESTRING (11.1812535 47.9992741, 11.1811996 47.9992072, 11.1811717 47.9991723, 11.181116 47.9991345, 11.1810472 47.9991017)",2,,,
67491755,St 2068,Luitpoldstraße,secondary,50,False,False,80.36099999999999,"LINESTRING (11.1810472 47.9991017, 11.1809333 47.999071, 11.1807112 47.9990588, 11.1804234 47.9990754, 11.1799795 47.999101)",2,,,
67491755,St 2068,Luitpoldstraße,secondary,50,False,True,25.04,"LINESTRING (11.1810472 47.9991017, 11.181116 47.9991345, 11.1811717 47.9991723, 11.1811996 47.9992072, 11.1812535 47.9992741)",2,,,
"[26008272, 26008276, 8090287]",,Kientalstraße,residential,,False,False,98.81099999999999,"LINESTRING (11.1799795 47.999101, 11.179937 47.9987233, 11.1799109 47.9984913, 11.1799086 47.998383, 11.1798915 47.9982145)",,yes,,
67491755,St 2068,Luitpoldstraße,secondary,50,False,True,80.361,"LINESTRING (11.1799795 47.999101, 11.1804234 47.9990754, 11.1807112 47.9990588, 11.1809333 47.999071, 11.1810472 47.9991017)",2,,,
92157906,St 2068,Luitpoldstraße,secondary,50,False,False,111.91900000000001,"LINESTRING (11.1799795 47.999101, 11.1793625 47.9991256, 11.179198 47.9991219, 11.1790707 47.9991097, 11.1789359 47.9990871, 11.1787486 47.9990464, 11.1787338 47.9990432, 11.1785044 47.9989928)",2,,,
"[8105836, 484276268, 484276270]",,Steindlgasse,residential,50,False,False,119.243,"LINESTRING (11.1785044 47.9989928, 11.1788968 47.9981778, 11.1789605 47.9980457, 11.1789959 47.9979721)",,yes,,
92157906,St 2068,Luitpoldstraße,secondary,50,False,False,93.942,"LINESTRING (11.1785044 47.9989928, 11.1777542 47.9987891, 11.177587 47.9987621, 11.1774648 47.9987526, 11.1773495 47.9987497, 11.177307 47.9987486)",2,,,
92157906,St 2068,Luitpoldstraße,secondary,50,False,True,111.91899999999998,"LINESTRING (11.1785044 47.9989928, 11.1787338 47.9990432, 11.1787486 47.9990464, 11.1789359 47.9990871, 11.1790707 47.9991097, 11.179198 47.9991219, 11.1793625 47.9991256, 11.1799795 47.999101)",2,,,
8105171,,Weinhartstraße,residential,30,False,True,189.27599999999998,"LINESTRING (11.1751246 47.9960967, 11.1751538 47.9960895, 11.1752776 47.9960589, 11.1753847 47.9960244, 11.1754603 47.9960001, 11.1756541 47.995976, 11.1758735 47.9959839, 11.1761361 47.9959889, 11.1765157 47.9960433, 11.1767052 47.9960462, 11.1768004 47.9960474, 11.1771279 47.9960392, 11.1776243 47.9960159)",,,,
130132697,,Seestraße,residential,30,False,True,150.96,"LINESTRING (11.1751246 47.9960967, 11.1750313 47.996104, 11.1749362 47.9960957, 11.1748839 47.9960855, 11.1746522 47.9960516, 11.1742446 47.9959786, 11.1739079 47.9959271, 11.1736664 47.9959011, 11.1731377 47.9958449)",,,,
1033344492,St 2068,Mühlfelder Straße,secondary,50,False,False,140.001,"LINESTRING (11.1751246 47.9960967, 11.1752958 47.9962966, 11.1753521 47.9963623, 11.1754331 47.9964568, 11.1755253 47.9965644, 11.1756261 47.9966821, 11.1756787 47.9967435, 11.1756955 47.9967599, 11.1757276 47.9968006, 11.1757545 47.996832, 11.1757786 47.996866, 11.1759908 47.9971215, 11.1760087 47.9971395, 11.1760183 47.9971591, 11.1760478 47.997193)",2,,,
1033471842,St 2068,Mühlfelder Straße,secondary,50,False,True,142.889,"LINESTRING (11.1751246 47.9960967, 11.1746429 47.9955432, 11.1743974 47.995277, 11.1742577 47.9951245, 11.1741521 47.994989)",2,,,
"[7973874, 862211662]",,Ladestraße,unclassified,30,False,False,127.47900000000001,"LINESTRING (11.1710376 47.9984737, 11.1709552 47.9985349, 11.1709221 47.9985984, 11.1709071 47.998679, 11.1709097 47.998724, 11.1709326 47.9987865, 11.1709481 47.9988342, 11.171062 47.9989218, 11.1711637 47.9990083, 11.1712394 47.9991471, 11.1713161 47.9995271)",2,,,
8090315,,Bahnhofstraße,residential,30,False,False,320.90199999999993,"LINESTRING (11.1710376 47.9984737, 11.1710957 47.9984864, 11.1711804 47.9984993, 11.1717771 47.9985364, 11.1718465 47.9985422, 11.1731577 47.9986523, 11.1742711 47.9987458, 11.1745258 47.998773, 11.1747703 47.998788, 11.1749831 47.9988055, 11.1751097 47.9988677, 11.1752465 47.998943)",,,,
"[529696880, 111849417, 262255404, 8105169]",,"['Bahnhofstraße', 'Bahnhofplatz']",residential,30,False,True,77.14500000000001,"LINESTRING (11.1710376 47.9984737, 11.1710096 47.9984549, 11.1709948 47.9984365, 11.1709701 47.9984064, 11.1709608 47.9983646, 11.170956 47.9981637, 11.1709489 47.9980815, 11.1709068 47.9977964)",,,,
86882524,,Kapellenweg,residential,30,False,False,156.085,"LINESTRING (11.1715189 48.0004381, 11.1725188 48.0003182, 11.1734682 48.0002031, 11.1735641 48.0002481)",,,destination,
862211661,,Ladestraße,unclassified,30,False,False,97.775,"LINESTRING (11.1715189 48.0004381, 11.1715247 48.000463, 11.1716861 48.0012084, 11.1717169 48.0013072)",,,,
862211662,,Ladestraße,unclassified,30,False,True,102.417,"LINESTRING (11.1715189 48.0004381, 11.1714321 48.0000536, 11.1713161 47.9995271)",,,,
8049061,,Mitterweg,residential,30,False,False,63.647999999999996,"LINESTRING (11.1752328 47.9999382, 11.1751936 47.9998672, 11.175107 47.9996475, 11.1750254 47.9995403, 11.1749377 47.9994862, 11.1748554 47.999444)",,,,
8049061,,Mitterweg,residential,30,False,True,35.935,"LINESTRING (11.1752328 47.9999382, 11.17533 48.0001492, 11.1753488 48.0002508)",,,,
"[8049306, 8054495]",,Mitterweg,living_street,,False,"[False, True]",162.93400000000003,"LINESTRING (11.1752328 47.9999382, 11.1769213 47.9999058, 11.1770019 47.9999043, 11.1774214 47.9999185)",,,,
26008278,St 2068,Mühlfelder Straße,secondary,50,True,False,40.886,"LINESTRING (11.1770902 47.9984122, 11.1772293 47.9985888, 11.177242 47.9986117, 11.177307 47.9987486)",2,,,
"[73354770, 529688046]",St 2068,Mühlfelder Straße,secondary,50,False,"[False, True]",107.027,"LINESTRING (11.1770902 47.9984122, 11.1766744 47.9979632, 11.1763343 47.9975933)",2,,,
8049064,,Reineckestraße,residential,,False,True,39.278,"LINESTRING (11.1773662 48.0002698, 11.1774214 47.9999185)",,,,
8049063,,Reineckestraße,residential,,False,False,150.14000000000001,"LINESTRING (11.1773662 48.0002698, 11.1764215 48.0002491, 11.1755656 48.0002505, 11.1753488 48.0002508)",,,,
8049063,,Reineckestraße,residential,,False,True,32.066,"LINESTRING (11.1773662 48.0002698, 11.1774066 48.0003723, 11.1774372 48.00041, 11.1774798 48.0004588, 11.1775603 48.0005219)",,,,
8049305,,Mitterweg,residential,,False,True,27.857,"LINESTRING (11.1750249 48.0014735, 11.1749315 48.0017161)",,,,
