osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,width,junction,bridge
62235945,Jahnstraße,residential,False,True,57.182,"LINESTRING (7.5290841 51.0839794, 7.5291179 51.0838883, 7.5291024 51.0834677)",,,30,4,,
895167833,Zum Marktplatz,residential,False,True,66.126,"LINESTRING (7.5300489 51.0834791, 7.5291024 51.0834677)",,,,3,,
62235954,Zum Marktplatz,residential,False,False,34.38700000000001,"LINESTRING (7.5300489 51.0834791, 7.5301472 51.0834485, 7.5302524 51.0834679, 7.5302954 51.0835012, 7.5303106 51.083543, 7.5302948 51.0835847, 7.5302513 51.0836177)",,,,3,,
62235954,Zum Marktplatz,residential,False,True,30.592000000000002,"LINESTRING (7.5300489 51.0834791, 7.5300107 51.0835331, 7.5300311 51.0835908, 7.5301021 51.0836296, 7.5301793 51.0836362, 7.5302513 51.0836177)",,,,3,,
27492111,Am Wüllenberg,residential,False,False,22.921,"LINESTRING (7.5373208 51.0794803, 7.5371179 51.0793183)",,,,,,
27492111,Am Wüllenberg,residential,False,True,96.943,"LINESTRING (7.5373208 51.0794803, 7.5374441 51.0796007, 7.5374736 51.0796412, 7.537486 51.0796732, 7.5374876 51.0797072, 7.5374792 51.0797537, 7.5374677 51.0798025, 7.5374372 51.0798591, 7.5373584 51.0799672, 7.5372869 51.0800631, 7.537178 51.0802052, 7.5371293 51.0802778)",,,,,,
310596314,Landwehrstraße,residential,False,True,190.24399999999997,"LINESTRING (7.5264847 51.0791941, 7.5264985 51.0792032, 7.5273211 51.0797447, 7.5276697 51.0799741, 7.5278404 51.0800928, 7.5278973 51.0801799, 7.5279509 51.080275, 7.5280281 51.0804362, 7.5280791 51.0805407)",,,30,,,
62235921,Martin-Luther-Straße,residential,False,False,79.661,"LINESTRING (7.5340258 51.0803275, 7.5338777 51.0802181, 7.5338652 51.0802068, 7.5336832 51.0800419, 7.5336469 51.0798736, 7.5337549 51.0796977)",,,,,,
62235921,Martin-Luther-Straße,residential,False,True,101.779,"LINESTRING (7.5340258 51.0803275, 7.5346513 51.0807612, 7.5348784 51.0809083, 7.5349683 51.0809302, 7.5350707 51.0809245)",,,,,,
62235944,Auf der Höhe,residential,False,False,82.994,"LINESTRING (7.5340258 51.0803275, 7.5345038 51.0801036, 7.5346454 51.0800591, 7.5347494 51.0800384, 7.5349227 51.0800067, 7.5350647 51.079992)",,,,3,,
895167833,Zum Marktplatz,residential,False,False,66.126,"LINESTRING (7.5291024 51.0834677, 7.5300489 51.0834791)",,,,3,,
895167834,Jahnstraße,residential,False,True,13.592,"LINESTRING (7.5291024 51.0834677, 7.5290092 51.0833604)",,,30,4,,
62235945,Jahnstraße,residential,False,False,57.182,"LINESTRING (7.5291024 51.0834677, 7.5291179 51.0838883, 7.5290841 51.0839794)",,,30,4,,
815702400,,living_street,False,True,38.282,"LINESTRING (7.5302513 51.0836177, 7.5307651 51.0837375)",,,,,,
62235954,Zum Marktplatz,residential,False,False,30.592,"LINESTRING (7.5302513 51.0836177, 7.5301793 51.0836362, 7.5301021 51.0836296, 7.5300311 51.0835908, 7.5300107 51.0835331, 7.5300489 51.0834791)",,,,3,,
62235954,Zum Marktplatz,residential,False,True,34.387,"LINESTRING (7.5302513 51.0836177, 7.5302948 51.0835847, 7.5303106 51.083543, 7.5302954 51.0835012, 7.5302524 51.0834679, 7.5301472 51.0834485, 7.5300489 51.0834791)",,,,3,,
62235927,In den Gärten,residential,False,True,48.503,"LINESTRING (7.5297642 51.0840605, 7.5296754 51.0840386, 7.5293856 51.0840045, 7.5290841 51.0839794)",,,,4,,
62295116,Hubertusweg,residential,False,True,90.825,"LINESTRING (7.5363726 51.0812653, 7.5365146 51.0816505, 7.5365454 51.0817149, 7.5365942 51.0817413, 7.5366663 51.0817569, 7.5370882 51.081777)",,,,3,,
62295141,Auf der Schlenke,residential,False,False,114.501,"LINESTRING (7.5363726 51.0812653, 7.5366186 51.0812779, 7.5372563 51.0813439, 7.5376296 51.0813785, 7.5378562 51.0813931, 7.5379309 51.0813937, 7.5379959 51.0813859)",,,,3,,
895167838,Auf der Schlenke,residential,False,True,58.381,"LINESTRING (7.5363726 51.0812653, 7.5356622 51.0812855, 7.5356163 51.0812899, 7.5355392 51.0812981)",,,,3,,
62295116,Hubertusweg,residential,False,False,90.82500000000002,"LINESTRING (7.5370882 51.081777, 7.5366663 51.0817569, 7.5365942 51.0817413, 7.5365454 51.0817149, 7.5365146 51.0816505, 7.5363726 51.0812653)",,,,3,,
62295133,An den Mönchsteichen,residential,False,False,116.685,"LINESTRING (7.5370882 51.081777, 7.5371268 51.0819941, 7.5371796 51.0823312, 7.537218 51.0828228)",,,,3,,
895167839,Hubertusweg,residential,False,False,132.865,"LINESTRING (7.5382217 51.0803382, 7.5382225 51.0803969, 7.5382249 51.0804546, 7.5382303 51.080536, 7.5382518 51.0806075, 7.5383218 51.0807323, 7.5384607 51.0809699, 7.5384896 51.0810399, 7.5384711 51.0810672, 7.5384319 51.0810982, 7.5379959 51.0813859)",,,,3,,
895167842,Hauptstraße,primary,False,False,76.619,"LINESTRING (7.5382217 51.0803382, 7.5376071 51.080298, 7.5371293 51.0802778)",2,B 256,50,,,
62295133,An den Mönchsteichen,residential,False,True,116.685,"LINESTRING (7.537218 51.0828228, 7.5371796 51.0823312, 7.5371268 51.0819941, 7.5370882 51.081777)",,,,3,,
62295141,Auf der Schlenke,residential,False,True,114.50099999999999,"LINESTRING (7.5379959 51.0813859, 7.5379309 51.0813937, 7.5378562 51.0813931, 7.5376296 51.0813785, 7.5372563 51.0813439, 7.5366186 51.0812779, 7.5363726 51.0812653)",,,,3,,
895167839,Hubertusweg,residential,False,True,132.86499999999998,"LINESTRING (7.5379959 51.0813859, 7.5384319 51.0810982, 7.5384711 51.0810672, 7.5384896 51.0810399, 7.5384607 51.0809699, 7.5383218 51.0807323, 7.5382518 51.0806075, 7.5382303 51.080536, 7.5382249 51.0804546, 7.5382225 51.0803969, 7.5382217 51.0803382)",,,,3,,
292705216,Hauptstraße,primary,False,False,224.40699999999995,"LINESTRING (7.5355392 51.0812981, 7.5355735 51.0814029, 7.5356105 51.0815044, 7.535707 51.0817406, 7.535905 51.0821764, 7.535943 51.082331, 7.5359547 51.082394, 7.5359469 51.0824705, 7.5359277 51.082538, 7.535877 51.082624, 7.5358514 51.0826592, 7.5358159 51.0826911, 7.5357767 51.0827225, 7.5357235 51.0827515, 7.5356441 51.0827883, 7.5355746 51.0828124, 7.5355025 51.0828298, 7.5354072 51.0828464, 7.5353186 51.0828508, 7.5352223 51.0828474, 7.5350965 51.0828302, 7.5349908 51.0828034)",2,B 256,50,,,
292705216,Hauptstraße,primary,False,True,51.684999999999995,"LINESTRING (7.5355392 51.0812981, 7.5355216 51.0811795, 7.5355161 51.0810551, 7.5355307 51.0809243, 7.5355651 51.0808368)",2,B 256,50,,,
895167838,Auf der Schlenke,residential,False,False,58.381,"LINESTRING (7.5355392 51.0812981, 7.5356163 51.0812899, 7.5356622 51.0812855, 7.5363726 51.0812653)",,,,3,,
59848682,Talstraße,residential,False,False,327.92499999999995,"LINESTRING (7.5370921 51.0869261, 7.5370981 51.0868819, 7.5371129 51.0868379, 7.5371765 51.0867934, 7.5372679 51.086749, 7.5373917 51.0866992, 7.5374659 51.0866743, 7.5375764 51.0866433, 7.5377109 51.0866209, 7.5378186 51.0866198, 7.537877 51.0866235, 7.5379953 51.0866316, 7.5380857 51.0866361, 7.5381525 51.0866185, 7.5381832 51.0865913, 7.5382192 51.0865282, 7.5382378 51.0864847, 7.538246 51.0864267, 7.5382464 51.0863759, 7.5382308 51.0862964, 7.5381265 51.0861163, 7.5379831 51.085883, 7.5377703 51.0855397, 7.5376852 51.0854057, 7.5376308 51.085262, 7.537563 51.085005, 7.5374232 51.084574)",,,,3,,
197867328,Klosterstraße,secondary,False,True,43.408,"LINESTRING (7.5370921 51.0869261, 7.5367843 51.0869239, 7.5364712 51.0869357)",2,,50,6,,
62235936,Klausner-Heinrich-Straße,residential,False,True,112.518,"LINESTRING (7.5302865 51.0806571, 7.5302602 51.0806675, 7.5289219 51.0811947)",,,30,2.5,,
163741345,Leppestraße,residential,False,False,50.442,"LINESTRING (7.5270809 51.0813324, 7.526763 51.0817218, 7.5267477 51.0817346)",,,,,,
7980279,Hauptstraße,primary,False,True,36.096,"LINESTRING (7.5312487 51.0833008, 7.5313329 51.0832139, 7.5315171 51.0830234)",2,B 256,50,,,
"[1075050080, 1069577001]",,primary,True,False,20.847,"LINESTRING (7.5312487 51.0833008, 7.53126 51.0833049, 7.531293 51.0833264, 7.5313153 51.0833527, 7.5313252 51.0833818, 7.5313219 51.0834116, 7.5313056 51.0834397, 7.5312774 51.083464)",1,,50,,roundabout,
205233111,Zur alten Post,residential,False,False,12.148,"LINESTRING (7.5313964 51.0818577, 7.531523 51.0817828)",,,,,,
205233113,Zur alten Post,residential,True,False,81.05199999999999,"LINESTRING (7.5313964 51.0818577, 7.5313098 51.0819272, 7.530798 51.0821525, 7.5305989 51.0822401, 7.5304553 51.082271)",,,,2.5,,
"[327821067, 764490215, 327821069, 222961479]",Bahnhofstraße,residential,False,True,150.24,"LINESTRING (7.5308755 51.0805105, 7.5309682 51.0806193, 7.5309852 51.0806394, 7.5310616 51.0807292, 7.5310893 51.0807617, 7.5311495 51.0808322, 7.5311697 51.0808562, 7.5312724 51.0809788, 7.5313144 51.081052, 7.5313486 51.0811367, 7.5313631 51.0811814, 7.5313795 51.0812382, 7.5313936 51.0812984, 7.5314139 51.0813879, 7.531523 51.0817828)",,,,,,
267706581,Zum Wasserturm,residential,False,True,87.446,"LINESTRING (7.5324022 51.082025, 7.5322663 51.0817752, 7.5322282 51.0817334, 7.5321748 51.0817041, 7.5321132 51.0816857, 7.5320358 51.0816875, 7.5316254 51.081747, 7.531523 51.0817828)",,,,,,
"[650089216, 45821865]",Pestalozzistraße,residential,False,False,124.581,"LINESTRING (7.5278869 51.0866528, 7.5279454 51.086697, 7.5280769 51.0867962, 7.5282427 51.086916, 7.5283816 51.0870064, 7.5285433 51.0871134, 7.5288241 51.0872371, 7.5291181 51.0873381, 7.5292359 51.0873554)",,,,,,
650089217,Pestalozzistraße,residential,False,False,25.564,"LINESTRING (7.5278869 51.0866528, 7.5278738 51.0866613, 7.52784 51.0866721, 7.5278025 51.086675, 7.5277655 51.0866698, 7.5277336 51.0866571, 7.5277103 51.0866382, 7.5276986 51.0866156, 7.5276998 51.0865917, 7.5277153 51.0865679, 7.5277435 51.0865493)",,,,,,
650089217,Pestalozzistraße,residential,False,True,11.725,"LINESTRING (7.5278869 51.0866528, 7.5278997 51.0866439, 7.5279147 51.0866225, 7.5279175 51.0865992, 7.5279078 51.0865766, 7.5278868 51.0865574)",,,,,,
62235944,Auf der Höhe,residential,False,True,82.994,"LINESTRING (7.5350647 51.079992, 7.5349227 51.0800067, 7.5347494 51.0800384, 7.5346454 51.0800591, 7.5345038 51.0801036, 7.5340258 51.0803275)",,,,3,,
310596313,Hauptstraße,primary,False,True,13.921,"LINESTRING (7.5333142 51.0821656, 7.5335131 51.0821734)",2,B 256,50,,,
"[172280520, 310596313, 27087420]",Hauptstraße,primary,False,False,105.805,"LINESTRING (7.5333142 51.0821656, 7.5331125 51.0821841, 7.5329813 51.0822162, 7.5328501 51.0822483, 7.532524 51.0823686, 7.532268 51.0824765, 7.5320059 51.0826153)",2,B 256,50,,,yes
368000554,Bockelsburger Weg,residential,False,False,45.964,"LINESTRING (7.5333142 51.0821656, 7.5333383 51.0820473, 7.5331441 51.0817797)",,,,,,
"[1132272024, 105118572]",Leppestraße,secondary,False,True,190.99400000000003,"LINESTRING (7.5267477 51.0817346, 7.5273336 51.081963, 7.5281902 51.0823279, 7.5284541 51.0824653, 7.5287519 51.0826288, 7.5289649 51.0827345)",,L 97,"['50', '30']",,,
163741345,Leppestraße,residential,False,True,50.442,"LINESTRING (7.5267477 51.0817346, 7.526763 51.0817218, 7.5270809 51.0813324)",,,,,,
62235956,Am Gersnacken,residential,False,True,266.647,"LINESTRING (7.5278868 51.0865574, 7.5279306 51.0865252, 7.5281837 51.0863393, 7.5283617 51.0862081, 7.5283859 51.0860747, 7.5283878 51.0853337, 7.5284699 51.0848122, 7.5284963 51.0842731)",,,,3,,
650089217,Pestalozzistraße,residential,False,False,11.725,"LINESTRING (7.5278868 51.0865574, 7.5279078 51.0865766, 7.5279175 51.0865992, 7.5279147 51.0866225, 7.5278997 51.0866439, 7.5278869 51.0866528)",,,,,,
650089217,Pestalozzistraße,residential,False,True,10.900000000000002,"LINESTRING (7.5278868 51.0865574, 7.5278569 51.0865436, 7.5278213 51.0865368, 7.5277805 51.0865384, 7.5277435 51.0865493)",,,,,,
27356199,Pestalozzistraße,residential,False,True,318.98800000000006,"LINESTRING (7.5277435 51.0865493, 7.527438 51.0862911, 7.5271963 51.0860676, 7.5271902 51.0860187, 7.5272247 51.08598, 7.5272938 51.0859329, 7.5273233 51.0859005, 7.5273348 51.0858589, 7.5273172 51.0858176, 7.5272836 51.0857919, 7.5269377 51.0856499, 7.5267067 51.0855284, 7.526462 51.0853028, 7.5262129 51.0850805, 7.5259684 51.0848478, 7.5256619 51.0843785, 7.5255905 51.084268, 7.5255295 51.0842157)",,,,,,
650089217,Pestalozzistraße,residential,False,False,10.9,"LINESTRING (7.5277435 51.0865493, 7.5277805 51.0865384, 7.5278213 51.0865368, 7.5278569 51.0865436, 7.5278868 51.0865574)",,,,,,
650089217,Pestalozzistraße,residential,False,True,25.564,"LINESTRING (7.5277435 51.0865493, 7.5277153 51.0865679, 7.5276998 51.0865917, 7.5276986 51.0866156, 7.5277103 51.0866382, 7.5277336 51.0866571, 7.5277655 51.0866698, 7.5278025 51.086675, 7.52784 51.0866721, 7.5278738 51.0866613, 7.5278869 51.0866528)",,,,,,
"[742261096, 742261098]",Klosterstraße,residential,False,False,201.911,"LINESTRING (7.533161 51.0858731, 7.5331768 51.0859106, 7.5331967 51.0859841, 7.5332209 51.0860723, 7.5332962 51.0862508, 7.5333227 51.0863081, 7.5333513 51.0863627, 7.5334278 51.0864651, 7.533517 51.0865516, 7.5336018 51.086624, 7.5337394 51.086723, 7.5338394 51.0867815, 7.5339394 51.0868333, 7.5341117 51.0869148, 7.5341917 51.0869513, 7.534274 51.0869825, 7.5343751 51.0870138, 7.5346544 51.0870886, 7.5349271 51.0871635)",2,,50,,,
815702400,,living_street,False,False,38.282,"LINESTRING (7.5307651 51.0837375, 7.5302513 51.0836177)",,,,,,
"[267715610, 310001013, 379953822]",Hauptstraße,primary,False,False,439.78700000000003,"LINESTRING (7.5310819 51.0834881, 7.5310265 51.0835521, 7.5308998 51.08377, 7.530856 51.0838767, 7.530771 51.084076, 7.5306528 51.0843529, 7.5306346 51.0843978, 7.5304821 51.0847731, 7.5304125 51.0849446, 7.5303336 51.0851387, 7.5302937 51.085237, 7.5296328 51.0868631, 7.529609 51.0869443, 7.5295758 51.0870253, 7.5294804 51.0872152, 7.5294515 51.0873044)",2,B 256,50,,,
1047021371,,primary,True,False,17.049,"LINESTRING (7.5310819 51.0834881, 7.5310443 51.0834706, 7.5310082 51.0834434, 7.5309882 51.0834103, 7.5309865 51.0833749, 7.5309948 51.083358)",1,,50,,roundabout,
25168428,Leppestraße,secondary,False,False,117.94699999999999,"LINESTRING (7.5309948 51.083358, 7.5308613 51.0833313, 7.530716 51.0833059, 7.5302806 51.0832417, 7.5301867 51.0832289, 7.5296147 51.083147, 7.5293618 51.083092)",2,L 97,50,,,
1069577000,,primary,True,False,21.985,"LINESTRING (7.5309948 51.083358, 7.5310032 51.0833411, 7.5310323 51.0833153, 7.5310722 51.0832959, 7.5311194 51.0832847, 7.5311698 51.0832827, 7.5312188 51.0832901, 7.5312487 51.0833008)",1,,50,,roundabout,
27084658,Klosterstraße,residential,True,False,63.483000000000004,"LINESTRING (7.5312774 51.083464, 7.531353 51.0835461, 7.5315991 51.0836627, 7.5316843 51.0837075, 7.5317536 51.0837479, 7.5318139 51.0837866, 7.5318663 51.0838287, 7.531903 51.0838681)",2,,50,,,
1075050081,,primary,True,False,14.837,"LINESTRING (7.5312774 51.083464, 7.5312396 51.0834823, 7.5311952 51.0834934, 7.5311477 51.0834997, 7.5310819 51.0834881)",1,,50,,roundabout,
