osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,width,bridge
885332281,L 918,Beuthener Straße,secondary,50,False,False,60.787,"LINESTRING (8.6205875 52.3747053, 8.6197642 52.3749203)",,,,
885332281,L 918,Beuthener Straße,secondary,50,False,True,30.514,"LINESTRING (8.6205875 52.3747053, 8.6210048 52.3746033)",,,,
38750457,,Im Walde,residential,,False,False,144.89,"LINESTRING (8.6205875 52.3747053, 8.6205521 52.3746551, 8.6202993 52.3742641, 8.6202967 52.374205, 8.6203382 52.3741442, 8.620432 52.3741143, 8.620531 52.3741151, 8.6206147 52.3741444, 8.6206925 52.3742068, 8.6208994 52.374492, 8.6209517 52.3745406, 8.6209633 52.3745543, 8.6210048 52.3746033)",,,,
576800505,,Lübbecker Straße,unclassified,50,False,True,41.732,"LINESTRING (8.6158582 52.3750477, 8.6158728 52.3746725)",,,,
"[381024940, 38964693]",,Präses-Ernst-Wilm-Straße,unclassified,50,False,False,211.422,"LINESTRING (8.6158582 52.3750477, 8.6158453 52.3752211, 8.615842 52.3752606, 8.6158482 52.3755623, 8.6158211 52.3757981, 8.6157879 52.3768151, 8.6157835 52.376948)",,,,
"[381024048, 24329933]",L 918,Beuthener Straße,secondary,50,False,True,129.46699999999998,"LINESTRING (8.6158582 52.3750477, 8.61616 52.3750588, 8.6162429 52.3750587, 8.616376 52.3750613, 8.6170473 52.3750679, 8.6177646 52.3750749)",,,,
24329931,L 918,,secondary,50,True,False,11.971,"LINESTRING (8.621954 52.3743507, 8.6219619 52.3743191, 8.6219798 52.3742908, 8.6220288 52.3742567)",1,roundabout,,
24329931,L 918,,secondary,50,True,False,11.797,"LINESTRING (8.6220288 52.3742567, 8.6220937 52.3742423, 8.6221982 52.3742465)",1,roundabout,,
868860178,,Rahdener Straße,residential,,True,False,39.533,"LINESTRING (8.6220288 52.3742567, 8.6220166 52.3741133, 8.6219884 52.3739995, 8.6219798 52.3739028)",,,,
24329931,L 918,,secondary,50,True,False,7.829000000000001,"LINESTRING (8.622265 52.3742781, 8.6222914 52.3743023, 8.6223057 52.3743427)",1,roundabout,,
868860181,L 918,Beuthener Straße,secondary,50,True,False,32.628,"LINESTRING (8.622265 52.3742781, 8.6223649 52.3742644, 8.6225323 52.374226, 8.6226063 52.3742148, 8.6227283 52.3742045)",1,,,
1169287154,,Bischof-Hermann-Kunst-Platz,residential,30,True,False,8.474,"LINESTRING (8.6221873 52.3775663, 8.6221412 52.377592, 8.6220835 52.3776065)",1,roundabout,,
1168110635,,Bischof-Hermann-Kunst-Platz,residential,30,True,False,18.665999999999997,"LINESTRING (8.6221612 52.3774142, 8.6222043 52.3774469, 8.6222243 52.3774871, 8.6222183 52.3775289, 8.6221873 52.3775663)",1,roundabout,,
1169287151,,Bischof-Hermann-Kunst-Platz,residential,30,True,False,3.778,"LINESTRING (8.6221137 52.3773965, 8.6221612 52.3774142)",1,roundabout,,
35521633,,Rahdener Straße,unclassified,50,True,False,30.048000000000002,"LINESTRING (8.6220835 52.3776065, 8.6220488 52.3776553, 8.6220257 52.377705, 8.6219971 52.3777982, 8.6219572 52.3778644)",,,,
"[1169287153, 35521630]",,Bischof-Hermann-Kunst-Platz,residential,30,True,False,33.676,"LINESTRING (8.6220835 52.3776065, 8.6220181 52.377608, 8.621956 52.3775952, 8.6219055 52.3775697, 8.6218751 52.3775382, 8.6218631 52.3775024, 8.621871 52.3774661, 8.6218979 52.3774334, 8.6219407 52.3774078)",1,roundabout,,
23138374,,Präses-Ernst-Wilm-Straße,unclassified,,False,False,91.79799999999999,"LINESTRING (8.6157586 52.3779338, 8.615773 52.377974, 8.6157793 52.3787584)",,,,
1167993618,,,unclassified,,True,False,21.005,"LINESTRING (8.6157586 52.3779338, 8.6156812 52.3779339, 8.6156089 52.3779171, 8.6155511 52.3778857, 8.6155155 52.3778438)",,roundabout,,
31584648,,,unclassified,,True,False,18.343,"LINESTRING (8.615754 52.3776774, 8.6158181 52.3776904, 8.6158723 52.377715, 8.6159112 52.3777487, 8.6159308 52.3777882)",,roundabout,,
381024940,,Präses-Ernst-Wilm-Straße,unclassified,50,False,True,81.187,"LINESTRING (8.615754 52.3776774, 8.6157589 52.3776411, 8.61577 52.3776006, 8.6157799 52.3771228, 8.6157835 52.376948)",,,,
31678397,,Birger-Forell-Straße,residential,,False,False,254.61700000000002,"LINESTRING (8.6159308 52.3777882, 8.6160085 52.3777838, 8.6160626 52.3777862, 8.6163108 52.3777949, 8.6169594 52.3778177, 8.6171958 52.377834, 8.6172747 52.3778395, 8.6177483 52.3778723, 8.6179668 52.3779028, 8.6182683 52.3779449, 8.6184646 52.3779723, 8.6186532 52.3780053, 8.6192276 52.378098, 8.6193473 52.3781173, 8.619618 52.3781549)",,,,
1169786411,,,unclassified,,True,False,21.906000000000002,"LINESTRING (8.6159308 52.3777882, 8.6159265 52.3778374, 8.6158924 52.377882, 8.6158337 52.3779158, 8.6157586 52.3779338)",,roundabout,,
"[42990562, 49285491, 24597702]",,Koloniestraße,unclassified,50,False,"[False, True]",375.61,"LINESTRING (8.6155155 52.3778438, 8.6154438 52.3778579, 8.6151329 52.3778911, 8.6146965 52.3779517, 8.6144235 52.3779719, 8.6140511 52.3779736, 8.6135137 52.3779542, 8.6131713 52.3779185, 8.612851 52.3779036, 8.6125972 52.3778957, 8.6123438 52.3779095, 8.6121006 52.377938, 8.6117291 52.377989, 8.6113697 52.3780741, 8.610157 52.3783896)",1,,4,yes
