osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,ref,bridge
513647041,Jean-Paul-Straße,residential,30,6.2,False,True,88.845,"LINESTRING (11.5792198 49.9383356, 11.5789157 49.9384921, 11.5784367 49.9387385, 11.5782738 49.9388223, 11.5782501 49.9388345)",,,
247031109,Rathenaustraße,secondary,50,,False,True,91.858,"LINESTRING (11.5712362 49.9390481, 11.5700218 49.9393156)",3,,
24714180,Rathenaustraße,secondary,50,,False,False,35.078,"LINESTRING (11.5712362 49.9390481, 11.5714424 49.9390045, 11.5717019 49.9389497)",2,,
"[4690578, 1122900294]",Wilhelminenstraße,tertiary,50,,False,False,148.097,"LINESTRING (11.5712362 49.9390481, 11.5713069 49.939173, 11.571404 49.9393447, 11.5714621 49.939416, 11.571528 49.9394967, 11.5715538 49.9395171, 11.5717265 49.9396539, 11.571739 49.9396638, 11.5717607 49.9396817, 11.5718097 49.9397217, 11.5718828 49.9397759, 11.5720176 49.9398782, 11.5721275 49.9399391, 11.572156 49.9399541, 11.5722269 49.9399913, 11.5724424 49.940096)",3,BTs 5,
"[621764620, 4983439]",Moritzhöfen,residential,30,,False,False,67.467,"LINESTRING (11.5756892 49.9391674, 11.5752883 49.9389965, 11.5751686 49.9389454, 11.5749033 49.9388323)",,,
"[34851032, 1019014172]",Friedrichstraße,residential,30,,False,False,71.354,"LINESTRING (11.5756892 49.9391674, 11.5754813 49.9395504, 11.5753604 49.9397732)",,,
47033505,Friedrichstraße,residential,30,,False,False,32.07,"LINESTRING (11.5748738 49.9406783, 11.5747279 49.940951)",,,
4845634,Wilhelminenstraße,residential,50,,False,True,185.89600000000002,"LINESTRING (11.5748738 49.9406783, 11.5745491 49.9405988, 11.5728909 49.940238, 11.5724424 49.940096)",,,
"[100017097, 121513982]",Friedrichstraße,residential,30,,False,True,106.497,"LINESTRING (11.5748738 49.9406783, 11.5749786 49.9404837, 11.5750798 49.9402957, 11.575142 49.9401798, 11.5752244 49.9400264, 11.5753604 49.9397732)",,,
"[6474897, 790987994]",Jahnstraße,residential,30,,False,False,67.00999999999999,"LINESTRING (11.5721601 49.9420286, 11.5721158 49.9421041, 11.5720361 49.9422288, 11.5718062 49.9425865)",,,
